filename ,subjectNo ,verification ,age,Gender,Ethnicity,device,experimentDuration ,videoOrder,treatmentLabel ,videoLabel ,targetLabel ,face0 ,face1 ,face2 ,face3 ,face4 ,face5 ,videoCheck ,PreIDconfidence ,faceSelected ,confidence ,attentionCheckSelected ,correct,SaidAbsentOrPresent,videoCheck,attentionCheck,completedTwice,include
ucsd_1,407,j9hlhie35sj4te29,20,Male,Mexican-American,Laptop/Computer,752210,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,80,yes,70,one,1,Present,, ,,yes
ucsd_1,412,k5playe1zp808uxr,18,Female,Asian,Laptop/Computer,711303,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,40,yes,30,one,1,Present,, ,,yes
ucsd_1,412,k5playe1zp808uxr,18,Female,Asian,Laptop/Computer,711303,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,30,no,50,two,1,Absent,, ,,yes
ucsd_1,413,im4lpds0p1n0cnmi,21,Male,Asian,Laptop/Computer,739425,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,,70,yes,60,two,1,Present,, ,,yes
ucsd_1,413,im4lpds0p1n0cnmi,21,Male,Asian,Laptop/Computer,739425,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,70,no,60,one,1,Absent,, ,,yes
ucsd_1,414,wxjzprmf1628olxr,20,Female,Asian,Laptop/Computer,842356,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,80,no,90,one,1,Absent,, ,,yes
ucsd_1,414,wxjzprmf1628olxr,20,Female,Asian,Laptop/Computer,842356,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,,60,no,60,two,0,Absent,, ,,yes
ucsd_1,415,08eq3bv3ep2k,18,Male,Caucasian,Laptop/Computer,858855,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,I did not notice any technical issue in the video playback,60,yes,60,two,0,Present,, ,,yes
ucsd_1,415,08eq3bv3ep2k,18,Male,Caucasian,Laptop/Computer,858855,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,No technical problems encountered,70,yes,60,one,1,Present,, ,,yes
ucsd_1,420,aw4d7gxo04b,22,Female,Other,Laptop/Computer,837343,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,10,no,30,one,0,Absent,, ,,yes
ucsd_1,420,aw4d7gxo04b,22,Female,Other,Laptop/Computer,837343,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,20,yes,10,two,0,Present,, ,,yes
ucsd_1,421,1k6xi0bo55p6,25,Female,African-American,Laptop/Computer,810377,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,there was no sound during the all video,90,yes,10,two,1,Present,, ,,yes
ucsd_1,421,1k6xi0bo55p6,25,Female,African-American,Laptop/Computer,810377,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,NO TECHNICAL PROBLEM,80,yes,80,one,0,Present,, ,,yes
ucsd_1,422,r2ner27ucb3uwhfr,19,Female,Asian,Laptop/Computer,719622,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,No problems,30,yes,30,one,0,Present,, ,,yes
ucsd_1,422,r2ner27ucb3uwhfr,19,Female,Asian,Laptop/Computer,719622,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,No,30,yes,50,two,1,Present,, ,,yes
ucsd_1,423,gw1eingh4p,20,Female,Filipino,Laptop/Computer,753537,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,No,50,no,30,two,1,Absent,, ,,yes
ucsd_1,423,gw1eingh4p,20,Female,Filipino,Laptop/Computer,753537,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,No,50,yes,50,one,1,Present,, ,,yes
ucsd_1,428,l7trtvkwb19n3ik9,19,Male,African-American,Laptop/Computer,698489,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,80,yes,60,one,1,Present,, ,,yes
ucsd_1,428,l7trtvkwb19n3ik9,19,Male,African-American,Laptop/Computer,698489,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,70,yes,90,two,0,Present,, ,,yes
ucsd_1,430,c45v74yhwiiwl8fr,21,Female,Caucasian,Laptop/Computer,793592,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,No,40,no,70,one,1,Absent,, ,,yes
ucsd_1,430,c45v74yhwiiwl8fr,21,Female,Caucasian,Laptop/Computer,793592,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,,20,yes,50,two,1,Present,, ,,yes
ucsd_1,431,c5n1ggonuel5l8fr,21,Female,Asian,Laptop/Computer,855096,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,N/A,80,yes,70,two,0,Present,, ,,yes
ucsd_1,431,c5n1ggonuel5l8fr,21,Female,Asian,Laptop/Computer,855096,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,N/A,80,yes,80,one,1,Present,, ,,yes
ucsd_1,436,r3q86p49ne6zuxr,19,Female,Latino,Laptop/Computer,1342464,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,I did not have technical problems.,30,yes,30,one,1,Present,, ,,yes
ucsd_1,436,r3q86p49ne6zuxr,19,Female,Latino,Laptop/Computer,1342464,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,30,no,40,two,1,Absent,, ,,yes
ucsd_1,437,hob08ye0jn3wstt9,21,Female,Mexican-American,Laptop/Computer,885531,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,No Issues,60,no,50,two,0,Absent,, ,,yes
ucsd_1,437,hob08ye0jn3wstt9,21,Female,Mexican-American,Laptop/Computer,885531,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,No Issues,70,no,70,one,1,Absent,, ,,yes
ucsd_1,438,qxp0h8mp6yiizfr,21,Female,Latino,Laptop/Computer,693483,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,70,no,100,one,1,Absent,, ,,yes
ucsd_1,438,qxp0h8mp6yiizfr,21,Female,Latino,Laptop/Computer,693483,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,,100,no,90,two,0,Absent,, ,,yes
ucsd_1,439,x4tcql4kuykwewmi,19,Female,Asian,Laptop/Computer,725121,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,no issues,50,no,10,two,1,Absent,, ,,yes
ucsd_1,439,x4tcql4kuykwewmi,19,Female,Asian,Laptop/Computer,725121,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,NO ISSUES,40,yes,60,one,1,Present,, ,,yes
ucsd_1,444,3w46okos2nyx2yb9,20,Female,Asian,Laptop/Computer,738222,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,90,yes,90,one,1,Present,, ,,yes
ucsd_1,444,3w46okos2nyx2yb9,20,Female,Asian,Laptop/Computer,738222,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,80,yes,70,two,0,Present,, ,,yes
ucsd_1,445,80yqrcwxz7z7u8fr,18,Female,Caucasian,Laptop/Computer,825558,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,no technical problems,90,yes,60,two,1,Present,, ,,yes
ucsd_1,445,80yqrcwxz7z7u8fr,18,Female,Caucasian,Laptop/Computer,825558,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,none,70,yes,40,one,0,Present,, ,,yes
ucsd_1,446,inwkvo4igc,20,Female,Asian,Laptop/Computer,845453,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,no technical difficulties,0,yes,60,one,0,Present,, ,,yes
ucsd_1,446,dt4ghwaovxt,19,Female,Other,Laptop/Computer,15847885,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,no technical issues,100,yes,80,one,0,Present,, ,,yes
ucsd_1,446,inwkvo4igc,20,Female,Asian,Laptop/Computer,845453,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,"kept buffering,  video had been playing fine for about 5 seconds before the problem started",20,yes,60,two,1,Present,, ,,yes
ucsd_1,446,dt4ghwaovxt,19,Female,Other,Laptop/Computer,15847885,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,NO,90,yes,90,two,1,Present,, ,,yes
ucsd_1,447,lh0x666ayjr4fgvi,18,Male,Latino,Laptop/Computer,768661,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,90,yes,90,two,0,Present,, ,,yes
ucsd_1,447,lh0x666ayjr4fgvi,18,Male,Latino,Laptop/Computer,768661,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,90,yes,90,one,1,Present,, ,,yes
ucsd_1,452,a681v8djtzh93sor,21,Male,Mexican-American,Laptop/Computer,731851,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,No Problems.,30,no,50,one,0,Absent,, ,,yes
ucsd_1,452,a681v8djtzh93sor,21,Male,Mexican-American,Laptop/Computer,731851,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,None,60,yes,80,two,0,Present,, ,,yes
ucsd_1,453,o32esuucb0nklnmi,21,Female,Mexican-American,Laptop/Computer,963774,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,,80,no,70,two,0,Absent,, ,,yes
ucsd_1,453,o32esuucb0nklnmi,21,Female,Mexican-American,Laptop/Computer,963774,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,80,yes,60,one,0,Present,, ,,yes
ucsd_1,455,sefw9sneku0rizfr,20,Female,Mexican-American,Laptop/Computer,732583,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,I didn't encounter any technical problems. ,100,yes,100,two,0,Present,, ,,yes
ucsd_1,455,sefw9sneku0rizfr,20,Female,Mexican-American,Laptop/Computer,732583,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,No,100,yes,100,one,1,Present,, ,,yes
ucsd_1,460,eickr133sd04fgvi,18,Female,Asian,Laptop/Computer,731564,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,there was no technical issue,50,no,60,one,0,Absent,, ,,yes
ucsd_1,460,eickr133sd04fgvi,18,Female,Asian,Laptop/Computer,731564,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,there were none,60,no,30,two,1,Absent,, ,,yes
ucsd_1,461,s4146fcs6f20529,20,Female,Asian,Laptop/Computer,692396,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,Did not encounter any technical problems,30,no,20,two,0,Absent,, ,,yes
ucsd_1,461,s4146fcs6f20529,20,Female,Asian,Laptop/Computer,692396,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,no technical problems,40,yes,50,one,0,Present,, ,,yes
ucsd_1,462,vagzzwdwin,19,Female,Asian,Laptop/Computer,727350,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,40,no,30,one,1,Absent,, ,,yes
ucsd_1,462,vagzzwdwin,19,Female,Asian,Laptop/Computer,727350,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,,30,yes,40,two,1,Present,, ,,yes
ucsd_1,463,m7ffesy18ep,27,Male,Caucasian,Laptop/Computer,903778,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,90,no,70,two,1,Absent,, ,,yes
ucsd_1,463,m7ffesy18ep,27,Male,Caucasian,Laptop/Computer,903778,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,90,yes,60,one,1,Present,, ,,yes
ucsd_1,468,aggqc8o4c8h,20,Prefer not to say,Prefer not to say,Laptop/Computer,720904,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,50,no,50,one,0,Absent,,1,,no
ucsd_1,468,aggqc8o4c8h,20,Prefer not to say,Prefer not to say,Laptop/Computer,720904,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,50,no,50,one,1,Absent,,1,,no
ucsd_1,469,ht4ya29jfl7eqaor,20,Female,Asian,Laptop/Computer,823764,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,,50,yes,70,two,1,Present,, ,,yes
ucsd_1,469,ht4ya29jfl7eqaor,20,Female,Asian,Laptop/Computer,823764,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,20,no,40,one,1,Absent,, ,,yes
ucsd_1,470,yxspucjpt359udi,22,Female,Asian,Laptop/Computer,677351,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,No technical problems,60,no,70,one,1,Absent,, ,,yes
ucsd_1,470,yxspucjpt359udi,22,Female,Asian,Laptop/Computer,677351,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,No technical problems,60,yes,50,two,1,Present,, ,,yes
ucsd_1,471,h78xbbjs4k5,18,Female,Asian,Tablet,853041,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,50,yes,70,two,0,Present,, ,,yes
ucsd_1,471,h78xbbjs4k5,18,Female,Asian,Tablet,853041,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,50,yes,60,one,1,Present,, ,,yes
ucsd_1,476,9lrcqywseomvx6r,18,Female,Asian,Laptop/Computer,774455,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,80,no,80,one,0,Absent,, ,,yes
ucsd_1,476,9lrcqywseomvx6r,18,Female,Asian,Laptop/Computer,774455,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,100,no,100,two,1,Absent,, ,,yes
ucsd_1,477,1mzaayi3975pnwmi,20,Male,Asian,Laptop/Computer,1264922,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,,100,yes,100,two,1,Present,, ,,yes
ucsd_1,477,1mzaayi3975pnwmi,20,Male,Asian,Laptop/Computer,1264922,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,100,no,100,one,1,Absent,, ,,yes
ucsd_1,478,1ff9jsaqvxiuow29,22,Female,Mexican-American,Laptop/Computer,777957,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,90,yes,80,one,0,Present,, ,,yes
ucsd_1,478,1ff9jsaqvxiuow29,22,Female,Mexican-American,Laptop/Computer,777957,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,,90,yes,100,two,1,Present,, ,,yes
ucsd_1,479,7n3edya97ch,18,Female,Asian,Tablet,1095572,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,The technical issue happens on the 15s in the video. One person robbed the actor's cell phone.,20,yes,90,three,0,Present,,1,,no
ucsd_1,479,7n3edya97ch,18,Female,Asian,Tablet,1095572,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,80,yes,60,one,1,Present,,1,,no
ucsd_1,486,szx5r2ax60b,20,Female,Caucasian,Laptop/Computer,815156,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,no,70,no,100,one,1,Absent,, ,,yes
ucsd_1,486,szx5r2ax60b,20,Female,Caucasian,Laptop/Computer,815156,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,NO,70,no,100,two,0,Absent,, ,,yes
ucsd_1,487,m29568sse9c,41,Female,Other,Laptop/Computer,817404,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,no,100,no,100,two,1,Absent,, ,,yes
ucsd_1,487,m29568sse9c,41,Female,Other,Laptop/Computer,817404,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,no,100,yes,100,one,1,Present,, ,,yes
ucsd_1,492,o7ddmxs1kbq,19,Female,Mexican-American,Laptop/Computer,798716,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,90,yes,80,one,1,Present,, ,,yes
ucsd_1,492,o7ddmxs1kbq,19,Female,Mexican-American,Laptop/Computer,798716,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,50,no,80,two,1,Absent,, ,,yes
ucsd_1,493,8e6uljte4sawnrk9,20,Male,Asian,Laptop/Computer,879184,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,,70,no,100,two,0,Absent,, ,,yes
ucsd_1,493,8e6uljte4sawnrk9,20,Male,Asian,Laptop/Computer,879184,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,100,no,70,one,1,Absent,, ,,yes
ucsd_1,494,86sipg6g7dtjra4i,23,Female,Mexican-American,Laptop/Computer,807674,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,60,no,80,one,1,Absent,, ,,yes
ucsd_1,494,86sipg6g7dtjra4i,23,Female,Mexican-American,Laptop/Computer,807674,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,,60,yes,50,two,1,Present,, ,,yes
ucsd_1,495,wpva1rz7x3,20,Female,Asian,Laptop/Computer,773726,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,No.,100,no,90,two,1,Absent,, ,,yes
ucsd_1,495,2g71d57glm7ycik9,21,Female,Caucasian,Laptop/Computer,10498081,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,The entire video had no sound  but I feel as if that may have been intentional. ,30,no,60,two,1,Absent,, ,,yes
ucsd_1,495,wpva1rz7x3,20,Female,Asian,Laptop/Computer,773726,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,NO,90,yes,80,one,1,Present,, ,,yes
ucsd_1,495,2g71d57glm7ycik9,21,Female,Caucasian,Laptop/Computer,10498081,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,none,30,no,20,one,0,Absent,, ,,yes
ucsd_1,500,ebij6n0egwcm1jor,21,Male,Filipino,Laptop/Computer,745474,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,80,yes,70,one,1,Present,, ,,yes
ucsd_1,500,ebij6n0egwcm1jor,21,Male,Filipino,Laptop/Computer,745474,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,80,no,60,two,1,Absent,, ,,yes
ucsd_1,501,4nz4glx9lp,19,Female,Mexican-American,Laptop/Computer,784881,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,,80,no,30,two,0,Absent,, ,,yes
ucsd_1,501,4nz4glx9lp,19,Female,Mexican-American,Laptop/Computer,784881,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,60,no,40,one,1,Absent,, ,,yes
ucsd_1,502,rl5pa75m2yl7syvi,23,Female,Other,Laptop/Computer,744296,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,80,no,70,one,1,Absent,, ,,yes
ucsd_1,502,rl5pa75m2yl7syvi,23,Female,Other,Laptop/Computer,744296,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,,60,yes,80,two,1,Present,, ,,yes
ucsd_1,503,xatcwuqkcapmbo6r,21,Female,Asian,Laptop/Computer,685941,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,No difficulties ,70,yes,70,two,0,Present,, ,,yes
ucsd_1,503,xatcwuqkcapmbo6r,21,Female,Asian,Laptop/Computer,685941,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,None,80,yes,90,one,1,Present,, ,,yes
ucsd_1,508,uy3fe35h49qf47vi,21,Female,Asian,Laptop/Computer,1070270,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,"No, but the man in the video was not moving for like four seconds.",100,yes,70,one,1,Present,, ,,yes
ucsd_1,508,uy3fe35h49qf47vi,21,Female,Asian,Laptop/Computer,1070270,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,No,90,no,60,two,1,Absent,, ,,yes
ucsd_1,509,0otsawpjj8wr,18,Male,Asian,Tablet,777490,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,,90,no,70,two,0,Absent,, ,,yes
ucsd_1,509,0otsawpjj8wr,18,Male,Asian,Tablet,777490,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,90,no,90,one,1,Absent,, ,,yes
ucsd_1,510,ay1rgtz060f6r,20,Female,Other,Laptop/Computer,818835,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,No  technical issues while viewing the video,60,no,30,one,1,Absent,, ,,yes
ucsd_1,510,ay1rgtz060f6r,20,Female,Other,Laptop/Computer,818835,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,NO TECHNICAL ISSUE,70,no,50,two,0,Absent,, ,,yes
ucsd_1,511,03znmd492axrms4i,18,Female,Asian,Laptop/Computer,783544,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,100,yes,70,two,0,Present,, ,,yes
ucsd_1,511,03znmd492axrms4i,18,Female,Asian,Laptop/Computer,783544,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,100,no,70,one,0,Absent,, ,,yes
ucsd_1,516,tbuaxy355r0be29,20,Female,Asian,Laptop/Computer,892524,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,No technical problems,60,yes,80,one,1,Present,, ,,yes
ucsd_1,516,tbuaxy355r0be29,20,Female,Asian,Laptop/Computer,892524,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,none,70,no,90,two,1,Absent,, ,,yes
ucsd_1,517,dy6ljmcvei6,18,Female,Other,Laptop/Computer,1005093,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,,100,no,70,two,0,Absent,, ,,yes
ucsd_1,517,dy6ljmcvei6,18,Female,Other,Laptop/Computer,1005093,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,100,no,100,one,1,Absent,, ,,yes
ucsd_1,518,9alf4iw80atf0f6r,28,Female,Caucasian,Laptop/Computer,982316,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,"It seemed like it paused when he was spraying the ""n"" (second to last character) for about 3-4 seconds. ",50,yes,80,one,0,Present,, ,,yes
ucsd_1,518,9alf4iw80atf0f6r,28,Female,Caucasian,Laptop/Computer,982316,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,NO IT DID NOT.,70,yes,70,two,1,Present,, ,,yes
ucsd_1,519,zyist3i4nytit3xr,18,Female,Asian,Laptop/Computer,1310931,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,For about ten seconds  the screen become blank and after 10 more seconds  the video is back.,50,yes,80,two,0,Present,1, ,,no
ucsd_1,519,zyist3i4nytit3xr,18,Female,Asian,Laptop/Computer,1310931,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,There actually did not have a technical problem occured.,70,yes,100,one,1,Present,1, ,,no
ucsd_1,524,dafaue5ius9ssjor,18,Female,Asian,Laptop/Computer,702902,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,40,yes,60,one,1,Present,, ,,yes
ucsd_1,524,dafaue5ius9ssjor,18,Female,Asian,Laptop/Computer,702902,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,40,yes,80,two,0,Present,, ,,yes
ucsd_1,525,esg6gpdvk8mh1tt9,18,Female,Asian,Laptop/Computer,708369,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,No technical problems.,60,no,70,two,0,Absent,, ,,yes
ucsd_1,525,esg6gpdvk8mh1tt9,18,Female,Asian,Laptop/Computer,708369,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,70,no,60,one,1,Absent,, ,,yes
ucsd_1,526,g87pf9i7ttu,22,Female,Caucasian,Laptop/Computer,822551,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,no technical issue,40,yes,70,one,0,Present,, ,,yes
ucsd_1,526,g87pf9i7ttu,22,Female,Caucasian,Laptop/Computer,822551,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,no,100,yes,80,two,1,Present,, ,,yes
ucsd_1,527,ovnrchyces3gzaor,19,Female,Asian,Laptop/Computer,761215,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,80,yes,80,two,0,Present,, ,,yes
ucsd_1,527,ovnrchyces3gzaor,19,Female,Asian,Laptop/Computer,761215,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,80,yes,90,one,1,Present,, ,,yes
ucsd_1,532,gigfkqljq2p4x6r,18,Male,Asian,Laptop/Computer,928656,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,40,no,70,one,0,Absent,, ,,yes
ucsd_1,532,gigfkqljq2p4x6r,18,Male,Asian,Laptop/Computer,928656,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,90,no,90,two,1,Absent,, ,,yes
ucsd_1,533,m40z2spm7o0w9udi,20,Female,Asian,Laptop/Computer,725804,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,,70,yes,60,two,1,Present,, ,,yes
ucsd_1,533,m40z2spm7o0w9udi,20,Female,Asian,Laptop/Computer,725804,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,70,no,70,one,1,Absent,, ,,yes
ucsd_1,534,vw3fxffz0a,21,Female,Caucasian,Laptop/Computer,775092,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,50,no,50,one,1,Absent,, ,,yes
ucsd_1,534,vw3fxffz0a,21,Female,Caucasian,Laptop/Computer,775092,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,,60,yes,70,two,1,Present,, ,,yes
ucsd_1,535,lsl4dpp0m7o,18,Female,Filipino,Laptop/Computer,768835,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,No technical issue was seen.,80,yes,70,two,0,Present,, ,,yes
ucsd_1,535,lsl4dpp0m7o,18,Female,Filipino,Laptop/Computer,768835,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,around the time he finished spray painting?,80,no,70,one,0,Absent,, ,,yes
ucsd_1,541,cms3ocyz3e1xlxr,20,Female,Asian,Laptop/Computer,701301,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,,90,yes,90,two,1,Present,, ,,yes
ucsd_1,541,cms3ocyz3e1xlxr,20,Female,Asian,Laptop/Computer,701301,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,90,yes,90,one,0,Present,, ,,yes
ucsd_1,542,6vsdtqyp5p4on7b9,18,Female,African-American,Laptop/Computer,680359,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,none,70,no,40,one,1,Absent,, ,,yes
ucsd_1,542,6vsdtqyp5p4on7b9,18,Female,African-American,Laptop/Computer,680359,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,,70,yes,80,two,1,Present,, ,,yes
ucsd_1,543,8r178oobqw3r3sor,19,Female,Asian,Laptop/Computer,832735,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,50,yes,50,two,0,Present,, ,,yes
ucsd_1,543,8r178oobqw3r3sor,19,Female,Asian,Laptop/Computer,832735,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,50,yes,70,one,1,Present,, ,,yes
ucsd_1,548,cgb834zbszc,18,Male,Asian,Laptop/Computer,782328,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,50,yes,80,one,1,Present,, ,,yes
ucsd_1,548,cgb834zbszc,18,Male,Asian,Laptop/Computer,782328,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,50,yes,90,two,0,Present,, ,,yes
ucsd_1,549,6ngmh10urvdt2o6r,18,Male,Other,Laptop/Computer,717531,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,,100,yes,100,two,1,Present,, ,,yes
ucsd_1,549,6ngmh10urvdt2o6r,18,Male,Other,Laptop/Computer,717531,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,100,no,100,one,1,Absent,, ,,yes
ucsd_1,550,6zadtr09x7b,21,Female,African-American,Laptop/Computer,839578,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,80,no,90,one,1,Absent,, ,,yes
ucsd_1,550,6zadtr09x7b,21,Female,African-American,Laptop/Computer,839578,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,,50,yes,90,two,1,Present,, ,,yes
ucsd_1,551,a6ml6xo77h9,19,Female,Asian,Laptop/Computer,767048,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,80,yes,70,two,0,Present,, ,,yes
