filename ,subjectID,verification ,age,Gender,Ethnicity,device,experimentDuration ,videoOrder,treatmentLabel ,videoLabel ,targetLabel ,face0 ,face1 ,face2 ,face3 ,face4 ,face5 ,videoCheck ,PreIDconfidence ,faceSelected ,confidence ,attentionCheckSelected ,correct,SaidAbsentOrPresent,videoCheck,attentionCheck,completedTwice,include
ucsd_2,236,up41prgj3d2c5wmi,21,Male,Asian,Laptop/Computer,724310,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,,70,yes,40,two,1,Present,, ,,yes
ucsd_2,237,gel96et2kt0ggb9,18,Male,Caucasian,Laptop/Computer,697311,1,simultaneousShowup,mugging,present,mugging_lineup_2,mugging_lineup_3,mugging_lineup_4,mugging_lineup_5,mugging_lineup_1,mugging_lineup_perpetrator,,90,no,100,two,0,Absent,, ,,yes
ucsd_2,237,gel96et2kt0ggb9,18,Male,Caucasian,Laptop/Computer,697311,2,simultaneousShowup,graffiti,absent,graffiti_lineup_innocentsuspect,graffiti_lineup_1,graffiti_lineup_2,graffiti_lineup_5,graffiti_lineup_4,graffiti_lineup_3,,100,no,100,one,1,Absent,, ,,yes
ucsd_2,238,8gbr1utvzk027qfr,20,Female,Asian,Laptop/Computer,752729,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,80,no,100,two,1,Absent,, ,,yes
ucsd_2,238,8gbr1utvzk027qfr,20,Female,Asian,Laptop/Computer,752729,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,80,no,70,one,0,Absent,, ,,yes
ucsd_2,239,db8a2pvdr2a,20,Female,Mexican-American,Laptop/Computer,950651,1,simultaneousShowup,mugging,absent,mugging_lineup_5,mugging_lineup_innocentsuspect,mugging_lineup_4,mugging_lineup_3,mugging_lineup_1,mugging_lineup_2,During the first half of the video the man's face was blurred out which is when he was on the phone by himself. Once the other man entered the man on the phone's face was clear. I'm not sure if it was meant to be like that or if it was my computer.,60,no,40,two,1,Absent,, ,,yes
ucsd_2,239,db8a2pvdr2a,20,Female,Mexican-American,Laptop/Computer,950651,2,simultaneousShowup,graffiti,present,graffiti_lineup_4,graffiti_lineup_5,graffiti_lineup_1,graffiti_lineup_perpetrator,graffiti_lineup_3,graffiti_lineup_2,I did not have any technical problems viewing this video.,60,yes,100,one,1,Present,, ,,yes
ucsd_2,240,ww6mx2qnu7toi529,21,Female,Mexican-American,Laptop/Computer,768787,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,No technical errors occurred,80,no,70,one,1,Absent,, ,,yes
ucsd_2,240,ww6mx2qnu7toi529,21,Female,Mexican-American,Laptop/Computer,768787,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,no technical error occurred.,80,yes,90,two,1,Present,, ,,yes
ucsd_2,241,n4svtik4rttke29,19,Female,Asian,Laptop/Computer,912801,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,,90,no,90,two,0,Absent,, ,,yes
ucsd_2,241,n4svtik4rttke29,19,Female,Asian,Laptop/Computer,912801,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,at near 20 seconds the video paused about 5 seconds,80,yes,60,one,0,Present,, ,,yes
ucsd_2,242,9ih7xe1gnnd,22,Female,Asian,Laptop/Computer,848600,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,80,no,70,two,1,Absent,, ,,yes
ucsd_2,242,9ih7xe1gnnd,22,Female,Asian,Laptop/Computer,848600,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,70,yes,90,one,1,Present,, ,,yes
ucsd_2,243,mqqmasbbclpp,22,Female,Asian,Laptop/Computer,794914,1,simultaneousShowup,graffiti,absent,graffiti_lineup_1,graffiti_lineup_4,graffiti_lineup_5,graffiti_lineup_2,graffiti_lineup_innocentsuspect,graffiti_lineup_3,,80,no,50,one,1,Absent,, ,,yes
ucsd_2,243,mqqmasbbclpp,22,Female,Asian,Laptop/Computer,794914,2,simultaneousShowup,mugging,present,mugging_lineup_4,mugging_lineup_perpetrator,mugging_lineup_2,mugging_lineup_3,mugging_lineup_1,mugging_lineup_5,,50,yes,50,two,1,Present,, ,,yes
ucsd_2,244,fcfth1j07lqbbj4i,20,Male,Latino,Laptop/Computer,850421,2,simultaneousShowup,mugging,absent,mugging_lineup_3,mugging_lineup_4,mugging_lineup_5,mugging_lineup_1,mugging_lineup_innocentsuspect,mugging_lineup_2,,60,no,70,two,1,Absent,, ,,yes
ucsd_2,244,fcfth1j07lqbbj4i,20,Male,Latino,Laptop/Computer,850421,1,simultaneousShowup,graffiti,present,graffiti_lineup_4,graffiti_lineup_5,graffiti_lineup_1,graffiti_lineup_3,graffiti_lineup_perpetrator,graffiti_lineup_2,,80,yes,80,one,1,Present,, ,,yes
ucsd_2,245,cdayd6oz9uhrrudi,20,Male,Caucasian,Laptop/Computer,677893,1,simultaneousShowup,graffiti,absent,graffiti_lineup_5,graffiti_lineup_3,graffiti_lineup_2,graffiti_lineup_4,graffiti_lineup_innocentsuspect,graffiti_lineup_1,no.,50,no,80,one,1,Absent,, ,,yes
ucsd_2,245,cdayd6oz9uhrrudi,20,Male,Caucasian,Laptop/Computer,677893,2,simultaneousShowup,mugging,present,mugging_lineup_1,mugging_lineup_5,mugging_lineup_4,mugging_lineup_2,mugging_lineup_perpetrator,mugging_lineup_3,no,50,yes,100,two,1,Present,, ,,yes
ucsd_2,246,evqnjbgg636usor,Decline,Prefer not to say,Prefer not to say,Prefer not to say,925593,1,simultaneousShowup,mugging,present,mugging_lineup_perpetrator,mugging_lineup_3,mugging_lineup_1,mugging_lineup_4,mugging_lineup_5,mugging_lineup_2,,20,yes,20,two,1,Present,,1,,no
ucsd_2,246,evqnjbgg636usor,Decline,Prefer not to say,Prefer not to say,Prefer not to say,925593,2,simultaneousShowup,graffiti,absent,graffiti_lineup_4,graffiti_lineup_5,graffiti_lineup_3,graffiti_lineup_innocentsuspect,graffiti_lineup_2,graffiti_lineup_1,,20,no,20,two,1,Absent,,1,,no
ucsd_2,247,kprf8uwk1utk2o6r,22,Female,Caucasian,Laptop/Computer,719018,1,simultaneousShowup,mugging,absent,mugging_lineup_3,mugging_lineup_4,mugging_lineup_innocentsuspect,mugging_lineup_1,mugging_lineup_2,mugging_lineup_5, my computer did not have sound though.,100,no,100,two,1,Absent,, ,,yes
ucsd_2,247,kprf8uwk1utk2o6r,22,Female,Caucasian,Laptop/Computer,719018,2,simultaneousShowup,graffiti,present,graffiti_lineup_3,graffiti_lineup_perpetrator,graffiti_lineup_5,graffiti_lineup_2,graffiti_lineup_1,graffiti_lineup_4,,100,yes,100,one,1,Present,, ,,yes
ucsd_2,248,k7jqt120dym0a4i,22,Male,Mexican-American,Laptop/Computer,736650,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,60,no,50,two,1,Absent,, ,,yes
ucsd_2,248,k7jqt120dym0a4i,22,Male,Mexican-American,Laptop/Computer,736650,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,70,yes,70,one,1,Present,, ,,yes
ucsd_2,249,qs5yu2f201ux47vi,20,Female,Mexican-American,Laptop/Computer,771562,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,70,no,100,one,1,Absent,, ,,yes
ucsd_2,249,qs5yu2f201ux47vi,20,Female,Mexican-American,Laptop/Computer,771562,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,,80,yes,90,two,1,Present,, ,,yes
ucsd_2,250,xwtkmk2imivbo6r,20,Female,Mexican-American,Laptop/Computer,744656,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,70,no,70,two,1,Absent,, ,,yes
ucsd_2,250,xwtkmk2imivbo6r,20,Female,Mexican-American,Laptop/Computer,744656,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,70,yes,60,one,1,Present,, ,,yes
ucsd_2,251,65ggwhmpze2,18,Male,Asian,Laptop/Computer,865037,2,simultaneousShowup,mugging,absent,mugging_lineup_3,mugging_lineup_5,mugging_lineup_innocentsuspect,mugging_lineup_4,mugging_lineup_2,mugging_lineup_1,,80,no,70,two,1,Absent,, ,,yes
ucsd_2,251,65ggwhmpze2,18,Male,Asian,Laptop/Computer,865037,1,simultaneousShowup,graffiti,present,graffiti_lineup_4,graffiti_lineup_3,graffiti_lineup_2,graffiti_lineup_1,graffiti_lineup_5,graffiti_lineup_perpetrator,,80,yes,80,one,1,Present,, ,,yes
ucsd_2,252,xvxkgcy09z5s714i,21,Female,Other,Laptop/Computer,761855,2,simultaneousShowup,graffiti,absent,graffiti_lineup_5,graffiti_lineup_4,graffiti_lineup_1,graffiti_lineup_2,graffiti_lineup_innocentsuspect,graffiti_lineup_3,,40,no,40,one,1,Absent,, ,,yes
ucsd_2,252,xvxkgcy09z5s714i,21,Female,Other,Laptop/Computer,761855,1,simultaneousShowup,mugging,present,mugging_lineup_2,mugging_lineup_perpetrator,mugging_lineup_5,mugging_lineup_4,mugging_lineup_1,mugging_lineup_3,,60,yes,50,two,1,Present,, ,,yes
ucsd_2,253,ob6xovbvxgpsyvi,19,Female,Other,Laptop/Computer,733129,1,simultaneousShowup,graffiti,absent,graffiti_lineup_4,graffiti_lineup_1,graffiti_lineup_5,graffiti_lineup_innocentsuspect,graffiti_lineup_2,graffiti_lineup_3,,90,no,60,one,1,Absent,, ,,yes
ucsd_2,253,ob6xovbvxgpsyvi,19,Female,Other,Laptop/Computer,733129,2,simultaneousShowup,mugging,present,mugging_lineup_2,mugging_lineup_4,mugging_lineup_5,mugging_lineup_perpetrator,mugging_lineup_3,mugging_lineup_1,,50,yes,60,two,1,Present,, ,,yes
ucsd_2,254,50mejjswva9n3ik9,19,Female,Mexican-American,Laptop/Computer,870748,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,Nah,70,no,90,one,1,Absent,, ,,yes
ucsd_2,254,50mejjswva9n3ik9,19,Female,Mexican-American,Laptop/Computer,870748,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,,70,yes,90,two,1,Present,, ,,yes
ucsd_2,255,4rz72t48i8iu23xr,21,Female,Filipino,Laptop/Computer,707484,1,simultaneousShowup,mugging,absent,mugging_lineup_5,mugging_lineup_4,mugging_lineup_1,mugging_lineup_2,mugging_lineup_innocentsuspect,mugging_lineup_3,,60,no,90,two,1,Absent,, ,,yes
ucsd_2,255,4rz72t48i8iu23xr,21,Female,Filipino,Laptop/Computer,707484,2,simultaneousShowup,graffiti,present,graffiti_lineup_2,graffiti_lineup_1,graffiti_lineup_3,graffiti_lineup_perpetrator,graffiti_lineup_5,graffiti_lineup_4,,80,no,50,one,0,Absent,, ,,yes
ucsd_2,256,uoxvl3738movquxr,21,Female,Asian,Laptop/Computer,1182556,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,no,80,no,90,two,1,Absent,, ,,yes
ucsd_2,256,uoxvl3738movquxr,21,Female,Asian,Laptop/Computer,1182556,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,No,80,yes,100,one,1,Present,, ,,yes
ucsd_2,257,5ce8q67u2dx,21,Female,Asian,Laptop/Computer,760154,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,"It loaded,  but without sound. The boy was also moving really slowly when spray painting. ",50,no,80,one,1,Absent,,1,,no
ucsd_2,257,5ce8q67u2dx,21,Female,Asian,Laptop/Computer,760154,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,No,50,no,50,one,0,Absent,,1,,no
ucsd_2,258,ybavaqxne5xez5mi,26,Female,Caucasian,Laptop/Computer,872595,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,,90,no,30,two,0,Absent,, ,,yes
ucsd_2,258,ybavaqxne5xez5mi,26,Female,Caucasian,Laptop/Computer,872595,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,50,yes,70,one,0,Present,, ,,yes
ucsd_2,259,alei2yqqffm,19,Female,Caucasian,Laptop/Computer,741382,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,70,no,30,two,1,Absent,, ,,yes
ucsd_2,259,alei2yqqffm,19,Female,Caucasian,Laptop/Computer,741382,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,40,yes,90,one,1,Present,, ,,yes
ucsd_2,260,0bceyveykr9,19,Female,Mexican-American,Laptop/Computer,677192,1,simultaneousShowup,graffiti,absent,graffiti_lineup_innocentsuspect,graffiti_lineup_1,graffiti_lineup_4,graffiti_lineup_5,graffiti_lineup_3,graffiti_lineup_2,,40,no,100,one,1,Absent,, ,,yes
ucsd_2,260,0bceyveykr9,19,Female,Mexican-American,Laptop/Computer,677192,2,simultaneousShowup,mugging,present,mugging_lineup_perpetrator,mugging_lineup_4,mugging_lineup_2,mugging_lineup_5,mugging_lineup_1,mugging_lineup_3,,30,no,100,two,0,Absent,, ,,yes
ucsd_2,261,tg8b1izjvkfkcsor,19,Female,Caucasian,Laptop/Computer,934022,2,simultaneousShowup,graffiti,absent,graffiti_lineup_innocentsuspect,graffiti_lineup_4,graffiti_lineup_2,graffiti_lineup_3,graffiti_lineup_1,graffiti_lineup_5,,80,no,100,one,1,Absent,, ,,yes
ucsd_2,261,tg8b1izjvkfkcsor,19,Female,Caucasian,Laptop/Computer,934022,1,simultaneousShowup,mugging,present,mugging_lineup_3,mugging_lineup_4,mugging_lineup_2,mugging_lineup_5,mugging_lineup_1,mugging_lineup_perpetrator,i) There was no technical issues while the video was playing.,80,no,60,two,0,Absent,, ,,yes
ucsd_2,262,hyqay8si3ua,22,Female,Latino,Laptop/Computer,859511,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,60,no,40,two,1,Absent,, ,,yes
ucsd_2,262,hyqay8si3ua,22,Female,Latino,Laptop/Computer,859511,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,I think it stopped playing at around 20 seconds? The guy had just walked away where he spray painted,60,no,30,one,0,Absent,, ,,yes
ucsd_2,263,9zg2t2z06t95p14i,19,Female,Asian,Laptop/Computer,717917,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,Nope.,80,no,60,two,0,Absent,, ,,yes
ucsd_2,263,9zg2t2z06t95p14i,19,Female,Asian,Laptop/Computer,717917,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,no,80,yes,80,one,0,Present,, ,,yes
ucsd_2,264,c0btdw4ocqvyrpb9,22,Male,Prefer not to say,Laptop/Computer,842264,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,,70,no,80,two,0,Absent,, ,,yes
ucsd_2,264,c0btdw4ocqvyrpb9,22,Male,Prefer not to say,Laptop/Computer,842264,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,30,no,40,one,1,Absent,, ,,yes
ucsd_2,265,teyi2tededc,22,Female,Asian,Laptop/Computer,1366026,2,simultaneousShowup,mugging,absent,mugging_lineup_2,mugging_lineup_innocentsuspect,mugging_lineup_3,mugging_lineup_5,mugging_lineup_1,mugging_lineup_4,,70,no,70,two,1,Absent,, ,,yes
ucsd_2,265,teyi2tededc,22,Female,Asian,Laptop/Computer,1366026,1,simultaneousShowup,graffiti,present,graffiti_lineup_4,graffiti_lineup_perpetrator,graffiti_lineup_3,graffiti_lineup_5,graffiti_lineup_2,graffiti_lineup_1,In the video,70,no,50,one,0,Absent,, ,,yes
ucsd_2,266,uqbsy5ttz49dlsor,18,Female,Asian,Laptop/Computer,722353,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,90,no,100,one,0,Absent,, ,,yes
ucsd_2,266,uqbsy5ttz49dlsor,18,Female,Asian,Laptop/Computer,722353,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,90,no,80,two,1,Absent,, ,,yes
ucsd_2,267,cplons8ll7,19,Female,Caucasian,Laptop/Computer,837294,2,simultaneousShowup,mugging,absent,mugging_lineup_4,mugging_lineup_innocentsuspect,mugging_lineup_3,mugging_lineup_1,mugging_lineup_5,mugging_lineup_2,i)  1 second ,40,no,80,two,1,Absent,, ,,yes
ucsd_2,267,cplons8ll7,19,Female,Caucasian,Laptop/Computer,837294,1,simultaneousShowup,graffiti,present,graffiti_lineup_1,graffiti_lineup_4,graffiti_lineup_perpetrator,graffiti_lineup_5,graffiti_lineup_2,graffiti_lineup_3,ii) the guy was spray painting when the technical issue occurred. ,50,yes,60,one,1,Present,, ,,yes
ucsd_2,268,kteawxrccwh,24,Female,Mexican-American,Laptop/Computer,890430,2,simultaneousShowup,graffiti,absent,graffiti_lineup_1,graffiti_lineup_innocentsuspect,graffiti_lineup_4,graffiti_lineup_2,graffiti_lineup_3,graffiti_lineup_5,,60,no,80,one,1,Absent,, ,,yes
ucsd_2,268,kteawxrccwh,24,Female,Mexican-American,Laptop/Computer,890430,1,simultaneousShowup,mugging,present,mugging_lineup_perpetrator,mugging_lineup_3,mugging_lineup_2,mugging_lineup_5,mugging_lineup_4,mugging_lineup_1,,40,no,20,two,0,Absent,, ,,yes
ucsd_2,269,74tib0ouuqflayvi,21,Female,African-American,Laptop/Computer,777162,1,simultaneousShowup,graffiti,absent,graffiti_lineup_innocentsuspect,graffiti_lineup_1,graffiti_lineup_3,graffiti_lineup_5,graffiti_lineup_2,graffiti_lineup_4,,100,no,50,one,1,Absent,, ,,yes
ucsd_2,269,74tib0ouuqflayvi,21,Female,African-American,Laptop/Computer,777162,2,simultaneousShowup,mugging,present,mugging_lineup_4,mugging_lineup_3,mugging_lineup_2,mugging_lineup_1,mugging_lineup_perpetrator,mugging_lineup_5,,80,yes,100,two,1,Present,, ,,yes
ucsd_2,270,9hzkv1o00wkit3xr,18,Male,Asian,Laptop/Computer,751731,1,simultaneousShowup,mugging,absent,mugging_lineup_5,mugging_lineup_3,mugging_lineup_innocentsuspect,mugging_lineup_2,mugging_lineup_1,mugging_lineup_4,,70,no,80,two,1,Absent,, ,,yes
ucsd_2,270,9hzkv1o00wkit3xr,18,Male,Asian,Laptop/Computer,751731,2,simultaneousShowup,graffiti,present,graffiti_lineup_perpetrator,graffiti_lineup_5,graffiti_lineup_3,graffiti_lineup_4,graffiti_lineup_1,graffiti_lineup_2,,80,yes,70,one,1,Present,, ,,yes
ucsd_2,271,mdv2midruxm0lik9,19,Female,Asian,Laptop/Computer,904693,1,simultaneousShowup,mugging,absent,mugging_lineup_5,mugging_lineup_1,mugging_lineup_2,mugging_lineup_3,mugging_lineup_4,mugging_lineup_innocentsuspect,nothing.,40,no,30,two,1,Absent,, ,,yes
ucsd_2,271,mdv2midruxm0lik9,19,Female,Asian,Laptop/Computer,904693,2,simultaneousShowup,graffiti,present,graffiti_lineup_2,graffiti_lineup_5,graffiti_lineup_3,graffiti_lineup_1,graffiti_lineup_4,graffiti_lineup_perpetrator,NO,10,yes,30,one,1,Present,, ,,yes
ucsd_2,272,vc4qbfw92vl,20,Female,Asian,Laptop/Computer,729931,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,no,90,no,80,two,1,Absent,, ,,yes
ucsd_2,272,vc4qbfw92vl,20,Female,Asian,Laptop/Computer,729931,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,none,100,yes,80,one,1,Present,, ,,yes
ucsd_2,273,d1grbq0dv52ep14i,21,Male,Mexican-American,Laptop/Computer,1013922,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,There was no audio but the video played just fine.,90,no,100,two,0,Absent,, ,,yes
ucsd_2,273,d1grbq0dv52ep14i,21,Male,Mexican-American,Laptop/Computer,1013922,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,"No Audio,  but video played just fine.",90,no,100,one,1,Absent,, ,,yes
ucsd_2,274,08tur6scx6pkqpvi,21,Male,Prefer not to say,Laptop/Computer,739648,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,60,no,40,one,0,Absent,, ,,yes
ucsd_2,274,08tur6scx6pkqpvi,21,Male,Prefer not to say,Laptop/Computer,739648,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,100,yes,60,two,0,Present,, ,,yes
ucsd_2,275,ozfd0rtva25zsemi,20,Male,Asian,Laptop/Computer,955472,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,70,no,80,one,1,Absent,, ,,yes
ucsd_2,275,ozfd0rtva25zsemi,20,Male,Asian,Laptop/Computer,955472,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,,90,yes,60,two,1,Present,, ,,yes
ucsd_2,276,lpjzbrumtpo,20,Female,Other,Laptop/Computer,787829,2,simultaneousShowup,mugging,absent,mugging_lineup_5,mugging_lineup_4,mugging_lineup_innocentsuspect,mugging_lineup_1,mugging_lineup_3,mugging_lineup_2,no,60,no,70,two,1,Absent,, ,,yes
ucsd_2,276,lpjzbrumtpo,20,Female,Other,Laptop/Computer,787829,1,simultaneousShowup,graffiti,present,graffiti_lineup_1,graffiti_lineup_5,graffiti_lineup_2,graffiti_lineup_perpetrator,graffiti_lineup_4,graffiti_lineup_3,no,70,yes,80,one,1,Present,, ,,yes
ucsd_2,277,43avtwscyys6ecdi,18,Female,Asian,Laptop/Computer,719666,1,simultaneousShowup,mugging,present,mugging_lineup_3,mugging_lineup_4,mugging_lineup_perpetrator,mugging_lineup_2,mugging_lineup_5,mugging_lineup_1,,90,yes,70,two,1,Present,, ,,yes
ucsd_2,277,43avtwscyys6ecdi,18,Female,Asian,Laptop/Computer,719666,2,simultaneousShowup,graffiti,absent,graffiti_lineup_5,graffiti_lineup_innocentsuspect,graffiti_lineup_3,graffiti_lineup_4,graffiti_lineup_1,graffiti_lineup_2,,90,yes,80,one,0,Present,, ,,yes
ucsd_2,278,g69y0vg2ysowp14i,18,Female,Asian,Laptop/Computer,815840,1,simultaneousShowup,graffiti,absent,graffiti_lineup_2,graffiti_lineup_1,graffiti_lineup_innocentsuspect,graffiti_lineup_4,graffiti_lineup_5,graffiti_lineup_3,,70,yes,70,one,0,Present,, ,,yes
ucsd_2,278,g69y0vg2ysowp14i,18,Female,Asian,Laptop/Computer,815840,2,simultaneousShowup,mugging,present,mugging_lineup_1,mugging_lineup_perpetrator,mugging_lineup_4,mugging_lineup_2,mugging_lineup_5,mugging_lineup_3,,80,yes,100,two,1,Present,, ,,yes
ucsd_2,279,z8jmxvazw6,19,Female,Caucasian,Laptop/Computer,769312,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,30,no,80,two,1,Absent,, ,,yes
ucsd_2,279,z8jmxvazw6,19,Female,Caucasian,Laptop/Computer,769312,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,The man was spray painting on a papered wall when the technical issue occurred.,50,yes,50,one,1,Present,, ,,yes
ucsd_2,280,rgqhbg2mu7ffxbt9,19,Female,Asian,Laptop/Computer,725595,1,simultaneousShowup,mugging,absent,mugging_lineup_3,mugging_lineup_4,mugging_lineup_1,mugging_lineup_5,mugging_lineup_innocentsuspect,mugging_lineup_2,,30,no,30,two,1,Absent,, ,,yes
ucsd_2,280,rgqhbg2mu7ffxbt9,19,Female,Asian,Laptop/Computer,725595,2,simultaneousShowup,graffiti,present,graffiti_lineup_1,graffiti_lineup_2,graffiti_lineup_3,graffiti_lineup_perpetrator,graffiti_lineup_4,graffiti_lineup_5,,40,yes,40,one,1,Present,, ,,yes
ucsd_2,281,c9eiszlcjs7l23xr,18,Male,Asian,Laptop/Computer,742971,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,70,no,90,one,1,Absent,, ,,yes
ucsd_2,281,c9eiszlcjs7l23xr,18,Male,Asian,Laptop/Computer,742971,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,,80,no,70,two,0,Absent,, ,,yes
ucsd_2,282,41ucxcyekk2,Decline,Prefer not to say,Prefer not to say,Prefer not to say,911410,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,N/A,80,no,100,two,1,Absent,, ,,yes
ucsd_2,282,41ucxcyekk2,Decline,Prefer not to say,Prefer not to say,Prefer not to say,911410,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,40,yes,100,one,1,Present,, ,,yes
ucsd_2,283,zsxkuwuj2xrbe29,selectone,Female,Latino,Laptop/Computer,1031800,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,"A male adult is on his cell phone when he is approached by a young male adult,  who pushes him and then runs off with his  cell phone ",90,no,70,two,0,Absent,, ,,yes
ucsd_2,283,zsxkuwuj2xrbe29,selectone,Female,Latino,Laptop/Computer,1031800,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,A Male Adult with a black eye approach a wall and starts tag the wall. The male adult wrote UNISUX on the wall,80,yes,70,one,0,Present,, ,,yes
ucsd_2,284,dp97slt0p329ms4i,21,Male,Mexican-American,Laptop/Computer,844329,2,simultaneousShowup,mugging,absent,mugging_lineup_1,mugging_lineup_2,mugging_lineup_4,mugging_lineup_3,mugging_lineup_5,mugging_lineup_innocentsuspect,,50,no,60,two,1,Absent,, ,,yes
ucsd_2,284,dp97slt0p329ms4i,21,Male,Mexican-American,Laptop/Computer,844329,1,simultaneousShowup,graffiti,present,graffiti_lineup_2,graffiti_lineup_3,graffiti_lineup_5,graffiti_lineup_1,graffiti_lineup_4,graffiti_lineup_perpetrator,,30,no,40,one,0,Absent,, ,,yes
ucsd_2,285,avn6au3x8eg0hpvi,18,Female,Mexican-American,Laptop/Computer,856499,2,simultaneousShowup,mugging,present,mugging_lineup_4,mugging_lineup_perpetrator,mugging_lineup_1,mugging_lineup_5,mugging_lineup_3,mugging_lineup_2,No,70,no,70,two,0,Absent,, ,,yes
ucsd_2,285,avn6au3x8eg0hpvi,18,Female,Mexican-American,Laptop/Computer,856499,1,simultaneousShowup,graffiti,absent,graffiti_lineup_2,graffiti_lineup_4,graffiti_lineup_innocentsuspect,graffiti_lineup_1,graffiti_lineup_5,graffiti_lineup_3,No,80,no,50,one,1,Absent,, ,,yes
ucsd_2,286,lffl8luwx7o,18,Female,Other,Laptop/Computer,752219,2,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,50,no,70,two,1,Absent,, ,,yes
ucsd_2,286,lffl8luwx7o,18,Female,Other,Laptop/Computer,752219,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,40,yes,20,one,1,Present,, ,,yes
ucsd_2,287,oliminqfsk29y66r,19,Female,Asian,Laptop/Computer,3393321,1,simultaneousShowup,mugging,absent,mugging_lineup_innocentsuspect,mugging_lineup_5,mugging_lineup_1,mugging_lineup_3,mugging_lineup_4,mugging_lineup_2,,80,no,50,two,1,Absent,, ,,yes
ucsd_2,287,oliminqfsk29y66r,19,Female,Asian,Laptop/Computer,3393321,2,simultaneousShowup,graffiti,present,graffiti_lineup_1,graffiti_lineup_5,graffiti_lineup_perpetrator,graffiti_lineup_4,graffiti_lineup_3,graffiti_lineup_2,,60,yes,80,one,1,Present,, ,,yes
ucsd_2,288,39jrmxihrys98uxr,20,Female,Caucasian,Laptop/Computer,692068,2,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,70,no,90,one,1,Absent,, ,,yes
ucsd_2,288,39jrmxihrys98uxr,20,Female,Caucasian,Laptop/Computer,692068,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,,40,yes,40,two,1,Present,, ,,yes
ucsd_2,289,8gw4nsohxmqxs9k9,21,Female,Asian,Laptop/Computer,701443,1,showup,mugging,absent,mugging_showup_innocentsuspect,,,,,,,30,yes,90,two,0,Present,, ,,yes
ucsd_2,289,8gw4nsohxmqxs9k9,21,Female,Asian,Laptop/Computer,701443,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,50,yes,100,one,1,Present,, ,,yes
ucsd_2,290,fpuwuaj0k0muz0k9,20,Male,Asian,Laptop/Computer,771781,1,showup,graffiti,absent,graffiti_showup_innocentsuspect,,,,,,,100,no,100,one,1,Absent,, ,,yes
