filename ,subjectID,verification ,age,Gender,Ethnicity,device,experimentDuration ,videoOrder,treatmentLabel ,videoLabel ,targetLabel ,face0 ,face1 ,face2 ,face3 ,face4 ,face5 ,videoCheck ,SeenBefore,faceSelected ,confidence ,attentionCheckSelected ,correct,SaidAbsentOrPresent,videoCheck,attentionCheck,completedTwice,SeenCheck,include
ucsd_5,397,4rushj7g944,20,Female,Asian,Laptop/Computer,1015287,2,simultaneousShowup,mugging,absent,mugging_lineup_11,mugging_lineup_26,mugging_lineup_10,mugging_lineup_27,mugging_innocent_20,mugging_lineup_30,the man is talking on a phone,No,no,40,three,1,Absent,,1,,,no
ucsd_5,397,4rushj7g944,20,Female,Asian,Laptop/Computer,1015287,1,simultaneousShowup,graffiti,present,graffiti_lineup_21,graffiti_lineup_perpetrator,graffiti_lineup_24,graffiti_lineup_34,graffiti_lineup_13,graffiti_lineup_18,"the guy take the painting thing and paint ""unisnx"" on a white wall",No,yes,60,two,1,Present,,1,,,no
ucsd_5,398,07uk831yn4v,22,Male,Asian,Laptop/Computer,721587,2,simultaneousShowup,mugging,present,mugging_lineup_19,mugging_lineup_perpetrator,mugging_lineup_34,mugging_lineup_22,mugging_lineup_26,mugging_lineup_37,15 seconds. When he fought him,No,yes,70,two,1,Present,, ,,,yes
ucsd_5,398,07uk831yn4v,22,Male,Asian,Laptop/Computer,721587,1,simultaneousShowup,graffiti,absent,graffiti_lineup_6,graffiti_lineup_29,graffiti_lineup_10,graffiti_lineup_37,graffiti_innocent_11,graffiti_lineup_17,15 seconds. He was doing graffiti ,No,no,100,one,1,Absent,, ,,,yes
ucsd_5,399,aqwrow1t30ji1lkmyflmcxr,20,Female,Asian,Laptop/Computer,712879,2,simultaneousShowup,graffiti,present,graffiti_lineup_32,graffiti_lineup_18,graffiti_lineup_29,graffiti_lineup_17,graffiti_lineup_23,graffiti_lineup_perpetrator,,No,no,70,one,0,Absent,, ,,,yes
ucsd_5,399,aqwrow1t30ji1lkmyflmcxr,20,Female,Asian,Laptop/Computer,712879,1,simultaneousShowup,mugging,absent,mugging_lineup_4,mugging_lineup_32,mugging_lineup_20,mugging_lineup_7,mugging_innocent_8,mugging_lineup_31,,No,no,50,two,1,Absent,, ,,,yes
ucsd_5,400,7x9yx16nefl2wl08x1198uxr,21,Female,Caucasian,Laptop/Computer,782690,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,NONE,No,yes,90,one,1,Present,, ,,,yes
ucsd_5,400,7x9yx16nefl2wl08x1198uxr,21,Female,Caucasian,Laptop/Computer,782690,1,showup,mugging,absent,mugging_innocent_28,,,,,,No issues ,No,no,60,two,1,Absent,, ,,,yes
ucsd_5,401,hu3kg320zq65bqqtyp6d5nrk9,18,Female,Asian,Laptop/Computer,768321,2,showup,graffiti,absent,graffiti_innocent_37,,,,,,N/A,No,no,100,one,1,Absent,, ,,,yes
ucsd_5,401,hu3kg320zq65bqqtyp6d5nrk9,18,Female,Asian,Laptop/Computer,768321,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,N/A,No,yes,100,two,1,Present,, ,,,yes
ucsd_5,402,foxyj5c48obzbt6cyuae89f6r,17,Female,Asian,Laptop/Computer,838039,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,I did not encounter any technical problems whilst viewing the video.,No,yes,40,two,1,Present,, ,,,yes
ucsd_5,402,foxyj5c48obzbt6cyuae89f6r,17,Female,Asian,Laptop/Computer,838039,1,showup,graffiti,absent,graffiti_innocent_9,,,,,,I did not encounter any technical problems whilst viewing the video.,No,no,30,one,1,Absent,, ,,,yes
ucsd_5,403,4vymahidx1wx1pnazirqtcsor,21,Female,Prefer not to say,Laptop/Computer,944893,2,simultaneousShowup,graffiti,absent,graffiti_lineup_12,graffiti_lineup_2,graffiti_lineup_10,graffiti_innocent_8,graffiti_lineup_17,graffiti_lineup_13,,No,no,60,one,1,Absent,, ,,,yes
ucsd_5,403,4vymahidx1wx1pnazirqtcsor,21,Female,Prefer not to say,Laptop/Computer,944893,1,simultaneousShowup,mugging,present,mugging_lineup_26,mugging_lineup_39,mugging_lineup_33,mugging_lineup_29,mugging_lineup_perpetrator,mugging_lineup_15,,No,yes,60,two,1,Present,, ,,,yes
ucsd_5,404,o1tostwid9m1i4dus8oqx5hfr,22,Female,Asian,Laptop/Computer,783355,2,control,graffiti,present,graffiti_control_33,graffiti_control_25,graffiti_control_perpetrator,graffiti_control_16,graffiti_control_34,graffiti_control_24,,No,face2,100,one,1,Present,, ,,,yes
ucsd_5,404,o1tostwid9m1i4dus8oqx5hfr,22,Female,Asian,Laptop/Computer,783355,1,control,mugging,absent,mugging_control_20,mugging_control_9,mugging_control_27,mugging_innocent_15,mugging_control_4,mugging_control_6,,No,notpresent,80,two,1,Absent,, ,,,yes
ucsd_5,405,kh02yudauic,18,Female,Asian,Laptop/Computer,6514205,2,showup,mugging,absent,mugging_innocent_24,,,,,,NO,No,yes,50,two,0,Present,, ,,,yes
ucsd_5,405,kh02yudauic,18,Female,Asian,Laptop/Computer,6514205,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,NO,No,yes,80,one,1,Present,, ,,,yes
ucsd_5,406,m2mu7g0f5nyrbkscr6v7mygb9,19,Female,Asian,Laptop/Computer,1470612,2,control,mugging,absent,mugging_control_8,mugging_control_35,mugging_control_21,mugging_control_11,mugging_innocent_4,mugging_control_27,,No,face0,60,two,filler,Present,, ,,,yes
ucsd_5,406,m2mu7g0f5nyrbkscr6v7mygb9,19,Female,Asian,Laptop/Computer,1470612,1,control,graffiti,present,graffiti_control_24,graffiti_control_perpetrator,graffiti_control_2,graffiti_control_23,graffiti_control_32,graffiti_control_19,,No,face5,50,one,0,Present,, ,,,yes
ucsd_5,407,9v2t4z4t15eew57zlu7atc5wmi,18,Female,Asian,Laptop/Computer,750996,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,No,no,70,one,0,Absent,, ,,,yes
ucsd_5,407,9v2t4z4t15eew57zlu7atc5wmi,18,Female,Asian,Laptop/Computer,750996,1,showup,mugging,absent,mugging_innocent_39,,,,,,,No,no,70,two,1,Absent,, ,,,yes
ucsd_5,408,2wngz0qbh8v,18,Female,African-American,Laptop/Computer,802801,2,control,graffiti,absent,graffiti_control_2,graffiti_innocent_34,graffiti_control_23,graffiti_control_9,graffiti_control_19,graffiti_control_7,,No,face2,40,one,filler,Present,, ,,,yes
ucsd_5,408,2wngz0qbh8v,18,Female,African-American,Laptop/Computer,802801,1,control,mugging,present,mugging_control_8,mugging_control_7,mugging_control_39,mugging_control_13,mugging_control_perpetrator,mugging_control_40,,No,face0,70,two,0,Present,, ,,,yes
ucsd_5,409,fn3gxe5bevt,18,Female,Asian,Laptop/Computer,784728,2,control,mugging,present,mugging_control_37,mugging_control_35,mugging_control_8,mugging_control_22,mugging_control_7,mugging_control_perpetrator,,No,face0,70,two,0,Present,, ,,,yes
ucsd_5,409,fn3gxe5bevt,18,Female,Asian,Laptop/Computer,784728,1,control,graffiti,absent,graffiti_control_33,graffiti_control_11,graffiti_control_29,graffiti_innocent_38,graffiti_control_7,graffiti_control_31,,No,face1,80,one,filler,Present,, ,,,yes
ucsd_5,410,8u2vgpcun5ix,21,Female,Asian,Laptop/Computer,1031657,2,control,graffiti,present,graffiti_control_17,graffiti_control_39,graffiti_control_18,graffiti_control_perpetrator,graffiti_control_34,graffiti_control_23,,No,face0,30,one,0,Present,, ,,,yes
ucsd_5,410,8u2vgpcun5ix,21,Female,Asian,Laptop/Computer,1031657,1,control,mugging,absent,mugging_control_23,mugging_control_4,mugging_control_20,mugging_control_36,mugging_innocent_7,mugging_control_21,,No,face1,30,two,filler,Present,, ,,,yes
ucsd_5,411,iulzwct8prstiepnyfdfmkj4i,18,Female,Asian,Laptop/Computer,879970,2,simultaneousShowup,mugging,absent,mugging_lineup_1,mugging_lineup_15,mugging_innocent_24,mugging_lineup_37,mugging_lineup_19,mugging_lineup_9,,No,yes,50,two,0,Present,, ,,,yes
ucsd_5,411,iulzwct8prstiepnyfdfmkj4i,18,Female,Asian,Laptop/Computer,879970,1,simultaneousShowup,graffiti,present,graffiti_lineup_30,graffiti_lineup_perpetrator,graffiti_lineup_32,graffiti_lineup_17,graffiti_lineup_26,graffiti_lineup_5,,No,yes,50,one,1,Present,, ,,,yes
ucsd_5,412,hoowl3ejhvl60vtsljg3w61or,20,Female,Asian,Laptop/Computer,985226,2,simultaneousShowup,graffiti,absent,graffiti_lineup_23,graffiti_lineup_25,graffiti_lineup_6,graffiti_lineup_12,graffiti_innocent_10,graffiti_lineup_28,NO,No,no,100,one,1,Absent,, ,,,yes
ucsd_5,412,hoowl3ejhvl60vtsljg3w61or,20,Female,Asian,Laptop/Computer,985226,1,simultaneousShowup,mugging,present,mugging_lineup_29,mugging_lineup_26,mugging_lineup_35,mugging_lineup_perpetrator,mugging_lineup_38,mugging_lineup_24,There was no technical problems. ,No,no,70,two,0,Absent,, ,,,yes
ucsd_5,413,h5ntydm78l34jp6e1so4xi529,18,Female,Filipino,Laptop/Computer,769054,2,simultaneousShowup,mugging,present,mugging_lineup_35,mugging_lineup_perpetrator,mugging_lineup_31,mugging_lineup_39,mugging_lineup_40,mugging_lineup_9,,No,yes,80,two,1,Present,, ,,,yes
ucsd_5,413,h5ntydm78l34jp6e1so4xi529,18,Female,Filipino,Laptop/Computer,769054,1,simultaneousShowup,graffiti,absent,graffiti_lineup_19,graffiti_lineup_39,graffiti_lineup_2,graffiti_lineup_33,graffiti_lineup_38,graffiti_innocent_31,,No,no,70,one,1,Absent,, ,,,yes
ucsd_5,414,xd6ywizd1ps,selectone,selectone,selectone,selectone,1425059,2,simultaneousShowup,graffiti,present,graffiti_lineup_11,graffiti_lineup_26,graffiti_lineup_perpetrator,graffiti_lineup_3,graffiti_lineup_8,graffiti_lineup_25,, ,yes,60,one,1,Present,, ,,1,no
ucsd_5,414,xd6ywizd1ps,selectone,selectone,selectone,selectone,1425059,1,simultaneousShowup,mugging,absent,mugging_lineup_40,mugging_lineup_39,mugging_lineup_8,mugging_innocent_19,mugging_lineup_28,mugging_lineup_36,,selectone,no,70,two,1,Absent,, ,,1,no
ucsd_5,415,gya0d8aysvo8guvx3q2rzfr,18,Female,Mexican-American,Laptop/Computer,835190,2,showup,mugging,absent,mugging_innocent_27,,,,,,,No,no,50,two,1,Absent,, ,,,yes
ucsd_5,415,gya0d8aysvo8guvx3q2rzfr,18,Female,Mexican-American,Laptop/Computer,835190,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,No,yes,70,one,1,Present,, ,,,yes
ucsd_5,416,m04wakhj9oc,24,Female,Caucasian,Phone,763490,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,,No,yes,100,two,1,Present,, ,,,yes
ucsd_5,416,m04wakhj9oc,24,Female,Caucasian,Phone,763490,1,showup,graffiti,absent,graffiti_innocent_29,,,,,,,No,no,100,one,1,Absent,, ,,,yes
ucsd_5,417,sgjokne52l0tnx3s79hn0zfr,18,Female,Asian,Laptop/Computer,706499,2,showup,graffiti,absent,graffiti_innocent_33,,,,,,No,No,no,50,one,1,Absent,, ,,,yes
ucsd_5,417,sgjokne52l0tnx3s79hn0zfr,18,Female,Asian,Laptop/Computer,706499,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,No,No,yes,60,two,1,Present,, ,,,yes
ucsd_5,418,un9uiicfobi,20,Female,Asian,Laptop/Computer,789188,2,control,mugging,present,mugging_control_30,mugging_control_24,mugging_control_perpetrator,mugging_control_36,mugging_control_9,mugging_control_20,,No,notpresent,90,two,0,Absent,, ,,,yes
ucsd_5,418,un9uiicfobi,20,Female,Asian,Laptop/Computer,789188,1,control,graffiti,absent,graffiti_innocent_25,graffiti_control_3,graffiti_control_16,graffiti_control_5,graffiti_control_18,graffiti_control_35,,No,face1,70,one,filler,Present,, ,,,yes
ucsd_5,419,lthdibvhcv,18,Female,Mexican-American,Tablet,947290,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,No,no,50,one,0,Absent,, ,,,yes
ucsd_5,419,lthdibvhcv,18,Female,Mexican-American,Tablet,947290,1,showup,mugging,absent,mugging_innocent_34,,,,,,,No,yes,50,two,0,Present,, ,,,yes
ucsd_5,420,xvo9ol0f4cm3,18,Female,Asian,Laptop/Computer,1110487,2,control,mugging,absent,mugging_control_21,mugging_control_28,mugging_control_34,mugging_control_32,mugging_innocent_22,mugging_control_24,,No,face2,50,two,filler,Present,, ,,,yes
ucsd_5,420,xvo9ol0f4cm3,18,Female,Asian,Laptop/Computer,1110487,1,control,graffiti,present,graffiti_control_perpetrator,graffiti_control_32,graffiti_control_19,graffiti_control_11,graffiti_control_24,graffiti_control_30,,No,face0,70,one,1,Present,, ,,,yes
ucsd_5,421,7nuzqrml3g,21,Female,Caucasian,Laptop/Computer,1148889,2,control,graffiti,absent,graffiti_control_32,graffiti_control_25,graffiti_innocent_4,graffiti_control_9,graffiti_control_34,graffiti_control_17,,No,face5,60,one,filler,Present,, ,,,yes
ucsd_5,421,7nuzqrml3g,21,Female,Caucasian,Laptop/Computer,1148889,1,control,mugging,present,mugging_control_13,mugging_control_perpetrator,mugging_control_11,mugging_control_15,mugging_control_39,mugging_control_38,,No,face4,30,two,0,Present,, ,,,yes
ucsd_5,422,1jrz2gq1joyhe1fngq4rcqh0k9,18,Female,Prefer not to say,Laptop/Computer,783450,2,control,graffiti,present,graffiti_control_5,graffiti_control_17,graffiti_control_25,graffiti_control_18,graffiti_control_perpetrator,graffiti_control_1,,No,notpresent,70,one,0,Absent,, ,,,yes
ucsd_5,422,1jrz2gq1joyhe1fngq4rcqh0k9,18,Female,Prefer not to say,Laptop/Computer,783450,1,control,mugging,absent,mugging_control_15,mugging_control_10,mugging_control_7,mugging_control_5,mugging_innocent_39,mugging_control_25,,No,notpresent,70,two,1,Absent,, ,,,yes
ucsd_5,423,kbjnckyup8,21,Female,Mexican-American,Phone,826196,2,simultaneousShowup,mugging,present,mugging_lineup_16,mugging_lineup_9,mugging_lineup_8,mugging_lineup_32,mugging_lineup_perpetrator,mugging_lineup_19,,No,yes,100,two,1,Present,, ,,,yes
ucsd_5,423,kbjnckyup8,21,Female,Mexican-American,Phone,826196,1,simultaneousShowup,graffiti,absent,graffiti_lineup_38,graffiti_lineup_13,graffiti_lineup_9,graffiti_innocent_30,graffiti_lineup_2,graffiti_lineup_5,,No,yes,70,one,0,Present,, ,,,yes
ucsd_5,424,p9g3s154x5n7kxccdrysyvi,19,Male,Asian,Laptop/Computer,867950,2,simultaneousShowup,graffiti,absent,graffiti_innocent_13,graffiti_lineup_11,graffiti_lineup_6,graffiti_lineup_12,graffiti_lineup_1,graffiti_lineup_3,,No,no,60,one,1,Absent,, ,,,yes
ucsd_5,424,p9g3s154x5n7kxccdrysyvi,19,Male,Asian,Laptop/Computer,867950,1,simultaneousShowup,mugging,present,mugging_lineup_31,mugging_lineup_40,mugging_lineup_20,mugging_lineup_34,mugging_lineup_32,mugging_lineup_perpetrator,,No,no,80,two,0,Absent,, ,,,yes
ucsd_5,425,vynxnsw7jc,18,Female,Caucasian,Phone,819795,2,simultaneousShowup,graffiti,present,graffiti_lineup_perpetrator,graffiti_lineup_37,graffiti_lineup_16,graffiti_lineup_1,graffiti_lineup_11,graffiti_lineup_7,,No,yes,80,one,1,Present,, ,,,yes
ucsd_5,425,vynxnsw7jc,18,Female,Caucasian,Phone,819795,1,simultaneousShowup,mugging,absent,mugging_lineup_8,mugging_innocent_28,mugging_lineup_35,mugging_lineup_36,mugging_lineup_30,mugging_lineup_7,,No,no,40,two,1,Absent,, ,,,yes
ucsd_5,426,68vglb6mxe086aka765i5dn29,20,Male,Other,Laptop/Computer,742018,2,simultaneousShowup,mugging,absent,mugging_lineup_37,mugging_lineup_23,mugging_lineup_22,mugging_lineup_7,mugging_innocent_11,mugging_lineup_6,no,No,no,70,two,1,Absent,, ,,,yes
ucsd_5,426,68vglb6mxe086aka765i5dn29,20,Male,Other,Laptop/Computer,742018,1,simultaneousShowup,graffiti,present,graffiti_lineup_8,graffiti_lineup_3,graffiti_lineup_37,graffiti_lineup_perpetrator,graffiti_lineup_19,graffiti_lineup_4,No problem,No,no,40,one,0,Absent,, ,,,yes
ucsd_5,427,hgw0isyvha35dfg3hrgmpwrk9,21,Male,Mexican-American,Laptop/Computer,798313,2,showup,mugging,absent,mugging_innocent_4,,,,,,,No,no,90,two,1,Absent,, ,,,yes
ucsd_5,427,hgw0isyvha35dfg3hrgmpwrk9,21,Male,Mexican-American,Laptop/Computer,798313,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,no technical problems,No,yes,60,one,1,Present,, ,,,yes
ucsd_5,428,rl7hio5n7l,20,Female,Asian,Laptop/Computer,760830,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,,No,yes,80,two,1,Present,, ,,,yes
ucsd_5,428,rl7hio5n7l,20,Female,Asian,Laptop/Computer,760830,1,showup,graffiti,absent,graffiti_innocent_8,,,,,,,No,no,80,one,1,Absent,, ,,,yes
ucsd_5,429,bxpfe2y5i3zlebl0hrdym0a4i,46,Male,Caucasian,Laptop/Computer,1348123,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,Video B,yes,90,one,1,Present,, ,,1,no
ucsd_5,429,bxpfe2y5i3zlebl0hrdym0a4i,46,Male,Caucasian,Laptop/Computer,1348123,1,showup,mugging,absent,mugging_innocent_35,,,,,,,Video B,no,90,two,1,Absent,, ,,1,no
ucsd_5,430,ltflh6f5goj,18,Female,Caucasian,Laptop/Computer,850344,2,control,mugging,absent,mugging_control_20,mugging_control_27,mugging_control_31,mugging_control_13,mugging_innocent_36,mugging_control_35,,No,notpresent,90,two,1,Absent,, ,,,yes
ucsd_5,430,ltflh6f5goj,18,Female,Caucasian,Laptop/Computer,850344,1,control,graffiti,present,graffiti_control_17,graffiti_control_29,graffiti_control_perpetrator,graffiti_control_6,graffiti_control_1,graffiti_control_39,,No,face2,60,one,1,Present,, ,,,yes
ucsd_5,431,m2t866u5kaag5zv85x819vn29,18,Female,Asian,Laptop/Computer,850214,2,control,graffiti,absent,graffiti_control_17,graffiti_control_9,graffiti_control_40,graffiti_innocent_35,graffiti_control_5,graffiti_control_29,No,No,notpresent,80,one,1,Absent,, ,,,yes
ucsd_5,431,m2t866u5kaag5zv85x819vn29,18,Female,Asian,Laptop/Computer,850214,1,control,mugging,present,mugging_control_33,mugging_control_35,mugging_control_11,mugging_control_perpetrator,mugging_control_24,mugging_control_25,No,No,face0,60,two,0,Present,, ,,,yes
ucsd_5,432,nt3fln9qo60liqmzfrw1att9,20,Female,Mexican-American,Laptop/Computer,1126322,2,showup,graffiti,absent,graffiti_innocent_23,,,,,,Did not experience any technical problems.,No,yes,70,one,0,Present,, ,,,yes
ucsd_5,432,nt3fln9qo60liqmzfrw1att9,20,Female,Mexican-American,Laptop/Computer,1126322,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,I did not encounter any technical problems.,No,no,60,two,0,Absent,, ,,,yes
ucsd_5,433,3nawr3lb8qvcaavftlpszl4n29,19,Female,Asian,Laptop/Computer,686907,2,simultaneousShowup,graffiti,absent,graffiti_lineup_38,graffiti_innocent_35,graffiti_lineup_16,graffiti_lineup_7,graffiti_lineup_37,graffiti_lineup_8,,No,no,90,one,1,Absent,, ,,,yes
ucsd_5,433,3nawr3lb8qvcaavftlpszl4n29,19,Female,Asian,Laptop/Computer,686907,1,simultaneousShowup,mugging,present,mugging_lineup_33,mugging_lineup_1,mugging_lineup_6,mugging_lineup_22,mugging_lineup_19,mugging_lineup_perpetrator,,No,no,70,two,0,Absent,, ,,,yes
ucsd_5,434,ctdfv4q2d6gaksocwtt1vpldi,18,Female,Asian,Laptop/Computer,1141105,2,control,mugging,present,mugging_control_perpetrator,mugging_control_15,mugging_control_26,mugging_control_21,mugging_control_8,mugging_control_19,I did not encounter any technical problems whilst viewing the video.,No,face4,40,two,0,Present,, ,,,yes
ucsd_5,434,ctdfv4q2d6gaksocwtt1vpldi,18,Female,Asian,Laptop/Computer,1141105,1,control,graffiti,absent,graffiti_control_28,graffiti_control_35,graffiti_innocent_26,graffiti_control_7,graffiti_control_3,graffiti_control_32,I did not encounter any technical problems whilst viewing the video.,No,notpresent,30,one,1,Absent,, ,,,yes
ucsd_5,435,g0ucu4irg0cx064poq1al9pb9,18,Female,Asian,Laptop/Computer,882273,2,control,graffiti,present,graffiti_control_perpetrator,graffiti_control_12,graffiti_control_7,graffiti_control_21,graffiti_control_30,graffiti_control_31,No,No,notpresent,70,one,0,Absent,, ,,,yes
ucsd_5,435,g0ucu4irg0cx064poq1al9pb9,18,Female,Asian,Laptop/Computer,882273,1,control,mugging,absent,mugging_control_8,mugging_control_31,mugging_control_20,mugging_control_13,mugging_control_25,mugging_innocent_24,I did not encounter any technical problems. ,No,notpresent,60,two,1,Absent,, ,,,yes
ucsd_5,436,8u6pnd149e5cnidkaq5q257b9,18,Male,Asian,Laptop/Computer,787451,2,simultaneousShowup,mugging,absent,mugging_lineup_32,mugging_innocent_39,mugging_lineup_24,mugging_lineup_35,mugging_lineup_19,mugging_lineup_13,,No,yes,60,two,0,Present,, ,,,yes
ucsd_5,436,8u6pnd149e5cnidkaq5q257b9,18,Male,Asian,Laptop/Computer,787451,1,simultaneousShowup,graffiti,present,graffiti_lineup_4,graffiti_lineup_2,graffiti_lineup_10,graffiti_lineup_perpetrator,graffiti_lineup_34,graffiti_lineup_16,,No,yes,20,one,1,Present,, ,,,yes
ucsd_5,437,aviimoltpl3mmbhlenvasv2t9,21,Female,Asian,Laptop/Computer,734387,2,simultaneousShowup,mugging,present,mugging_lineup_30,mugging_lineup_27,mugging_lineup_37,mugging_lineup_16,mugging_lineup_22,mugging_lineup_perpetrator,NO,No,no,80,two,0,Absent,, ,,,yes
ucsd_5,437,aviimoltpl3mmbhlenvasv2t9,21,Female,Asian,Laptop/Computer,734387,1,simultaneousShowup,graffiti,absent,graffiti_lineup_40,graffiti_lineup_8,graffiti_lineup_17,graffiti_innocent_23,graffiti_lineup_29,graffiti_lineup_21,no,No,yes,60,one,0,Present,, ,,,yes
ucsd_5,438,x42q48dh7rgreufeu70uj714i,18,Female,Mexican-American,Laptop/Computer,791704,2,simultaneousShowup,graffiti,present,graffiti_lineup_perpetrator,graffiti_lineup_38,graffiti_lineup_16,graffiti_lineup_37,graffiti_lineup_6,graffiti_lineup_7,,No,yes,90,one,1,Present,, ,,,yes
ucsd_5,438,x42q48dh7rgreufeu70uj714i,18,Female,Mexican-American,Laptop/Computer,791704,1,simultaneousShowup,mugging,absent,mugging_innocent_36,mugging_lineup_5,mugging_lineup_26,mugging_lineup_35,mugging_lineup_22,mugging_lineup_31,,No,no,70,two,1,Absent,, ,,,yes
ucsd_5,439,3vcx01m9oijme4nunwj7gsc3di,19,Female,Asian,Laptop/Computer,1011971,2,showup,graffiti,absent,graffiti_innocent_6,,,,,,,No,yes,70,one,0,Present,, ,,,yes
ucsd_5,439,3vcx01m9oijme4nunwj7gsc3di,19,Female,Asian,Laptop/Computer,1011971,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,,No,yes,70,two,1,Present,, ,,,yes
ucsd_5,440,bw019vrtcw3526xd63s7nwmi,22,Female,Mexican-American,Laptop/Computer,820933,2,showup,mugging,absent,mugging_innocent_40,,,,,,NO,No,no,100,two,1,Absent,, ,,,yes
ucsd_5,440,bw019vrtcw3526xd63s7nwmi,22,Female,Mexican-American,Laptop/Computer,820933,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,"It seemed to buffer around 20 seconds in and the guy in the video was spray painting the letters ""uninsx"" when the video just seemed to stop",No,yes,100,one,1,Present,, ,,,yes
ucsd_5,441,81vfdq2qm2k,19,Female,Caucasian,Laptop/Computer,714264,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,There was no problem viewing the video.,No,yes,30,two,1,Present,, ,,,yes
ucsd_5,441,81vfdq2qm2k,19,Female,Caucasian,Laptop/Computer,714264,1,showup,graffiti,absent,graffiti_innocent_31,,,,,,There were no technical problems with the video.,No,no,70,one,1,Absent,, ,,,yes
ucsd_5,442,n5w8hjym20l,19,Female,Asian,Laptop/Computer,756886,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,No,yes,80,one,1,Present,, ,,,yes
ucsd_5,442,n5w8hjym20l,19,Female,Asian,Laptop/Computer,756886,1,showup,mugging,absent,mugging_innocent_26,,,,,,,No,yes,80,two,0,Present,, ,,,yes
ucsd_5,443,vsz3jxto1hzx629ugfpw4s4i,19,Male,Asian,Laptop/Computer,722123,2,control,mugging,absent,mugging_innocent_16,mugging_control_25,mugging_control_32,mugging_control_19,mugging_control_22,mugging_control_1,,No,face5,80,two,filler,Present,, ,,,yes
ucsd_5,443,vsz3jxto1hzx629ugfpw4s4i,19,Male,Asian,Laptop/Computer,722123,1,control,graffiti,present,graffiti_control_8,graffiti_control_9,graffiti_control_38,graffiti_control_perpetrator,graffiti_control_30,graffiti_control_21,,No,notpresent,80,one,0,Absent,, ,,,yes
ucsd_5,444,uzwkzuadgxq,19,Female,Asian,Laptop/Computer,810003,2,control,graffiti,absent,graffiti_control_39,graffiti_control_40,graffiti_innocent_6,graffiti_control_34,graffiti_control_4,graffiti_control_25,,No,notpresent,60,one,1,Absent,, ,,,yes
ucsd_5,444,uzwkzuadgxq,19,Female,Asian,Laptop/Computer,810003,1,control,mugging,present,mugging_control_27,mugging_control_15,mugging_control_32,mugging_control_perpetrator,mugging_control_9,mugging_control_31,,No,face5,40,two,0,Present,, ,,,yes
ucsd_5,445,kc9iw8wgmff,19,Female,Caucasian,Laptop/Computer,736045,2,control,mugging,present,mugging_control_35,mugging_control_4,mugging_control_16,mugging_control_perpetrator,mugging_control_13,mugging_control_5,,No,face0,90,two,0,Present,, ,,,yes
ucsd_5,445,kc9iw8wgmff,19,Female,Caucasian,Laptop/Computer,736045,1,control,graffiti,absent,graffiti_control_18,graffiti_control_12,graffiti_control_2,graffiti_control_6,graffiti_control_8,graffiti_innocent_39,,No,face2,50,one,filler,Present,, ,,,yes
ucsd_5,446,tj01ddblhc3dzp6qw7ugzaor,20,Female,Asian,Laptop/Computer,696801,2,simultaneousShowup,mugging,absent,mugging_lineup_9,mugging_lineup_29,mugging_lineup_32,mugging_innocent_35,mugging_lineup_4,mugging_lineup_39,no,No,no,90,two,1,Absent,, ,,,yes
ucsd_5,446,tj01ddblhc3dzp6qw7ugzaor,20,Female,Asian,Laptop/Computer,696801,1,simultaneousShowup,graffiti,present,graffiti_lineup_21,graffiti_lineup_perpetrator,graffiti_lineup_25,graffiti_lineup_38,graffiti_lineup_35,graffiti_lineup_4,no,No,no,40,one,0,Absent,, ,,,yes
ucsd_5,447,ieu9ynh9g9ze,18,Male,Filipino,Laptop/Computer,909740,2,simultaneousShowup,graffiti,absent,graffiti_lineup_2,graffiti_lineup_12,graffiti_innocent_25,graffiti_lineup_9,graffiti_lineup_29,graffiti_lineup_16,,No,no,100,one,1,Absent,, ,,,yes
ucsd_5,447,ieu9ynh9g9ze,18,Male,Filipino,Laptop/Computer,909740,1,simultaneousShowup,mugging,present,mugging_lineup_29,mugging_lineup_19,mugging_lineup_7,mugging_lineup_perpetrator,mugging_lineup_38,mugging_lineup_25,,No,no,60,two,0,Absent,, ,,,yes
ucsd_5,448,319bkkg18a6,18,Female,Asian,Laptop/Computer,700341,2,control,graffiti,present,graffiti_control_24,graffiti_control_8,graffiti_control_29,graffiti_control_4,graffiti_control_perpetrator,graffiti_control_34,,No,face3,40,one,0,Present,, ,,,yes
