subNum,lineupType,suspectPosition,suspectID,suspectRT,suspectConf,fill1ID,fill1RT,fill1Conf,fill2ID,fill2RT,fill2Conf,fill3ID,fill3RT,fill3Conf,fill4ID,fill4RT,fill4Conf,fill5ID,fill5RT,fill5Conf,fill6ID,fill6RT,fill6Conf
1,Target Absent,,,,,No,2.028,-100,No,2.022,-100,Yes,1.851,100,No,1.831,-100,No,2.101,-100,No,1.497,-100
2,Target Absent,,,,,No,3.47,-19,No,2.886,-92,No,3.523,-7,No,3.494,-8,No,7.586,-19,No,2.661,-80
3,Target Absent,,,,,Yes,34.525,98,No,1.904,-89,No,1.822,-99,No,2.067,-99,No,3.149,-95,No,4.598,-66
4,Target Present,5,No,3.158,100,Yes,3.961,91,No,3.401,-90,No,2.458,-100,Yes,5.547,80,,,,No,3.581,-100
5,Target Absent,,,,,No,9.42,-71,No,5.223,-61,No,3.737,-92,No,4.697,-61,Yes,4.588,97,No,4.233,-81
6,Target Absent,,,,,No,2.766,-34,Yes,19.013,88,No,2.213,-92,No,5.577,-97,No,3.212,-100,No,3.576,-100
7,Target Absent,,,,,No,8.136,-19,No,5.16,-18,No,3.66,-15,No,6.71,-13,No,7.247,-13,No,4.874,-17
8,Target Present,1,Yes,3.196,45,,,,No,4.319,-37,No,3.067,-77,No,3.408,-77,Yes,5.454,61,No,2.672,-71
9,Target Absent,,,,,No,3.362,-95,No,2.523,-100,No,7.638,-75,No,3.136,-92,Yes,5.182,71,No,2.292,-100
10,Target Absent,,,,,Yes,3.738,44,No,2.788,-46,No,2.459,-62,No,2.41,-73,Yes,2.421,45,Yes,2.148,39
11,Target Absent,,,,,No,1.896,-98,Yes,2.615,65,No,2.292,-100,Yes,5.445,65,No,2.091,-76,No,2.149,-100
12,Target Absent,,,,,Yes,5.815,60,No,4.332,-30,No,3.839,-80,No,2.792,-70,No,3.27,-39,No,2.168,-92
13,Target Present,6,No,4.493,30,No,11.362,-61,No,6.319,-70,No,4.017,-40,No,6.081,-50,Yes,4.968,61,,,
14,Target Present,3,Yes,2.679,77,No,2.76,-65,Yes,3.042,70,,,,No,2.076,-91,No,4.292,-40,No,1.868,-92
15,Target Present,2,Yes,3.705,61,No,3.665,-71,,,,No,2.901,-76,No,2.4,-77,No,2.763,-86,No,2.912,-94
16,Target Present,1,No,7.563,31,,,,Yes,8.385,9,No,3.885,-71,No,5.317,-19,No,6.783,-27,Yes,7.977,31
17,Target Present,5,Yes,4.483,74,No,8.237,-92,No,11.518,-50,Yes,5.678,73,No,6.781,-48,,,,No,3.033,-98
18,Target Absent,,,,,No,7.339,-88,No,4.089,-83,No,2.604,-87,Yes,7.281,88,No,3.098,-86,No,3.339,-86
19,Target Present,2,Yes,4.492,71,No,2.883,-17,,,,No,3.203,-93,No,2.59,-81,No,2.741,-100,No,4.236,-64
20,Target Present,5,Yes,2.807,72,,,,,,,,,,,,,,,,,,
21,Target Present,4,Yes,5.511,93,No,7.869,-83,No,4.264,-84,No,4.739,-82,,,,No,4.722,-93,No,3.916,-84
22,Target Present,1,Yes,5.993,75,,,,No,2.719,-100,No,4.376,-100,No,3.497,-95,No,2.771,-100,No,5.261,-95
23,Target Absent,,,,,No,3.698,-51,No,3.332,-19,No,5.082,-100,No,34.673,-100,No,3.204,-100,No,2.976,-100
24,Target Present,4,Yes,4.417,96,No,8.423,-98,No,4.369,-98,Yes,15.594,19,,,,No,6.357,-98,No,10.027,-29
25,Target Present,6,Yes,3.193,99,No,4.807,-82,No,11.501,-97,No,2.786,-92,No,3.723,-91,No,5.376,-72,,,
26,Target Present,3,No,3.599,71,No,5.993,-85,Yes,7.881,92,,,,No,3.495,-100,No,3.472,-72,No,3.35,-91
27,Target Absent,,,,,No,20.713,-81,No,8.429,-71,No,5.998,-100,Yes,7.23,70,No,16.392,-100,No,9.591,-100
28,Target Absent,,,,,No,4.398,-82,No,12.292,-49,No,8.19,-30,Yes,4.376,75,No,3.143,-91,No,2.979,-85
29,Target Absent,,,,,No,7.049,-92,Yes,4.148,100,Yes,4.686,100,No,3.741,-100,No,5.55,-100,No,5.298,-100
30,Target Absent,,,,,Yes,4.392,34,No,2.192,-100,No,2.396,-50,No,2.129,-51,No,3.196,-51,No,1.997,-51
31,Target Absent,,,,,No,3.811,-99,No,4.06,-97,Yes,4.162,99,No,3.932,-100,No,6.988,-96,No,2.86,-97
32,Target Present,4,Yes,11.003,34,No,5.74,-79,No,5.043,-81,No,5.08,-64,,,,No,5.246,-71,No,4.652,-83
33,Target Present,1,No,15.908,1,,,,No,4.64,-100,No,5.831,-100,No,3.108,-100,No,4.042,-100,No,9.33,-40
34,Target Absent,,,,,No,4.762,-39,No,5.685,-70,No,11.068,-15,Yes,4.533,39,No,3.372,-82,No,3.24,-83
35,Target Present,2,Yes,5.098,100,Yes,7.233,91,,,,No,3.985,-91,No,4.405,-94,No,3.433,-100,No,4.165,-93
36,Target Absent,,,,,No,10.603,-100,No,5.1,-100,No,23.039,-39,No,6.071,-38,No,2.111,-81,No,2.071,-100
37,Target Present,3,Yes,13.31,41,No,16.825,-74,Yes,7.472,53,,,,No,10.111,-100,No,5.801,-100,No,4.617,-93
38,Target Absent,,,,,No,4.539,-30,No,2.292,-47,No,1.908,-65,No,1.823,-18,No,1.831,-97,No,2.341,-88
39,Target Absent,,,,,Yes,34.107,51,No,4.423,-40,No,4.131,-30,No,3.972,-100,No,7.394,-70,No,7.569,-100
40,Target Absent,,,,,No,7.612,-55,Yes,14,100,No,6.861,-100,No,4.701,-100,No,9.146,-100,No,7.675,-100
41,Target Absent,,,,,No,4.403,-70,Yes,7.584,51,No,4.205,-61,Yes,4.871,62,No,3.048,-30,No,3.576,-51
42,Target Present,5,Yes,8.463,28,No,4.055,-100,Yes,13.606,70,No,2.932,-100,No,2.597,-99,,,,Yes,3.391,92
43,Target Present,6,No,4.574,10,Yes,12.268,15,No,3.023,-100,Yes,8.198,50,No,3.464,-10,No,2.81,-80,,,
44,Target Present,3,Yes,5.216,100,Yes,7.989,60,No,4.303,-90,,,,No,4.337,-20,No,4.277,-20,No,4.639,-30
45,Target Present,2,Yes,3.566,60,No,4.421,-22,,,,No,1.864,-88,No,2.121,-59,No,2.76,-65,No,2.071,-92
46,Target Absent,,,,,No,9.116,-40,No,4.848,-100,No,3.667,-100,No,4.931,-82,No,9.253,-59,No,4.97,-63
47,Target Absent,,,,,No,9.833,-60,No,5.265,-80,No,9.492,-51,No,5.084,-71,Yes,10.448,91,No,6.546,-100
48,Target Absent,,,,,No,7.541,-50,No,3.948,-51,No,9.668,-51,No,5.735,-51,No,4.957,-51,Yes,4.565,51
49,Target Present,1,Yes,10.411,10,,,,No,3.882,-82,No,4.351,-97,No,7.599,-22,No,3.933,-48,No,3.002,-92
50,Target Present,6,No,9.688,42,No,10.269,-100,No,11.938,-51,Yes,7.589,68,No,6.029,-83,No,5.388,-84,,,
51,Target Absent,,,,,No,2.162,-100,No,2.935,-83,No,2.672,-70,Yes,4.308,76,No,1.761,-87,No,2.401,-95
52,Target Present,1,No,18.089,19,,,,No,11.176,-20,No,8.848,-14,Yes,8.826,40,No,8.196,-14,No,7.217,-15
53,Target Absent,,,,,No,3.221,-72,No,10.46,-31,Yes,3.723,76,No,3.525,-80,No,1.774,-18,Yes,3.859,70
54,Target Absent,,,,,Yes,5.587,100,No,5.953,-100,No,4.615,-100,No,4.498,-100,No,8.844,-100,No,4.865,-100
55,Target Present,5,No,3.085,77,Yes,9.13,100,No,2.109,-100,No,2.464,-100,No,2.03,-100,,,,No,2.07,-100
56,Target Present,5,No,4.728,91,Yes,8.342,74,No,7.485,-26,No,9.064,-83,No,6.335,-85,,,,No,7.397,-92
57,Target Absent,,,,,No,6.977,-50,No,8.738,-50,No,3.465,-50,No,2.754,-50,No,5.268,-50,No,2.97,-50
58,Target Absent,,,,,No,3.463,-100,No,3.694,-100,No,3.594,-100,No,2.369,-100,No,2.575,-100,No,2.155,-100
59,Target Present,6,No,8.397,60,Yes,5.372,90,No,5.309,-96,No,2.665,-100,No,3.273,-100,No,3.118,-100,,,
60,Target Present,2,Yes,11.789,99,Yes,7.098,82,,,,No,3.426,-100,No,3.507,-61,No,3.691,-72,No,3.663,-100
61,Target Absent,,,,,No,8.148,-10,No,7.51,-10,No,7.526,-10,No,4.095,-90,Yes,5.634,100,No,4.693,-51
62,Target Absent,,,,,No,4.628,-72,No,8.275,-25,No,9.128,-22,No,4.671,-25,No,2.509,-100,Yes,6.831,63
63,Target Absent,,,,,,,,,,,,,,,,,,,,,,
64,Target Absent,,,,,No,11.913,-18,Yes,6.174,41,No,4.457,-91,No,4.546,-91,No,4.017,-62,No,5.442,-71
65,Target Present,4,Yes,8.529,72,No,10.879,-81,No,9.922,-86,No,11.122,-91,,,,No,10.961,-86,No,9.021,-71
66,Target Absent,,,,,No,4.283,-100,Yes,3.366,52,No,2.323,-100,Yes,5.043,41,No,2.299,-100,No,2.392,-35
67,Target Absent,,,,,No,8.67,-86,No,9.094,-91,No,7.757,-81,No,6.238,-82,Yes,6.207,73,Yes,6.028,93
68,Target Present,5,No,6.322,19,No,6.791,-30,No,4.561,-81,No,3.816,-91,No,8.398,-20,,,,No,4.314,-20
69,Target Present,6,Yes,4.68,98,No,8.1,-61,No,9.699,-75,No,5.957,-81,No,4.583,-100,Yes,7.248,92,,,
70,Target Present,2,Yes,4.158,91,No,3.108,-100,,,,No,3.138,-100,No,3.106,-100,No,2.835,-100,No,3.372,-100
71,Target Absent,,,,,No,8.726,-20,No,10.279,-40,No,7.962,-30,No,14.548,-40,Yes,9.429,50,No,5.52,-30
72,Target Present,4,No,2.11,100,No,16.843,-15,No,2.357,-100,Yes,3.969,72,,,,No,2.136,-100,No,1.954,-100
73,Target Absent,,,,,No,10.888,-81,No,5.068,-100,No,4.061,-100,Yes,4.653,94,No,5.88,-100,No,3.168,-100
74,Target Absent,,,,,No,7.318,-70,No,6.553,-92,No,8.957,-19,No,5.357,-91,No,5.324,-100,No,4.714,-92
75,Target Absent,,,,,No,11.877,-70,No,8.365,-70,No,4.312,-91,No,4.012,-80,No,6.18,-71,No,8.513,-81
76,Target Present,3,Yes,2.049,100,No,2.301,-100,No,13.698,-41,,,,No,1.643,-100,No,1.912,-100,No,2.126,-100
77,Target Absent,,,,,Yes,5.843,23,No,2.621,-92,No,3.704,-61,No,2.473,-93,No,5.029,-10,No,2.63,-20
78,Target Absent,,,,,Yes,8.119,61,No,4.503,-84,No,8.984,-27,No,3.877,-70,Yes,5.444,81,No,5.39,-30
79,Target Present,5,Yes,3.444,60,No,14.312,-62,No,4.908,-80,No,3.9,-74,No,2.871,-76,,,,No,3.642,-73
80,Target Present,6,Yes,4.344,85,No,8.669,-40,No,5.035,-67,No,3.799,-60,No,3.419,-97,No,3.771,-100,,,
81,Target Present,2,Yes,6.315,72,No,12.973,-70,,,,No,3.804,-100,No,3.488,-100,Yes,11.775,91,No,7.917,-95
82,Target Absent,,,,,Yes,11.499,61,No,4.551,-89,No,5.6,-74,Yes,8.677,55,No,4.919,-86,No,4.641,-91
83,Target Absent,,,,,No,4.919,-24,No,8.182,-33,No,3.449,-91,No,7.397,-36,No,17.335,-4,Yes,2.796,49
84,Target Absent,,,,,No,2.551,-81,No,4.199,-40,No,7.102,-43,No,2.295,-92,No,1.802,-50,Yes,1.643,62
85,Target Present,4,No,3.232,73,No,3.302,-40,No,3.746,-81,Yes,3.104,81,,,,No,3.507,-74,No,3.369,-74
86,Target Present,6,Yes,5.253,93,No,5.837,-82,Yes,8.538,83,No,4.686,-100,No,5.343,-78,No,4.094,-93,,,
87,Target Absent,,,,,No,4.44,-51,No,11.164,-63,Yes,6.547,59,No,2.426,-85,No,2.761,-82,No,4.795,-67
88,Target Absent,,,,,Yes,11.389,40,No,4.266,-100,No,28.235,-40,No,3.167,-100,Yes,22.477,51,Yes,8.829,34
89,Target Present,5,Yes,4.35,77,Yes,4.501,90,No,3.578,-60,No,7.826,-51,Yes,7.008,60,,,,No,2.103,-100
90,Target Absent,,,,,No,4.942,-50,Yes,3.621,10,Yes,4.611,74,Yes,3.317,30,Yes,3.722,39,No,3.215,-91
91,Target Present,2,Yes,3.148,81,No,3.628,-100,,,,No,2.793,-100,No,3.662,-97,No,32.22,-94,No,2.615,-91
92,Target Absent,,,,,No,11.028,-70,No,6.685,-44,Yes,10.868,29,Yes,7.125,59,No,3.529,-60,Yes,5.427,65
93,Target Absent,,,,,No,4.823,-88,No,6.436,-39,No,2.897,-71,No,3.837,-71,No,22.914,-30,No,9.067,-20
94,Target Absent,,,,,No,5.572,-91,No,10.512,-65,No,3.728,-93,Yes,7.794,66,No,3.284,-93,No,6.807,-75
95,Target Absent,,,,,No,3.762,-81,No,6.998,-80,Yes,5.23,96,No,4.669,-92,No,3.233,-86,No,3.385,-90
96,Target Present,3,Yes,3.9,93,No,4.23,-45,Yes,5.775,43,,,,No,2.512,-95,No,2.391,-72,No,3.579,-58
97,Target Present,1,No,5.861,40,,,,No,3.356,-62,No,3.354,-66,No,2.543,-70,No,2.376,-82,No,4.102,-61
98,Target Absent,,,,,No,5.022,-71,No,3.088,-71,No,2.922,-82,No,2.911,-72,No,2.489,-82,No,3.922,-71
99,Target Present,4,Yes,6.944,36,Yes,8.03,29,No,4.534,-73,No,5.21,-32,,,,No,5.411,-43,No,4.508,-58
100,Target Absent,,,,,No,2.693,-100,No,1.984,-100,Yes,63.951,51,No,2.088,-100,No,2.016,-100,No,2.337,-100
101,Target Absent,,,,,No,4.02,-73,No,5.997,-81,Yes,4.198,43,No,3.596,-70,No,3.289,-69,No,5.325,-32
102,Target Absent,,,,,No,5.369,-40,No,9.33,-40,No,3.743,-61,No,7.954,-40,Yes,6.549,70,No,4.025,-40
103,Target Absent,,,,,No,2.182,-72,No,25.645,-43,No,2.305,-37,No,2.05,-62,No,2.087,-38,No,7.307,-41
104,Target Present,6,No,4.076,90,No,9.794,-50,No,6.089,-60,No,4.288,-100,No,4.426,-80,No,6.716,-80,,,
105,Target Present,3,No,7.346,41,No,5.003,-40,No,5.007,-100,,,,Yes,4.116,71,No,3.765,-82,No,4.942,-80
106,Target Absent,,,,,No,6.904,-77,No,16.891,-63,No,8.261,-75,No,10.1,-76,No,7.124,-85,No,4.171,-92
107,Target Absent,,,,,No,7.856,-30,No,4.273,-100,No,3.528,-100,No,11.48,-75,No,3.736,-100,No,4.14,-100
108,Target Absent,,,,,No,2.424,-33,Yes,2.346,66,No,1.635,-72,No,1.691,-67,No,2.07,-68,No,1.717,-65
109,Target Present,2,No,2.71,52,No,2.474,-27,,,,No,2.04,-78,No,2.627,-81,No,2.175,-80,No,2.781,-82
110,Target Present,5,No,4.691,100,Yes,16.814,70,No,4.826,-90,No,4.701,-85,No,3.152,-100,,,,No,5.21,-100
111,Target Absent,,,,,Yes,3.068,51,No,2.992,-84,Yes,7.72,51,No,4.239,-11,No,3.155,-81,No,3.781,-51
112,Target Present,3,No,12.256,40,Yes,10.512,35,No,3.128,-90,,,,No,2.95,-90,No,2.765,-85,No,14.383,-25
113,Target Present,4,Yes,4.566,100,No,5.87,-30,No,4.473,-100,No,3.705,-100,,,,No,3.751,-100,No,4.546,-100
114,Target Present,1,Yes,4.165,82,,,,No,2.826,-100,No,3.25,-69,No,8.096,-67,No,3.62,-67,No,2.352,-60
115,Target Absent,,,,,No,6.933,-28,No,5.013,-79,No,5.843,-6,No,3.584,-28,No,3.184,-79,No,3.415,-31
116,Target Absent,,,,,No,5.682,-73,No,3.938,-88,No,3.9,-99,No,3.39,-81,Yes,7.946,70,No,3.107,-100
117,Target Absent,,,,,No,4.302,-31,No,3.274,-77,No,3.698,-71,No,3.086,-83,No,2.624,-77,Yes,2.846,65
118,Target Present,2,Yes,4.957,99,No,5.841,-72,,,,No,3.091,-100,No,6.082,-100,No,3.481,-100,No,3.393,-100
119,Target Present,3,Yes,2.875,80,No,2.969,-60,No,3.119,-100,,,,No,2.427,-100,No,2.649,-100,No,3.803,-80
120,Target Present,5,Yes,3.503,80,No,2.717,-100,No,2.624,-87,No,2.209,-99,No,2.367,-100,,,,No,2.692,-100
121,Target Present,6,No,5.724,1,No,7.871,0,No,8.848,0,No,6.017,0,No,16.316,0,No,5.373,0,,,
122,Target Present,4,Yes,7.337,100,Yes,13.427,71,No,6.127,-79,No,4.07,-91,,,,No,4.26,-92,No,6.758,-83
123,Target Absent,,,,,No,9.319,-10,No,6.839,-71,No,3.915,-93,No,11.123,-29,No,3.977,-92,Yes,13.235,41
124,Target Absent,,,,,No,3.976,-36,No,7.827,-44,No,3.029,-87,No,2.43,-94,No,4.565,-89,Yes,5.638,45
125,Target Absent,,,,,No,4.589,-69,No,25.381,-32,Yes,6.141,59,Yes,8.136,69,No,5.357,-61,Yes,9.457,75
126,Target Present,2,Yes,5.229,62,No,3.867,-27,,,,No,4.944,-23,No,5.037,-21,No,33.955,-35,No,7.756,-35
127,Target Absent,,,,,No,5.51,-83,No,2.808,-100,No,6.715,-69,No,3.066,-85,No,2.827,-68,No,3.657,-100
128,Target Present,6,Yes,6.195,100,No,10.155,-100,No,4.884,-100,No,10.399,-66,No,5.99,-100,No,8.065,-95,,,
129,Target Present,4,Yes,2.984,100,No,2.464,-100,No,4.152,-51,No,2.367,-100,,,,No,1.804,-100,No,2.084,-100
130,Target Absent,,,,,No,6.014,-99,No,8.438,-98,No,3.512,-99,Yes,21.525,61,No,3.908,-99,No,4.522,-100
131,Target Absent,,,,,No,6.806,-81,No,4.312,-80,No,3.976,-82,No,2.828,-91,No,3.727,-71,No,3.526,-78
132,Target Absent,,,,,No,6.927,-100,No,5.202,-100,No,7.889,-98,Yes,6.85,93,No,18.158,-100,No,4.88,-99
133,Target Absent,,,,,Yes,14.722,93,Yes,27.72,73,No,7.02,-77,No,7.294,-77,No,23.991,-24,No,7.088,-96
134,Target Absent,,,,,No,2.387,-70,No,2.45,-70,No,4.928,-60,No,5.124,-51,No,2.458,-75,No,2.123,-70
135,Target Present,3,Yes,5.119,51,No,4.302,-36,No,3.767,-28,,,,No,2.881,-35,No,3.527,-28,No,3.688,-59
136,Target Absent,,,,,No,5.467,-61,No,4.282,-74,No,3.476,-71,No,3.068,-93,No,3.181,-100,No,3.367,-82
137,Target Present,6,Yes,2.494,100,No,3.45,-72,No,2.854,-70,No,4.002,-64,No,3.179,-62,Yes,2.799,78,,,
138,Target Absent,,,,,No,6.208,-75,No,4.306,-75,No,4.86,-70,No,3.263,-70,No,5.018,-71,No,3.352,-66
139,Target Present,1,Yes,11.106,61,,,,No,8.976,-90,No,2.962,-89,No,5.798,-92,No,3.752,-88,No,4.286,-78
140,Target Absent,,,,,No,14.421,-91,No,12.962,-81,Yes,10.919,71,No,12.11,-51,No,6.666,-83,No,7.014,-83
141,Target Absent,,,,,No,2.373,-25,No,1.191,-29,No,2.06,-13,No,2.878,-8,No,1.929,-40,No,1.558,-20
142,Target Absent,,,,,No,9.308,-48,No,4.001,-15,Yes,4.883,73,No,4.449,-10,No,2.691,-4,No,2.636,-5
143,Target Present,4,Yes,3.444,99,,,,,,,,,,,,,,,,,,
144,Target Absent,,,,,No,6.144,-2,No,3.136,0,No,4.528,0,No,6.02,0,No,5.098,0,No,2.412,0
145,Target Present,3,No,3.686,6,Yes,5.116,9,Yes,3.257,14,,,,No,3.03,-10,No,2.713,-12,No,3.141,-13
146,Target Absent,,,,,Yes,6.649,34,No,2.741,-90,No,2.525,-70,Yes,5.125,31,No,3.438,-74,No,5.212,-67
147,Target Absent,,,,,No,7.435,-25,Yes,5.841,24,No,4.357,-77,No,5.128,-79,No,8.074,-30,Yes,4.861,23
148,Target Present,2,No,7.571,20,No,7.27,-10,,,,No,3.126,-20,No,8.344,-5,No,3.69,-100,No,3.637,-100
149,Target Present,6,Yes,9.198,100,No,8.598,-30,No,4.115,-93,No,8.124,-73,Yes,7.978,80,No,2.636,-94,,,
150,Target Present,6,Yes,8.942,99,No,5.621,-85,No,5.921,-85,No,11.699,-75,No,2.575,-90,No,2.9,-95,,,
151,Target Absent,,,,,Yes,29.085,61,No,5.923,-41,No,6.855,-82,No,15.396,-40,No,6.455,-71,No,11.304,-72
152,Target Present,4,No,5.758,34,Yes,11.533,30,Yes,6.066,51,No,4.9,-72,,,,No,4.115,-82,No,4.171,-76
153,Target Absent,,,,,No,6.551,-60,No,7.636,-90,No,4.192,-90,No,5.697,-40,Yes,9.323,20,No,3.133,-53
154,Target Absent,,,,,No,8.593,-100,No,6.86,-90,No,9.502,-92,Yes,6.44,95,No,5.871,-100,No,7.588,-100
155,Target Present,2,No,15.963,64,Yes,13.731,82,,,,No,3.351,-92,No,3.806,-82,No,3.797,-81,No,4.042,-86
156,Target Present,5,No,17.445,42,No,4.687,-13,No,6.328,-56,No,8.632,-29,No,8.922,-27,,,,No,12.583,-75
157,Target Present,1,Yes,13.382,40,,,,No,9.835,-40,No,3.317,-60,No,2.825,-70,No,2.341,-31,No,2.093,-60
158,Target Absent,,,,,No,5.14,-30,Yes,4.442,63,Yes,4.596,83,No,2.671,-83,No,3.325,-38,No,2.954,-75
159,Target Absent,,,,,No,7.188,-40,No,2.651,-100,No,4.703,-81,No,3.004,-100,Yes,3.689,80,No,2.076,-100
160,Target Absent,,,,,No,5.118,-100,No,6.073,-100,No,4.409,-100,No,4.521,-100,No,7.348,-80,No,7.414,-100
161,Target Absent,,,,,No,2.7,-40,No,4.152,-81,No,2.794,-91,No,5.631,-24,No,3.83,-76,No,3.114,-18
162,Target Present,6,No,4.152,81,Yes,3.698,60,No,2.915,-65,No,3.799,-55,Yes,3.286,63,No,3.651,-80,,,
163,Target Absent,,,,,No,5.241,-98,No,10.884,-68,Yes,4.284,100,No,4.02,-100,No,4.596,-100,No,3.806,-100
164,Target Present,5,Yes,3.771,100,No,7.361,-63,No,4.875,-90,No,2.895,-100,No,3.186,-94,,,,Yes,3.333,100
165,Target Absent,,,,,No,3.777,-100,No,5.695,-87,No,3.363,-100,No,2.966,-100,No,10.008,-83,No,3.434,-100
166,Target Absent,,,,,No,14.249,-40,No,3.544,-64,Yes,4.595,72,No,5.268,-41,No,4.809,-97,No,11.601,-100
167,Target Present,1,No,8.845,13,,,,No,5.651,-89,No,6.026,-90,No,5.261,-20,No,3.656,-92,No,5.728,-10
168,Target Present,3,No,14.701,52,Yes,11.035,71,No,4.814,-79,,,,No,6.291,-52,No,4.685,-92,No,3.746,-93
169,Target Absent,,,,,No,8.22,-72,Yes,10.68,82,No,7.103,-40,No,4.47,-81,No,3.767,-100,No,3.758,-100
170,Target Absent,,,,,Yes,6.669,22,Yes,9.395,22,No,4.127,-24,No,5.986,-100,No,5.316,-100,Yes,4.278,18
171,Target Absent,,,,,Yes,5.413,78,No,2.785,-100,No,2.474,-100,No,2.49,-98,No,2.463,-100,Yes,4.635,60
172,Target Absent,,,,,Yes,9.816,72,No,2.543,-100,No,2.835,-100,No,2.765,-100,No,2.97,-100,No,2.217,-100
173,Target Absent,,,,,No,4.065,-46,No,5.529,-17,No,7.7,-69,No,3.355,-77,No,3.316,-78,No,3.257,-88
174,Target Present,4,Yes,2.834,70,No,6.409,-62,No,3.452,-29,No,2.572,-31,,,,No,3.879,-31,No,3.286,-29
175,Target Absent,,,,,No,2.722,-100,No,5.14,-71,No,6.924,-30,No,4.26,-61,No,4.77,-71,No,5.521,-20
176,Target Absent,,,,,No,6.151,-90,No,5.98,-92,No,7.728,-93,Yes,6.685,80,No,2.974,-100,No,3.035,-99
177,Target Present,6,Yes,3.047,82,No,3.811,-61,No,2.512,-63,Yes,4.176,75,No,2.363,-42,No,2.096,-40,,,
178,Target Absent,,,,,No,12.624,-54,No,12.561,-75,Yes,9.481,59,No,11.184,-56,No,8.369,-80,No,7.374,-74
179,Target Present,5,Yes,8.216,81,No,7.674,-62,No,6.347,-61,No,4.791,-62,No,6.662,-92,,,,No,4.738,-70
180,Target Present,2,No,4.055,82,No,4.398,-60,,,,No,4.57,-95,No,12.882,-25,No,3.968,-95,No,3.599,-41
181,Target Present,4,Yes,4.801,66,No,12.307,-37,Yes,14.635,28,No,4.812,-41,,,,No,4.586,-76,No,4.149,-84
182,Target Absent,,,,,No,2.925,-100,No,6.918,-50,No,3.322,-100,No,3.626,-70,No,3.391,-70,No,4.152,-80
183,Target Present,3,No,5.147,90,Yes,10.951,40,No,6.883,-80,,,,No,4.565,-60,No,4.921,-80,No,4.525,-100
184,Target Present,1,No,10.948,71,,,,No,6.177,-82,No,8.473,-82,No,12.426,-51,Yes,6.293,93,No,5.028,-72
185,Target Absent,,,,,No,3.39,-100,No,8.865,-70,Yes,3.185,80,No,2.646,-100,Yes,4.142,75,No,3.251,-100
186,Target Absent,,,,,No,16.418,-58,Yes,6.952,83,Yes,6.029,80,No,8.623,-85,No,4.359,-65,Yes,3.777,85
187,Target Absent,,,,,No,3.887,-75,No,4.281,-26,No,2.943,-22,No,4.594,-33,No,3.585,-23,Yes,2.863,60
188,Target Absent,,,,,No,12.201,-30,No,7.703,-60,Yes,4.595,70,No,3.047,-80,Yes,4.323,100,No,4.413,-80
189,Target Present,2,Yes,7.63,79,No,10.842,-78,,,,No,9.28,-73,No,10.121,-74,No,7.656,-73,No,5.873,-72
190,Target Present,5,No,2.974,98,Yes,7.734,85,No,3.471,-100,No,3.599,-98,No,3.387,-100,,,,No,2.979,-93
191,Target Absent,,,,,No,3.632,-100,No,7.284,-51,No,3.769,-100,No,7.751,-82,No,4.382,-99,No,12.055,-100
192,Target Absent,,,,,No,3.568,-76,No,4.432,-61,No,3.857,-83,No,3.672,-64,No,3.376,-73,No,3.336,-63
193,Target Absent,,,,,No,2.252,-100,No,1.773,-100,No,1.625,-100,No,1.767,-99,No,1.668,-100,No,1.644,-100
194,Target Absent,,,,,No,2.535,-100,No,3.313,-100,No,3.074,-100,No,9.748,-100,No,6.189,-100,No,1.768,-100
195,Target Present,1,No,3.508,17,,,,No,1.894,-19,No,1.832,-22,No,2.742,-40,Yes,2.249,59,No,2.352,0
196,Target Absent,,,,,No,7.855,-71,No,4.05,-75,No,3.225,-78,No,3.471,-75,No,4.075,-40,No,4.322,-51
197,Target Absent,,,,,No,2.442,-71,No,2.146,-51,No,1.865,-41,Yes,3.903,60,No,2.01,-41,No,3.153,-60
198,Target Present,3,Yes,4.303,100,No,4.071,-91,Yes,2.909,88,,,,No,3.225,-100,No,4.248,-97,No,2.594,-100
199,Target Absent,,,,,No,16.176,-50,No,2.376,-100,No,19.547,-50,No,1.965,-100,No,2.492,-100,No,2.432,-100
200,Target Absent,,,,,No,5.555,-50,Yes,5.55,30,No,4.547,-29,No,4.258,-9,No,6.512,-40,Yes,7.147,30
201,Target Present,1,No,5.483,29,,,,No,1.986,-10,No,2.537,-70,Yes,2.723,71,No,5.139,-8,No,3.191,-84
202,Target Present,2,No,2.91,55,No,5.694,-53,,,,Yes,2.806,59,No,4.005,-60,Yes,5.46,59,No,4.432,-61
203,Target Present,5,No,2.475,63,No,2.101,-59,Yes,1.574,72,No,2.145,-34,No,2.491,-63,,,,No,2.479,-34
204,Target Present,3,Yes,6.509,85,No,3.556,-100,Yes,4.291,79,,,,No,3.122,-97,No,3.509,-91,No,3.418,-93
205,Target Present,6,Yes,19.047,94,Yes,14.488,21,Yes,10.536,72,No,3.507,-95,No,4.358,-96,No,4.525,-95,,,
206,Target Present,1,Yes,2.704,83,,,,No,2.478,-98,No,2.644,-99,No,2.377,-100,No,2.252,-99,No,2.41,-93
207,Target Absent,,,,,No,5.061,-20,Yes,7.145,76,No,3.028,-12,No,2.845,-27,No,2.74,-27,No,2.923,-49
208,Target Absent,,,,,No,5.057,-70,No,9.222,-29,No,5.048,-29,Yes,5.43,56,No,4.925,-18,No,4.141,-83
