subNum,lineupType,suspectPosition,suspectID,suspectRT,suspectConf,fill1ID,fill1RT,fill1Conf,fill2ID,fill2RT,fill2Conf,fill3ID,fill3RT,fill3Conf,fill4ID,fill4RT,fill4Conf,fill5ID,fill5RT,fill5Conf,fill6ID,fill6RT,fill6Conf
6035,Target Absent,,,,,No,3.832,-100,No,5.958,-92,No,5.015,-91,No,7.806,-64,No,3.833,-88,No,3.6,-81
6036,Target Absent,,,,,Yes,4.274,0,Yes,5.422,0,Yes,8.159,1,No,3.872,-100,No,4.506,-100,No,3.942,-52
6037,Target Absent,,,,,No,6.313,-71,No,4.93,-78,No,5.346,-60,No,6.912,-32,No,5.466,-40,No,6.863,-86
6038,Target Present,1,Yes,5.04,75,,,,No,4.648,-100,No,8.538,-51,No,4.904,-57,Yes,4.482,32,No,4.512,-60
6039,Target Present,3,Yes,6.787,79,No,8.861,-92,No,4.624,-100,,,,No,5.361,-100,No,5.341,-99,No,4.704,-100
6040,Target Absent,,,,,No,14.014,-77,No,23.42,-80,Yes,9.646,58,No,5.691,-92,No,11.605,-91,Yes,7.214,98
6041,Target Present,6,No,5.282,86,No,20.213,-40,No,3.971,-100,No,5.617,-92,No,4.301,-100,No,4.958,-91,,,
6042,Target Present,5,Yes,5.922,74,No,6.122,-61,No,6.435,-86,No,6.976,-72,Yes,8.824,81,,,,No,4.853,-100
6043,Target Present,3,Yes,3.865,77,Yes,7.206,57,No,4.355,-71,,,,No,2.898,-73,No,3.709,-71,No,3.154,-59
6044,Target Absent,,,,,No,2.949,-100,Yes,3.255,81,No,3.547,-59,No,3.113,-70,No,3.104,-68,No,3.082,-72
6045,Target Absent,,,,,No,4.148,-100,No,8.063,-86,No,5.653,-100,No,5.145,-100,No,5.795,-100,No,3.222,-100
6046,Target Absent,,,,,No,10.4,-25,No,7.056,-55,Yes,4.476,67,No,4.113,-46,No,6.747,-66,Yes,5.788,64
6047,Target Present,6,Yes,4.474,92,No,6.69,-81,No,10.937,-72,Yes,24.832,85,No,4.602,-89,No,4.434,-96,,,
6048,Target Present,2,Yes,3.116,84,No,2.932,-72,,,,No,2.637,-100,No,2.302,-100,No,15.363,-100,No,3.27,-100
6049,Target Present,4,Yes,3.027,61,No,4.087,-72,No,3.267,-28,No,3.55,-59,,,,No,3.328,-72,No,2.966,-58
6050,Target Present,1,Yes,14.313,35,,,,No,5.139,-100,No,4.125,-100,No,4.318,-100,No,3.276,-75,No,3.744,-100
6051,Target Present,3,Yes,3.745,96,No,4.86,-85,No,3.404,-99,,,,No,3.734,-90,No,3.464,-91,No,3.881,-93
6052,Target Absent,,,,,No,4.7,-80,No,4.126,-70,No,4.965,-70,Yes,7.693,50,No,12.384,-30,Yes,7.122,85
6053,Target Present,4,Yes,3.784,81,No,4.63,-51,No,3.302,-80,No,10.077,-25,,,,No,3.308,-82,No,6.165,-81
6054,Target Absent,,,,,No,4.114,-87,Yes,2.341,34,No,1.602,-76,No,1.552,-89,No,0.991,-80,No,1.411,-90
6055,Target Present,6,No,4.237,74,No,3.109,-80,No,4.244,-100,Yes,11.922,51,No,4.045,-81,No,9.938,-72,,,
6056,Target Absent,,,,,No,5.281,-92,No,9.932,-88,No,7.401,-88,No,8.778,-88,No,4.345,-88,No,5.916,-68
6057,Target Absent,,,,,Yes,12.357,62,No,6.754,-90,No,5.464,-100,No,4.617,-100,No,5.056,-76,Yes,9.25,60
6058,Target Absent,,,,,No,9.409,-19,No,4.729,-100,No,6.772,-100,No,7.216,-51,No,3.961,-99,No,5.331,-21
6059,Target Present,2,Yes,4.097,99,No,5.273,-92,,,,No,4.007,-86,No,4.909,-92,No,3.755,-89,No,4.123,-100
6060,Target Absent,,,,,No,5.11,-92,No,8.614,-64,No,4.843,-100,No,7.551,-87,No,9.31,-86,No,7.266,-100
6061,Target Absent,,,,,No,7.353,-100,No,7.849,-100,No,8.984,-100,No,12.946,-100,No,6.64,-100,No,7.279,-100
6062,Target Absent,,,,,Yes,7.059,75,No,7.261,-74,Yes,10.843,51,Yes,7.63,97,No,4.33,-71,No,6.857,-75
6063,Target Absent,,,,,Yes,11.897,70,No,8.146,-60,No,4.796,-83,Yes,4.119,30,No,4.478,-34,No,5.376,-30
6064,Target Absent,,,,,No,11.619,-70,Yes,15.527,71,No,9.62,-20,Yes,8.481,80,No,12.345,-84,No,9.262,-82
6065,Target Absent,,,,,No,6.663,-100,No,3.019,-100,No,5.017,-100,No,3.964,-100,No,4.79,-100,No,3.952,-100
6066,Target Absent,,,,,No,5.522,-70,No,3.693,-80,Yes,6.092,70,No,3.248,-30,No,4.369,-92,No,4.601,-55
6067,Target Present,4,Yes,3.345,100,No,3.483,-100,No,3.41,-100,No,2.756,-100,,,,No,2.757,-100,No,2.969,-100
6068,Target Absent,,,,,No,5.995,-39,No,4.096,-100,Yes,4.48,71,Yes,16.59,71,No,7.769,-30,No,4.964,-84
6069,Target Present,1,Yes,13.156,33,,,,No,6.434,-65,No,7.976,-79,No,5.037,-100,No,7.541,-84,No,9.097,-100
6070,Target Present,5,Yes,6.433,62,No,10.167,-28,No,6.771,-20,No,8.853,-10,No,9.442,-30,,,,No,6.123,-72
6071,Target Absent,,,,,Yes,4.945,29,No,3.257,-61,No,5.671,-69,Yes,4.037,29,No,4.212,-61,Yes,4.167,33
6072,Target Absent,,,,,No,14.201,-67,No,4.298,-83,Yes,4.032,92,No,3.639,-92,No,3.722,-92,No,4.278,-93
6073,Target Absent,,,,,No,6.571,-69,Yes,9.273,60,No,5.474,-78,No,7.415,-41,No,7.551,-33,Yes,7.438,76
6074,Target Absent,,,,,No,6.87,-100,Yes,11.589,68,No,6.988,-100,Yes,15.478,64,No,9.69,-51,No,4.801,-51
6075,Target Absent,,,,,No,18.394,-61,No,4.859,-72,No,4.113,-81,Yes,15.007,91,Yes,17.554,100,No,4.86,-100
6076,Target Present,2,Yes,5.37,89,No,4.97,-100,,,,No,4.387,-100,No,4.902,-95,No,4.626,-100,No,3.95,-100
6077,Target Absent,,,,,No,4.719,-92,No,7.125,-70,No,5.702,-93,Yes,12.332,72,No,3.919,-92,No,3.997,-100
6078,Target Absent,,,,,No,2.738,-100,No,3.374,-100,No,2.3,-100,No,3.705,-100,No,3.439,-100,No,2.491,-100
6079,Target Present,1,Yes,11.917,100,,,,No,8.315,-100,No,9.314,-100,No,8.308,-100,No,6.931,-100,No,10.057,-100
6080,Target Absent,,,,,No,6.194,-82,No,5.547,-59,No,3.616,-80,No,3.916,-94,No,3.739,-100,Yes,5.674,73
6081,Target Present,4,Yes,8.28,100,No,6.446,-81,No,4.911,-90,Yes,6.849,95,,,,Yes,9.84,98,No,5.476,0
6082,Target Absent,,,,,No,5.935,-92,No,8.736,-70,Yes,8.754,40,No,6.836,-95,No,11.339,-40,Yes,7.445,75
6083,Target Present,2,Yes,4.546,68,No,7.237,-96,,,,No,4.893,-100,No,5.786,-100,Yes,5.38,63,No,4.947,-100
6084,Target Present,5,No,16.024,51,Yes,10.599,50,Yes,24.665,90,No,6.574,-51,Yes,7.625,100,,,,No,6.446,-98
6085,Target Absent,,,,,No,4.282,-95,No,12.488,-30,No,3.77,-82,Yes,4.949,70,No,2.981,-88,No,25.886,-78
6086,Target Present,6,No,8.409,80,No,14.385,-60,No,8.204,-90,No,7.824,-100,No,7.281,-95,No,6.706,-95,,,
6087,Target Present,1,Yes,11.933,79,,,,No,4.261,-95,No,5.828,-79,No,4.368,-75,No,3.775,-78,No,4.89,-70
6088,Target Absent,,,,,No,3.9,-9,No,2.56,-95,Yes,2.583,45,Yes,2.783,100,No,2.044,-100,No,2.438,-93
6089,Target Absent,,,,,No,6.949,-65,Yes,25.053,40,No,3.512,-72,No,4.926,-70,No,11.947,-51,Yes,3.964,80
6090,Target Absent,,,,,,,,,,,,,,,,,,,,,,
6091,Target Absent,,,,,No,6.159,-69,No,4.594,-100,Yes,6.435,75,No,4.57,-100,No,5.61,-70,No,5.126,-80
6092,Target Absent,,,,,Yes,10.386,30,No,5.807,-92,Yes,6.741,77,No,5.084,-98,No,4.275,-93,No,3.566,-99
6093,Target Absent,,,,,No,6.055,-61,No,7.459,-33,No,3.641,-89,Yes,7.761,71,Yes,10.879,62,No,8.984,-35
6094,Target Absent,,,,,No,9.887,-29,No,7.557,-81,No,9.597,-81,No,6.288,-91,No,12.795,-40,No,6.391,-66
6095,Target Present,4,No,4.6,86,Yes,11.981,30,No,6.574,-9,No,8.195,-14,,,,No,6.21,-42,No,6.017,-83
6096,Target Present,5,Yes,5.433,92,No,8.561,-60,No,7.616,-41,Yes,23.406,61,Yes,8.359,81,,,,No,4.721,-30
6097,Target Absent,,,,,No,2.776,-71,Yes,5.451,61,No,3.138,-91,No,3.65,-60,No,4.021,-61,No,3.356,-81
6098,Target Absent,,,,,No,5.674,-84,No,7.137,-38,No,3.916,-59,Yes,9.077,59,No,3.049,-89,No,4.52,-61
6099,Target Absent,,,,,No,9.036,-70,No,6.827,-60,No,8.299,-61,Yes,6.98,80,No,6.297,-100,No,3.97,-100
6100,Target Absent,,,,,No,7.795,-80,No,6.371,-80,No,11.455,-75,No,5.222,-100,No,5.701,-100,No,9.518,-75
6101,Target Present,3,Yes,2.311,60,No,2.931,-100,No,2.947,-100,,,,No,2.58,-100,No,2.843,-100,No,2.685,-100
6102,Target Present,2,Yes,7.013,100,No,9.657,-80,,,,No,7.426,-100,No,10.294,-100,No,7.227,-100,No,7.802,-100
6103,Target Present,6,No,8.941,81,No,9.158,-99,No,13.36,-81,No,12.655,-80,No,11.574,-76,Yes,14.623,87,,,
6104,Target Absent,,,,,No,7.328,-82,Yes,8.81,74,No,5.684,-92,No,3.822,-91,No,6.03,-72,No,4.345,-78
6105,Target Absent,,,,,No,3.361,-85,No,4.813,-45,No,4.374,-30,No,3.538,-90,Yes,5.359,25,Yes,4.876,40
6106,Target Absent,,,,,No,3.07,-99,No,3.75,-91,No,4.319,-82,No,3.053,-80,No,3.882,-81,No,3.319,-82
6107,Target Absent,,,,,No,10.847,-41,No,5.28,-29,No,4.282,-63,No,4.604,-69,No,6.727,-80,No,6.724,-37
6108,Target Absent,,,,,No,4.843,-93,No,4.97,-87,No,4.915,-100,No,12.701,-57,Yes,6.035,53,Yes,8.894,52
6109,Target Present,3,No,8.347,93,No,6.203,-100,No,3.649,-100,,,,No,3.23,-100,No,5.399,-97,No,5.216,-93
6110,Target Absent,,,,,Yes,17.783,50,No,5.967,-80,No,5.558,-90,No,6.942,-90,No,15.883,-10,No,6.683,-70
6111,Target Present,1,Yes,11.626,64,,,,No,5.372,-100,No,4.471,-99,No,3.949,-92,No,4.022,-95,No,3.621,-83
6112,Target Present,2,Yes,4.214,100,No,5.772,-90,,,,No,5.781,-100,No,3.516,-100,No,3.968,-100,No,4.005,-100
6113,Target Absent,,,,,,,,,,,,,,,,,,,,,,
6114,Target Present,4,Yes,4.559,100,No,4.334,-80,No,4.273,-80,No,4.419,-92,,,,No,4.747,-100,No,5.676,-81
6115,Target Present,5,No,4.634,69,No,6.852,-29,No,19.621,-39,No,4.507,-60,Yes,15.109,63,,,,No,7.081,-55
6116,Target Present,2,No,8.893,61,No,8.201,-62,,,,Yes,6.631,91,No,6.635,-89,Yes,11.139,51,No,5.567,-82
6117,Target Present,4,Yes,4.588,97,No,4.479,-31,Yes,6.169,43,No,3.768,-93,,,,No,4.605,-97,No,3.718,-94
6118,Target Absent,,,,,No,26.624,-20,No,7.364,-29,No,6.415,-75,No,6.306,-25,No,5.34,-47,No,6.232,-91
6119,Target Present,3,Yes,6.235,100,No,9.103,-100,Yes,16.074,100,,,,No,3.754,-82,No,4.117,-100,No,4.267,-100
6120,Target Absent,,,,,No,9.554,-82,No,9.367,-51,Yes,8.364,62,Yes,6.517,72,No,5.98,-51,No,5.83,-82
6121,Target Absent,,,,,No,20.138,-77,No,5.204,-100,No,4.218,-82,Yes,8.204,40,No,4.836,-91,No,8.569,-18
6122,Target Present,5,Yes,4.748,83,No,10.354,-82,No,5.658,-61,No,6.686,-72,No,17.426,-92,,,,No,9.371,-100
6123,Target Absent,,,,,No,5.002,-39,No,3.219,-100,No,4.451,-60,No,3.436,-100,No,2.958,-100,No,3.027,-100
6124,Target Present,4,Yes,6.285,90,No,5.753,-95,No,15.737,-37,No,6.048,-100,,,,No,5.885,-100,No,3.622,-100
6125,Target Present,6,Yes,6.404,61,No,15.057,-20,No,5.664,-60,No,9.101,-70,No,5.155,-80,No,4.395,-90,,,
6126,Target Absent,,,,,No,7.186,-46,No,4.754,-67,No,4.254,-41,No,8.149,-39,Yes,6.183,20,No,4.648,-46
6127,Target Present,3,Yes,7.948,75,No,10.777,-100,No,16.11,-61,,,,No,19.116,-50,No,12.839,-50,No,13.318,-50
6128,Target Present,5,No,7.074,91,Yes,14.205,65,No,8.425,-100,No,10.317,-71,No,10.99,-100,,,,Yes,13.061,80
6129,Target Absent,,,,,Yes,17.241,61,No,5.615,-54,Yes,12.11,61,No,8.136,-86,No,7.436,-87,No,4.775,-91
6130,Target Absent,,,,,No,9.993,-91,No,7.398,-85,No,13.026,-72,Yes,6.337,92,No,5.389,-73,No,6.272,-75
6131,Target Present,2,No,6.063,54,No,8.301,-52,,,,No,4.809,-100,No,5.442,-100,No,7.474,-65,No,6.187,-66
6132,Target Present,6,No,6.408,83,No,9.138,-72,No,6.904,-94,No,6.081,-94,No,11.058,-62,No,5.961,-95,,,
6133,Target Absent,,,,,No,4.393,-60,No,4.31,-100,No,4.748,-100,No,3.798,-100,No,4.175,-100,No,4.025,-100
6134,Target Absent,,,,,No,8.61,-61,No,10.421,-61,No,9.803,-71,No,10.103,-61,No,6.162,-100,No,6.859,-92
6135,Target Present,1,Yes,7.073,67,,,,No,3.552,-82,No,3.214,-100,No,3.059,-100,No,3.062,-99,No,5.453,-60
6136,Target Absent,,,,,No,11.076,-92,Yes,10.066,82,No,5.841,-100,No,5.652,-100,No,4.999,-100,No,8.008,-82
6137,Target Present,5,Yes,8.952,56,Yes,12.379,60,No,4.476,-16,No,10.994,-12,No,7.422,-34,,,,Yes,7.063,89
6138,Target Present,3,Yes,5.709,90,No,5.678,-87,No,7.509,-61,,,,No,4.966,-100,No,5.426,-95,No,4.047,-100
6139,Target Absent,,,,,No,10.554,-51,No,5.017,-51,No,6.266,-51,No,4.486,-63,No,7.52,-51,No,21.405,-51
6140,Target Present,4,Yes,2.756,83,No,3.64,-100,No,3.01,-100,No,4.148,-100,,,,No,2.531,-100,No,3.89,-62
6141,Target Absent,,,,,No,13.87,-80,No,5.687,-100,No,8.329,-89,Yes,14.997,92,Yes,14.132,41,No,5.492,-100
6142,Target Absent,,,,,Yes,8.384,50,No,7.171,-100,Yes,7.853,50,No,3.486,-100,No,3.558,-100,No,6.28,-100
6143,Target Absent,,,,,No,10.59,-50,No,11.768,-85,No,32.82,-51,Yes,11.041,53,No,12.027,-49,No,8.561,-53
6144,Target Present,5,Yes,14.903,87,No,8.886,-64,No,7.845,-100,No,5.021,-100,No,12.349,-60,,,,No,4.563,-100
6145,Target Absent,,,,,,,,,,,,,,,,,,,,,,
6146,Target Present,2,No,5.452,60,Yes,7.598,61,,,,No,7.442,-92,No,6.832,-72,No,6.691,-61,No,7.018,-82
6147,Target Present,3,No,8.725,29,No,6.976,-20,No,9.805,-26,,,,Yes,5.062,18,No,4.82,-58,No,6.035,-77
6148,Target Present,1,Yes,5.075,11,,,,No,2.683,-100,No,2.741,-57,No,3.45,-41,No,3.477,-32,No,2.874,-66
6149,Target Absent,,,,,No,4.682,-100,No,12.521,-51,No,4.314,-92,No,4.899,-100,No,4.823,-85,No,10.289,-63
6150,Target Absent,,,,,No,9.259,-70,No,15.847,-51,Yes,15.844,61,No,13.155,-40,No,5.673,-89,No,5.041,-100
6151,Target Present,6,No,44.084,97,No,5.599,-88,No,5.58,-100,No,14.327,-94,Yes,16.825,100,No,8.786,-100,,,
6152,Target Absent,,,,,No,4.299,-82,No,3.922,-89,No,3.568,-85,No,3.564,-88,No,4.164,-95,No,3.903,-85
6153,Target Present,1,Yes,4.107,100,,,,No,3.448,-100,No,3.749,-100,No,2.945,-100,No,4.24,-100,No,2.949,-100
6154,Target Absent,,,,,No,10.044,-40,No,14.062,-60,Yes,6.696,61,No,6.164,-69,Yes,29.538,90,No,4.028,-77
6155,Target Present,6,Yes,4.873,100,No,5.665,-100,Yes,6.933,83,No,4.919,-100,No,2.707,-98,No,4.111,-99,,,
6156,Target Present,4,Yes,7.192,21,No,14.318,-99,No,8.161,-51,Yes,9.029,21,,,,No,9.319,-100,No,9.386,-51
6157,Target Present,3,No,5.291,61,No,7.23,-71,Yes,11.059,87,,,,No,4.762,-100,No,5.731,-100,No,4.071,-100
6158,Target Present,2,Yes,4.022,92,No,4.058,-80,,,,No,4.058,-96,No,4.87,-93,No,4.209,-98,No,3.291,-98
6159,Target Absent,,,,,No,5.213,-54,No,5.154,-78,No,4.545,-84,No,5.627,-69,No,5.942,-100,Yes,7.43,60
6160,Target Present,5,Yes,8.754,100,No,11.256,-91,No,13.34,-71,Yes,17.1,82,No,7.724,-92,,,,No,8.14,-51
6161,Target Absent,,,,,No,10.15,-70,No,7.317,-85,No,5.838,-91,No,7.931,-70,No,6.743,-72,No,8.633,-69
6162,Target Present,5,Yes,6.21,70,Yes,19.921,65,No,7.994,-87,No,3.159,-100,No,2.508,-100,,,,No,2.347,-100
6163,Target Present,2,Yes,11.109,81,No,12.456,-73,,,,No,7.066,-88,No,6.571,-79,No,7.335,-88,No,10.564,-81
6164,Target Absent,,,,,No,5.933,-100,No,4.63,-49,Yes,9.166,82,No,4.47,-100,No,7.221,-100,No,4.722,-100
6165,Target Absent,,,,,No,3.916,-100,No,4.798,-72,No,3.786,-98,No,5.012,-87,No,2.893,-100,No,7.829,-74
6166,Target Present,6,No,3.986,76,No,5.453,-35,No,7.77,-35,No,4.93,-60,No,5.64,-69,No,5.533,-75,,,
6167,Target Present,4,No,17.445,58,No,13.419,-30,No,6.869,-87,No,10.993,-36,,,,No,7.038,-88,No,7.825,-72
6168,Target Present,1,No,5.86,62,,,,No,14.117,-31,No,5.172,-84,No,4.678,-89,No,3.394,-100,No,4.027,-100
6169,Target Absent,,,,,No,6.576,-100,No,7.196,-100,No,5.677,-100,No,5.92,-100,Yes,11.744,85,No,7.767,-74
6170,Target Present,6,No,4.667,100,No,9.3,-100,No,8.982,-100,No,5.468,-100,No,7.829,-100,No,5.653,-100,,,
6171,Target Absent,,,,,No,10.317,-81,No,5.535,-89,No,5.576,-94,No,5.745,-90,No,8.279,-61,Yes,7.872,51
6172,Target Absent,,,,,Yes,10.762,81,No,12.464,-72,No,4.7,-100,No,6.559,-100,Yes,8.232,100,No,5.255,-100
6173,Target Present,3,Yes,3.948,100,No,4.32,-100,No,3.479,-100,,,,No,3.418,-100,No,3.505,-100,No,3.638,-100
6174,Target Absent,,,,,Yes,5.981,62,No,3.992,-40,No,3.754,-41,Yes,8.221,62,No,6.315,-40,No,5.089,-65
6175,Target Present,1,Yes,4.932,94,,,,No,3.344,-100,No,3.132,-100,No,3.424,-96,No,4.883,-81,No,2.798,-100
6176,Target Present,5,No,6.415,12,Yes,20.712,48,No,12.17,-95,No,8.838,-96,No,19.656,-30,,,,No,15.487,0
6177,Target Present,2,Yes,8.558,85,No,8.678,-40,,,,No,6.14,-61,No,4.749,-94,No,5.003,-92,No,5.572,-91
6178,Target Absent,,,,,No,6.527,-98,No,4.879,-96,No,6.347,-96,No,7.646,-96,No,6.031,-96,No,6.169,-98
6179,Target Absent,,,,,No,11.054,-39,Yes,7.052,62,No,4.176,-92,No,5.39,-100,No,5.708,-92,No,4.598,-87
6180,Target Absent,,,,,No,10.994,-66,No,7.006,-79,No,14.679,-31,Yes,6.35,65,No,5.834,-45,No,7.431,-68
6181,Target Present,4,Yes,6.97,74,No,7.212,-26,No,4.674,-100,No,3.526,-50,,,,No,3.837,-100,No,2.761,-100
6182,Target Absent,,,,,Yes,11.67,40,No,3.248,-90,Yes,4.993,53,No,4.468,-32,No,3.334,-100,No,4.175,-77
6183,Target Absent,,,,,Yes,12.418,60,No,6.73,-80,No,6.218,-70,No,10.594,-95,No,7.43,-40,No,7.034,-30
6184,Target Present,3,Yes,9.507,20,No,116.653,-30,No,14.932,-40,,,,No,9.097,-40,No,8.854,-9,No,6.036,0
6185,Target Present,1,Yes,3.999,12,,,,No,3.187,-74,No,4.236,-45,No,3.353,-63,No,3.17,-63,No,3.019,-64
6186,Target Absent,,,,,No,5.058,-93,No,6.349,-82,No,6.998,-52,No,4.352,-71,No,5.84,-71,No,4.55,-91
6187,Target Absent,,,,,No,5.399,-100,No,4.709,-72,No,9.864,-60,No,7.31,-70,No,5.226,-81,Yes,10.97,39
6188,Target Present,2,Yes,7.619,33,No,8.584,-73,,,,No,4.876,-99,No,5.808,-76,No,5.095,-81,No,6.764,-95
6189,Target Present,4,Yes,8.695,100,No,8.388,-100,No,14.506,-100,No,8.316,-100,,,,No,7.682,-100,No,6.023,-100
6190,Target Present,5,Yes,5.314,100,No,8.646,-100,No,6.112,-100,Yes,8.404,50,No,5.496,-100,,,,No,3.008,-100
6191,Target Present,4,Yes,2.456,85,No,2.859,-69,No,1.967,-65,Yes,2.818,57,,,,No,3.564,-65,No,2.37,-67
6192,Target Absent,,,,,No,3.909,-99,Yes,14.812,51,No,3.161,-100,No,3.596,-100,Yes,6.242,80,Yes,5.1,81
6193,Target Present,3,Yes,3.73,100,No,6.955,-92,No,5.26,-96,,,,No,8.458,-91,Yes,5.364,85,No,5.096,-86
6194,Target Absent,,,,,No,6.016,-95,No,6.396,-77,Yes,6.462,92,No,2.93,-93,No,5.244,-79,No,3.324,-94
6195,Target Present,1,Yes,7.5,100,,,,No,5.092,-100,No,5.838,-30,No,12.802,-40,Yes,8.58,72,No,6.886,-40
6196,Target Absent,,,,,No,4.554,-90,No,5.471,-70,No,5.204,-90,No,8.335,-40,No,3.753,-90,No,4.957,-50
6197,Target Absent,,,,,No,7.77,-93,No,4.968,-95,No,4.801,-96,Yes,5.138,98,No,5.032,-83,No,6.452,-99
6198,Target Absent,,,,,,,,,,,,,,,,,,,,,,
6199,Target Present,5,Yes,21.352,100,No,15.352,-84,No,11.244,-84,Yes,26.129,74,No,27.779,-82,,,,No,9.771,-100
6200,Target Present,2,Yes,4.403,100,No,4.104,-100,,,,No,6.535,-100,No,4.539,-100,No,3.14,-100,No,3.56,-100
6201,Target Present,6,No,2.716,20,Yes,6.069,19,No,4.249,-20,No,7.35,-20,Yes,13.99,20,No,7.535,-20,,,
6202,Target Absent,,,,,No,2.9,-100,No,8.548,-62,No,3.322,-100,Yes,9.813,60,No,3.3,-100,No,2.766,-100
6203,Target Present,2,Yes,4.941,81,No,9.278,-61,,,,No,3.856,-71,No,5.607,-51,Yes,4.005,75,No,3.648,-92
6204,Target Absent,,,,,Yes,4.356,90,No,6.835,-52,No,3.212,-100,No,3.705,-100,No,7.798,-21,Yes,4.591,78
6205,Target Absent,,,,,Yes,14.183,50,No,6.268,-28,No,7.894,-80,No,6.438,-14,No,5.617,-90,No,7.883,-52
6206,Target Present,4,Yes,2.825,90,No,3.15,-81,Yes,5.864,76,No,4.031,-90,,,,No,3.052,-81,Yes,3.669,68
6207,Target Absent,,,,,Yes,21.321,55,No,6.012,-25,No,10.202,-25,No,6.52,-15,No,5.313,-10,No,9.499,-40
6208,Target Absent,,,,,No,8.658,-61,No,7.141,-91,No,9.074,-61,No,7.081,-32,No,15.63,-40,No,9.138,-68
6209,Target Absent,,,,,Yes,20.609,71,No,8.058,-89,No,12.109,-57,No,10.026,-51,No,9.703,-51,No,8.651,-85
6210,Target Absent,,,,,Yes,9.098,60,No,4.103,-100,No,5.353,-70,No,10.73,-30,No,21.168,-20,No,6.452,-100
6211,Target Present,1,Yes,4.222,81,,,,No,3.148,-96,No,3.742,-95,No,3.126,-95,No,3.374,-96,No,3.526,-96
6212,Target Present,6,Yes,2.795,64,,,,,,,,,,,,,,,,,,
6213,Target Present,5,Yes,10.216,36,,,,,,,,,,,,,,,,,,
6214,Target Present,3,Yes,5.039,91,No,8.753,-100,No,7.836,-100,,,,No,4.653,-100,No,7.464,-93,No,6.269,-100
6215,Target Absent,,,,,No,5.1,-82,No,7.615,-72,No,5.048,-12,No,13.439,-81,No,10.418,-88,No,10.485,-86
6216,Target Absent,,,,,Yes,8.54,72,No,10.766,-62,No,6.27,-90,No,4.932,-91,Yes,8.481,94,Yes,11.971,91
6217,Target Absent,,,,,No,13.991,-82,No,8.068,-83,No,5.498,-100,Yes,7.758,100,No,5.825,-100,Yes,10.931,100
6218,Target Absent,,,,,No,10.556,-5,No,10.063,-3,No,8.528,-6,No,5.049,-6,No,6.493,-19,No,10.18,-15
6219,Target Present,1,Yes,8.147,81,,,,No,7.694,-79,No,5.131,-92,No,5.573,-82,No,6.855,-100,No,9.482,-100
6220,Target Present,4,Yes,5.214,100,No,8.673,-99,No,4.939,-100,No,4.206,-100,,,,No,5.622,-99,No,5.658,-100
6221,Target Present,6,No,4.941,100,Yes,7.383,60,Yes,6.946,90,No,4.881,-90,No,5.093,-100,No,6.723,-70,,,
6222,Target Present,2,Yes,9.113,90,Yes,24.199,72,,,,No,7.241,-81,No,14.189,-91,No,7.917,-90,No,9.545,-92
6223,Target Present,2,Yes,5.934,100,Yes,6.568,80,,,,No,4.652,-100,No,4.197,-100,No,5.038,-87,No,4.686,-100
6224,Target Present,4,Yes,3.757,81,No,5.488,-100,No,8.9,-53,No,15.218,-54,,,,No,3.999,-95,No,4.892,-96
6225,Target Absent,,,,,No,5.295,-61,No,5.815,-60,No,4.638,-65,No,4.715,-67,No,4.345,-70,Yes,6.497,68
6226,Target Absent,,,,,Yes,14.505,81,No,5.35,-93,No,5.666,-92,No,8.004,-91,No,10.5,-70,No,9.487,-82
6227,Target Absent,,,,,No,3.436,-91,No,4.126,-43,No,4.657,-35,No,2.668,-72,No,3.652,-26,No,4.781,-26
6228,Target Absent,,,,,No,10.203,-71,No,6.206,-92,No,7.514,-95,No,3.717,-100,No,5.885,-78,No,5.624,-66
6229,Target Present,6,Yes,4.413,100,No,4.756,-70,No,4.894,-73,No,3.699,-79,No,6.147,-80,Yes,4.169,86,,,
6230,Target Absent,,,,,No,11.145,-100,No,5.082,-100,No,8.465,-100,No,9.899,-84,No,19.03,-100,No,5.178,-100
6231,Target Absent,,,,,Yes,10.733,70,No,7.275,-50,No,7.246,-25,No,5.967,-13,No,4.838,-40,No,5.15,-100
6232,Target Absent,,,,,No,5.478,-75,No,4.004,-83,No,4.592,-26,No,2.944,-47,No,3.083,-86,Yes,3.411,71
6233,Target Present,3,Yes,4.533,40,No,4.757,-70,No,4.424,-80,,,,No,3.553,-60,No,6.3,-70,No,4.037,-70
6234,Target Present,5,Yes,11.297,92,Yes,15.826,94,No,6.455,-99,No,4.531,-98,Yes,4.111,100,,,,No,4.791,-97
6235,Target Absent,,,,,No,6.332,-88,Yes,7.06,61,No,3.618,-91,No,7.255,-38,Yes,11.379,58,No,6.807,-65
6236,Target Present,1,Yes,6.556,82,,,,No,3.637,-93,No,3.377,-93,No,4.072,-61,No,5.201,-40,No,6.046,-40
6237,Target Present,2,Yes,12.314,70,No,5.791,-100,,,,No,3.505,-100,No,3.916,-100,No,4.442,-100,No,3.926,-100
6238,Target Present,5,Yes,26.097,58,No,14.48,-30,Yes,9.703,60,No,10.315,-71,No,10.324,-76,,,,No,7.524,-80
6239,Target Present,6,Yes,3.445,61,No,4.11,-74,No,2.711,-87,No,3.208,-71,No,3.225,-76,No,4.21,-56,,,
6240,Target Absent,,,,,No,9.041,-60,No,7.479,-100,Yes,7.638,71,No,6.274,-61,No,4.562,-100,No,6.757,-60
