subNum,condition,lineupType,suspectPosition,suspectID,suspectConf,fill1ID,fill1Conf,fill2ID,fill2Conf,fill3ID,fill3Conf,fill4ID,fill4Conf,fill5ID,fill5Conf,fill6ID,fill6Conf
1321,Target Present,Showup,,Yes,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1322,Target Absent,Showup,,,NaN,No,97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1323,Target Absent,Lineup,,,NaN,No,30,Yes,80,No,43,No,46,No,29,No,41
1324,Target Present,Showup,,No,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1325,Target Present,Lineup,pos 4,Yes,51,No,44,No,51,Yes,53,NaN,NaN,No,51,No,46
1326,Target Present,Lineup,pos 2,No,75,No,100,NaN,NaN,No,100,No,15,No,92,No,100
1327,Target Present,Lineup,pos 6,Yes,97,No,70,No,93,No,93,No,71,No,91,NaN,NaN
1328,Target Absent,Lineup,,,NaN,Yes,80,No,80,No,100,No,100,No,100,No,100
1329,Target Absent,Lineup,,,NaN,No,100,No,75,No,80,No,50,No,50,No,100
1330,Target Absent,Showup,,,NaN,No,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1332,Target Present,Lineup,pos 5,No,90,No,90,No,100,No,95,No,95,NaN,NaN,No,100
1333,Target Present,Lineup,pos 2,Yes,88,No,75,NaN,NaN,No,97,No,85,No,63,No,79
1334,Target Present,Lineup,pos 1,Yes,29,NaN,NaN,No,61,No,73,Yes,36,No,62,No,76
1335,Target Present,Showup,,Yes,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1336,Target Absent,Showup,,,NaN,Yes,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1338,Target Present,Lineup,pos 3,Yes,100,No,40,No,100,NaN,NaN,No,100,No,100,No,100
1339,Target Present,Lineup,pos 4,No,82,No,72,Yes,30,No,51,NaN,NaN,No,41,No,61
1340,Target Present,Showup,,Yes,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1341,Target Present,Showup,,Yes,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1342,Target Absent,Lineup,,,NaN,No,75,No,70,No,71,Yes,77,Yes,91,No,95
1343,Target Absent,Lineup,,,NaN,No,100,No,100,No,100,Yes,80,No,100,Yes,75
1344,Target Present,Lineup,pos 1,Yes,60,NaN,NaN,No,100,No,100,No,100,No,100,No,60
1345,Target Absent,Lineup,,,NaN,No,90,No,75,No,98,No,77,No,69,No,92
1346,Target Present,Showup,,Yes,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1348,Target Absent,Showup,,,NaN,No,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1349,Target Present,Showup,,Yes,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1350,Target Absent,Lineup,,,NaN,Yes,40,No,100,No,61,No,100,No,28,No,29
1351,Target Present,Showup,,Yes,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1352,Target Absent,Lineup,,,NaN,No,56,No,81,No,89,No,43,No,47,No,71
1353,Target Absent,Showup,,,NaN,Yes,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354,Target Absent,Showup,,,NaN,Yes,41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1355,Target Present,Lineup,pos 2,Yes,80,No,100,NaN,NaN,No,100,No,100,No,100,No,100
1356,Target Absent,Lineup,,,NaN,No,70,No,93,Yes,81,No,80,No,23,No,48
1357,Target Present,Showup,,Yes,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1358,Target Absent,Lineup,,,NaN,No,94,No,45,No,85,Yes,96,No,86,No,24
1359,Target Present,Lineup,pos 4,No,0,No,89,No,77,No,100,NaN,NaN,No,100,No,85
1360,Target Absent,Lineup,,,NaN,No,75,No,81,No,94,Yes,61,No,34,No,84
1361,Target Present,Lineup,pos 5,Yes,100,Yes,72,No,72,No,100,No,28,NaN,NaN,No,100
1362,Target Absent,Lineup,,,NaN,No,0,No,100,No,100,No,100,No,100,No,0
1363,Target Absent,Showup,,,NaN,No,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1364,Target Present,Lineup,pos 3,Yes,80,No,94,Yes,81,NaN,NaN,No,96,No,93,No,85
1366,Target Absent,Showup,,,NaN,No,24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1367,Target Present,Lineup,pos 6,Yes,82,Yes,80,No,0,No,0,No,0,No,0,NaN,NaN
1368,Target Present,Showup,,Yes,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1369,Target Absent,Lineup,,,NaN,Yes,100,No,100,No,100,No,100,No,100,No,100
1370,Target Absent,Lineup,,,NaN,No,98,No,100,No,100,Yes,72,No,100,No,82
1371,Target Present,Lineup,pos 3,Yes,51,No,30,No,60,NaN,NaN,No,71,No,82,No,89
1373,Target Absent,Lineup,,,NaN,No,85,Yes,90,No,90,No,100,No,100,No,100
1374,Target Absent,Showup,,,NaN,Yes,48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1375,Target Absent,Lineup,,,NaN,No,85,No,99,Yes,92,No,85,No,69,No,99
1376,Target Absent,Showup,,,NaN,No,29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1377,Target Present,Showup,,Yes,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1378,Target Present,Showup,,Yes,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1379,Target Absent,Showup,,,NaN,No,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1381,Target Present,Lineup,pos 5,No,75,No,37,No,93,No,92,No,95,NaN,NaN,No,86
1382,Target Absent,Showup,,,NaN,Yes,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1383,Target Absent,Showup,,,NaN,No,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1384,Target Present,Showup,,Yes,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1385,Target Present,Lineup,pos 2,Yes,27,No,28,NaN,NaN,No,74,Yes,67,No,53,No,62
1386,Target Absent,Showup,,,NaN,Yes,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1387,Target Present,Lineup,pos 1,No,43,NaN,NaN,No,36,No,37,No,58,No,64,No,76
1388,Target Absent,Lineup,,,NaN,No,52,Yes,62,No,100,No,100,No,82,No,72
1389,Target Absent,Showup,,,NaN,No,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1391,Target Present,Showup,,Yes,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1392,Target Present,Lineup,pos 3,Yes,95,No,75,No,90,NaN,NaN,No,70,No,80,No,97
1393,Target Present,Showup,,Yes,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1394,Target Present,Lineup,pos 5,Yes,79,No,82,No,53,No,77,No,71,NaN,NaN,No,68
1396,Target Absent,Lineup,,,NaN,No,70,No,79,No,82,Yes,20,No,22,No,20
1397,Target Present,Showup,,Yes,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1398,Target Present,Lineup,pos 4,Yes,95,Yes,95,No,100,No,100,NaN,NaN,No,100,No,100
1399,Target Present,Showup,,No,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1400,Target Present,Lineup,pos 2,Yes,53,Yes,62,NaN,NaN,No,52,No,76,No,89,No,76
1401,Target Absent,Showup,,,NaN,No,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1404,Target Absent,Showup,,,NaN,Yes,34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1405,Target Absent,Lineup,,,NaN,No,51,No,100,No,51,Yes,26,No,51,No,97
1406,Target Present,Showup,,Yes,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1407,Target Absent,Showup,,,NaN,No,73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1408,Target Absent,Showup,,,NaN,No,49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1410,Target Present,Lineup,pos 6,Yes,67,No,38,No,63,No,88,Yes,33,No,77,NaN,NaN
1411,Target Absent,Lineup,,,NaN,Yes,40,No,70,No,40,No,90,No,100,Yes,45
1413,Target Present,Showup,,Yes,71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1414,Target Present,Showup,,Yes,77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1415,Target Absent,Lineup,,,NaN,Yes,60,No,61,No,92,No,56,No,86,No,63
1417,Target Absent,Showup,,,NaN,No,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1418,Target Present,Lineup,pos 5,Yes,71,No,51,No,82,No,100,No,92,NaN,NaN,No,100
1419,Target Present,Lineup,pos 4,No,53,No,51,No,70,Yes,87,NaN,NaN,No,92,No,95
1421,Target Present,Lineup,pos 6,Yes,97,No,29,No,62,Yes,43,No,89,No,85,NaN,NaN
1422,Target Absent,Showup,,,NaN,Yes,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1424,Target Present,Lineup,pos 4,Yes,71,Yes,61,No,58,No,83,NaN,NaN,No,87,No,86
1425,Target Present,Lineup,pos 3,Yes,95,No,95,No,60,NaN,NaN,No,94,No,99,No,90
1426,Target Absent,Lineup,,,NaN,No,60,No,60,No,80,No,62,Yes,82,Yes,85
1428,Target Present,Lineup,pos 1,Yes,99,NaN,NaN,No,100,No,100,No,99,No,100,No,100
1429,Target Present,Lineup,pos 3,Yes,75,No,85,No,100,NaN,NaN,No,100,No,100,No,100
1432,Target Absent,Showup,,,NaN,No,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1433,Target Absent,Showup,,,NaN,No,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1434,Target Absent,Showup,,,NaN,Yes,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1436,Target Present,Showup,,Yes,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1437,Target Present,Showup,,Yes,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1438,Target Present,Showup,,Yes,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1440,Target Absent,Showup,,,NaN,Yes,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1442,Target Present,Lineup,pos 6,Yes,80,Yes,80,No,60,No,50,No,40,No,80,NaN,NaN
1444,Target Absent,Showup,,,NaN,No,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1445,Target Present,Lineup,pos 2,Yes,95,Yes,78,NaN,NaN,No,96,No,90,No,96,No,95
1447,Target Present,Lineup,pos 5,Yes,7,No,0,No,70,No,50,No,68,NaN,NaN,No,86
1448,Target Present,Lineup,pos 4,No,64,No,74,No,52,Yes,48,NaN,NaN,Yes,66,No,35
1449,Target Absent,Lineup,,,NaN,Yes,30,No,81,No,71,No,80,No,83,No,82
1450,Target Absent,Lineup,,,NaN,No,56,No,78,No,100,Yes,58,No,71,No,89
1452,Target Absent,Showup,,,NaN,No,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1453,Target Absent,Lineup,,,NaN,No,38,No,60,No,59,No,47,No,45,No,60
1454,Target Present,Lineup,pos 6,No,76,No,100,No,100,No,99,No,100,No,80,NaN,NaN
1456,Target Absent,Showup,,,NaN,Yes,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1457,Target Absent,Lineup,,,NaN,No,10,No,20,No,80,No,70,No,80,Yes,30
1458,Target Present,Lineup,pos 4,No,81,No,40,Yes,10,Yes,10,NaN,NaN,Yes,15,No,30
1459,Target Present,Lineup,pos 2,Yes,70,No,29,NaN,NaN,No,28,No,29,No,82,No,91
1462,Target Present,Lineup,pos 6,No,0,Yes,0,No,0,No,0,No,0,No,0,NaN,NaN
1463,Target Absent,Lineup,,,NaN,Yes,71,No,0,Yes,100,No,30,No,0,No,0
1464,Target Present,Lineup,pos 1,Yes,100,NaN,NaN,No,100,No,100,No,100,No,99,No,100
1465,Target Absent,Lineup,,,NaN,No,100,No,100,No,100,No,100,No,100,No,100
1466,Target Absent,Showup,,,NaN,No,95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1468,Target Present,Lineup,pos 1,Yes,44,NaN,NaN,Yes,44,Yes,39,Yes,36,Yes,40,Yes,40
1469,Target Absent,Showup,,,NaN,No,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1470,Target Absent,Lineup,,,NaN,No,83,No,40,No,68,No,69,No,32,No,38
1471,Target Present,Showup,,Yes,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1473,Target Absent,Lineup,,,NaN,No,60,No,61,No,71,Yes,70,No,81,No,72
1474,Target Present,Showup,,Yes,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1475,Target Present,Lineup,pos 6,Yes,80,No,40,No,95,No,100,Yes,85,No,70,NaN,NaN
1479,Target Present,Showup,,Yes,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1481,Target Absent,Lineup,,,NaN,No,100,No,100,No,100,No,100,No,100,No,97
1482,Target Absent,Showup,,,NaN,No,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1484,Target Present,Showup,,Yes,95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1485,Target Present,Showup,,Yes,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1486,Target Present,Lineup,pos 5,Yes,81,No,100,No,100,No,100,No,100,NaN,NaN,No,100
1488,Target Present,Lineup,pos 3,No,100,Yes,100,No,100,NaN,NaN,No,99,No,100,No,98
1489,Target Present,Lineup,pos 2,Yes,97,No,72,NaN,NaN,No,100,No,100,No,100,No,97
1490,Target Absent,Showup,,,NaN,No,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1491,Target Absent,Lineup,,,NaN,Yes,38,Yes,64,No,38,No,35,No,79,No,65
1492,Target Present,Lineup,pos 6,No,78,No,92,Yes,71,No,74,Yes,91,No,79,NaN,NaN
1493,Target Present,Lineup,pos 3,No,44,No,78,No,86,NaN,NaN,No,47,No,3,No,7
1494,Target Present,Lineup,pos 1,Yes,0,NaN,NaN,No,0,No,0,No,0,No,0,No,0
1495,Target Present,Lineup,pos 4,Yes,70,No,100,No,100,No,100,NaN,NaN,No,100,No,100
1496,Target Present,Showup,,Yes,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1497,Target Absent,Lineup,,,NaN,No,100,No,100,Yes,60,No,60,No,75,No,80
1499,Target Present,Lineup,pos 2,No,38,Yes,36,NaN,NaN,Yes,34,Yes,18,Yes,75,Yes,26
1500,Target Absent,Lineup,,,NaN,No,0,No,100,No,100,No,24,No,0,No,18
1502,Target Present,Lineup,pos 5,Yes,96,,,,,,,,,,,,
1503,Target Absent,Lineup,,,NaN,No,10,No,93,No,100,No,100,No,92,No,92
1504,Target Absent,Showup,,,NaN,,,,,,,,,,,,
1505,Target Absent,Showup,,,NaN,No,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1506,Target Present,Lineup,pos 6,No,65,Yes,71,No,73,No,96,No,91,No,59,NaN,NaN
1507,Target Absent,Lineup,,,NaN,,,,,,,,,,,,
1508,Target Absent,Lineup,,,NaN,No,0,No,100,Yes,100,Yes,100,No,100,No,100
1509,Target Absent,Showup,,,NaN,Yes,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1510,Target Present,Showup,,Yes,71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1511,Target Absent,Showup,,,NaN,No,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1512,Target Present,Lineup,pos 1,Yes,73,NaN,NaN,No,85,No,82,Yes,71,No,76,Yes,92
1513,Target Absent,Lineup,,,NaN,No,100,Yes,100,No,100,No,100,No,100,No,100
1514,Target Present,Showup,,No,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1515,Target Present,Showup,,Yes,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1519,Target Absent,Lineup,,,NaN,No,38,No,44,No,39,No,39,No,35,Yes,66
1520,Target Absent,Showup,,,NaN,No,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1521,Target Absent,Showup,,,NaN,Yes,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1522,Target Absent,Lineup,,,NaN,Yes,30,No,100,No,100,No,100,No,100,No,100
1523,Target Present,Showup,,Yes,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1524,Target Absent,Lineup,,,NaN,No,80,No,81,Yes,91,Yes,81,No,91,No,99
1525,Target Absent,Lineup,,,NaN,Yes,55,No,51,No,54,No,81,Yes,64,No,66
1526,Target Present,Showup,,Yes,69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1527,Target Absent,Lineup,,,NaN,No,90,No,92,No,90,No,81,No,82,No,100
1528,Target Absent,Lineup,,,NaN,No,100,No,100,No,81,No,100,No,100,No,100
1529,Target Present,Lineup,pos 2,Yes,100,No,70,NaN,NaN,No,100,No,100,No,100,No,100
1530,Target Absent,Showup,,,NaN,No,99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1531,Target Absent,Showup,,,NaN,No,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532,Target Present,Showup,,Yes,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1533,Target Present,Showup,,Yes,95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1534,Target Absent,Showup,,,NaN,Yes,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1535,Target Present,Showup,,No,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1536,Target Absent,Lineup,,,NaN,No,93,No,71,No,100,Yes,82,No,100,No,100
1537,Target Absent,Lineup,,,NaN,No,65,Yes,93,No,0,No,100,No,100,No,100
1538,Target Present,Showup,,Yes,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1539,Target Absent,Showup,,,NaN,No,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1540,Target Absent,Lineup,,,NaN,Yes,60,No,73,No,56,No,93,No,99,No,89
1541,Target Absent,Lineup,,,NaN,No,82,No,86,Yes,53,No,89,No,92,No,83
1542,Target Absent,Showup,,,NaN,No,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1545,Target Absent,Lineup,,,NaN,Yes,66,No,94,No,69,No,61,No,93,No,93
1546,Target Present,Lineup,pos 3,Yes,51,No,73,Yes,24,NaN,NaN,No,76,No,80,Yes,14
1547,Target Absent,Showup,,,NaN,No,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1548,Target Present,Lineup,pos 5,Yes,71,No,72,No,83,No,93,No,92,NaN,NaN,No,93
1549,Target Present,Showup,,Yes,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1550,Target Present,Showup,,Yes,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1551,Target Present,Showup,,No,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1552,Target Present,Lineup,pos 1,Yes,51,NaN,NaN,No,100,No,60,No,75,No,100,No,60
1553,Target Present,Lineup,pos 4,No,34,No,41,No,37,No,37,NaN,NaN,No,32,No,36
1555,Target Absent,Showup,,,NaN,No,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1556,Target Absent,Showup,,,NaN,No,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1558,Target Present,Lineup,pos 5,Yes,100,No,72,No,100,No,100,No,100,NaN,NaN,No,100
1559,Target Absent,Showup,,,NaN,Yes,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1560,Target Absent,Showup,,,NaN,No,41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1561,Target Present,Showup,,Yes,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1562,Target Absent,Showup,,,NaN,Yes,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1563,Target Present,Lineup,pos 3,Yes,100,No,100,No,100,NaN,NaN,No,100,No,100,No,100
1564,Target Absent,Lineup,,,NaN,No,83,Yes,39,No,99,No,98,No,82,No,88
1565,Target Present,Lineup,pos 2,No,50,Yes,40,NaN,NaN,No,20,No,100,No,91,No,89
1566,Target Absent,Showup,,,NaN,Yes,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1567,Target Present,Showup,,Yes,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1568,Target Absent,Lineup,,,NaN,No,100,No,100,No,100,No,100,No,100,No,100
1569,Target Absent,Lineup,,,NaN,Yes,25,No,50,No,50,Yes,25,No,50,No,50
1570,Target Present,Showup,,No,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1571,Target Absent,Showup,,,NaN,No,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1572,Target Absent,Showup,,,NaN,Yes,71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1573,Target Present,Showup,,Yes,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1574,Target Absent,Showup,,,NaN,Yes,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575,Target Present,Showup,,Yes,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1576,Target Absent,Lineup,,,NaN,No,29,No,22,Yes,29,Yes,21,No,92,No,25
1577,Target Absent,Lineup,,,NaN,Yes,61,No,100,No,71,No,100,Yes,71,No,100
1578,Target Absent,Showup,,,NaN,No,46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1580,Target Present,Showup,,Yes,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1581,Target Present,Lineup,pos 2,Yes,100,No,100,NaN,NaN,No,100,No,100,No,100,No,100
1582,Target Absent,Showup,,,NaN,No,87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1583,Target Absent,Showup,,,NaN,No,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1584,Target Absent,Lineup,,,NaN,No,10,No,75,No,47,No,88,No,75,Yes,33
1585,Target Absent,Showup,,,NaN,No,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1586,Target Absent,Showup,,,NaN,No,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1587,Target Present,Lineup,pos 5,No,40,Yes,70,No,71,No,69,No,72,NaN,NaN,No,72
1588,Target Absent,Lineup,,,NaN,No,70,No,40,No,61,No,40,Yes,70,No,30
1589,Target Present,Lineup,pos 4,Yes,71,No,61,No,97,No,100,NaN,NaN,No,100,No,100
1590,Target Present,Showup,,Yes,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1591,Target Absent,Lineup,,,NaN,No,99,Yes,92,No,100,No,100,No,100,No,100
1592,Target Present,Lineup,pos 1,Yes,81,NaN,NaN,No,16,No,5,No,51,No,86,No,72
1593,Target Absent,Lineup,,,NaN,No,70,No,82,No,71,No,55,No,99,No,16
1594,Target Absent,Lineup,,,NaN,No,94,No,100,No,96,No,95,No,94,No,95
1595,Target Present,Showup,,No,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1596,Target Present,Lineup,pos 6,No,20,No,72,No,36,Yes,19,No,66,No,37,NaN,NaN
1597,Target Present,Showup,,Yes,71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1598,Target Present,Showup,,Yes,51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1599,Target Present,Lineup,pos 3,Yes,94,No,70,No,51,NaN,NaN,No,61,No,12,Yes,65
1600,Target Absent,Lineup,,,NaN,No,11,No,100,No,100,No,100,No,51,No,70
1601,Target Present,Showup,,No,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1602,Target Absent,Lineup,,,NaN,No,60,No,100,No,55,No,100,No,100,No,61
1604,Target Present,Showup,,Yes,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1605,Target Present,Lineup,pos 1,Yes,83,NaN,NaN,No,29,No,82,No,75,No,83,Yes,76
1606,Target Absent,Showup,,,NaN,No,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1607,Target Present,Lineup,pos 3,Yes,92,No,81,No,62,NaN,NaN,No,72,No,94,No,81
1609,Target Absent,Lineup,,,NaN,No,62,No,60,No,62,No,60,No,62,No,61
1610,Target Absent,Lineup,,,NaN,No,100,No,100,No,98,No,100,No,99,No,100
1611,Target Present,Showup,,Yes,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1612,Target Absent,Lineup,,,NaN,No,71,No,97,No,75,No,85,No,84,No,65
1613,Target Present,Showup,,Yes,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
