subNum,condition,lineupType,suspectPosition,suspectID,suspectConf,fill1ID,fill1Conf,fill2ID,fill2Conf,fill3ID,fill3Conf,fill4ID,fill4Conf,fill5ID,fill5Conf,fill6ID,fill6Conf
160,Target Absent,Lineup,,,NaN,Yes,20,No,73,No,55,No,72,No,100,No,100
161,Target Absent,Lineup,,,NaN,No,81,Yes,94,No,100,No,100,No,44,No,88
162,Target Absent,Showup,,,NaN,No,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
163,Target Present,Showup,,Yes,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
164,Target Absent,Showup,,,NaN,No,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
165,Target Absent,Showup,,,NaN,No,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
166,Target Absent,Lineup,,,NaN,No,100,Yes,100,No,100,No,100,No,100,Yes,100
167,Target Present,Showup,,Yes,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
169,Target Absent,Lineup,,,NaN,Yes,80,No,80,No,80,No,80,No,90,No,100
170,Target Present,Lineup,pos 4,No,52,No,39,No,66,No,100,NaN,NaN,No,91,No,83
171,Target Present,Showup,,No,51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
172,Target Present,Lineup,pos 2,Yes,55,Yes,50,NaN,NaN,Yes,40,Yes,59,Yes,39,Yes,44
173,Target Absent,Showup,,,NaN,No,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
174,Target Present,Showup,,Yes,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
175,Target Present,Showup,,Yes,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
176,Target Absent,Lineup,,,NaN,No,80,No,85,No,75,No,79,No,74,Yes,62
177,Target Present,Showup,,Yes,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
179,Target Absent,Showup,,,NaN,No,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
180,Target Absent,Lineup,,,NaN,No,100,No,100,No,100,No,100,No,100,No,100
181,Target Absent,Showup,,,NaN,No,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
183,Target Absent,Lineup,,,NaN,No,68,No,60,No,70,No,66,No,64,No,62
184,Target Absent,Showup,,,NaN,Yes,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
186,Target Present,Showup,,Yes,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187,Target Present,Lineup,pos 3,Yes,91,No,100,No,100,NaN,NaN,No,100,No,100,No,100
188,Target Present,Lineup,pos 6,Yes,70,No,70,No,100,No,65,No,60,No,50,NaN,NaN
189,Target Absent,Showup,,,NaN,Yes,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
191,Target Absent,Lineup,,,NaN,No,60,No,63,No,65,No,92,No,75,No,80
192,Target Present,Showup,,No,52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
193,Target Absent,Lineup,,,NaN,No,100,No,51,Yes,60,No,85,No,90,No,51
196,Target Absent,Lineup,,,NaN,No,91,No,100,No,92,Yes,100,No,93,No,93
197,Target Present,Lineup,pos 4,Yes,91,No,39,No,83,No,40,NaN,NaN,No,82,No,78
199,Target Absent,Lineup,,,NaN,No,82,No,91,No,94,No,80,No,100,No,91
200,Target Absent,Lineup,,,NaN,No,100,No,100,No,100,No,100,No,100,No,100
201,Target Present,Showup,,Yes,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
202,Target Present,Showup,,Yes,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
203,Target Absent,Showup,,,NaN,Yes,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
205,Target Absent,Showup,,,NaN,No,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
206,Target Absent,Lineup,,,NaN,No,82,No,77,No,84,Yes,90,No,87,No,86
207,Target Absent,Lineup,,,NaN,No,73,No,73,No,92,Yes,61,No,92,No,92
209,Target Present,Showup,,Yes,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
210,Target Present,Lineup,pos 2,Yes,100,No,100,NaN,NaN,No,100,No,100,No,100,No,100
211,Target Absent,Showup,,,NaN,Yes,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
212,Target Absent,Showup,,,NaN,No,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
214,Target Present,Showup,,Yes,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
215,Target Present,Showup,,Yes,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
216,Target Present,Lineup,pos 1,No,40,NaN,NaN,No,60,No,75,No,100,Yes,71,No,100
217,Target Absent,Showup,,,NaN,No,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
218,Target Present,Lineup,pos 5,Yes,94,No,73,No,100,No,29,Yes,63,NaN,NaN,No,100
220,Target Absent,Lineup,,,NaN,Yes,85,No,95,No,95,No,100,No,95,No,100
223,Target Present,Lineup,pos 3,No,51,No,100,No,70,NaN,NaN,No,100,No,100,No,71
224,Target Present,Lineup,pos 2,Yes,59,No,98,NaN,NaN,No,100,No,100,No,100,No,100
225,Target Present,Showup,,Yes,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
226,Target Absent,Showup,,,NaN,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
227,Target Absent,Lineup,,,NaN,No,0,No,100,No,100,No,89,Yes,55,No,100
228,Target Present,Showup,,No,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
229,Target Absent,Lineup,,,NaN,Yes,51,Yes,51,Yes,57,Yes,53,Yes,65,Yes,58
230,Target Present,Lineup,pos 6,No,15,No,80,No,80,No,90,No,75,Yes,85,NaN,NaN
231,Target Present,Showup,,Yes,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
233,Target Absent,Showup,,,NaN,No,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
234,Target Present,Showup,,Yes,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
235,Target Absent,Lineup,,,NaN,No,100,No,100,No,91,No,90,No,100,No,100
237,Target Absent,Showup,,,NaN,Yes,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
239,Target Absent,Showup,,,NaN,Yes,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
240,Target Absent,Showup,,,NaN,No,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
242,Target Absent,Showup,,,NaN,No,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
243,Target Present,Showup,,No,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
244,Target Present,Showup,,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
246,Target Absent,Showup,,,NaN,No,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
247,Target Present,Showup,,Yes,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
248,Target Present,Showup,,Yes,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
250,Target Present,Showup,,Yes,93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
252,Target Absent,Showup,,,NaN,No,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
253,Target Present,Lineup,pos 4,No,5,No,60,No,61,No,61,NaN,NaN,No,67,No,70
254,Target Absent,Showup,,,NaN,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
255,Target Present,Lineup,pos 6,Yes,96,No,84,No,100,No,61,No,100,No,70,NaN,NaN
256,Target Present,Lineup,pos 5,No,15,No,10,No,100,No,76,No,100,NaN,NaN,Yes,76
257,Target Present,Lineup,pos 1,Yes,77,NaN,NaN,No,100,No,100,No,100,No,93,No,92
258,Target Absent,Showup,,,NaN,No,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
259,Target Present,Showup,,Yes,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
260,Target Present,Showup,,Yes,29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
263,Target Absent,Showup,,,NaN,No,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
264,Target Present,Lineup,pos 2,Yes,70,No,38,NaN,NaN,No,96,No,98,No,87,No,88
265,Target Present,Showup,,Yes,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
266,Target Absent,Showup,,,NaN,No,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
267,Target Absent,Lineup,,,NaN,No,100,No,100,No,100,No,80,No,100,Yes,9
268,Target Present,Lineup,pos 5,Yes,81,No,100,No,92,No,100,No,94,NaN,NaN,No,88
269,Target Present,Lineup,pos 3,Yes,40,No,30,No,20,NaN,NaN,No,60,Yes,49,No,19
270,Target Absent,Lineup,,,NaN,No,80,No,51,No,26,No,100,No,52,Yes,81
271,Target Present,Lineup,pos 3,Yes,57,No,71,No,71,NaN,NaN,No,72,No,71,Yes,58
272,Target Present,Lineup,pos 4,Yes,58,No,59,No,60,No,55,NaN,NaN,No,51,No,74
273,Target Absent,Showup,,,NaN,No,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
274,Target Absent,Showup,,,NaN,No,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
275,Target Absent,Lineup,,,NaN,No,72,No,90,No,62,No,70,No,70,No,51
276,Target Present,Showup,,Yes,51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
277,Target Absent,Showup,,,NaN,Yes,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
279,Target Absent,Lineup,,,NaN,No,82,No,71,No,97,No,85,No,79,No,75
280,Target Absent,Lineup,,,NaN,No,81,No,100,Yes,97,No,100,No,80,No,100
281,Target Present,Showup,,Yes,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
283,Target Present,Lineup,pos 6,No,88,No,97,No,100,No,99,No,98,No,94,NaN,NaN
284,Target Present,Lineup,pos 3,No,30,No,85,Yes,71,NaN,NaN,No,100,No,90,No,100
285,Target Present,Lineup,pos 6,Yes,80,No,20,No,70,No,73,No,64,No,84,NaN,NaN
286,Target Absent,Lineup,,,NaN,Yes,50,No,100,No,27,No,41,No,100,No,100
288,Target Present,Showup,,Yes,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
289,Target Present,Showup,,Yes,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
290,Target Absent,Showup,,,NaN,No,93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
291,Target Absent,Showup,,,NaN,No,71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
292,Target Present,Showup,,Yes,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
293,Target Present,Showup,,Yes,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
294,Target Absent,Showup,,,NaN,Yes,67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
295,Target Absent,Showup,,,NaN,No,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
296,Target Absent,Lineup,,,NaN,No,71,No,91,No,62,No,68,No,80,No,74
297,Target Present,Lineup,pos 1,Yes,75,NaN,NaN,No,100,No,100,No,100,No,100,No,100
298,Target Absent,Lineup,,,NaN,Yes,40,No,100,No,94,No,54,No,54,No,39
299,Target Absent,Showup,,,NaN,No,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300,Target Absent,Showup,,,NaN,No,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
301,Target Absent,Showup,,,NaN,No,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
302,Target Absent,Lineup,,,NaN,No,81,No,71,No,79,No,78,No,77,No,84
306,Target Present,Lineup,pos 4,Yes,24,No,9,No,20,No,16,NaN,NaN,No,37,No,31
307,Target Absent,Showup,,,NaN,No,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
308,Target Present,Lineup,pos 5,Yes,71,No,50,No,98,No,89,No,98,NaN,NaN,No,84
311,Target Absent,Lineup,,,NaN,Yes,100,No,100,No,100,No,100,Yes,99,No,100
312,Target Present,Lineup,pos 4,Yes,100,Yes,51,No,100,No,99,NaN,NaN,No,100,No,99
313,Target Absent,Showup,,,NaN,Yes,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
314,Target Absent,Showup,,,NaN,No,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
315,Target Absent,Lineup,,,NaN,No,93,No,93,No,92,No,100,Yes,87,No,29
316,Target Absent,Showup,,,NaN,Yes,71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
317,Target Present,Showup,,Yes,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
318,Target Present,Lineup,pos 3,Yes,89,No,98,No,75,NaN,NaN,No,100,No,100,No,87
319,Target Absent,Showup,,,NaN,Yes,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
320,Target Absent,Showup,,,NaN,No,71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
323,Target Absent,Showup,,,NaN,No,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
324,Target Present,Lineup,pos 2,Yes,98,Yes,90,NaN,NaN,No,100,Yes,100,No,100,Yes,60
325,Target Absent,Lineup,,,NaN,Yes,74,No,90,No,95,No,37,No,75,No,74
326,Target Absent,Showup,,,NaN,No,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
329,Target Present,Showup,,Yes,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
330,Target Present,Lineup,pos 1,No,32,NaN,NaN,No,41,No,30,No,31,Yes,19,No,53
331,Target Present,Showup,,Yes,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
333,Target Present,Showup,,Yes,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
334,Target Present,Lineup,pos 3,Yes,40,No,100,No,90,NaN,NaN,No,60,No,95,No,100
335,Target Absent,Lineup,,,NaN,Yes,71,No,70,No,96,No,75,No,90,Yes,59
336,Target Absent,Showup,,,NaN,No,95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
337,Target Absent,Lineup,,,NaN,No,40,No,63,No,64,Yes,73,No,63,No,41
338,Target Absent,Showup,,,NaN,No,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
339,Target Absent,Lineup,,,NaN,No,92,No,100,No,100,No,100,No,29,No,40
340,Target Absent,Showup,,,NaN,No,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
341,Target Absent,Lineup,,,NaN,No,20,No,70,No,75,No,82,No,30,No,70
342,Target Present,Lineup,pos 6,No,88,No,87,No,89,No,78,No,94,Yes,89,NaN,NaN
343,Target Present,Lineup,pos 2,Yes,71,No,20,NaN,NaN,No,91,No,81,No,92,No,95
344,Target Present,Showup,,Yes,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
345,Target Present,Showup,,Yes,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
346,Target Present,Lineup,pos 4,No,100,Yes,100,No,100,No,100,NaN,NaN,No,100,No,100
348,Target Present,Showup,,Yes,36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
349,Target Absent,Lineup,,,NaN,No,95,Yes,67,No,66,No,62,Yes,80,No,100
350,Target Absent,Lineup,,,NaN,No,51,No,61,No,53,No,73,No,65,Yes,55
351,Target Absent,Lineup,,,NaN,Yes,20,No,40,No,70,Yes,10,No,70,No,60
352,Target Present,Lineup,pos 5,Yes,76,No,90,No,100,No,100,No,100,NaN,NaN,No,100
354,Target Present,Showup,,Yes,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
355,Target Present,Lineup,pos 5,Yes,100,No,100,No,100,No,92,No,100,NaN,NaN,No,100
356,Target Present,Showup,,Yes,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
357,Target Absent,Lineup,,,NaN,Yes,19,No,51,No,51,Yes,68,No,22,No,51
358,Target Absent,Lineup,,,NaN,No,51,No,71,No,31,No,82,No,81,No,91
360,Target Absent,Showup,,,NaN,Yes,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
361,Target Absent,Lineup,,,NaN,No,30,Yes,70,No,80,Yes,30,No,80,No,70
362,Target Absent,Lineup,,,NaN,Yes,65,No,31,Yes,70,No,30,No,27,No,18
363,Target Present,Showup,,Yes,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
364,Target Present,Showup,,Yes,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
366,Target Present,Showup,,Yes,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
367,Target Present,Showup,,Yes,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
369,Target Present,Lineup,pos 3,No,10,No,20,No,75,NaN,NaN,No,5,No,40,No,90
370,Target Absent,Showup,,,NaN,No,95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
371,Target Present,Showup,,Yes,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
372,Target Absent,Showup,,,NaN,No,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
373,Target Absent,Showup,,,NaN,No,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
374,Target Absent,Lineup,,,NaN,No,100,No,64,Yes,73,Yes,72,No,86,No,92
375,Target Present,Showup,,Yes,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
376,Target Present,Lineup,pos 6,No,84,No,71,No,99,No,92,No,93,No,100,NaN,NaN
377,Target Absent,Showup,,,NaN,No,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
379,Target Absent,Showup,,,NaN,Yes,71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
380,Target Absent,Lineup,,,NaN,No,80,No,100,No,100,No,80,No,100,No,100
381,Target Absent,Lineup,,,NaN,No,71,No,100,No,100,Yes,82,No,85,No,100
382,Target Present,Showup,,No,29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
383,Target Present,Showup,,Yes,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
384,Target Absent,Showup,,,NaN,Yes,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
385,Target Present,Showup,,Yes,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
387,Target Present,Showup,,Yes,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
388,Target Present,Showup,,Yes,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
389,Target Present,Lineup,pos 3,Yes,85,No,100,No,81,NaN,NaN,No,94,No,85,No,93
390,Target Absent,Lineup,,,NaN,No,80,No,97,No,96,No,51,No,55,Yes,24
391,Target Absent,Showup,,,NaN,Yes,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
392,Target Absent,Showup,,,NaN,No,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
393,Target Absent,Lineup,,,NaN,No,100,No,100,No,100,No,70,No,40,No,93
394,Target Absent,Lineup,,,NaN,No,100,No,100,No,98,No,99,No,93,No,98
395,Target Absent,Lineup,,,NaN,No,50,No,81,No,92,No,51,No,100,No,92
396,Target Absent,Lineup,,,NaN,No,95,No,86,No,49,Yes,95,No,100,No,100
397,Target Present,Showup,,Yes,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
398,Target Absent,Lineup,,,NaN,No,51,No,30,No,100,No,100,No,72,No,72
399,Target Present,Lineup,pos 4,Yes,82,No,61,No,100,No,100,NaN,NaN,No,100,No,100
400,Target Absent,Lineup,,,NaN,Yes,60,No,40,No,41,No,29,No,19,No,51
402,Target Present,Showup,,Yes,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
405,Target Present,Lineup,pos 1,Yes,65,NaN,NaN,No,62,No,61,No,62,No,62,No,71
407,Target Present,Showup,,Yes,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
408,Target Present,Lineup,pos 5,No,61,No,39,No,93,No,91,No,92,NaN,NaN,Yes,29
409,Target Present,Lineup,pos 6,Yes,71,No,90,No,91,No,92,No,68,No,96,NaN,NaN
410,Target Present,Lineup,pos 2,No,100,No,100,NaN,NaN,No,100,No,100,No,100,Yes,50
411,Target Present,Showup,,Yes,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
412,Target Absent,Lineup,,,NaN,No,91,No,90,No,91,No,97,Yes,77,No,100
413,Target Absent,Lineup,,,NaN,No,35,No,99,Yes,81,No,99,No,99,No,99
414,Target Present,Lineup,pos 5,No,100,No,100,No,100,No,100,Yes,100,NaN,NaN,No,100
415,Target Absent,Lineup,,,NaN,No,80,Yes,70,No,98,No,90,No,70,No,80
416,Target Present,Lineup,pos 1,Yes,90,NaN,NaN,No,96,No,97,No,97,No,99,No,100
417,Target Absent,Lineup,,,NaN,No,91,No,74,No,100,No,100,No,81,No,91
418,Target Present,Showup,,No,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
419,Target Present,Showup,,No,51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
420,Target Absent,Showup,,,NaN,Yes,49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
421,Target Absent,Lineup,,,NaN,No,40,No,39,No,70,No,10,No,40,No,40
422,Target Absent,Showup,,,NaN,No,51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
423,Target Present,Lineup,pos 4,Yes,79,No,100,No,72,Yes,93,NaN,NaN,No,100,No,100
424,Target Present,Lineup,pos 3,Yes,100,Yes,48,No,74,NaN,NaN,No,0,No,100,No,100
426,Target Absent,Showup,,,NaN,No,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
427,Target Present,Showup,,Yes,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
428,Target Absent,Lineup,,,NaN,No,100,No,40,Yes,82,No,82,No,55,Yes,55
429,Target Absent,Showup,,,NaN,No,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
430,Target Present,Showup,,Yes,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
431,Target Present,Showup,,Yes,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
432,Target Present,Lineup,pos 2,Yes,91,No,99,NaN,NaN,No,100,Yes,94,No,100,No,82
433,Target Absent,Showup,,,NaN,No,35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
434,Target Absent,Showup,,,NaN,Yes,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
435,Target Absent,Lineup,,,NaN,No,73,No,21,No,19,No,83,No,79,No,71
436,Target Present,Lineup,pos 6,Yes,62,No,63,No,51,No,51,No,51,No,62,NaN,NaN
437,Target Absent,Showup,,,NaN,No,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
438,Target Absent,Lineup,,,NaN,No,93,No,51,No,62,No,51,No,100,No,100
439,Target Absent,Showup,,,NaN,Yes,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
440,Target Present,Lineup,pos 5,Yes,100,No,41,Yes,70,No,100,No,100,NaN,NaN,No,100
441,Target Present,Showup,,Yes,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
443,Target Present,Showup,,Yes,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
445,Target Absent,Lineup,,,NaN,No,95,Yes,58,No,81,No,100,Yes,100,No,100
446,Target Present,Lineup,pos 1,No,82,NaN,NaN,No,94,Yes,61,No,67,No,31,No,68
447,Target Absent,Showup,,,NaN,Yes,39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
448,Target Absent,Lineup,,,NaN,No,82,No,60,No,91,No,100,No,100,No,100
449,Target Present,Lineup,pos 3,No,63,Yes,82,No,92,NaN,NaN,No,78,No,51,No,61
450,Target Absent,Lineup,,,NaN,No,8,No,100,No,80,No,95,No,8,No,95
451,Target Present,Showup,,Yes,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
452,Target Absent,Lineup,,,NaN,Yes,60,No,52,No,84,No,82,No,92,No,92
453,Target Absent,Lineup,,,NaN,No,50,No,100,No,100,No,66,No,100,Yes,71
454,Target Absent,Lineup,,,NaN,No,92,No,86,No,86,Yes,93,No,90,No,90
455,Target Absent,Lineup,,,NaN,No,0,No,20,No,22,No,0,No,29,No,16
456,Target Absent,Lineup,,,NaN,No,70,No,92,No,100,No,96,No,69,No,68
