Subject;Subject_gender;Subject_age;Subject_language;Subject_nationality;Subject_height;Presentation_order;Target;TP_or_TA;SIM_or_SEQ;Selected_image;Response;Identification_yes_or_no;Rejection_yes_or_no;TP_identification;TA_rejection;Confidence;Response_time;Recognise_chosen;Recognise_other;Seq_image1;Seq_image1_choice;Seq_image1_time;Seq_image2;Seq_image2_choice;Seq_image2_time;Seq_image3;Seq_image3_choice;Seq_image3_time;Seq_image4;Seq_image4_choice;Seq_image4_time;Seq_image5;Seq_image5_choice;Seq_image5_time;Seq_image6;Seq_image6_choice;Seq_image6_time;Seq_image7;Seq_image7_choice;Seq_image7_time;Seq_image8;Seq_image8_choice;Seq_image8_time;Sim_row1_image1;Sim_row1_image2;Sim_row1_image3;Sim_row1_image4;Sim_row2_image1;Sim_row2_image2;Sim_row2_image3;Sim_row2_image4;Distance_actual
826;man;24;Finnish;Finland;180;4;T4;TA;SEQ;T4_Foil_6.jpg;0;1;0;NA;0;26;3.346;0;0;T4_Extra.jpg;0;2.219;T4_Foil_6.jpg;1;1.127;T4_Foil_5.jpg;0;0;T4_Foil_3.jpg;0;0;T4_Foil_1.jpg;0;0;T4_Foil_7.jpg;0;0;T4_Foil_2.jpg;0;0;T4_Foil_4.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;90
827;woman;12;Finnish;Finland;158;1;T3;TP;SIM;T3_Correct.jpg;1;1;0;1;NA;38;20.516;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T3_Foil_6.jpg;T3_Foil_3.jpg;T3_Foil_5.jpg;T3_Foil_7.jpg;T3_Foil_1.jpg;T3_Foil_4.jpg;T3_Correct.jpg;T3_Foil_2.jpg;60
827;woman;12;Finnish;Finland;158;2;T1;TP;SIM;T1_Foil_4.jpg;0;1;0;0;NA;29;15.528;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T1_Foil_1.jpg;T1_Foil_3.jpg;T1_Foil_4.jpg;T1_Foil_2.jpg;T1_Foil_7.jpg;T1_Correct.jpg;T1_Foil_6.jpg;T1_Foil_5.jpg;5
827;woman;12;Finnish;Finland;158;3;T4;TA;SIM;T4_Foil_3.jpg;0;1;0;NA;0;34;5.87;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T4_Foil_4.jpg;T4_Foil_3.jpg;T4_Foil_1.jpg;T4_Foil_7.jpg;T4_Extra.jpg;T4_Foil_6.jpg;T4_Foil_2.jpg;T4_Foil_5.jpg;110
827;woman;12;Finnish;Finland;158;4;T2;TP;SIM;T2_Correct.jpg;1;1;0;1;NA;32;11.628;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T2_Correct.jpg;T2_Foil_3.jpg;T2_Foil_1.jpg;T2_Foil_7.jpg;T2_Foil_6.jpg;T2_Foil_4.jpg;T2_Foil_5.jpg;T2_Foil_2.jpg;30
828;woman;64;Finnish;Finland;168;1;T1;TP;SIM;no image chosen;0;0;1;0;NA;72;18.734;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T1_Foil_2.jpg;T1_Foil_7.jpg;T1_Foil_6.jpg;T1_Foil_3.jpg;T1_Foil_4.jpg;T1_Foil_5.jpg;T1_Foil_1.jpg;T1_Correct.jpg;25
828;woman;64;Finnish;Finland;168;2;T2;TP;SIM;no image chosen;0;0;1;0;NA;6;18.634;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T2_Foil_7.jpg;T2_Foil_1.jpg;T2_Foil_5.jpg;T2_Correct.jpg;T2_Foil_3.jpg;T2_Foil_6.jpg;T2_Foil_4.jpg;T2_Foil_2.jpg;90
828;woman;64;Finnish;Finland;168;3;T3;TP;SIM;T3_Correct.jpg;1;1;0;1;NA;42;8.095;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T3_Foil_7.jpg;T3_Correct.jpg;T3_Foil_3.jpg;T3_Foil_2.jpg;T3_Foil_6.jpg;T3_Foil_1.jpg;T3_Foil_5.jpg;T3_Foil_4.jpg;15
828;woman;64;Finnish;Finland;168;4;T4;TP;SIM;no image chosen;0;0;1;0;NA;7;7.56;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T4_Foil_3.jpg;T4_Foil_1.jpg;T4_Correct.jpg;T4_Foil_5.jpg;T4_Foil_6.jpg;T4_Foil_4.jpg;T4_Foil_7.jpg;T4_Foil_2.jpg;70
829;woman;42;Finnish;Finland;164;1;T1;TA;SEQ;no image chosen;1;0;1;NA;1;0;26.161;0;0;T1_Foil_5.jpg;0;11.026;T1_Foil_1.jpg;0;5.461;T1_Foil_6.jpg;0;1.353;T1_Foil_3.jpg;0;2.753;T1_Foil_4.jpg;0;1.103;T1_Extra.jpg;0;1.081;T1_Foil_2.jpg;0;2.005;T1_Foil_7.jpg;0;1.379;NA;NA;NA;NA;NA;NA;NA;NA;30
829;woman;42;Finnish;Finland;164;2;T2;TP;SEQ;T2_Foil_2.jpg;0;1;0;0;NA;26;11.957;0;0;T2_Foil_2.jpg;1;11.957;T2_Foil_1.jpg;0;0;T2_Foil_4.jpg;0;0;T2_Foil_6.jpg;0;0;T2_Correct.jpg;0;0;T2_Foil_5.jpg;0;0;T2_Foil_7.jpg;0;0;T2_Foil_3.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;110
829;woman;42;Finnish;Finland;164;3;T3;TA;SEQ;no image chosen;1;0;1;NA;1;0;19.871;0;0;T3_Foil_3.jpg;0;1.793;T3_Foil_1.jpg;0;1.009;T3_Foil_6.jpg;0;0.914;T3_Foil_5.jpg;0;3.172;T3_Foil_4.jpg;0;0.808;T3_Foil_2.jpg;0;7.828;T3_Extra.jpg;0;1.199;T3_Foil_7.jpg;0;3.148;NA;NA;NA;NA;NA;NA;NA;NA;5
829;woman;42;Finnish;Finland;164;4;T4;TA;SEQ;T4_Foil_3.jpg;0;1;0;NA;0;11;3.334;0;0;T4_Foil_3.jpg;1;3.334;T4_Foil_4.jpg;0;0;T4_Extra.jpg;0;0;T4_Foil_1.jpg;0;0;T4_Foil_5.jpg;0;0;T4_Foil_7.jpg;0;0;T4_Foil_6.jpg;0;0;T4_Foil_2.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;60
830;woman;29;Finnish;Finland;165;1;T1;TP;SIM;T1_Foil_1.jpg;0;1;0;0;NA;50;14.031;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T1_Foil_6.jpg;T1_Foil_7.jpg;T1_Foil_2.jpg;T1_Foil_1.jpg;T1_Foil_5.jpg;T1_Foil_3.jpg;T1_Foil_4.jpg;T1_Correct.jpg;35
830;woman;29;Finnish;Finland;165;2;T2;TA;SIM;T2_Foil_5.jpg;0;1;0;NA;0;60;8.143;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T2_Foil_7.jpg;T2_Foil_4.jpg;T2_Extra_T.jpg;T2_Foil_3.jpg;T2_Foil_1.jpg;T2_Foil_5.jpg;T2_Foil_2.jpg;T2_Foil_6.jpg;80
830;woman;29;Finnish;Finland;165;3;T3;TP;SIM;T3_Correct.jpg;1;1;0;1;NA;100;5.58;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T3_Foil_3.jpg;T3_Foil_7.jpg;T3_Foil_5.jpg;T3_Correct.jpg;T3_Foil_4.jpg;T3_Foil_6.jpg;T3_Foil_2.jpg;T3_Foil_1.jpg;20
830;woman;29;Finnish;Finland;165;4;T4;TA;SIM;T4_Extra.jpg;0;1;0;NA;0;51;6.991;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T4_Foil_2.jpg;T4_Extra.jpg;T4_Foil_3.jpg;T4_Foil_1.jpg;T4_Foil_7.jpg;T4_Foil_5.jpg;T4_Foil_6.jpg;T4_Foil_4.jpg;50
831;man;14;Finnish;Finland;163;1;T1;TA;SIM;T1_Foil_3.jpg;0;1;0;NA;0;66;11.377;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T1_Foil_2.jpg;T1_Foil_6.jpg;T1_Extra.jpg;T1_Foil_4.jpg;T1_Foil_3.jpg;T1_Foil_1.jpg;T1_Foil_7.jpg;T1_Foil_5.jpg;40
831;man;14;Finnish;Finland;163;2;T2;TP;SIM;T2_Correct.jpg;1;1;0;1;NA;32;8.654;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T2_Foil_3.jpg;T2_Foil_7.jpg;T2_Foil_4.jpg;T2_Correct.jpg;T2_Foil_5.jpg;T2_Foil_1.jpg;T2_Foil_6.jpg;T2_Foil_2.jpg;100
831;man;14;Finnish;Finland;163;3;T3;TP;SIM;T3_Correct.jpg;1;1;0;1;NA;74;5.147;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T3_Foil_5.jpg;T3_Foil_2.jpg;T3_Foil_7.jpg;T3_Correct.jpg;T3_Foil_3.jpg;T3_Foil_4.jpg;T3_Foil_6.jpg;T3_Foil_1.jpg;10
831;man;14;Finnish;Finland;163;4;T4;TP;SIM;T4_Foil_2.jpg;0;1;0;0;NA;65;14.509;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T4_Foil_5.jpg;T4_Foil_7.jpg;T4_Correct.jpg;T4_Foil_6.jpg;T4_Foil_2.jpg;T4_Foil_4.jpg;T4_Foil_3.jpg;T4_Foil_1.jpg;45
832;woman;14;Finnish;Finland;165;1;T3;TP;SIM;T3_Correct.jpg;1;1;0;1;NA;90;3.537;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T3_Foil_6.jpg;T3_Foil_2.jpg;T3_Correct.jpg;T3_Foil_5.jpg;T3_Foil_1.jpg;T3_Foil_3.jpg;T3_Foil_7.jpg;T3_Foil_4.jpg;15
832;woman;14;Finnish;Finland;165;2;T1;TP;SIM;no image chosen;0;0;1;0;NA;86;15.855;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T1_Foil_6.jpg;T1_Foil_5.jpg;T1_Foil_3.jpg;T1_Foil_2.jpg;T1_Correct.jpg;T1_Foil_7.jpg;T1_Foil_1.jpg;T1_Foil_4.jpg;25
832;woman;14;Finnish;Finland;165;3;T4;TA;SIM;T4_Foil_5.jpg;0;1;0;NA;0;39;16.76;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T4_Foil_1.jpg;T4_Foil_2.jpg;T4_Foil_4.jpg;T4_Foil_5.jpg;T4_Foil_6.jpg;T4_Extra.jpg;T4_Foil_3.jpg;T4_Foil_7.jpg;70
832;woman;14;Finnish;Finland;165;4;T2;TA;SIM;no image chosen;1;0;1;NA;1;69;10.847;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T2_Foil_1.jpg;T2_Extra_T.jpg;T2_Foil_6.jpg;T2_Foil_2.jpg;T2_Foil_7.jpg;T2_Foil_4.jpg;T2_Foil_3.jpg;T2_Foil_5.jpg;90
833;woman;16;Finnish;Finland;167;1;T3;TA;SEQ;no image chosen;1;0;1;NA;1;0;9.949;0;0;T3_Foil_1.jpg;0;2.495;T3_Foil_2.jpg;0;0.928;T3_Foil_7.jpg;0;1.497;T3_Extra.jpg;0;1.011;T3_Foil_5.jpg;0;1.022;T3_Foil_3.jpg;0;0.962;T3_Foil_4.jpg;0;0.964;T3_Foil_6.jpg;0;1.07;NA;NA;NA;NA;NA;NA;NA;NA;5
833;woman;16;Finnish;Finland;167;2;T1;TP;SEQ;no image chosen;0;0;1;0;NA;0;21.296;0;0;T1_Foil_4.jpg;0;1.934;T1_Foil_3.jpg;0;1.795;T1_Foil_1.jpg;0;1.498;T1_Correct.jpg;0;1.474;T1_Foil_7.jpg;0;7.832;T1_Foil_5.jpg;0;2.817;T1_Foil_6.jpg;0;1.212;T1_Foil_2.jpg;0;2.734;NA;NA;NA;NA;NA;NA;NA;NA;30
833;woman;16;Finnish;Finland;167;3;T4;TP;SEQ;no image chosen;0;0;1;0;NA;0;21.064;0;0;T4_Foil_1.jpg;0;4.96;T4_Foil_2.jpg;0;1.201;T4_Foil_3.jpg;0;1.069;T4_Correct.jpg;0;1.818;T4_Foil_4.jpg;0;1.263;T4_Foil_6.jpg;0;2.232;T4_Foil_5.jpg;0;6.419;T4_Foil_7.jpg;0;2.102;NA;NA;NA;NA;NA;NA;NA;NA;60
833;woman;16;Finnish;Finland;167;4;T2;TA;SEQ;T2_Foil_2.jpg;0;1;0;NA;0;8;23.605;0;0;T2_Foil_4.jpg;0;2.823;T2_Extra_T.jpg;0;2.067;T2_Foil_7.jpg;0;2.616;T2_Foil_3.jpg;0;4.633;T2_Foil_1.jpg;0;6.277;T2_Foil_5.jpg;0;1.153;T2_Foil_2.jpg;1;4.036;T2_Foil_6.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;110
834;man;33;Finnish;Finland;181;1;T3;TP;SIM;no image chosen;0;0;1;0;NA;69;14.708;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T3_Foil_1.jpg;T3_Correct.jpg;T3_Foil_5.jpg;T3_Foil_7.jpg;T3_Foil_4.jpg;T3_Foil_6.jpg;T3_Foil_2.jpg;T3_Foil_3.jpg;20
834;man;33;Finnish;Finland;181;2;T1;TA;SIM;T1_Foil_5.jpg;0;1;0;NA;0;26;14.522;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T1_Foil_1.jpg;T1_Foil_4.jpg;T1_Foil_5.jpg;T1_Extra.jpg;T1_Foil_2.jpg;T1_Foil_7.jpg;T1_Foil_3.jpg;T1_Foil_6.jpg;35
834;man;33;Finnish;Finland;181;3;T4;TP;SIM;T4_Foil_5.jpg;0;1;0;0;NA;74;11.68;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T4_Foil_7.jpg;T4_Foil_2.jpg;T4_Foil_4.jpg;T4_Foil_3.jpg;T4_Correct.jpg;T4_Foil_6.jpg;T4_Foil_1.jpg;T4_Foil_5.jpg;50
834;man;33;Finnish;Finland;181;4;T2;TA;SIM;T2_Foil_6.jpg;0;1;0;NA;0;45;7.996;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T2_Foil_1.jpg;T2_Foil_7.jpg;T2_Foil_2.jpg;T2_Foil_5.jpg;T2_Foil_3.jpg;T2_Foil_4.jpg;T2_Foil_6.jpg;T2_Extra_T.jpg;80
835;woman;13;Finnish;Finland;167;1;T3;TA;SEQ;no image chosen;1;0;1;NA;1;0;9.293;0;0;T3_Foil_3.jpg;0;3.511;T3_Foil_1.jpg;0;0.949;T3_Foil_7.jpg;0;0.974;T3_Foil_5.jpg;0;0.902;T3_Extra.jpg;0;0.749;T3_Foil_4.jpg;0;0.7;T3_Foil_2.jpg;0;0.843;T3_Foil_6.jpg;0;0.665;NA;NA;NA;NA;NA;NA;NA;NA;10
835;woman;13;Finnish;Finland;167;2;T1;TA;SEQ;no image chosen;1;0;1;NA;1;100;12.81;0;0;T1_Foil_1.jpg;0;5.899;T1_Foil_2.jpg;0;1.911;T1_Foil_4.jpg;0;1.341;T1_Foil_6.jpg;0;0.582;T1_Foil_7.jpg;0;0.617;T1_Extra.jpg;0;0.713;T1_Foil_5.jpg;0;0.607;T1_Foil_3.jpg;0;1.14;NA;NA;NA;NA;NA;NA;NA;NA;40
835;woman;13;Finnish;Finland;167;3;T4;TA;SEQ;no image chosen;1;0;1;NA;1;100;24.747;0;0;T4_Foil_5.jpg;0;3.396;T4_Foil_2.jpg;0;1.056;T4_Foil_6.jpg;0;0.914;T4_Foil_7.jpg;0;1.864;T4_Foil_3.jpg;0;3.276;T4_Extra.jpg;0;12.555;T4_Foil_1.jpg;0;0.938;T4_Foil_4.jpg;0;0.748;NA;NA;NA;NA;NA;NA;NA;NA;45
835;woman;13;Finnish;Finland;167;4;T2;TA;SEQ;T2_Extra_T.jpg;0;1;0;NA;0;59;15.009;0;0;T2_Foil_5.jpg;0;1.371;T2_Foil_1.jpg;0;7.183;T2_Foil_7.jpg;0;0.628;T2_Foil_3.jpg;0;0.961;T2_Foil_6.jpg;0;0.713;T2_Foil_2.jpg;0;1.91;T2_Foil_4.jpg;0;0.843;T2_Extra_T.jpg;1;1.4;NA;NA;NA;NA;NA;NA;NA;NA;100
836;woman;21;Finnish;Finland;154;1;T2;TP;SIM;T2_Foil_5.jpg;0;1;0;0;NA;55;4.67;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T2_Foil_1.jpg;T2_Foil_7.jpg;T2_Correct.jpg;T2_Foil_3.jpg;T2_Foil_2.jpg;T2_Foil_6.jpg;T2_Foil_5.jpg;T2_Foil_4.jpg;90
836;woman;21;Finnish;Finland;154;2;T4;TP;SIM;T4_Foil_3.jpg;0;1;0;0;NA;93;6.127;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T4_Correct.jpg;T4_Foil_1.jpg;T4_Foil_2.jpg;T4_Foil_4.jpg;T4_Foil_5.jpg;T4_Foil_7.jpg;T4_Foil_6.jpg;T4_Foil_3.jpg;70
836;woman;21;Finnish;Finland;154;3;T1;TP;SIM;T1_Correct.jpg;1;1;0;1;NA;40;13.195;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T1_Foil_3.jpg;T1_Foil_2.jpg;T1_Foil_6.jpg;T1_Foil_1.jpg;T1_Foil_4.jpg;T1_Foil_7.jpg;T1_Foil_5.jpg;T1_Correct.jpg;25
836;woman;21;Finnish;Finland;154;4;T3;TP;SIM;T3_Correct.jpg;1;1;0;1;NA;82;12.988;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T3_Foil_6.jpg;T3_Foil_4.jpg;T3_Foil_5.jpg;T3_Foil_2.jpg;T3_Foil_1.jpg;T3_Correct.jpg;T3_Foil_3.jpg;T3_Foil_7.jpg;15
837;woman;36;Finnish;Finland;163;1;T2;TP;SEQ;T2_Correct.jpg;1;1;0;1;NA;19;13.353;0;0;T2_Foil_1.jpg;0;9.183;T2_Foil_3.jpg;0;1.876;T2_Correct.jpg;1;2.294;T2_Foil_2.jpg;0;0;T2_Foil_4.jpg;0;0;T2_Foil_5.jpg;0;0;T2_Foil_6.jpg;0;0;T2_Foil_7.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;110
837;woman;36;Finnish;Finland;163;2;T4;TA;SEQ;T4_Foil_7.jpg;0;1;0;NA;0;20;10.893;0;0;T4_Foil_7.jpg;1;10.893;T4_Foil_2.jpg;0;0;T4_Foil_5.jpg;0;0;T4_Extra.jpg;0;0;T4_Foil_4.jpg;0;0;T4_Foil_6.jpg;0;0;T4_Foil_1.jpg;0;0;T4_Foil_3.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;60
837;woman;36;Finnish;Finland;163;3;T1;TP;SEQ;T1_Foil_6.jpg;0;1;0;0;NA;50;7.201;0;0;T1_Foil_3.jpg;0;4.813;T1_Foil_6.jpg;1;2.388;T1_Foil_4.jpg;0;0;T1_Foil_5.jpg;0;0;T1_Correct.jpg;0;0;T1_Foil_2.jpg;0;0;T1_Foil_1.jpg;0;0;T1_Foil_7.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;30
837;woman;36;Finnish;Finland;163;4;T3;TP;SEQ;T3_Correct.jpg;1;1;0;1;NA;0;12.638;0;0;T3_Foil_4.jpg;0;1.349;T3_Foil_6.jpg;0;1.734;T3_Foil_1.jpg;0;3.638;T3_Foil_3.jpg;0;1.092;T3_Foil_7.jpg;0;1.379;T3_Foil_5.jpg;0;2.294;T3_Correct.jpg;1;1.152;T3_Foil_2.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;5
838;woman;8;Finnish;Finland;136;1;T2;TA;SEQ;T2_Extra_T.jpg;0;1;0;NA;0;54;21.721;0;0;T2_Foil_2.jpg;0;17.005;T2_Foil_7.jpg;0;3.184;T2_Extra_T.jpg;1;1.532;T2_Foil_6.jpg;0;0;T2_Foil_3.jpg;0;0;T2_Foil_4.jpg;0;0;T2_Foil_1.jpg;0;0;T2_Foil_5.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;80
838;woman;8;Finnish;Finland;136;2;T4;TP;SEQ;T4_Foil_4.jpg;0;1;0;0;NA;29;9.913;0;0;T4_Foil_1.jpg;0;5.329;T4_Foil_5.jpg;0;3.408;T4_Foil_4.jpg;1;1.176;T4_Foil_3.jpg;0;0;T4_Foil_7.jpg;0;0;T4_Correct.jpg;0;0;T4_Foil_2.jpg;0;0;T4_Foil_6.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;50
838;woman;8;Finnish;Finland;136;3;T1;TP;SEQ;T1_Foil_6.jpg;0;1;0;0;NA;0;16.181;0;0;T1_Foil_1.jpg;0;2.738;T1_Foil_7.jpg;0;6.043;T1_Foil_4.jpg;0;1.379;T1_Foil_5.jpg;0;4.762;T1_Foil_6.jpg;1;1.259;T1_Correct.jpg;0;0;T1_Foil_2.jpg;0;0;T1_Foil_3.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;35
838;woman;8;Finnish;Finland;136;4;T3;TP;SEQ;T3_Correct.jpg;1;1;0;1;NA;0;11.164;0;0;T3_Foil_7.jpg;0;2.922;T3_Foil_1.jpg;0;0.868;T3_Foil_3.jpg;0;1.497;T3_Foil_4.jpg;0;1.222;T3_Foil_2.jpg;0;3.312;T3_Correct.jpg;1;1.343;T3_Foil_6.jpg;0;0;T3_Foil_5.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;20
839;woman;42;Finnish;Finland;166;1;T2;TA;SEQ;T2_Extra_T.jpg;0;1;0;NA;0;43;8.468;0;0;T2_Foil_7.jpg;0;5.406;T2_Extra_T.jpg;1;3.062;T2_Foil_6.jpg;0;0;T2_Foil_1.jpg;0;0;T2_Foil_5.jpg;0;0;T2_Foil_3.jpg;0;0;T2_Foil_2.jpg;0;0;T2_Foil_4.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;100
839;woman;42;Finnish;Finland;166;2;T4;TA;SEQ;no image chosen;1;0;1;NA;1;0;16.257;0;0;T4_Foil_4.jpg;0;3.816;T4_Foil_2.jpg;0;3.172;T4_Foil_7.jpg;0;1.213;T4_Foil_1.jpg;0;1.295;T4_Extra.jpg;0;2.174;T4_Foil_3.jpg;0;2.744;T4_Foil_5.jpg;0;0.654;T4_Foil_6.jpg;0;1.189;NA;NA;NA;NA;NA;NA;NA;NA;45
839;woman;42;Finnish;Finland;166;3;T1;TP;SEQ;no image chosen;0;0;1;0;NA;0;15.398;0;0;T1_Foil_4.jpg;0;9.587;T1_Foil_7.jpg;0;0.902;T1_Foil_6.jpg;0;0.701;T1_Foil_1.jpg;0;0.938;T1_Foil_3.jpg;0;0.808;T1_Foil_5.jpg;0;0.809;T1_Foil_2.jpg;0;0.832;T1_Correct.jpg;0;0.82;NA;NA;NA;NA;NA;NA;NA;NA;40
839;woman;42;Finnish;Finland;166;4;T3;TA;SEQ;no image chosen;1;0;1;NA;1;0;12.08;0;0;T3_Foil_5.jpg;0;1.681;T3_Foil_2.jpg;0;0.951;T3_Foil_6.jpg;0;3.587;T3_Extra.jpg;0;1.725;T3_Foil_7.jpg;0;1.415;T3_Foil_4.jpg;0;0.772;T3_Foil_1.jpg;0;1.047;T3_Foil_3.jpg;0;0.902;NA;NA;NA;NA;NA;NA;NA;NA;10
840;man;33;Finnish;Finland;179;1;T4;TP;SEQ;no image chosen;0;0;1;0;NA;75;26.309;0;0;T4_Foil_6.jpg;0;13.832;T4_Foil_2.jpg;0;1.342;T4_Foil_3.jpg;0;1.317;T4_Correct.jpg;0;1.199;T4_Foil_4.jpg;0;1.105;T4_Foil_7.jpg;0;2.884;T4_Foil_5.jpg;0;2.624;T4_Foil_1.jpg;0;2.006;NA;NA;NA;NA;NA;NA;NA;NA;70
840;man;33;Finnish;Finland;179;2;T3;TA;SEQ;no image chosen;1;0;1;NA;1;81;21.06;0;0;T3_Extra.jpg;0;4.45;T3_Foil_2.jpg;0;4.31;T3_Foil_4.jpg;0;2.766;T3_Foil_1.jpg;0;2.897;T3_Foil_5.jpg;0;0.95;T3_Foil_7.jpg;0;1.08;T3_Foil_6.jpg;0;1.852;T3_Foil_3.jpg;0;2.755;NA;NA;NA;NA;NA;NA;NA;NA;15
840;man;33;Finnish;Finland;179;3;T2;TP;SEQ;no image chosen;0;0;1;0;NA;33;12.65;0;0;T2_Foil_1.jpg;0;1.607;T2_Foil_5.jpg;0;1.912;T2_Foil_4.jpg;0;2.447;T2_Foil_3.jpg;0;1.437;T2_Foil_2.jpg;0;0.973;T2_Foil_6.jpg;0;0.902;T2_Correct.jpg;0;1.022;T2_Foil_7.jpg;0;2.35;NA;NA;NA;NA;NA;NA;NA;NA;90
840;man;33;Finnish;Finland;179;4;T1;TA;SEQ;no image chosen;1;0;1;NA;1;70;25.914;0;0;T1_Extra.jpg;0;10.855;T1_Foil_7.jpg;0;2.696;T1_Foil_4.jpg;0;1.899;T1_Foil_1.jpg;0;1.223;T1_Foil_2.jpg;0;5.297;T1_Foil_6.jpg;0;0.927;T1_Foil_3.jpg;0;1.259;T1_Foil_5.jpg;0;1.758;NA;NA;NA;NA;NA;NA;NA;NA;25
