Subject;Subject_gender;Subject_age;Subject_language;Subject_nationality;Subject_height;Presentation_order;Target;TP_or_TA;SIM_or_SEQ;Selected_image;Response;Identification_yes_or_no;Rejection_yes_or_no;TP_identification;TA_rejection;Confidence;Response_time;Recognise_chosen;Recognise_other;Seq_image1;Seq_image1_choice;Seq_image1_time;Seq_image2;Seq_image2_choice;Seq_image2_time;Seq_image3;Seq_image3_choice;Seq_image3_time;Seq_image4;Seq_image4_choice;Seq_image4_time;Seq_image5;Seq_image5_choice;Seq_image5_time;Seq_image6;Seq_image6_choice;Seq_image6_time;Seq_image7;Seq_image7_choice;Seq_image7_time;Seq_image8;Seq_image8_choice;Seq_image8_time;Sim_row1_image1;Sim_row1_image2;Sim_row1_image3;Sim_row1_image4;Sim_row2_image1;Sim_row2_image2;Sim_row2_image3;Sim_row2_image4;Distance_actual
180;woman;21;Finnish;Finland;168;3;T4;TP;SIM;T4_Foil_1.jpg;0;1;0;0;NA;38;10.392;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T4_Foil_7.jpg;T4_Foil_1.jpg;T4_Foil_3.jpg;T4_Foil_2.jpg;T4_Correct.jpg;T4_Foil_5.jpg;T4_Foil_4.jpg;T4_Foil_6.jpg;70
180;woman;21;Finnish;Finland;168;4;T2;TP;SIM;T2_Correct.jpg;1;1;0;1;NA;39;12.851;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T2_Foil_3.jpg;T2_Foil_1.jpg;T2_Correct.jpg;T2_Foil_2.jpg;T2_Foil_5.jpg;T2_Foil_4.jpg;T2_Foil_7.jpg;T2_Foil_6.jpg;90
181;woman;13;Finnish;Finland;156;1;T3;TP;SEQ;no image chosen;0;0;1;0;NA;50;13.189;0;0;T3_Foil_7.jpg;0;2.59;T3_Foil_6.jpg;0;2.084;T3_Foil_5.jpg;0;1.126;T3_Foil_1.jpg;0;0.876;T3_Correct.jpg;0;4.537;T3_Foil_2.jpg;0;0.722;T3_Foil_3.jpg;0;0.615;T3_Foil_4.jpg;0;0.639;NA;NA;NA;NA;NA;NA;NA;NA;50
181;woman;13;Finnish;Finland;156;2;T1;TP;SEQ;T1_Correct.jpg;1;1;0;1;NA;52;10.531;0;0;T1_Foil_6.jpg;0;2.468;T1_Foil_5.jpg;0;2.864;T1_Foil_2.jpg;0;0.901;T1_Foil_4.jpg;0;0.876;T1_Foil_1.jpg;0;1.161;T1_Foil_7.jpg;0;0.865;T1_Correct.jpg;1;1.396;T1_Foil_3.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;20
181;woman;13;Finnish;Finland;156;3;T4;TA;SEQ;T4_Foil_5.jpg;0;1;0;NA;0;20;7.356;0;0;T4_Foil_2.jpg;0;3.152;T4_Foil_7.jpg;0;2.345;T4_Foil_5.jpg;1;1.859;T4_Extra.jpg;0;0;T4_Foil_6.jpg;0;0;T4_Foil_3.jpg;0;0;T4_Foil_1.jpg;0;0;T4_Foil_4.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;80
181;woman;13;Finnish;Finland;156;4;T2;TP;SEQ;T2_Foil_4.jpg;0;1;0;0;NA;8;1.709;0;0;T2_Foil_4.jpg;1;1.709;T2_Foil_7.jpg;0;0;T2_Foil_6.jpg;0;0;T2_Foil_2.jpg;0;0;T2_Foil_1.jpg;0;0;T2_Foil_3.jpg;0;0;T2_Correct.jpg;0;0;T2_Foil_5.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;35
182;woman;68;Finnish;Finland;159;1;T3;TA;SEQ;no image chosen;1;0;1;NA;1;53;15.582;0;0;T3_Extra.jpg;0;2.485;T3_Foil_6.jpg;0;1.398;T3_Foil_2.jpg;0;5.399;T3_Foil_3.jpg;0;0.817;T3_Foil_7.jpg;0;2.452;T3_Foil_4.jpg;0;1.267;T3_Foil_1.jpg;0;0.781;T3_Foil_5.jpg;0;0.983;NA;NA;NA;NA;NA;NA;NA;NA;70
182;woman;68;Finnish;Finland;159;2;T1;TA;SEQ;no image chosen;1;0;1;NA;1;25;26.46;0;0;T1_Extra.jpg;0;3.736;T1_Foil_3.jpg;0;1.646;T1_Foil_4.jpg;0;3.666;T1_Foil_6.jpg;0;2.285;T1_Foil_1.jpg;0;8.25;T1_Foil_7.jpg;0;1.421;T1_Foil_2.jpg;0;3.442;T1_Foil_5.jpg;0;2.014;NA;NA;NA;NA;NA;NA;NA;NA;15
182;woman;68;Finnish;Finland;159;3;T4;TP;SEQ;no image chosen;0;0;1;0;NA;63;37.44;0;0;T4_Foil_7.jpg;0;6.714;T4_Foil_2.jpg;0;1.433;T4_Foil_5.jpg;0;2.558;T4_Foil_3.jpg;0;1.35;T4_Foil_6.jpg;0;7.288;T4_Foil_4.jpg;0;3.273;T4_Foil_1.jpg;0;8.274;T4_Correct.jpg;0;6.55;NA;NA;NA;NA;NA;NA;NA;NA;90
182;woman;68;Finnish;Finland;159;4;T2;TP;SEQ;no image chosen;0;0;1;0;NA;35;38.566;0;0;T2_Foil_6.jpg;0;3.93;T2_Correct.jpg;0;2.309;T2_Foil_1.jpg;0;3.88;T2_Foil_3.jpg;0;1.408;T2_Foil_7.jpg;0;0.96;T2_Foil_2.jpg;0;19.692;T2_Foil_5.jpg;0;2.475;T2_Foil_4.jpg;0;3.912;NA;NA;NA;NA;NA;NA;NA;NA;25
183;man;16;Finnish;Finland;171;1;T3;TA;SEQ;no image chosen;1;0;1;NA;1;85;24.739;0;0;T3_Foil_7.jpg;0;14.683;T3_Foil_6.jpg;0;1.657;T3_Foil_5.jpg;0;2.274;T3_Extra.jpg;0;1.22;T3_Foil_2.jpg;0;0.983;T3_Foil_4.jpg;0;1.363;T3_Foil_1.jpg;0;1.267;T3_Foil_3.jpg;0;1.292;NA;NA;NA;NA;NA;NA;NA;NA;45
183;man;16;Finnish;Finland;171;2;T1;TA;SEQ;no image chosen;1;0;1;NA;1;30;16.449;0;0;T1_Foil_5.jpg;0;2.673;T1_Foil_3.jpg;0;1.895;T1_Foil_1.jpg;0;2.263;T1_Foil_2.jpg;0;2.06;T1_Foil_7.jpg;0;1.683;T1_Extra.jpg;0;2.155;T1_Foil_4.jpg;0;1.836;T1_Foil_6.jpg;0;1.884;NA;NA;NA;NA;NA;NA;NA;NA;10
183;man;16;Finnish;Finland;171;3;T4;TP;SEQ;T4_Correct.jpg;1;1;0;1;NA;88;21.332;0;0;T4_Foil_1.jpg;0;5.979;T4_Foil_4.jpg;0;1.577;T4_Foil_5.jpg;0;2.392;T4_Foil_3.jpg;0;1.765;T4_Foil_7.jpg;0;2.085;T4_Foil_6.jpg;0;2.132;T4_Foil_2.jpg;0;3.009;T4_Correct.jpg;1;2.393;NA;NA;NA;NA;NA;NA;NA;NA;100
183;man;16;Finnish;Finland;171;4;T2;TP;SEQ;no image chosen;0;0;1;0;NA;0;16.409;0;0;T2_Foil_2.jpg;0;1.401;T2_Correct.jpg;0;3.044;T2_Foil_1.jpg;0;1.599;T2_Foil_6.jpg;0;2.108;T2_Foil_5.jpg;0;2.736;T2_Foil_7.jpg;0;1.907;T2_Foil_4.jpg;0;2.299;T2_Foil_3.jpg;0;1.315;NA;NA;NA;NA;NA;NA;NA;NA;40
184;man;37;Finnish;Finland;183;1;T3;TP;SIM;T3_Foil_1.jpg;0;1;0;0;NA;86;21.67;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T3_Foil_6.jpg;T3_Correct.jpg;T3_Foil_7.jpg;T3_Foil_3.jpg;T3_Foil_2.jpg;T3_Foil_1.jpg;T3_Foil_5.jpg;T3_Foil_4.jpg;60
184;man;37;Finnish;Finland;183;2;T1;TA;SIM;no image chosen;1;0;1;NA;1;100;14.315;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T1_Foil_3.jpg;T1_Foil_2.jpg;T1_Foil_6.jpg;T1_Foil_4.jpg;T1_Foil_1.jpg;T1_Foil_7.jpg;T1_Extra.jpg;T1_Foil_5.jpg;5
184;man;37;Finnish;Finland;183;3;T4;TP;SIM;no image chosen;0;0;1;0;NA;20;25.771;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T4_Foil_5.jpg;T4_Foil_6.jpg;T4_Foil_2.jpg;T4_Foil_7.jpg;T4_Foil_3.jpg;T4_Correct.jpg;T4_Foil_1.jpg;T4_Foil_4.jpg;110
184;man;37;Finnish;Finland;183;4;T2;TP;SIM;T2_Correct.jpg;1;1;0;1;NA;100;10.817;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T2_Foil_5.jpg;T2_Foil_4.jpg;T2_Correct.jpg;T2_Foil_1.jpg;T2_Foil_3.jpg;T2_Foil_7.jpg;T2_Foil_6.jpg;T2_Foil_2.jpg;30
185;man;27;Finnish;Finland;173;1;T2;TA;SIM;T2_Foil_4.jpg;0;1;0;NA;0;21;11.893;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T2_Foil_1.jpg;T2_Foil_6.jpg;T2_Foil_2.jpg;T2_Extra_T.jpg;T2_Foil_5.jpg;T2_Foil_4.jpg;T2_Foil_7.jpg;T2_Foil_3.jpg;35
185;man;27;Finnish;Finland;173;2;T4;TP;SIM;T4_Foil_5.jpg;0;1;0;0;NA;15;10.851;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T4_Foil_7.jpg;T4_Correct.jpg;T4_Foil_6.jpg;T4_Foil_5.jpg;T4_Foil_1.jpg;T4_Foil_3.jpg;T4_Foil_2.jpg;T4_Foil_4.jpg;80
185;man;27;Finnish;Finland;173;3;T1;TP;SIM;no image chosen;0;0;1;0;NA;19;16.038;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T1_Foil_5.jpg;T1_Correct.jpg;T1_Foil_2.jpg;T1_Foil_7.jpg;T1_Foil_4.jpg;T1_Foil_1.jpg;T1_Foil_6.jpg;T1_Foil_3.jpg;20
185;man;27;Finnish;Finland;173;4;T3;TP;SIM;T3_Foil_1.jpg;0;1;0;0;NA;8;18.464;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T3_Foil_1.jpg;T3_Foil_6.jpg;T3_Foil_3.jpg;T3_Foil_2.jpg;T3_Correct.jpg;T3_Foil_4.jpg;T3_Foil_5.jpg;T3_Foil_7.jpg;50
186;woman;17;Finnish;Finland;167;1;T2;TP;SEQ;no image chosen;0;0;1;0;NA;0;30.461;0;0;T2_Foil_1.jpg;0;16.277;T2_Foil_6.jpg;0;2.664;T2_Foil_4.jpg;0;2.062;T2_Correct.jpg;0;1.683;T2_Foil_2.jpg;0;1.422;T2_Foil_5.jpg;0;3.426;T2_Foil_7.jpg;0;1.151;T2_Foil_3.jpg;0;1.776;NA;NA;NA;NA;NA;NA;NA;NA;25
186;woman;17;Finnish;Finland;167;2;T4;TP;SEQ;T4_Foil_4.jpg;0;1;0;0;NA;10;5.291;0;0;T4_Foil_5.jpg;0;2.116;T4_Foil_2.jpg;0;1.303;T4_Foil_4.jpg;1;1.872;T4_Foil_3.jpg;0;0;T4_Foil_1.jpg;0;0;T4_Correct.jpg;0;0;T4_Foil_6.jpg;0;0;T4_Foil_7.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;90
186;woman;17;Finnish;Finland;167;3;T1;TA;SEQ;no image chosen;1;0;1;NA;1;15;18.237;0;0;T1_Foil_6.jpg;0;3.317;T1_Foil_5.jpg;0;6.898;T1_Foil_3.jpg;0;1.6;T1_Foil_1.jpg;0;1.339;T1_Foil_7.jpg;0;1.754;T1_Foil_2.jpg;0;1.718;T1_Extra.jpg;0;0.722;T1_Foil_4.jpg;0;0.889;NA;NA;NA;NA;NA;NA;NA;NA;15
186;woman;17;Finnish;Finland;167;4;T3;TP;SEQ;T3_Foil_1.jpg;0;1;0;0;NA;10;3.652;0;0;T3_Foil_1.jpg;1;3.652;T3_Foil_7.jpg;0;0;T3_Foil_2.jpg;0;0;T3_Foil_6.jpg;0;0;T3_Foil_3.jpg;0;0;T3_Correct.jpg;0;0;T3_Foil_4.jpg;0;0;T3_Foil_5.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;70
187;man;64;Finnish;Finland;176;1;T2;TP;SIM;T2_Correct.jpg;1;1;0;1;NA;12;14.415;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T2_Foil_5.jpg;T2_Correct.jpg;T2_Foil_1.jpg;T2_Foil_2.jpg;T2_Foil_7.jpg;T2_Foil_6.jpg;T2_Foil_4.jpg;T2_Foil_3.jpg;40
187;man;64;Finnish;Finland;176;2;T4;TP;SIM;T4_Foil_5.jpg;0;1;0;0;NA;0;13.781;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T4_Foil_2.jpg;T4_Foil_7.jpg;T4_Foil_6.jpg;T4_Foil_4.jpg;T4_Foil_3.jpg;T4_Correct.jpg;T4_Foil_5.jpg;T4_Foil_1.jpg;100
187;man;64;Finnish;Finland;176;3;T1;TA;SIM;T1_Foil_2.jpg;0;1;0;NA;0;0;28.304;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T1_Foil_2.jpg;T1_Foil_6.jpg;T1_Extra.jpg;T1_Foil_1.jpg;T1_Foil_4.jpg;T1_Foil_5.jpg;T1_Foil_3.jpg;T1_Foil_7.jpg;10
187;man;64;Finnish;Finland;176;4;T3;TP;SIM;T3_Correct.jpg;1;1;0;1;NA;50;13.348;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T3_Foil_4.jpg;T3_Foil_7.jpg;T3_Foil_5.jpg;T3_Foil_6.jpg;T3_Correct.jpg;T3_Foil_2.jpg;T3_Foil_1.jpg;T3_Foil_3.jpg;45
188;woman;39;Finnish;Finland;155;1;T2;TA;SEQ;T2_Foil_4.jpg;0;1;0;NA;0;90;17.098;0;0;T2_Foil_6.jpg;0;14.085;T2_Foil_4.jpg;1;3.013;T2_Foil_5.jpg;0;0;T2_Foil_7.jpg;0;0;T2_Foil_1.jpg;0;0;T2_Foil_3.jpg;0;0;T2_Extra_T.jpg;0;0;T2_Foil_2.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;30
188;woman;39;Finnish;Finland;155;2;T4;TP;SEQ;T4_Foil_1.jpg;0;1;0;0;NA;55;12.838;0;0;T4_Foil_1.jpg;1;12.838;T4_Foil_7.jpg;0;0;T4_Foil_2.jpg;0;0;T4_Foil_5.jpg;0;0;T4_Foil_6.jpg;0;0;T4_Foil_3.jpg;0;0;T4_Correct.jpg;0;0;T4_Foil_4.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;110
188;woman;39;Finnish;Finland;155;3;T1;TA;SEQ;no image chosen;1;0;1;NA;1;80;18.698;0;0;T1_Foil_3.jpg;0;2.208;T1_Foil_2.jpg;0;1.661;T1_Foil_4.jpg;0;3.157;T1_Foil_6.jpg;0;1.84;T1_Foil_1.jpg;0;1.756;T1_Foil_7.jpg;0;2.337;T1_Foil_5.jpg;0;1.792;T1_Extra.jpg;0;3.947;NA;NA;NA;NA;NA;NA;NA;NA;5
188;woman;39;Finnish;Finland;155;4;T3;TP;SEQ;T3_Foil_6.jpg;0;1;0;0;NA;80;6.467;0;0;T3_Foil_7.jpg;0;3.299;T3_Foil_3.jpg;0;1.376;T3_Foil_6.jpg;1;1.792;T3_Foil_5.jpg;0;0;T3_Correct.jpg;0;0;T3_Foil_1.jpg;0;0;T3_Foil_4.jpg;0;0;T3_Foil_2.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;60
189;man;41;Finnish;Finland;172;1;T4;TA;SEQ;T4_Extra.jpg;0;1;0;NA;0;50;20.213;0;0;T4_Foil_2.jpg;0;2.441;T4_Foil_6.jpg;0;11.712;T4_Foil_4.jpg;0;4.541;T4_Extra.jpg;1;1.519;T4_Foil_7.jpg;0;0;T4_Foil_1.jpg;0;0;T4_Foil_3.jpg;0;0;T4_Foil_5.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;80
189;man;41;Finnish;Finland;172;2;T3;TP;SEQ;T3_Correct.jpg;1;1;0;1;NA;50;25.682;0;0;T3_Foil_4.jpg;0;9.235;T3_Foil_6.jpg;0;1.114;T3_Foil_5.jpg;0;1.246;T3_Foil_1.jpg;0;3.174;T3_Foil_7.jpg;0;1.34;T3_Foil_3.jpg;0;1.045;T3_Correct.jpg;1;8.528;T3_Foil_2.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;50
189;man;41;Finnish;Finland;172;3;T2;TP;SEQ;no image chosen;0;0;1;0;NA;50;11.693;0;0;T2_Foil_7.jpg;0;1.702;T2_Foil_5.jpg;0;1.709;T2_Foil_1.jpg;0;0.913;T2_Foil_2.jpg;0;1.27;T2_Correct.jpg;0;1.317;T2_Foil_3.jpg;0;1.969;T2_Foil_4.jpg;0;1.638;T2_Foil_6.jpg;0;1.175;NA;NA;NA;NA;NA;NA;NA;NA;35
189;man;41;Finnish;Finland;172;4;T1;TP;SEQ;T1_Correct.jpg;1;1;0;1;NA;70;6.066;0;0;T1_Foil_4.jpg;0;2.115;T1_Foil_7.jpg;0;1.14;T1_Correct.jpg;1;2.811;T1_Foil_6.jpg;0;0;T1_Foil_2.jpg;0;0;T1_Foil_5.jpg;0;0;T1_Foil_1.jpg;0;0;T1_Foil_3.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;20
190;woman;39;Finnish;Finland;167;1;T4;TP;SIM;T4_Foil_3.jpg;0;1;0;0;NA;4;23.886;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T4_Foil_4.jpg;T4_Foil_5.jpg;T4_Foil_2.jpg;T4_Foil_1.jpg;T4_Foil_3.jpg;T4_Foil_6.jpg;T4_Correct.jpg;T4_Foil_7.jpg;90
190;woman;39;Finnish;Finland;167;2;T3;TP;SIM;T3_Correct.jpg;1;1;0;1;NA;18;7.017;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T3_Correct.jpg;T3_Foil_7.jpg;T3_Foil_1.jpg;T3_Foil_2.jpg;T3_Foil_4.jpg;T3_Foil_6.jpg;T3_Foil_5.jpg;T3_Foil_3.jpg;70
190;woman;39;Finnish;Finland;167;3;T2;TA;SIM;T2_Extra_T.jpg;0;1;0;NA;0;7;25.672;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T2_Foil_5.jpg;T2_Foil_2.jpg;T2_Foil_4.jpg;T2_Foil_6.jpg;T2_Foil_7.jpg;T2_Foil_3.jpg;T2_Extra_T.jpg;T2_Foil_1.jpg;25
190;woman;39;Finnish;Finland;167;4;T1;TA;SIM;no image chosen;1;0;1;NA;1;13;13.818;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T1_Foil_1.jpg;T1_Foil_5.jpg;T1_Foil_4.jpg;T1_Foil_2.jpg;T1_Foil_3.jpg;T1_Foil_7.jpg;T1_Extra.jpg;T1_Foil_6.jpg;15
191;woman;41;Finnish;Finland;166;1;T4;TP;SEQ;no image chosen;0;0;1;0;NA;60;19.374;0;0;T4_Foil_1.jpg;0;1.736;T4_Correct.jpg;0;1.472;T4_Foil_7.jpg;0;1.732;T4_Foil_6.jpg;0;1.353;T4_Foil_3.jpg;0;8.785;T4_Foil_5.jpg;0;1.615;T4_Foil_2.jpg;0;1.055;T4_Foil_4.jpg;0;1.626;NA;NA;NA;NA;NA;NA;NA;NA;100
191;woman;41;Finnish;Finland;166;2;T3;TP;SEQ;T3_Correct.jpg;1;1;0;1;NA;70;10.895;0;0;T3_Foil_4.jpg;0;1.734;T3_Correct.jpg;1;9.161;T3_Foil_3.jpg;0;0;T3_Foil_5.jpg;0;0;T3_Foil_6.jpg;0;0;T3_Foil_2.jpg;0;0;T3_Foil_7.jpg;0;0;T3_Foil_1.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;45
191;woman;41;Finnish;Finland;166;3;T2;TA;SEQ;no image chosen;1;0;1;NA;1;72;10.101;0;0;T2_Foil_1.jpg;0;2.067;T2_Foil_2.jpg;0;1.245;T2_Foil_3.jpg;0;1.081;T2_Foil_5.jpg;0;1.779;T2_Foil_4.jpg;0;0.938;T2_Extra_T.jpg;0;1.329;T2_Foil_7.jpg;0;0.914;T2_Foil_6.jpg;0;0.748;NA;NA;NA;NA;NA;NA;NA;NA;40
191;woman;41;Finnish;Finland;166;4;T1;TA;SEQ;no image chosen;1;0;1;NA;1;0;23.838;0;0;T1_Foil_2.jpg;0;1.992;T1_Foil_6.jpg;0;1.058;T1_Foil_5.jpg;0;7.554;T1_Extra.jpg;0;1.341;T1_Foil_3.jpg;0;1.152;T1_Foil_4.jpg;0;1.163;T1_Foil_7.jpg;0;0.785;T1_Foil_1.jpg;0;8.793;NA;NA;NA;NA;NA;NA;NA;NA;10
192;man;62;Finnish;Finland;180;1;T4;TA;SEQ;no image chosen;1;0;1;NA;1;0;33.183;0;0;T4_Foil_2.jpg;0;5.38;T4_Foil_4.jpg;0;16.456;T4_Foil_7.jpg;0;1.27;T4_Foil_6.jpg;0;1.413;T4_Foil_5.jpg;0;4.19;T4_Foil_1.jpg;0;1.21;T4_Foil_3.jpg;0;1.46;T4_Extra.jpg;0;1.804;NA;NA;NA;NA;NA;NA;NA;NA;110
192;man;62;Finnish;Finland;180;2;T3;TP;SEQ;T3_Correct.jpg;1;1;0;1;NA;0;9.219;0;0;T3_Foil_4.jpg;0;2.619;T3_Foil_1.jpg;0;1.557;T3_Foil_2.jpg;0;1.281;T3_Foil_5.jpg;0;1.473;T3_Correct.jpg;1;2.289;T3_Foil_7.jpg;0;0;T3_Foil_6.jpg;0;0;T3_Foil_3.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;60
192;man;62;Finnish;Finland;180;3;T2;TA;SEQ;no image chosen;1;0;1;NA;1;0;20.182;0;0;T2_Foil_3.jpg;0;2.945;T2_Foil_6.jpg;0;1.234;T2_Foil_7.jpg;0;1.448;T2_Foil_5.jpg;0;3.298;T2_Extra_T.jpg;0;1.235;T2_Foil_2.jpg;0;1.615;T2_Foil_4.jpg;0;5.186;T2_Foil_1.jpg;0;3.221;NA;NA;NA;NA;NA;NA;NA;NA;30
192;man;62;Finnish;Finland;180;4;T1;TA;SEQ;no image chosen;1;0;1;NA;1;0;27.357;0;0;T1_Foil_4.jpg;0;2.637;T1_Foil_3.jpg;0;1.316;T1_Foil_6.jpg;0;1.401;T1_Foil_7.jpg;0;3.456;T1_Foil_2.jpg;0;6.024;T1_Foil_5.jpg;0;1.886;T1_Foil_1.jpg;0;2.363;T1_Extra.jpg;0;8.274;NA;NA;NA;NA;NA;NA;NA;NA;5
193;woman;37;Finnish;Finland;164;1;T1;TP;SIM;T1_Correct.jpg;1;1;0;1;NA;40;9.765;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T1_Foil_4.jpg;T1_Foil_1.jpg;T1_Foil_6.jpg;T1_Foil_3.jpg;T1_Foil_7.jpg;T1_Foil_5.jpg;T1_Correct.jpg;T1_Foil_2.jpg;5
193;woman;37;Finnish;Finland;164;2;T2;TP;SIM;no image chosen;0;0;1;0;NA;51;16.687;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T2_Foil_7.jpg;T2_Foil_2.jpg;T2_Correct.jpg;T2_Foil_3.jpg;T2_Foil_5.jpg;T2_Foil_1.jpg;T2_Foil_4.jpg;T2_Foil_6.jpg;30
193;woman;37;Finnish;Finland;164;3;T3;TP;SIM;T3_Correct.jpg;1;1;0;1;NA;20;9.658;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T3_Foil_1.jpg;T3_Foil_2.jpg;T3_Foil_3.jpg;T3_Foil_7.jpg;T3_Foil_6.jpg;T3_Correct.jpg;T3_Foil_4.jpg;T3_Foil_5.jpg;60
193;woman;37;Finnish;Finland;164;4;T4;TP;SIM;no image chosen;0;0;1;0;NA;5;8.491;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T4_Foil_3.jpg;T4_Foil_2.jpg;T4_Foil_7.jpg;T4_Foil_1.jpg;T4_Foil_6.jpg;T4_Correct.jpg;T4_Foil_4.jpg;T4_Foil_5.jpg;110
194;woman;31;Finnish;Finland;165;1;T1;TP;SEQ;T1_Correct.jpg;1;1;0;1;NA;43;10.678;0;0;T1_Foil_6.jpg;0;1.621;T1_Foil_4.jpg;0;1.544;T1_Foil_2.jpg;0;0.961;T1_Foil_5.jpg;0;0.854;T1_Foil_1.jpg;0;0.844;T1_Foil_7.jpg;0;0.759;T1_Foil_3.jpg;0;1.08;T1_Correct.jpg;1;3.015;NA;NA;NA;NA;NA;NA;NA;NA;10
194;woman;31;Finnish;Finland;165;2;T2;TP;SEQ;no image chosen;0;0;1;0;NA;0;14.702;0;0;T2_Foil_7.jpg;0;1.162;T2_Foil_4.jpg;0;1.755;T2_Foil_2.jpg;0;0.748;T2_Foil_3.jpg;0;1.023;T2_Correct.jpg;0;7.842;T2_Foil_6.jpg;0;0.784;T2_Foil_5.jpg;0;0.736;T2_Foil_1.jpg;0;0.652;NA;NA;NA;NA;NA;NA;NA;NA;40
194;woman;31;Finnish;Finland;165;3;T3;TA;SEQ;T3_Foil_6.jpg;0;1;0;NA;0;35;13.22;0;0;T3_Foil_1.jpg;0;1.988;T3_Foil_4.jpg;0;1.104;T3_Extra.jpg;0;0.914;T3_Foil_5.jpg;0;1.093;T3_Foil_3.jpg;0;1.257;T3_Foil_2.jpg;0;1.139;T3_Foil_6.jpg;1;5.725;T3_Foil_7.jpg;0;0;NA;NA;NA;NA;NA;NA;NA;NA;45
