ParticipantId,Age,Sex,Ethnicity,Ethnicity2,TimeElapsed,EncodingConditionRaw,EncodingCondition,TargetPresent,Lineup1,Lineup2,Lineup3,Lineup4,Lineup5,Lineup6,Interactors,ParticipantTargetPresent,ParticipantLineupSelection,Accuracy,ParticipantSelection,Confidence,MouseGroup,MissingMouseData,TargetFront,TargetLeft,TargetRight,FrontFiller,LeftFiller,RightFiller,SameTarget,OppTarget,SameFiller,OppFiller,
2c6a67a0-4dc0-449e-9b0f-2f53b16308dd,24,Male,White or Caucasian,White American,171223,1,right,0,3,1,5,6,2,4,1,no,,1,reject,80,High,0,,,,0.646274385,0.107826541,0.245899074,,,0.245899074,0.107826541,
b58fd95d-8bde-4d6b-bdc3-da9f641e2455,43,Female,White or Caucasian,White American,183816,1,right,1,6,5,4,1,3,2,1,yes,1,1,target,90,Low,0,0.843956044,0.136996337,0.019047619,0.768722789,0.060208665,0.171068545,0.019047619,0.136996337,0.171068545,0.060208665,
e1f02560-19b3-49a8-8871-f903c4d15e14,38,Male,White or Caucasian,White American,205856,1,right,1,6,4,3,5,1,2,1,yes,1,1,target,80,Low,0,0.975579976,,0.024420024,0.945043787,0,0.054956213,0.024420024,0,0.054956213,0,
155935ff-5447-4772-9f34-bdcce18ed468,30,Male,Black or African American,Black other,183873,1,right,1,3,1,5,4,2,6,1,yes,6,1,target,90,Low,0,0.794966836,0.065158018,0.139875146,0.860110186,0.093583532,0.046306282,0.139875146,0.065158018,0.046306282,0.093583532,
9dd389a3-7f63-429d-b613-047f1944a033,52,Female,White or Caucasian,White American,187545,2,left,0,4,2,1,6,5,3,1,no,,1,reject,70,High,0,,,,0.698528633,0.271038889,0.030432477,,,0.271038889,0.030432477,
c4364ced-5ffe-4d21-bdc5-63115bb23b83,43,Male,Black or African American,Black other,198841,1,right,1,4,6,3,5,2,1,1,yes,2,1,target,80,High,0,0.382956522,,0.617043478,0.634204042,0.114810641,0.250985316,0.617043478,0,0.250985316,0.114810641,
3882475a-6b4a-4a5e-bd34-0c00994f5a27,30,Male,White or Caucasian,White American,176314,2,left,1,4,6,3,5,1,2,1,yes,2,1,target,50,High,0,0.458720159,0.370026525,0.171253316,0.630114837,0.235770741,0.134114422,0.370026525,0.171253316,0.235770741,0.134114422,
3e285cef-06ca-4d08-b870-ea2331868908,25,Female,White or Caucasian,White American,178152,2,left,0,1,5,3,6,4,2,1,no,,1,reject,80,High,0,,,,0.575628381,0.232508181,0.191863438,,,0.232508181,0.191863438,
83c73642-236f-430b-b903-9c03f6074383,25,Female,"East Asian (e.g., Chinese, Japanese, Korean)",Asian other,192957,2,left,1,5,3,2,4,6,1,1,yes,5,1,target,80,Low,0,0.93700047,0.06299953,,0.796795058,0.1412313,0.061973643,0.06299953,0,0.1412313,0.061973643,
4464a336-5b95-48b5-9645-159f00a577f8,38,Male,White or Caucasian,White American,196870,2,left,1,3,5,2,4,1,6,1,yes,6,1,target,100,High,0,0.257949802,0.682007937,0.060042262,0.83235684,0.120327215,0.047315945,0.682007937,0.060042262,0.120327215,0.047315945,
967b47ef-2ed1-4b14-ba67-d7ac83f718c1,23,Male,White or Caucasian,White American,213258,2,left,0,1,6,2,5,4,3,1,yes,3,0,filler,90,Low,0,,,,0.745550496,0.170359016,0.084090488,,,0.170359016,0.084090488,
53f50ce7-0c0d-42ab-990f-d6d527226e2c,31,Female,White or Caucasian,White American,165211,1,right,1,5,6,2,1,3,4,1,yes,3,0,filler,60,Low,0,0.981466815,,0.018533185,0.827008146,0.164784214,0.00820764,0.018533185,0,0.00820764,0.164784214,
dfda3d7c-f6ea-43cc-b16a-c06441541644,33,Female,"East Asian (e.g., Chinese, Japanese, Korean)",Asian other,199779,2,left,0,2,1,3,5,4,6,1,yes,1,0,filler,90,High,0,,,,0.61970568,0.35891159,0.02138273,,,0.35891159,0.02138273,
58aae75e-e995-4e6b-9192-9659dd38b9fa,39,Female,White or Caucasian,White American,625715,2,left,1,5,6,3,4,2,1,1,no,,0,reject,90,Low,0,0.546914839,0.392316845,0.060768315,0.66832827,0.151991369,0.179680361,0.392316845,0.060768315,0.151991369,0.179680361,
60b1249b-d621-460f-917c-b2f532fa13a2,33,Male,White or Caucasian,White American,219341,1,right,1,3,5,1,4,2,6,1,yes,6,1,target,80,Low,0,0.678332849,0.014376997,0.307290154,0.719175753,0.114365358,0.166458889,0.307290154,0.014376997,0.166458889,0.114365358,
cee54903-8cac-4d2d-935f-71ec97102b99,58,Female,White or Caucasian,White American,240432,2,left,0,6,3,5,2,4,1,1,no,,1,reject,100,High,0,,,,0.686041664,0.212181156,0.10177718,,,0.212181156,0.10177718,
557c0497-1193-480a-9de5-6bf775951000,24,Male,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",Asian Indian,177118,1,right,1,2,4,1,6,5,3,1,yes,4,1,target,90,High,0,0.507987616,,0.492012384,0.848111102,0.026996583,0.124892315,0.492012384,0,0.124892315,0.026996583,
ed05b5e6-e722-4887-9b20-247c26aab180,23,Male,White or Caucasian,White American,185261,2,left,1,4,2,3,1,5,6,1,yes,6,1,target,90,High,0,0.515063731,0.166425261,0.318511008,0.563135131,0.250726508,0.18613836,0.166425261,0.318511008,0.250726508,0.18613836,
c48fe612-ab61-4b4f-8fad-4632e058864d,34,Female,White or Caucasian,White American,450633,1,right,0,3,4,1,2,5,6,1,no,,1,reject,100,Low,0,,,,0.989163392,0,0.010836608,,,0.010836608,0,
eeb27dd5-54ed-4d02-bb47-35e24b7deae8,39,Male,White or Caucasian,White Irish,200438,2,left,1,6,2,4,5,3,1,1,yes,1,1,target,80,High,0,0.461726053,0.396694215,0.141579732,0.575940625,0.228120421,0.195938954,0.396694215,0.141579732,0.228120421,0.195938954,
b47439a4-65b9-41de-ac2f-29904b098890,25,Prefer not to say,White or Caucasian,White American,214614,2,left,0,3,4,6,1,5,2,1,no,,1,reject,100,High,0,,,,0.56954879,0.268082971,0.162368239,,,0.268082971,0.162368239,
86525886-0f5d-4e3c-ac0a-b1145f32d268,34,Male,"Hispanic, Latino or Spanish",Hispanic or Latino,158524,1,right,1,1,3,6,2,4,5,1,yes,3,1,target,100,High,0,0.528301887,0.320754717,0.150943396,0.669290506,0.094856811,0.235852683,0.150943396,0.320754717,0.235852683,0.094856811,
db0053d0-7937-4b05-b8f1-8cedbd74f504,58,Female,White or Caucasian,White American,188330,1,right,1,1,3,5,2,6,4,1,yes,5,1,target,100,High,0,0.626498148,,0.373501852,0.660022605,0.085836147,0.254141248,0.373501852,0,0.254141248,0.085836147,
93ca932f-2e38-40c8-8ff1-3453aef1eec6,25,Female,Black or African American,Black African,235498,1,right,1,2,1,5,3,6,4,1,yes,5,1,target,80,High,0,0.477286021,,0.522713979,0.698553783,0.039269213,0.262177004,0.522713979,0,0.262177004,0.039269213,
de08889d-11a4-4fcc-8394-760ac2a8b887,39,Male,White or Caucasian,White American,185275,2,left,1,1,2,4,3,5,6,1,yes,6,1,target,100,High,0,0.518817204,0.408781362,0.072401434,0.623083625,0.167358177,0.209558198,0.408781362,0.072401434,0.167358177,0.209558198,
54a4ab75-61c6-49b5-994f-4b64393dc92a,33,Male,White or Caucasian,White American,399587,2,left,0,4,2,1,3,6,5,1,no,,1,reject,80,High,0,,,,0.555999342,0.27022909,0.173771568,,,0.27022909,0.173771568,
fc65ed65-bdaa-400d-bd49-1b139d7bfc73,34,Female,"Hispanic, Latino or Spanish",Mixed other,292783,1,right,1,4,6,1,2,5,3,1,yes,2,1,target,90,High,0,0.43110564,0.164289335,0.404605025,0.590861234,0.22575583,0.183382936,0.404605025,0.164289335,0.183382936,0.22575583,
7d314271-47c2-4103-ad76-36d922d8afa1,25,Male,White or Caucasian,White American,145473,2,left,1,3,2,6,4,1,5,1,yes,2,0,filler,10,Low,0,0.875595049,,0.124404951,0.681385733,0.173993046,0.144621221,0,0.124404951,0.173993046,0.144621221,
791d36fb-56f7-4d56-b5ed-87c01cad2b66,26,Female,Black or African American,Black African,296484,1,right,1,6,3,5,1,4,2,1,yes,1,1,target,90,High,0,0.481805566,0.069809575,0.448384859,0.646923219,0.102969915,0.250106867,0.448384859,0.069809575,0.250106867,0.102969915,
2d59de3b-e67c-4aeb-8f40-6f0b81968b9e,27,Female,White or Caucasian,White American,185638,1,right,1,6,2,5,1,4,3,1,yes,1,1,target,90,High,0,0.568904353,0.171646882,0.259448765,0.664262064,0.139883769,0.195854167,0.259448765,0.171646882,0.195854167,0.139883769,
6010897b-8559-41ec-9b4e-7e96e8dffa4f,29,Male,White or Caucasian,White American,508913,2,left,1,5,1,4,2,6,3,1,yes,5,1,target,100,Low,0,0.602535421,0.397464579,,0.879684881,0.10193486,0.018380259,0.397464579,0,0.10193486,0.018380259,
4a5d354a-2d37-407e-bcad-4ddf045bbbb5,42,Female,White or Caucasian,White American,282850,2,left,0,1,4,5,2,3,6,1,yes,4,0,filler,80,Low,0,,,,0.991244166,0.008755834,0,,,0.008755834,0,
f1c2af52-57eb-4aa1-bff9-99bd5531e3be,65,Female,White or Caucasian,White American,244677,1,right,1,3,5,6,4,1,2,1,yes,3,1,target,70,High,0,0.759467195,0.073425804,0.167107001,0.583605373,0.135749529,0.280645098,0.167107001,0.073425804,0.280645098,0.135749529,
08c06c7c-3d40-4b78-8144-91c8a8dd566f,47,Male,White or Caucasian,White American,274821,1,right,0,3,4,6,1,2,5,1,no,,1,reject,100,Low,0,,,,0.635737859,0.181645658,0.182616483,,,0.182616483,0.181645658,
34c10053-7d63-4171-8582-72209970600a,24,Male,White or Caucasian,White American,160833,2,left,1,1,4,5,6,2,3,1,yes,1,0,filler,70,Low,0,,,,0.732678866,0.0894007,0.177920434,0,0,0.0894007,0.177920434,
461eecc0-4950-4bcc-9337-90c09b84be68,37,Male,White or Caucasian,White American,195394,1,right,0,6,3,2,1,5,4,1,no,,1,reject,100,Low,0,,,,0.652899592,0.212661113,0.134439295,,,0.134439295,0.212661113,
5dbf9b94-7773-4941-843a-b84e0ea7b447,52,Male,White or Caucasian,White American,217602,2,left,0,1,6,2,4,3,5,1,yes,2,0,filler,90,High,0,,,,0.48436258,0.299414238,0.216223182,,,0.299414238,0.216223182,
eab1aac9-2d7e-46dc-bb3a-de184e538d69,23,Male,White or Caucasian,White American,191436,2,left,0,6,4,5,3,2,1,1,yes,5,0,filler,100,Low,0,,,,0.760233944,0.118146912,0.121619143,,,0.118146912,0.121619143,
e08ab00f-c06c-46cc-aede-bac0e7dfca9d,47,Male,White or Caucasian,White American,215709,1,right,1,6,5,2,1,4,3,1,yes,1,1,target,100,High,0,0.772146926,0.086918091,0.140934983,0.55793614,0.144351645,0.297712215,0.140934983,0.086918091,0.297712215,0.144351645,
09025b9b-de53-4f25-bc72-077aa1a6a0b9,32,Male,White or Caucasian,White American,282148,1,right,1,4,6,3,2,1,5,1,no,,0,reject,80,Low,0,0.599602111,0.072571577,0.327826313,0.706238858,0.122938624,0.170822518,0.327826313,0.072571577,0.170822518,0.122938624,
f55c40ba-9790-45ec-bcda-d55e9d286e0f,39,Male,White or Caucasian,White American,274350,2,left,1,1,5,6,3,4,2,1,yes,3,1,target,100,High,0,0.701273814,0.298726186,,0.706700646,0.282031446,0.011267908,0.298726186,0,0.282031446,0.011267908,
4afe3c4d-8d94-44e6-a218-49257ea14079,38,Female,White or Caucasian,White American,347720,1,right,1,1,5,2,3,6,4,1,yes,5,1,target,50,High,0,0.266426452,0.227808393,0.505765155,0.550522817,0.169001562,0.280475621,0.505765155,0.227808393,0.280475621,0.169001562,
6cf2002b-09a4-4633-bd70-66c1f9a0887d,37,Male,White or Caucasian,White American,194786,1,right,1,3,1,4,2,6,5,1,yes,5,1,target,100,High,0,0.375914655,0.075668467,0.548416878,0.567309272,0.202712558,0.22997817,0.548416878,0.075668467,0.22997817,0.202712558,
af7864d6-36de-4e1e-9e56-07249a95cc11,58,Female,White or Caucasian,White American,170410,1,right,0,5,4,6,1,2,3,1,no,,1,reject,100,Low,0,,,,0.720907347,0.21409857,0.064994082,,,0.064994082,0.21409857,
e08e04f3-35d4-42c0-9b89-3851a33ccac8,18,Male,White or Caucasian,White American,156317,2,left,1,1,2,5,3,6,4,1,yes,2,0,filler,60,Low,0,0.662088905,0.205095772,0.132815323,0.652739718,0.184734268,0.162526014,0.205095772,0.132815323,0.184734268,0.162526014,
5b5f26f3-7f82-48d6-9514-33e14c69cfc8,28,Male,White or Caucasian,White American,167807,2,left,0,1,4,6,2,3,5,1,no,,1,reject,80,Low,0,,,,0.70841046,0.173375703,0.118213838,,,0.173375703,0.118213838,
aede006f-ba73-4e3f-b83e-a196d5fadaee,32,Male,"Hispanic, Latino or Spanish",Hispanic or Latino,283786,1,right,1,1,3,5,6,4,2,1,yes,3,0,filler,60,High,0,0.626525305,0.047409482,0.326065213,0.640059412,0.162830828,0.197109759,0.326065213,0.047409482,0.197109759,0.162830828,
d4215f55-be91-4d2e-87c3-86d096669d9c,65,Female,Native Hawaiian or Other Pacific Islander,Native Hawaiian and Other Pacific Islander,323324,1,right,1,2,1,5,4,3,6,1,no,,0,reject,80,Low,0,0.290987022,0.680319086,0.028693892,0.84606109,0.046092314,0.107846596,0.028693892,0.680319086,0.107846596,0.046092314,
35e35452-b27b-4541-9c2f-d39e5295802e,57,Female,Black or African American,Black African,489361,2,left,1,4,5,3,1,6,2,1,yes,5,1,target,30,High,0,0.586521162,0.366701077,0.046777761,0.440415059,0.48476304,0.074821901,0.366701077,0.046777761,0.48476304,0.074821901,
1f5d226c-71c9-4fc5-a8dc-d654dd96551d,39,Male,White or Caucasian,White American,216197,1,right,0,4,6,3,1,5,2,1,no,,1,reject,70,High,0,,,,0.58762714,0.120805696,0.291567164,,,0.291567164,0.120805696,
db2c6118-c8ab-4410-8b17-8652f387cc8d,26,Female,"Hispanic, Latino or Spanish",Hispanic or Latino,280901,2,left,1,1,2,6,4,3,5,1,yes,2,0,filler,70,High,0,0.481817663,0.413712394,0.104469943,0.680587046,0.190423628,0.128989325,0.413712394,0.104469943,0.190423628,0.128989325,
07265ae2-371b-4425-9666-accc1cffb046,29,Male,Black or African American,Black African,257792,1,right,1,6,3,2,5,4,1,1,yes,1,1,target,100,Low,0,0.705365577,0.110523333,0.18411109,0.777327197,0.066619991,0.156052811,0.18411109,0.110523333,0.156052811,0.066619991,
8c511e9f-bd3e-4d1d-9370-1097040eb72f,24,Female,White or Caucasian,White American,296814,2,left,0,3,6,5,1,4,2,1,yes,2,0,filler,30,High,0,,,,0.759280868,0.204697997,0.036021135,,,0.204697997,0.036021135,
4917aa67-a24f-4ee2-b82e-97393ca6f3e8,51,Male,"East Asian (e.g., Chinese, Japanese, Korean)",Chinese,714426,1,right,1,3,5,1,2,6,4,1,yes,2,0,filler,90,Low,0,0.875822729,0.006143045,0.118034226,0.801208921,0.036599835,0.162191244,0.118034226,0.006143045,0.162191244,0.036599835,
81f28e32-5987-4551-94a8-7109ba857224,41,Male,White or Caucasian,White American,188665,2,left,1,6,3,2,1,5,4,1,no,,0,reject,60,Low,0,0.623839009,0.240970072,0.135190918,0.67461316,0.174263459,0.151123381,0.240970072,0.135190918,0.174263459,0.151123381,
44fec594-9eb6-4527-9047-62bf7f115f1d,26,Male,White or Caucasian,White American,262683,1,right,1,6,2,5,1,3,4,1,yes,3,0,filler,70,High,0,0.600661949,0.211937914,0.187400137,0.408449309,0.232026707,0.359523983,0.187400137,0.211937914,0.359523983,0.232026707,
2e88bada-f018-4a17-b0ce-636270bdcf3f,47,Male,White or Caucasian,White American,194958,2,left,0,2,1,5,3,6,4,1,no,,1,reject,40,High,0,,,,0.624564835,0.373307273,0.002127892,,,0.373307273,0.002127892,
f663f595-1c66-44a0-943d-23f249f31167,27,Female,White or Caucasian,White American,188989,1,right,1,4,6,5,3,1,2,1,yes,2,1,target,90,High,0,0.480992086,0.05334935,0.465658564,0.670164101,0.04795705,0.281878849,0.465658564,0.05334935,0.281878849,0.04795705,
93106ff7-09d2-47bb-a2b9-7675fbc70b01,32,Male,White or Caucasian,White American,249076,1,right,0,1,4,6,5,3,2,1,no,,1,reject,80,High,0,,,,0.51347907,0.208328034,0.278192896,,,0.278192896,0.208328034,
99ebd4e2-fcb2-4140-b54a-f6dbf7919b27,32,Female,White or Caucasian,White American,203383,2,left,1,6,1,4,5,2,3,1,yes,1,1,target,100,High,0,0.697679735,0.302320265,,0.716072491,0.256145966,0.027781542,0.302320265,0,0.256145966,0.027781542,
1690d1ea-db5e-4fa2-900a-dabce9517c3f,34,Male,White or Caucasian,White American,227583,2,left,0,3,6,4,2,5,1,1,yes,4,0,filler,80,High,0,,,,0.662657508,0.281993121,0.055349371,,,0.281993121,0.055349371,
637e2caa-70d6-4a5c-879a-f23f2e3da410,37,Female,White or Caucasian,White American,222864,1,right,1,1,5,4,3,2,6,1,no,,0,reject,30,Low,0,0.592770352,0.348481166,0.058748481,0.76449697,0.109603532,0.125899498,0.058748481,0.348481166,0.125899498,0.109603532,
3ca9cec7-1c5c-4e30-a86b-c04efac55903,30,Male,"East Asian (e.g., Chinese, Japanese, Korean)",Asian other,347853,2,left,1,5,6,1,4,2,3,1,yes,2,1,target,70,Low,0,0.732307178,0.047348168,0.220344655,0.645309929,0.199259565,0.155430506,0.047348168,0.220344655,0.199259565,0.155430506,
72779ab5-5f1b-48e3-847f-59885e5239a5,29,Male,White or Caucasian,Native American or Alaska Native,243916,2,left,0,1,3,6,2,5,4,1,yes,1,0,filler,100,Low,0,,,,0.894181383,0.086924916,0.0188937,,,0.086924916,0.0188937,
9ccd4100-2ec3-4206-ae5d-b08887e80d86,40,Other,White or Caucasian,White American,184290,1,right,1,1,2,4,5,3,6,1,yes,6,1,target,70,Low,0,0.930803571,,0.069196429,0.862241412,0.034161946,0.103596642,0.069196429,0,0.103596642,0.034161946,
22c58662-960f-46c5-a072-614d1c2bfdba,51,Male,White or Caucasian,White American,233913,2,left,1,4,2,5,1,6,3,1,yes,5,1,target,70,Low,0,0.953959484,0.046040516,,0.869533287,0.076569034,0.053897679,0.046040516,0,0.076569034,0.053897679,
745bda1c-c2bb-4a0e-a8fb-2c49196a1b8e,43,Male,White or Caucasian,White American,198744,2,left,0,5,1,2,3,6,4,1,no,,1,reject,80,High,0,,,,0.538545174,0.364454474,0.097000352,,,0.364454474,0.097000352,
2a234eb2-5168-48cd-938a-ff46805d6728,35,Male,White or Caucasian,White American,231032,1,right,1,1,6,4,3,2,5,1,yes,2,1,target,70,High,0,0.587903983,0.17057798,0.241518037,0.617326329,0.079703078,0.302970592,0.241518037,0.17057798,0.302970592,0.079703078,
3d4be6f6-1a00-49a1-b802-4823eada44a4,25,Female,"East Asian (e.g., Chinese, Japanese, Korean)",Asian other,208325,1,right,0,4,1,3,5,6,2,1,no,,1,reject,80,High,0,,,,0.607640577,0.16100757,0.231351853,,,0.231351853,0.16100757,
c9d8775a-fa65-470c-afff-d8ce599a3f28,20,Female,White or Caucasian,White American,198096,2,left,0,5,3,6,2,4,1,1,yes,2,0,filler,20,High,0,,,,0.770445785,0.208403781,0.021150434,,,0.208403781,0.021150434,
6e77dbb0-5476-4621-b0f4-e076410cbfcd,37,Female,White or Caucasian,White American,193802,1,right,1,5,4,6,2,1,3,1,yes,3,1,target,70,Low,0,0.753144654,0.168463612,0.078391734,0.712416103,0.139166236,0.148417661,0.078391734,0.168463612,0.148417661,0.139166236,
596841fb-f9ea-4fb1-99b7-a3cb659b9509,34,Female,White or Caucasian,White American,209855,2,left,0,4,6,1,5,3,2,1,yes,6,0,filler,50,High,0,,,,0.63745405,0.28556797,0.076977981,,,0.28556797,0.076977981,
09fe3cd7-92ad-4a79-ab8d-59386bd42963,42,Male,White or Caucasian,White American,195054,1,right,1,1,5,4,3,6,2,1,yes,5,1,target,90,High,0,0.371830986,0.346791862,0.281377152,0.454912616,0.272122878,0.272964506,0.281377152,0.346791862,0.272964506,0.272122878,
ccf3464e-d503-4504-a24a-ff2bf84fc93c,23,Male,Black or African American,Black Caribbean,146428,2,left,0,1,6,3,5,2,4,1,yes,5,0,filler,100,Low,0,,,,0.938535524,0.061464476,0,,,0.061464476,0,
5109ed9a-731f-4780-8b51-0198ca63023f,40,Male,White or Caucasian,White American,187280,1,right,1,4,3,2,1,5,6,1,yes,6,1,target,70,High,0,0.620857047,0.035989287,0.343153666,0.693098805,0.08641356,0.220487635,0.343153666,0.035989287,0.220487635,0.08641356,
23bd3a8d-5020-4c4f-9b87-e81dc6f60f52,24,Female,White or Caucasian,White American,207853,1,right,0,5,2,6,4,1,3,1,yes,1,0,filler,60,Low,0,,,,0.654344777,0.206187539,0.139467685,,,0.139467685,0.206187539,
915d9c88-f0a4-48e8-8697-dd6a4dbbff78,22,Female,White or Caucasian,White American,198515,2,left,1,6,3,4,2,1,5,1,yes,1,1,target,90,Low,0,0.781414658,0.103943797,0.114641546,0.872954586,0.055837461,0.071207953,0.103943797,0.114641546,0.055837461,0.071207953,
5ac28750-0f0c-40f4-8192-a08be5c34d5e,40,Female,White or Caucasian,White American,464676,1,right,0,6,2,4,5,3,1,1,no,,1,reject,80,High,0,,,,0.611669752,0.157613895,0.230716352,,,0.230716352,0.157613895,
4a768d61-5328-462a-8dd8-f8c80df8eb3f,31,Female,White or Caucasian,White American,228747,2,left,0,2,6,5,3,4,1,1,no,,1,reject,80,Low,0,,,,0.547074407,0.158427951,0.294497642,,,0.158427951,0.294497642,
c87d46b4-33fc-4714-8448-918c78ea86d6,20,Female,Native Hawaiian or Other Pacific Islander,Native Hawaiian and Other Pacific Islander,166743,1,right,1,4,3,5,6,2,1,1,yes,3,0,filler,90,Low,0,0.967354911,0.032645089,,0.978037346,0.021962654,0,0,0.032645089,0,0.021962654,
6abe0370-34a1-4456-b2bd-e431087c3a8a,48,Female,White or Caucasian,White American,202656,2,left,0,4,6,3,1,2,5,1,no,,1,reject,90,Low,0,,,,0.860249996,0.123183602,0.016566403,,,0.123183602,0.016566403,
07e38746-bca0-44f5-b21f-0939f9612e95,33,Male,White or Caucasian,White American,167223,1,right,1,6,4,1,5,3,2,1,yes,1,1,target,100,Low,0,0.712271227,0.150615062,0.137113711,0.658440241,0.305249456,0.036310303,0.137113711,0.150615062,0.036310303,0.305249456,
45c73fca-6a07-4c5a-b047-f55d8092bb0c,44,Male,White or Caucasian,White American,278617,1,right,1,5,4,1,6,3,2,1,yes,3,0,filler,50,High,0,0.357366953,,0.642633047,0.552519614,0.110881745,0.336598641,0.642633047,0,0.336598641,0.110881745,
eed7f296-4b3d-4d97-8ae3-fd0153d19e34,33,Male,White or Caucasian,White American,169295,2,left,1,5,3,6,4,2,1,1,yes,3,1,target,100,Low,0,0.895969856,0.104030144,,0.827897599,0.138307552,0.033794849,0.104030144,0,0.138307552,0.033794849,
f45e7141-f32a-47d1-b8e8-73e0cd33f1c7,32,Male,White or Caucasian,White American,224992,2,left,0,3,2,4,1,5,6,1,yes,2,0,filler,60,Low,0,,,,0.501397325,0.194864545,0.303738129,,,0.194864545,0.303738129,
8845e2f6-011c-4259-a5d4-4aed3e647902,57,Male,White or Caucasian,White American,199901,1,right,1,4,6,3,5,2,1,1,yes,2,1,target,90,High,0,0.262970926,0.087407684,0.649621389,0.453406408,0.253444209,0.293149383,0.649621389,0.087407684,0.293149383,0.253444209,
f7077b7b-ea74-44e8-b1d9-a0a378fe9fbc,38,Female,Black or African American,Black African,309594,1,right,0,6,4,2,1,3,5,1,no,,1,reject,100,High,0,,,,0.239822155,0.103354141,0.656823704,,,0.656823704,0.103354141,
2439796d-0877-41a9-ae09-7f5eb15e0893,32,Female,White or Caucasian,White American,249394,2,left,1,3,6,5,1,4,2,1,no,,0,reject,100,Low,0,0.96240237,0.03759763,,0.756824578,0.243175422,0,0.03759763,0,0.243175422,0,
b895a246-e10e-46dc-a2a9-3505f5076f6d,26,Male,"East Asian (e.g., Chinese, Japanese, Korean)",Chinese,159235,2,left,0,2,5,6,4,1,3,1,yes,1,0,filler,100,Low,0,,,,0.699164238,0.182000055,0.118835707,,,0.182000055,0.118835707,
a659fabf-dbfd-41e2-9fcf-36d4355ec43c,34,Female,White or Caucasian,White American,159498,1,right,0,5,6,2,4,3,1,1,no,,1,reject,90,Low,0,,,,0.80385086,0.05235511,0.14379403,,,0.14379403,0.05235511,
32ad179e-5562-465a-9ce2-b543331b7bbf,43,Male,Black or African American,Black other,273229,2,left,0,5,6,1,4,3,2,1,no,,1,reject,80,High,0,,,,0.555769073,0.2612225,0.183008427,,,0.2612225,0.183008427,
b6c5e4e2-29a7-43e7-a558-716c977eae94,34,Female,White or Caucasian,White American,226789,2,left,0,3,1,4,2,5,6,1,no,,1,reject,90,High,0,,,,0.574051625,0.354539028,0.071409347,,,0.354539028,0.071409347,
16f4edc7-44b6-49f0-9e8a-5fd1f2d6f1d5,31,Male,"Hispanic, Latino or Spanish",White American,199446,1,right,1,5,2,6,4,1,3,1,yes,3,1,target,90,High,0,0.605675561,,0.394324439,0.570318007,0.057077634,0.372604359,0.394324439,0,0.372604359,0.057077634,
4dc07fbc-cdcc-4034-8b08-0d06952658cf,25,Female,"East Asian (e.g., Chinese, Japanese, Korean)",Chinese,168696,2,left,1,5,4,2,1,3,6,1,yes,6,1,target,70,High,0,0.969315741,0.030684259,,0.642113052,0.301824813,0.056062135,0.030684259,0,0.301824813,0.056062135,
cc32a4ae-b895-420d-bf66-89ac538776c4,37,Female,White or Caucasian,White American,207468,1,right,1,6,5,4,2,1,3,1,yes,1,1,target,100,Low,0,0.745778612,0.097560976,0.156660413,0.633764309,0.24500969,0.121226001,0.156660413,0.097560976,0.121226001,0.24500969,
3d9dc376-f9f9-431e-ac31-42364dae8713,48,Male,White or Caucasian,White American,320019,1,right,1,3,6,4,5,2,1,1,yes,2,1,target,100,High,0,0.482196155,0.130769765,0.387034081,0.564454019,0.23191603,0.203629952,0.387034081,0.130769765,0.203629952,0.23191603,
a828f3a6-bdc6-47c5-92b5-056e634d1df9,45,Male,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",Asian Nepalese,288470,2,left,1,5,1,4,2,3,6,1,yes,6,1,target,60,High,0,0.406857652,0.537083766,0.056058582,0.785448491,0.047127277,0.167424231,0.537083766,0.056058582,0.047127277,0.167424231,
7aa9a68d-884b-4e4f-81a3-37c1d6399b94,42,Prefer not to say,White or Caucasian,White American,189250,2,left,0,1,5,2,3,6,4,1,no,,1,reject,100,High,0,,,,0.771083141,0.214478273,0.014438585,,,0.214478273,0.014438585,
872b4455-bdb3-4da9-b8df-9452b158dd22,44,Female,White or Caucasian,White American,244252,1,right,1,3,1,4,2,6,5,1,no,,0,reject,90,High,0,0.526471148,0.128642163,0.344886688,0.561116066,0.213281261,0.225602673,0.344886688,0.128642163,0.225602673,0.213281261,
b0ffd3f9-afb6-481b-9973-9b4264adcbae,30,Male,White or Caucasian,White American,219750,1,right,1,4,3,5,6,1,2,1,no,,0,reject,90,High,0,0.312775902,0.063879512,0.623344586,0.582567684,0.117083148,0.300349167,0.623344586,0.063879512,0.300349167,0.117083148,
fb1a317b-d912-410c-9ea8-d92c18804b9b,29,Male,Black or African American,Black African,157512,2,left,1,2,6,5,1,4,3,1,yes,2,1,target,90,Low,0,0.783553473,0.19876438,0.017682147,0.763945881,0.119330257,0.116723862,0.19876438,0.017682147,0.119330257,0.116723862,
eef180c6-aa47-4587-9cf2-255903d79384,27,Female,White or Caucasian,White American,179414,1,right,0,5,1,3,2,4,6,1,no,,1,reject,60,Low,0,,,,0.75619997,0.117190392,0.126609638,,,0.126609638,0.117190392,
