subject_ID	trial_num	left	right	chose	left0right1
26	10	3	1	1	1
26	11	1	5	1	0
26	12	5	4	4	1
26	13	2	6	2	0
26	14	3	4	4	1
26	15	6	3	3	1
26	16	2	4	2	0
26	17	1	2	1	0
26	18	6	5	6	0
26	19	5	4	4	1
26	20	3	1	1	1
26	21	4	6	4	0
26	22	2	3	2	0
26	23	3	4	4	1
26	24	6	3	3	1
26	25	3	5	3	0
26	26	5	1	1	1
26	27	2	5	5	1
26	28	1	4	4	1
26	29	2	6	2	0
26	30	6	1	1	1
26	31	1	3	1	0
26	32	3	4	4	1
26	33	5	1	1	1
26	34	1	6	1	0
26	35	6	5	5	1
26	36	1	4	4	1
26	37	2	5	2	0
26	38	6	3	3	1
26	39	3	5	3	0
26	40	2	4	4	1
26	41	1	2	1	0
26	42	5	4	4	1
26	43	4	6	4	0
26	44	2	3	3	1
26	45	6	2	2	1
27	1	3	4	4	1
27	2	2	6	2	0
27	3	6	5	5	1
27	4	2	3	2	0
27	5	4	5	5	1
27	6	1	3	3	1
27	7	2	1	2	0
27	8	3	5	5	1
27	9	4	6	4	0
27	10	1	4	4	1
27	11	2	5	2	0
27	12	4	2	4	0
27	13	1	5	5	1
27	14	6	1	6	0
27	15	3	6	3	0
27	16	2	5	2	0
27	17	6	2	2	1
27	18	4	6	4	0
27	19	6	3	3	1
27	20	3	1	3	0
27	21	4	3	3	1
27	22	1	4	1	0
27	23	4	2	2	1
27	24	1	5	5	1
27	25	2	1	1	1
27	26	4	5	5	1
27	27	5	3	5	0
27	28	6	1	6	0
27	29	5	6	5	0
27	30	2	3	3	1
27	31	3	1	1	1
27	32	1	4	1	0
27	33	5	3	3	1
27	34	2	1	1	1
27	35	3	2	3	0
27	36	4	6	6	1
27	37	6	1	1	1
27	38	2	6	6	1
27	39	6	5	5	1
27	40	5	2	5	0
27	41	1	5	5	1
27	42	5	4	5	0
27	43	6	3	3	1
27	44	4	2	4	0
27	45	3	4	3	0
30	1	4	5	5	1
30	2	6	4	6	0
30	3	1	5	5	1
30	4	5	6	6	1
30	5	3	5	5	1
30	6	4	3	3	1
30	7	3	2	3	0
30	8	2	5	5	1
30	9	1	6	6	1
30	10	4	1	1	1
30	11	2	6	6	1
30	12	1	3	1	0
30	13	2	1	1	1
30	14	3	6	6	1
30	15	2	4	2	0
30	16	3	6	6	1
30	17	1	5	5	1
30	18	5	6	6	1
30	19	6	4	6	0
30	20	4	3	3	1
30	21	2	1	1	1
30	22	1	6	6	1
30	23	2	4	2	0
30	24	3	5	5	1
30	25	2	3	3	1
30	26	6	2	6	0
30	27	2	5	5	1
30	28	4	1	1	1
30	29	1	3	1	0
30	30	4	5	5	1
30	31	2	4	2	0
30	32	1	3	1	0
30	33	6	2	6	0
30	34	5	6	5	0
30	35	1	5	5	1
30	36	2	1	1	1
30	37	4	5	5	1
30	38	3	4	3	0
30	39	4	1	1	1
30	40	3	5	5	1
30	41	5	2	5	0
30	42	2	3	3	1
30	43	3	6	6	1
30	44	6	1	6	0
30	45	4	6	6	1
31	1	3	6	3	0
31	2	4	5	4	0
31	3	2	3	2	0
31	4	1	4	4	1
31	5	5	1	5	0
31	6	1	3	1	0
31	7	4	6	4	0
31	8	6	1	1	1
31	9	1	2	2	1
31	10	2	5	2	0
31	11	5	6	5	0
31	12	2	4	4	1
31	13	3	5	5	1
31	14	2	6	2	0
31	15	3	4	4	1
31	16	6	3	3	1
31	17	2	5	2	0
31	18	4	6	4	0
31	19	5	4	4	1
31	20	6	5	5	1
31	21	2	4	4	1
31	22	1	3	1	0
31	23	3	5	5	1
31	24	2	3	2	0
31	25	6	2	2	1
31	26	2	1	2	0
31	27	1	5	5	1
31	28	3	4	4	1
31	29	4	1	4	0
31	30	1	6	1	0
31	31	6	4	4	1
31	32	2	6	2	0
31	33	6	5	5	1
31	34	5	3	5	0
31	35	2	1	2	0
31	36	1	4	4	1
31	37	6	1	1	1
31	38	1	3	1	0
31	39	2	4	4	1
31	40	6	3	3	1
31	41	3	4	4	1
31	42	4	5	4	0
31	43	5	1	5	0
31	44	2	3	2	0
31	45	5	2	2	1
32	1	1	3	1	0
32	2	2	1	1	1
32	3	4	5	5	1
32	4	5	2	5	0
32	5	3	4	3	0
32	6	1	5	1	0
32	7	6	1	6	0
32	8	5	6	6	1
32	9	1	4	4	1
32	10	4	6	6	1
32	11	2	3	3	1
32	12	6	2	6	0
32	13	2	4	4	1
32	14	3	6	3	0
32	15	5	3	5	0
32	16	6	1	1	1
32	17	1	4	1	0
32	18	5	1	1	1
32	19	2	5	5	1
32	20	4	6	6	1
32	21	2	1	1	1
32	22	3	6	6	1
32	23	4	3	4	0
32	24	6	2	6	0
32	25	2	4	4	1
32	26	5	3	3	1
32	27	4	5	4	0
32	28	1	3	1	0
32	29	3	2	3	0
32	30	5	6	6	1
32	31	1	5	1	0
32	32	3	1	1	1
32	33	1	4	1	0
32	34	4	6	6	1
32	35	5	4	4	1
32	36	2	1	1	1
32	37	4	2	4	0
32	38	6	1	1	1
32	39	3	2	3	0
32	40	2	6	6	1
32	41	6	5	6	0
32	42	5	2	5	0
32	43	4	3	3	1
32	44	3	5	5	1
32	45	6	3	6	0
33	1	2	5	2	0
33	2	1	3	1	0
33	3	2	6	6	1
33	4	6	4	6	0
33	5	4	3	4	0
33	6	1	6	6	1
33	7	6	5	6	0
33	8	2	4	4	1
33	9	3	5	5	1
33	10	1	2	1	0
33	11	4	5	5	1
33	12	3	6	6	1
33	13	1	4	1	0
33	14	2	3	2	0
33	15	1	5	1	0
33	16	2	6	6	1
33	17	1	2	1	0
33	18	3	1	1	1
33	19	1	4	1	0
33	20	2	5	2	0
33	21	3	2	3	0
33	22	2	4	4	1
33	23	1	6	6	1
33	24	3	5	5	1
33	25	6	4	6	0
33	26	1	5	1	0
33	27	5	4	4	1
33	28	6	5	6	0
33	29	4	3	4	0
33	30	3	6	6	1
33	31	1	4	1	0
33	32	4	3	4	0
33	33	2	5	2	0
33	34	5	3	5	0
33	35	2	4	4	1
33	36	4	5	4	0
33	37	1	6	1	0
33	38	6	5	6	0
33	39	2	6	6	1
33	40	6	4	6	0
33	41	1	5	1	0
33	42	2	1	1	1
33	43	3	6	6	1
33	44	1	3	1	0
33	45	3	2	3	0
34	1	1	3	1	0
34	2	2	4	4	1
34	3	3	2	3	0
34	4	5	3	5	0
34	5	4	6	4	0
34	6	1	2	1	0
34	7	4	5	4	0
34	8	1	4	4	1
34	9	4	3	4	0
34	10	1	6	1	0
34	11	6	5	5	1
34	12	5	1	1	1
34	13	2	5	5	1
34	14	3	6	6	1
34	15	6	2	6	0
34	16	2	1	1	1
34	17	1	3	1	0
34	18	4	5	4	0
34	19	6	2	6	0
34	20	5	6	5	0
34	21	6	3	3	1
34	22	1	6	1	0
34	23	5	3	3	1
34	24	1	5	1	0
34	25	4	1	4	0
34	26	3	4	4	1
34	27	4	2	4	0
34	28	2	3	3	1
34	29	4	6	4	0
34	30	2	5	5	1
34	31	3	4	4	1
34	32	5	3	3	1
34	33	3	6	3	0
34	34	4	1	4	0
34	35	1	5	1	0
34	36	2	3	3	1
34	37	1	6	1	0
34	38	2	1	1	1
34	39	5	6	5	0
34	40	6	2	6	0
34	41	1	3	1	0
34	42	4	5	4	0
34	43	5	2	5	0
34	44	2	4	4	1
34	45	4	6	4	0
35	1	4	6	4	0
35	2	1	4	4	1
35	3	2	5	2	0
35	4	5	3	5	0
35	5	1	2	2	1
35	6	3	1	1	1
35	7	6	3	6	0
35	8	2	4	4	1
35	9	4	5	4	0
35	10	2	3	2	0
35	11	6	2	2	1
35	12	5	6	5	0
35	13	6	1	1	1
35	14	1	5	5	1
35	15	3	4	4	1
35	16	6	1	1	1
35	17	2	4	2	0
35	18	6	3	3	1
35	19	3	4	4	1
35	20	2	3	2	0
35	21	1	4	4	1
35	22	2	1	2	0
35	23	4	5	4	0
35	24	5	6	5	0
35	25	1	5	5	1
35	26	5	3	5	0
35	27	2	5	2	0
35	28	4	6	4	0
35	29	6	2	2	1
35	30	3	1	1	1
35	31	5	3	5	0
35	32	3	4	4	1
35	33	6	3	3	1
35	34	3	1	1	1
35	35	4	5	4	0
35	36	2	1	2	0
35	37	1	6	1	0
35	38	5	1	5	0
35	39	2	5	2	0
35	40	6	2	2	1
35	41	1	4	4	1
35	42	2	3	2	0
35	43	4	6	4	0
35	44	2	4	4	1
35	45	5	6	5	0
36	1	3	6	6	1
36	2	2	5	2	0
36	3	5	6	6	1
36	4	6	4	6	0
36	5	3	5	5	1
36	6	1	4	1	0
36	7	3	1	1	1
36	8	4	3	3	1
36	9	2	6	6	1
36	10	3	2	3	0
36	11	2	4	4	1
36	12	1	6	6	1
36	13	5	1	1	1
36	14	4	5	4	0
36	15	1	2	1	0
36	16	2	6	6	1
36	17	6	3	6	0
36	18	1	6	1	0
36	19	6	4	6	0
36	20	4	1	1	1
36	21	5	4	4	1
36	22	4	2	4	0
36	23	5	6	6	1
36	24	1	2	1	0
36	25	2	5	5	1
36	26	5	1	1	1
36	27	3	5	3	0
36	28	4	3	3	1
36	29	3	1	1	1
36	30	2	3	3	1
36	31	1	6	1	0
36	32	6	2	6	0
36	33	4	1	1	1
36	34	1	5	1	0
36	35	6	4	6	0
36	36	1	2	1	0
36	37	3	1	1	1
36	38	5	4	5	0
36	39	6	3	6	0
36	40	4	2	4	0
36	41	5	6	6	1
36	42	3	5	3	0
36	43	4	3	3	1
36	44	3	2	3	0
36	45	2	5	5	1
38	1	1	4	1	0
38	2	4	2	4	0
38	3	6	4	4	1
38	4	5	6	6	1
38	5	4	5	4	0
38	7	2	1	2	0
38	8	1	6	6	1
38	9	2	3	3	1
38	10	3	6	6	1
38	11	5	3	3	1
38	12	2	5	2	0
38	13	5	1	1	1
38	14	2	6	6	1
38	15	3	4	4	1
38	16	2	6	6	1
38	17	1	3	1	0
38	18	5	6	6	1
38	19	2	1	1	1
38	20	1	6	6	1
38	21	5	1	1	1
38	22	2	3	3	1
38	23	4	5	4	0
38	24	6	4	6	0
38	25	4	2	4	0
38	26	5	3	3	1
38	27	2	5	5	1
38	28	3	4	3	0
38	29	6	3	6	0
38	30	1	4	1	0
38	31	5	6	6	1
38	32	6	1	6	0
38	33	1	2	1	0
38	34	3	4	3	0
38	35	4	1	1	1
38	36	5	3	3	1
38	37	3	6	6	1
38	38	4	2	4	0
38	39	1	3	1	0
38	40	2	5	2	0
38	41	5	4	4	1
38	42	4	6	6	1
38	43	5	1	1	1
38	44	2	3	3	1
38	45	6	2	6	0
39	1	1	4	1	0
39	2	3	6	6	1
39	3	2	3	2	0
39	4	1	2	1	0
39	5	2	4	2	0
39	6	1	6	1	0
39	7	3	1	1	1
39	8	4	3	3	1
39	9	1	5	1	0
39	10	5	6	6	1
39	11	6	2	2	1
39	12	4	6	6	1
39	13	5	4	4	1
39	14	2	5	5	1
39	15	3	5	3	0
39	16	3	5	3	0
39	17	6	2	2	1
39	18	2	4	2	0
39	19	4	6	6	1
39	20	1	5	1	0
39	21	2	1	1	1
39	22	5	4	5	0
39	23	1	6	1	0
39	24	2	5	5	1
39	25	1	4	1	0
39	26	5	6	6	1
39	27	4	3	3	1
39	28	3	1	3	0
39	29	2	3	3	1
39	30	3	6	3	0
39	31	2	5	2	0
39	32	3	2	3	0
39	33	5	4	5	0
39	34	3	6	3	0
39	35	1	3	1	0
39	36	6	1	1	1
39	37	2	4	2	0
39	38	1	5	1	0
39	39	2	1	1	1
39	40	6	2	2	1
39	41	3	5	3	0
39	42	4	3	3	1
39	43	6	4	6	0
39	44	5	6	5	0
39	45	1	4	1	0
40	1	2	4	4	1
40	2	5	2	2	1
40	3	1	3	1	0
40	4	5	6	5	0
40	5	6	1	1	1
40	6	1	5	1	0
40	7	5	3	5	0
40	8	1	2	1	0
40	9	3	4	4	1
40	10	2	6	6	1
40	11	4	5	4	0
40	12	3	6	6	1
40	13	2	3	3	1
40	14	4	6	4	0
40	15	1	4	1	0
40	16	5	1	1	1
40	17	2	6	6	1
40	18	3	4	3	0
40	19	2	3	3	1
40	20	1	4	1	0
40	21	3	6	3	0
40	22	5	3	5	0
40	23	3	1	1	1
40	24	2	4	4	1
40	25	1	2	1	0
40	26	5	6	5	0
40	27	2	5	5	1
40	28	6	1	1	1
40	29	4	6	4	0
40	30	5	4	4	1
40	31	1	2	1	0
40	32	3	1	3	0
40	33	1	4	1	0
40	34	2	6	6	1
40	35	3	4	3	0
40	36	4	2	4	0
40	37	3	6	3	0
40	38	6	5	5	1
40	39	5	3	3	1
40	40	4	5	5	1
40	41	2	3	3	1
40	42	5	2	5	0
40	43	4	6	6	1
40	44	5	1	1	1
40	45	1	6	1	0
41	1	2	3	3	1
41	2	4	6	6	1
41	3	5	4	5	0
41	4	1	3	1	0
41	5	2	4	4	1
41	6	3	6	3	0
41	7	2	5	5	1
41	8	3	4	3	0
41	9	2	6	6	1
41	10	1	4	1	0
41	11	2	1	1	1
41	12	5	6	6	1
41	13	3	5	3	0
41	14	1	6	1	0
41	15	5	1	1	1
41	16	4	5	5	1
41	17	2	6	6	1
41	18	6	5	6	0
41	19	2	4	4	1
41	20	1	2	1	0
41	21	5	1	1	1
41	22	3	5	3	0
41	23	4	3	3	1
41	24	3	1	1	1
41	25	4	6	6	1
41	26	2	3	3	1
41	27	3	6	6	1
41	28	1	4	1	0
41	29	6	1	1	1
41	30	2	5	5	1
41	31	5	3	3	1
41	32	1	2	1	0
41	33	4	5	4	0
41	35	4	1	1	1
41	36	2	3	3	1
41	37	6	2	6	0
41	38	5	1	1	1
41	39	4	3	3	1
41	40	2	4	4	1
41	41	5	2	5	0
41	42	3	1	1	1
41	43	6	5	6	0
41	44	3	6	3	0
41	45	6	1	1	1
42	1	1	6	6	1
42	2	3	4	4	1
42	3	4	6	6	1
42	4	6	5	6	0
42	5	5	1	1	1
42	6	3	5	5	1
42	7	1	4	1	0
42	8	4	2	4	0
42	9	2	5	2	0
42	10	1	2	2	1
42	11	2	6	6	1
42	12	3	2	3	0
42	13	4	5	4	0
42	14	1	3	1	0
42	15	3	6	6	1
42	16	1	3	1	0
42	17	2	1	1	1
42	18	3	5	5	1
42	19	4	2	4	0
42	20	2	6	6	1
42	21	3	4	4	1
42	22	6	3	6	0
42	23	4	5	5	1
42	24	6	4	6	0
42	25	5	6	6	1
42	26	1	4	1	0
42	27	3	2	3	0
42	28	2	5	5	1
42	29	5	1	1	1
42	30	1	6	6	1
42	31	6	2	6	0
42	32	4	6	6	1
42	33	2	4	2	0
42	34	5	2	2	1
42	35	1	3	1	0
42	36	4	1	1	1
42	37	5	4	5	0
42	38	2	1	1	1
42	39	3	2	2	1
42	40	6	3	6	0
42	41	5	6	6	1
42	42	6	1	6	0
42	43	3	5	5	1
42	44	5	1	1	1
42	45	3	4	4	1
43	1	1	6	1	0
43	2	3	5	3	0
43	3	5	4	4	1
43	4	1	3	1	0
43	5	4	1	1	1
43	6	3	6	3	0
43	7	1	5	1	0
43	8	2	6	2	0
43	9	4	2	2	1
43	10	3	4	3	0
43	11	2	3	3	1
43	12	4	6	4	0
43	13	6	5	6	0
43	14	5	2	5	0
43	15	2	1	1	1
43	16	1	4	1	0
43	17	5	2	5	0
43	18	2	4	4	1
43	19	1	2	1	0
43	20	3	5	3	0
43	22	6	4	6	0
43	23	5	6	5	0
43	24	6	2	6	0
43	25	1	5	1	0
43	26	3	6	3	0
43	27	2	3	3	1
43	28	3	1	1	1
43	29	5	4	5	0
43	30	1	6	1	0
43	31	3	1	1	1
43	32	6	4	6	0
43	33	1	2	1	0
43	34	2	6	6	1
43	35	1	4	1	0
43	36	5	1	1	1
43	37	2	5	5	1
43	38	1	6	1	0
43	39	6	5	6	0
43	40	3	6	3	0
43	41	5	4	5	0
43	42	3	5	3	0
43	43	4	3	3	1
43	44	2	4	2	0
43	45	3	2	3	0
44	1	5	6	5	0
44	2	1	4	1	0
44	5	1	6	1	0
44	6	3	1	1	1
44	7	1	2	1	0
44	8	2	6	6	1
44	9	4	5	5	1
44	10	2	4	4	1
44	11	4	6	6	1
44	12	3	4	3	0
44	13	1	5	1	0
44	14	5	2	5	0
44	15	3	6	6	1
44	16	5	3	3	1
44	17	1	4	1	0
44	18	5	6	6	1
44	19	6	2	6	0
44	20	3	4	3	0
44	21	1	6	1	0
44	22	2	4	4	1
44	23	5	2	5	0
44	24	1	5	1	0
44	25	2	3	2	0
44	26	4	5	5	1
44	27	3	1	3	0
44	28	1	2	1	0
44	29	3	6	3	0
44	30	6	4	4	1
44	31	5	2	5	0
44	32	2	4	4	1
44	33	1	6	1	0
44	34	6	4	6	0
44	35	4	5	4	0
44	36	5	1	1	1
44	37	1	4	1	0
44	38	3	6	3	0
44	39	4	3	3	1
44	40	3	5	3	0
44	41	2	3	3	1
44	42	6	2	6	0
44	43	3	1	3	0
44	44	5	6	6	1
44	45	1	2	1	0
45	1	2	3	3	1
45	2	1	4	1	0
45	3	3	5	3	0
45	4	2	4	4	1
45	5	4	6	6	1
45	6	2	5	5	1
45	7	1	6	1	0
45	8	6	5	5	1
45	9	1	2	1	0
45	10	3	1	3	0
45	11	1	5	1	0
45	12	5	4	5	0
45	13	2	6	6	1
45	14	3	4	3	0
45	15	6	3	3	1
45	16	2	4	2	0
45	17	1	2	1	0
45	18	6	5	5	1
45	19	5	4	5	0
45	20	3	1	3	0
45	21	4	6	6	1
45	23	3	4	3	0
45	24	6	3	3	1
45	25	3	5	3	0
45	26	5	1	1	1
45	27	2	5	5	1
45	28	1	4	1	0
45	29	2	6	6	1
45	30	6	1	1	1
45	31	1	3	3	1
45	32	3	4	3	0
45	33	5	1	1	1
45	34	1	6	1	0
45	35	6	5	5	1
45	36	1	4	1	0
45	37	2	5	5	1
45	38	6	3	3	1
45	39	3	5	3	0
45	40	2	4	4	1
45	41	1	2	1	0
45	42	5	4	5	0
45	43	4	6	6	1
45	44	2	3	3	1
46	1	3	4	4	1
46	2	2	6	6	1
46	3	6	5	6	0
46	4	2	3	2	0
46	5	4	5	4	0
46	6	1	3	1	0
46	7	2	1	1	1
46	8	3	5	3	0
46	9	4	6	6	1
46	10	1	4	4	1
46	11	2	5	2	0
46	12	4	2	4	0
46	13	1	5	1	0
46	14	6	1	6	0
46	15	3	6	6	1
46	16	2	5	2	0
46	17	6	2	6	0
46	18	4	6	4	0
46	19	6	3	6	0
46	20	3	1	1	1
46	21	4	3	4	0
46	22	1	4	4	1
46	23	4	2	4	0
46	24	1	5	1	0
46	25	2	1	1	1
46	26	4	5	4	0
46	27	5	3	3	1
46	28	6	1	6	0
46	29	5	6	6	1
46	30	2	3	2	0
46	31	3	1	1	1
46	32	1	4	1	0
46	33	5	3	3	1
46	34	2	1	1	1
46	35	3	2	2	1
46	36	4	6	6	1
46	37	6	1	6	0
46	38	2	6	6	1
46	39	6	5	6	0
46	40	5	2	2	1
46	41	1	5	1	0
46	42	5	4	4	1
46	43	6	3	6	0
46	44	4	2	4	0
46	45	3	4	4	1
47	1	2	6	6	1
47	2	1	3	1	0
47	3	2	1	1	1
47	4	3	2	3	0
47	5	5	3	3	1
47	6	6	5	6	0
47	7	5	4	5	0
47	8	4	3	3	1
47	9	2	5	5	1
47	10	4	6	6	1
47	11	1	4	1	0
47	12	4	2	4	0
47	13	1	5	1	0
47	14	3	6	6	1
47	15	6	1	1	1
47	16	4	6	6	1
47	17	2	4	4	1
47	18	4	3	3	1
47	19	2	5	5	1
47	20	1	3	1	0
47	21	6	5	6	0
47	22	3	2	3	0
47	24	2	1	1	1
47	25	1	4	1	0
47	26	5	1	1	1
47	27	1	6	1	0
47	28	5	3	3	1
47	29	2	6	6	1
47	30	5	4	5	0
47	31	4	1	1	1
47	32	2	4	4	1
47	33	1	2	1	0
47	34	6	5	6	0
47	35	5	4	5	0
47	36	2	6	6	1
47	37	6	4	6	0
47	38	2	5	5	1
47	39	5	3	5	0
47	40	1	5	1	0
47	41	4	3	3	1
47	42	1	6	1	0
47	43	3	2	3	0
47	44	6	3	6	0
47	45	3	1	1	1
48	1	3	5	3	0
48	2	5	4	5	0
48	3	1	2	1	0
48	4	6	1	1	1
48	5	4	6	6	1
48	6	6	3	6	0
48	7	5	6	6	1
48	8	2	5	2	0
48	9	3	4	3	0
48	10	2	6	6	1
48	11	1	5	1	0
48	12	4	1	1	1
48	13	2	4	2	0
48	14	3	2	3	0
48	15	3	1	1	1
48	16	3	1	1	1
48	17	5	6	6	1
48	18	3	4	3	0
48	19	4	5	5	1
48	20	2	4	2	0
48	21	6	2	6	0
48	22	3	6	6	1
48	23	6	4	6	0
48	24	1	2	1	0
48	25	2	3	3	1
48	26	6	1	1	1
48	27	3	5	3	0
48	28	5	2	2	1
48	29	4	1	1	1
48	30	1	5	1	0
48	31	6	2	6	0
48	32	3	4	3	0
48	33	6	1	1	1
48	34	1	2	1	0
48	35	3	5	3	0
48	36	2	3	3	1
48	37	4	2	2	1
48	38	5	6	6	1
48	39	1	5	1	0
48	40	6	4	6	0
48	41	3	6	3	0
48	42	4	5	5	1
48	43	5	2	2	1
48	44	3	1	3	0
48	45	1	4	1	0
49	1	3	4	4	1
49	2	2	3	2	0
49	3	1	5	1	0
49	4	3	1	1	1
49	5	2	4	2	0
49	6	4	6	4	0
49	7	6	5	5	1
49	8	5	4	5	0
49	9	1	2	2	1
49	10	2	5	5	1
49	11	1	6	1	0
49	12	4	1	1	1
49	13	3	6	3	0
49	14	6	2	2	1
49	15	3	5	5	1
49	16	1	2	1	0
49	17	3	4	3	0
49	18	4	2	4	0
49	19	3	1	3	0
49	20	1	4	1	0
49	21	6	2	2	1
49	22	5	4	5	0
49	23	6	5	5	1
49	24	4	6	6	1
49	25	2	3	3	1
49	26	1	6	1	0
49	27	2	5	2	0
49	28	5	1	5	0
49	29	3	6	3	0
49	30	5	3	5	0
49	31	2	5	2	0
49	32	4	6	6	1
49	33	2	3	2	0
49	34	1	2	2	1
49	35	2	4	2	0
49	36	6	2	2	1
49	37	5	1	1	1
49	38	1	3	1	0
49	39	3	5	3	0
49	40	5	4	5	0
49	41	4	3	3	1
49	42	1	4	1	0
49	43	6	1	1	1
49	44	5	6	5	0
49	45	6	3	3	1
50	1	2	4	4	1
50	2	1	5	1	0
50	3	3	6	6	1
50	4	6	1	6	0
50	5	1	2	1	0
50	6	3	1	1	1
50	8	3	4	4	1
50	9	4	1	1	1
50	10	5	6	6	1
50	11	3	5	3	0
50	12	2	6	6	1
50	13	3	2	3	0
50	14	2	5	5	1
50	15	4	6	6	1
50	16	6	2	6	0
50	17	4	5	5	1
50	18	3	1	1	1
50	19	4	6	6	1
50	20	6	5	6	0
50	21	2	4	4	1
50	22	3	2	3	0
50	23	4	1	1	1
50	24	1	2	1	0
50	25	5	1	1	1
50	26	1	6	6	1
50	27	6	3	6	0
50	28	3	4	3	0
50	29	5	3	3	1
50	30	2	5	5	1
50	31	4	6	6	1
50	32	5	1	1	1
50	33	1	3	1	0
50	34	4	5	5	1
50	35	5	3	3	1
50	36	3	2	3	0
50	37	1	6	6	1
50	38	2	1	1	1
50	39	6	3	6	0
50	40	2	5	5	1
50	41	4	1	1	1
50	42	6	5	6	0
50	43	2	4	4	1
50	44	4	3	3	1
