subject_ID	trial_num	left	right	chose	left0right1
225	7	3	6	3	0
225	8	6	4	6	0
225	9	4	3	3	1
225	10	1	5	1	0
225	11	3	1	1	1
225	12	2	5	2	0
225	13	1	6	1	0
225	14	6	2	2	1
225	15	5	3	3	1
225	16	5	3	3	1
225	17	3	6	3	0
225	18	1	2	2	1
225	19	3	1	1	1
225	20	6	2	2	1
225	21	4	6	6	1
225	22	2	5	2	0
225	23	4	2	2	1
225	24	5	6	5	0
225	25	1	5	1	0
225	26	5	4	5	0
225	27	4	3	3	1
225	28	1	4	1	0
225	29	2	3	2	0
225	30	1	6	1	0
225	31	2	3	2	0
225	32	3	5	3	0
225	33	5	2	5	0
225	34	2	1	2	0
225	35	5	6	5	0
225	36	1	4	1	0
225	37	4	2	2	1
225	38	3	6	3	0
225	39	5	4	5	0
225	40	4	6	6	1
225	41	3	1	1	1
225	42	1	5	1	0
225	43	6	2	2	1
225	44	4	3	3	1
225	45	1	6	1	0
226	1	4	6	6	1
226	2	1	5	1	0
226	3	2	3	2	0
226	4	6	2	6	0
226	5	3	4	3	0
226	6	2	5	2	0
226	7	5	6	6	1
226	8	1	3	1	0
226	9	3	6	6	1
226	10	1	2	1	0
226	11	4	5	5	1
226	12	2	4	2	0
226	13	1	6	1	0
226	14	4	1	1	1
226	15	3	5	3	0
226	16	4	1	1	1
226	17	5	4	5	0
226	18	3	6	6	1
226	19	2	5	2	0
226	20	4	2	2	1
226	21	3	4	3	0
226	22	1	3	1	0
226	23	5	1	1	1
226	24	3	5	3	0
226	25	1	6	1	0
226	26	6	2	2	1
226	27	2	3	2	0
226	28	1	2	1	0
226	29	4	6	6	1
226	30	6	5	6	0
226	31	3	4	3	0
226	32	4	2	2	1
226	33	2	5	2	0
226	34	5	3	3	1
226	35	4	5	5	1
226	36	1	2	1	0
226	37	2	6	2	0
226	38	6	4	6	0
226	39	5	6	6	1
226	40	2	3	2	0
226	41	3	1	1	1
226	42	1	6	1	0
226	43	5	1	1	1
226	44	1	4	1	0
226	45	3	6	6	1
227	2	1	3	1	0
227	3	2	6	6	1
227	4	4	2	4	0
227	5	1	6	6	1
227	6	6	3	6	0
227	7	5	6	6	1
227	8	3	5	5	1
227	9	5	2	5	0
227	10	2	3	3	1
227	11	1	4	4	1
227	12	2	1	1	1
227	13	4	6	4	0
227	14	1	5	5	1
227	15	3	4	4	1
227	16	4	1	4	0
227	17	2	4	4	1
227	18	6	3	6	0
227	19	1	6	6	1
227	20	3	1	1	1
227	21	4	6	6	1
227	23	5	4	5	0
227	24	2	3	3	1
227	25	3	5	5	1
227	26	4	3	4	0
227	27	5	2	5	0
227	28	2	1	1	1
227	29	6	2	6	0
227	30	5	1	5	0
227	31	5	1	5	0
227	32	4	6	6	1
227	33	1	4	4	1
227	34	6	5	6	0
227	35	2	1	1	1
227	36	3	2	3	0
227	37	2	4	4	1
227	38	1	6	6	1
227	39	6	3	6	0
227	40	5	2	5	0
227	41	3	1	3	0
227	42	5	3	5	0
227	43	4	5	5	1
227	44	6	2	6	0
227	45	4	3	4	0
228	2	1	2	1	0
228	3	4	6	6	1
228	4	1	3	1	0
228	5	2	5	5	1
228	6	5	4	5	0
228	7	1	6	1	0
228	8	2	4	4	1
228	9	4	1	1	1
228	10	3	6	6	1
228	11	4	3	3	1
228	12	5	6	5	0
228	13	6	2	6	0
228	14	1	5	1	0
228	15	2	3	3	1
228	16	1	2	1	0
228	17	3	1	1	1
228	18	4	3	3	1
228	19	2	4	4	1
228	20	1	5	1	0
228	21	3	6	6	1
228	22	6	5	6	0
228	23	1	6	1	0
228	24	6	4	6	0
228	25	3	5	5	1
228	26	5	4	5	0
228	27	2	5	5	1
228	28	6	2	6	0
228	29	2	3	3	1
228	30	4	1	1	1
228	31	3	6	6	1
228	32	2	4	2	0
228	33	6	2	6	0
228	34	2	1	1	1
228	35	5	4	5	0
228	36	6	5	6	0
228	37	2	3	3	1
228	38	5	2	5	0
228	39	6	4	6	0
228	40	1	5	1	0
228	41	4	3	3	1
228	42	3	1	1	1
228	43	1	4	1	0
228	44	3	5	5	1
228	45	1	6	1	0
229	1	3	5	3	0
229	2	1	2	1	0
229	3	4	6	6	1
229	4	6	1	1	1
229	5	2	6	6	1
229	6	6	3	3	1
229	7	1	5	1	0
229	8	2	4	4	1
229	9	4	5	4	0
229	11	4	1	1	1
229	12	2	5	5	1
229	13	3	4	3	0
229	14	2	3	3	1
229	15	5	6	6	1
229	16	6	4	6	0
229	17	2	5	5	1
229	18	3	2	3	0
229	19	6	1	1	1
229	20	4	5	5	1
229	21	2	6	6	1
229	22	1	2	1	0
229	23	6	3	3	1
229	24	1	5	1	0
229	25	5	6	6	1
229	26	2	4	4	1
229	27	4	1	1	1
229	28	3	4	3	0
229	29	5	3	3	1
229	30	3	1	1	1
229	31	5	6	6	1
229	32	6	3	3	1
229	33	4	5	5	1
229	34	2	4	4	1
229	35	4	6	6	1
229	36	3	2	3	0
229	37	2	6	6	1
229	38	1	5	1	0
229	39	6	1	1	1
229	40	1	2	1	0
229	41	5	3	3	1
229	42	4	1	1	1
229	43	3	4	3	0
229	44	1	3	1	0
229	45	2	5	5	1
230	1	5	6	6	1
230	2	1	2	1	0
230	3	3	4	3	0
230	4	1	3	1	0
230	5	4	6	6	1
230	6	1	4	1	0
230	7	2	5	5	1
230	8	4	2	2	1
230	9	1	5	5	1
230	10	3	6	6	1
230	11	6	2	6	0
230	12	1	6	6	1
230	13	3	5	5	1
230	14	5	4	5	0
230	15	2	3	3	1
230	16	4	6	6	1
230	17	5	4	5	0
230	18	6	2	6	0
230	20	5	2	2	1
230	21	3	5	5	1
230	22	5	1	5	0
230	23	6	5	6	0
230	24	1	3	1	0
230	25	3	4	3	0
230	26	4	2	2	1
230	27	1	4	1	0
230	28	3	6	6	1
230	29	1	2	1	0
230	30	6	1	6	0
230	31	3	6	6	1
230	32	2	3	3	1
230	33	5	2	5	0
230	34	1	3	1	0
230	35	4	2	2	1
230	36	6	5	6	0
230	37	2	6	6	1
230	38	1	4	1	0
230	39	5	1	5	0
230	40	1	6	6	1
230	41	3	4	3	0
230	42	1	2	1	0
230	43	5	4	5	0
230	44	4	6	6	1
230	45	3	5	5	1
231	1	5	6	5	0
231	2	1	4	1	0
231	3	2	3	3	1
231	4	1	6	1	0
231	5	2	4	2	0
231	6	1	3	3	1
231	7	2	6	6	1
231	8	3	5	5	1
231	9	5	1	5	0
231	10	4	5	5	1
231	11	5	2	5	0
231	12	2	1	1	1
231	13	3	4	3	0
231	14	4	6	6	1
231	15	6	3	3	1
231	16	3	4	3	0
231	17	4	5	5	1
231	18	2	4	2	0
231	19	4	1	4	0
231	20	2	3	3	1
231	21	5	1	5	0
231	22	1	2	2	1
231	23	6	1	1	1
231	24	3	5	5	1
231	25	5	2	5	0
231	26	2	6	6	1
231	27	6	3	6	0
231	28	5	6	5	0
231	29	6	4	4	1
231	30	1	3	3	1
231	31	4	1	1	1
231	32	2	4	2	0
231	33	6	1	6	0
231	34	1	5	5	1
231	35	5	3	3	1
231	36	6	4	6	0
231	37	1	2	1	0
231	38	3	4	3	0
231	39	4	5	5	1
231	40	5	6	5	0
231	41	2	3	3	1
231	42	3	1	3	0
231	43	5	2	5	0
231	44	6	3	3	1
231	45	2	6	6	1
232	1	4	5	5	1
232	2	1	6	6	1
232	3	2	3	3	1
232	4	1	5	5	1
232	5	4	6	6	1
232	6	1	2	1	0
232	7	5	6	6	1
232	8	6	3	6	0
232	9	2	6	6	1
232	10	4	2	2	1
232	11	1	4	1	0
232	12	4	3	3	1
232	13	3	5	5	1
232	14	1	3	1	0
232	15	2	5	5	1
232	16	6	3	6	0
232	17	1	2	1	0
232	18	4	3	3	1
232	19	5	4	5	0
232	20	1	6	1	0
232	21	2	3	3	1
232	22	3	1	1	1
232	23	2	6	6	1
232	24	1	5	1	0
232	25	5	2	5	0
232	26	6	5	5	1
232	27	4	6	6	1
232	28	1	4	1	0
232	29	4	2	2	1
232	30	3	5	5	1
232	31	1	4	1	0
232	32	6	5	5	1
232	33	5	3	5	0
232	34	4	6	6	1
232	35	6	2	6	0
232	36	1	6	1	0
232	37	6	3	6	0
232	38	1	2	1	0
232	39	5	1	1	1
232	40	1	3	1	0
232	41	5	4	5	0
232	42	2	3	3	1
232	43	4	2	2	1
232	44	3	4	3	0
232	45	5	2	5	0
233	1	5	6	6	1
233	2	1	2	1	0
233	3	3	4	4	1
233	4	4	6	6	1
233	5	2	5	2	0
233	6	5	1	1	1
233	7	1	6	1	0
233	8	6	3	6	0
233	9	2	4	4	1
233	10	3	2	3	0
233	11	4	5	4	0
233	12	1	4	1	0
233	13	2	6	6	1
233	14	1	3	3	1
233	15	3	5	3	0
233	16	5	4	4	1
233	17	3	5	3	0
233	18	6	3	6	0
233	19	3	1	1	1
233	20	1	5	1	0
233	21	4	1	1	1
233	22	6	4	6	0
233	23	4	2	4	0
233	24	1	6	6	1
233	25	3	4	3	0
233	26	2	5	5	1
233	27	1	2	1	0
233	28	5	6	6	1
233	29	3	2	3	0
233	30	2	6	6	1
233	31	6	4	6	0
233	32	5	6	6	1
233	33	4	5	4	0
233	34	1	4	1	0
233	35	2	6	6	1
233	36	1	5	1	0
233	37	3	2	2	1
233	38	4	3	4	0
233	39	1	6	6	1
233	40	6	3	6	0
233	41	3	5	3	0
233	42	1	2	1	0
233	43	3	1	1	1
233	44	2	5	5	1
233	45	4	2	4	0
234	1	4	6	6	1
234	2	1	5	1	0
234	3	2	3	3	1
234	4	6	2	6	0
234	5	1	3	1	0
234	6	2	5	2	0
234	7	3	6	6	1
234	8	4	3	3	1
234	9	5	6	6	1
234	10	6	1	6	0
234	11	3	5	3	0
234	12	1	4	1	0
234	13	2	1	1	1
234	15	5	4	4	1
234	16	4	1	1	1
234	17	6	4	6	0
234	18	1	6	1	0
234	19	6	5	6	0
234	20	4	2	2	1
234	21	1	3	1	0
234	22	3	6	6	1
234	23	2	3	2	0
234	24	1	5	1	0
234	25	2	1	1	1
234	26	5	4	5	0
234	27	3	5	3	0
234	28	4	3	3	1
234	29	2	5	2	0
234	30	6	2	6	0
234	31	2	5	5	1
234	32	5	1	1	1
234	33	3	5	3	0
234	34	4	1	1	1
234	35	6	4	6	0
234	36	3	6	6	1
234	37	1	3	1	0
234	38	2	1	1	1
234	39	6	5	6	0
234	40	2	6	6	1
234	41	4	3	3	1
234	42	1	6	1	0
234	43	4	2	2	1
234	44	5	4	5	0
234	45	2	3	3	1
235	1	4	5	5	1
235	2	1	6	6	1
235	3	2	3	3	1
235	4	3	4	3	0
235	5	2	6	6	1
235	6	1	3	3	1
235	7	5	6	5	0
235	8	3	5	5	1
235	9	6	3	3	1
235	10	1	5	5	1
235	11	4	1	4	0
235	12	6	4	4	1
235	13	2	5	5	1
235	14	4	2	4	0
235	15	2	1	1	1
235	16	1	6	6	1
235	17	3	1	3	0
235	18	5	6	5	0
235	19	4	5	5	1
235	20	2	4	4	1
235	21	3	2	3	0
235	22	6	3	6	0
235	23	3	5	5	1
235	24	4	3	4	0
235	25	6	4	4	1
235	26	2	5	5	1
235	27	1	2	2	1
235	28	5	1	1	1
235	29	1	4	4	1
235	30	2	6	6	1
235	31	3	1	1	1
235	32	2	3	3	1
235	33	6	2	2	1
235	34	2	5	2	0
235	35	4	3	4	0
235	36	6	4	6	0
235	37	4	5	5	1
235	38	5	1	5	0
235	39	1	2	2	1
235	40	5	6	6	1
235	41	3	5	5	1
235	42	6	3	6	0
235	43	1	6	6	1
235	44	4	1	4	0
235	45	2	4	4	1
236	1	2	4	2	0
236	2	1	5	1	0
236	3	3	6	3	0
236	4	1	2	2	1
236	5	3	5	3	0
236	6	5	4	4	1
236	7	1	3	3	1
236	8	4	6	4	0
236	10	2	3	2	0
236	11	5	6	5	0
236	12	6	1	1	1
236	13	2	5	2	0
236	14	3	4	3	0
236	15	2	6	2	0
236	16	5	2	2	1
236	17	6	5	5	1
236	18	1	3	1	0
236	19	6	1	1	1
236	20	3	5	3	0
236	21	4	3	3	1
236	22	3	2	2	1
236	23	5	4	4	1
236	24	4	6	4	0
236	25	6	2	2	1
236	26	1	5	1	0
236	27	4	1	1	1
236	28	1	2	2	1
236	29	2	4	2	0
236	30	3	6	3	0
236	31	4	1	1	1
236	32	1	3	1	0
236	33	2	4	2	0
236	34	6	1	1	1
236	35	4	3	3	1
236	36	3	5	3	0
236	37	6	2	2	1
236	38	1	5	1	0
236	39	2	1	2	0
236	40	5	4	4	1
236	41	2	5	2	0
236	42	3	2	2	1
236	43	4	6	4	0
236	44	6	5	5	1
236	45	3	6	3	0
237	1	2	5	5	1
237	2	1	3	3	1
237	3	4	6	6	1
237	4	6	3	3	1
237	5	2	6	6	1
237	6	6	1	1	1
237	7	4	5	5	1
237	8	3	4	3	0
237	9	1	5	5	1
237	10	4	1	1	1
237	11	2	3	3	1
237	12	1	2	1	0
237	13	3	5	5	1
237	14	2	4	4	1
237	15	5	6	5	0
237	16	3	4	3	0
237	17	2	5	5	1
237	18	1	2	1	0
237	19	2	4	4	1
237	20	4	1	1	1
237	21	1	6	6	1
237	22	5	1	5	0
237	23	4	5	5	1
237	24	2	3	3	1
237	25	3	1	3	0
237	26	5	6	5	0
237	27	6	4	6	0
237	28	3	6	3	0
237	29	5	3	5	0
237	30	2	6	6	1
237	31	6	1	6	0
237	32	3	4	3	0
237	33	1	2	1	0
237	34	2	3	3	1
237	35	6	4	6	0
237	37	5	4	5	0
237	38	3	5	5	1
237	39	5	2	5	0
237	40	6	5	5	1
237	41	3	6	6	1
237	42	5	1	5	0
237	43	2	6	6	1
237	44	4	1	1	1
237	45	1	3	3	1
238	1	2	5	5	1
238	2	1	4	1	0
238	3	3	6	3	0
238	4	5	3	3	1
238	5	3	4	3	0
238	6	4	6	4	0
238	7	5	4	5	0
238	8	1	6	1	0
238	9	2	3	3	1
238	10	5	6	5	0
238	11	1	2	1	0
238	12	2	4	2	0
238	13	6	2	2	1
238	14	1	5	1	0
238	15	3	1	1	1
238	16	1	5	1	0
238	17	2	1	1	1
238	18	3	2	3	0
238	19	4	3	3	1
238	20	6	4	4	1
238	21	2	5	2	0
238	22	1	6	1	0
238	23	4	1	1	1
238	24	2	4	2	0
238	25	3	6	3	0
238	26	6	2	2	1
238	27	3	1	1	1
238	28	5	6	5	0
238	29	4	5	5	1
238	30	5	3	3	1
238	31	4	1	1	1
238	32	5	6	5	0
238	33	6	1	1	1
238	34	5	3	3	1
238	35	3	2	3	0
238	36	4	5	4	0
238	37	3	4	4	1
238	38	4	6	4	0
238	39	6	2	2	1
238	40	2	1	1	1
238	41	4	2	2	1
238	42	3	1	1	1
238	43	2	5	2	0
238	44	3	6	3	0
238	45	1	5	1	0
239	1	3	4	3	0
239	2	1	2	1	0
239	3	5	6	6	1
239	4	2	4	4	1
239	5	4	1	1	1
239	6	1	3	3	1
239	7	2	5	2	0
239	8	5	3	3	1
239	9	3	6	6	1
239	10	6	1	1	1
239	11	4	5	4	0
239	12	2	6	6	1
239	13	1	5	1	0
239	14	2	3	3	1
239	15	4	6	6	1
239	16	1	2	1	0
239	17	4	5	4	0
239	18	1	4	1	0
239	19	5	3	3	1
239	20	3	6	6	1
239	21	2	3	3	1
239	22	1	5	1	0
239	23	4	6	6	1
239	24	1	3	1	0
239	25	2	4	4	1
239	26	6	1	6	0
239	27	3	4	3	0
239	28	5	6	6	1
239	29	2	5	2	0
239	30	6	2	6	0
239	31	2	3	3	1
239	32	3	5	3	0
239	33	1	2	1	0
239	34	5	6	6	1
239	35	1	3	1	0
239	36	2	4	4	1
239	37	6	1	6	0
239	38	1	4	1	0
239	39	4	5	4	0
239	40	6	4	6	0
239	41	1	5	1	0
239	42	3	6	6	1
239	43	2	5	2	0
239	44	3	4	3	0
239	45	6	2	6	0
240	1	5	6	6	1
240	2	1	2	2	1
240	3	3	4	3	0
240	4	4	1	1	1
240	5	1	3	3	1
240	6	2	6	6	1
240	7	5	2	2	1
240	8	2	3	3	1
240	9	1	5	1	0
240	10	3	6	6	1
240	11	5	3	3	1
240	12	4	5	4	0
240	13	6	4	6	0
240	14	1	6	6	1
240	15	2	4	2	0
240	16	1	3	3	1
240	17	5	6	6	1
240	18	1	5	1	0
240	19	2	4	2	0
240	20	4	3	3	1
240	21	3	2	3	0
240	22	2	5	2	0
240	23	1	6	6	1
240	24	5	3	3	1
240	25	6	4	6	0
240	26	2	6	6	1
240	27	4	1	1	1
240	29	3	6	3	0
240	30	1	2	1	0
240	31	4	3	3	1
240	32	1	2	1	0
240	33	5	3	3	1
240	34	3	1	3	0
240	35	2	3	3	1
240	36	1	6	6	1
240	37	5	1	1	1
240	38	2	5	2	0
240	39	5	6	6	1
240	40	2	4	2	0
240	41	3	6	6	1
240	42	6	2	6	0
240	43	4	1	1	1
240	44	6	4	6	0
240	45	4	5	5	1
241	1	2	5	2	0
241	2	1	6	1	0
241	3	3	4	4	1
241	4	6	3	6	0
241	5	3	1	1	1
241	6	4	5	4	0
241	7	1	4	1	0
241	8	2	1	1	1
241	9	3	2	2	1
241	10	5	6	6	1
241	11	2	4	2	0
241	12	1	5	1	0
241	13	5	3	3	1
241	14	4	6	4	0
241	15	2	6	2	0
241	16	2	6	2	0
241	17	1	2	1	0
241	18	4	6	4	0
241	19	5	3	3	1
241	20	2	4	2	0
241	21	1	5	1	0
241	22	4	1	1	1
241	23	5	6	5	0
241	24	3	1	1	1
241	25	4	5	4	0
241	26	6	3	6	0
241	27	3	2	2	1
241	28	4	3	4	0
241	29	1	6	1	0
241	30	2	5	2	0
241	31	5	3	5	0
241	32	2	5	2	0
241	33	4	2	2	1
241	34	6	3	6	0
241	35	3	2	2	1
241	36	4	3	4	0
241	37	1	5	1	0
241	38	4	1	1	1
241	39	6	4	4	1
241	40	1	6	1	0
241	41	6	2	2	1
241	42	4	5	5	1
241	43	3	1	1	1
241	44	5	6	5	0
241	45	1	2	1	0
242	1	5	6	5	0
242	2	1	2	1	0
242	3	3	4	3	0
242	4	2	5	5	1
242	5	1	6	1	0
242	6	2	3	3	1
242	7	1	4	1	0
242	8	4	5	5	1
242	9	5	1	1	1
242	10	3	6	3	0
242	11	2	4	2	0
242	12	6	2	2	1
242	13	4	6	6	1
242	14	1	3	1	0
242	15	3	5	5	1
242	16	2	4	2	0
242	17	5	6	5	0
242	18	6	2	2	1
242	19	4	5	5	1
242	20	3	4	3	0
242	21	2	5	2	0
242	22	1	6	1	0
242	23	4	1	1	1
242	24	6	4	6	0
242	25	5	1	1	1
242	26	2	3	2	0
242	27	1	2	2	1
242	28	3	6	3	0
242	29	1	3	1	0
242	30	5	3	3	1
242	31	5	3	3	1
242	32	1	2	2	1
242	33	3	1	1	1
242	34	6	4	6	0
242	35	4	5	5	1
242	36	5	2	2	1
242	37	3	6	3	0
242	38	2	3	2	0
242	39	4	1	1	1
242	40	5	6	5	0
242	41	2	4	2	0
242	42	1	6	1	0
242	43	5	1	1	1
242	44	6	2	2	1
242	45	3	4	3	0
243	2	1	4	1	0
243	3	3	6	3	0
243	4	6	1	1	1
243	5	3	5	3	0
243	6	2	6	6	1
243	7	1	5	1	0
243	8	2	4	2	0
243	9	4	5	5	1
243	10	1	3	1	0
243	11	3	2	3	0
243	12	5	6	6	1
243	13	1	2	1	0
243	14	4	6	6	1
243	15	3	4	3	0
243	16	1	2	1	0
243	17	2	5	5	1
243	18	3	4	3	0
243	19	2	3	2	0
243	20	4	2	2	1
243	21	2	6	2	0
243	22	6	3	3	1
243	23	3	5	3	0
243	24	5	4	5	0
243	25	6	1	1	1
243	26	5	6	6	1
243	27	1	3	1	0
243	28	4	1	1	1
243	29	1	5	1	0
243	30	4	6	6	1
243	31	3	5	3	0
243	32	5	1	1	1
243	33	1	4	1	0
243	34	2	6	2	0
243	35	6	3	6	0
243	36	3	1	1	1
243	37	4	3	3	1
243	38	2	4	2	0
243	39	1	2	1	0
243	40	2	3	3	1
243	41	5	4	5	0
243	42	6	1	1	1
243	43	5	6	6	1
243	44	2	5	2	0
243	45	4	6	6	1
244	1	4	6	6	1
244	2	1	2	1	0
244	3	3	5	3	0
244	4	2	3	3	1
244	5	1	6	1	0
244	6	6	2	6	0
244	7	1	5	1	0
244	8	3	4	4	1
244	9	1	3	1	0
244	10	5	6	6	1
244	11	2	4	4	1
244	12	4	5	4	0
244	13	5	2	2	1
244	14	3	6	3	0
244	15	1	4	1	0
244	16	5	6	6	1
244	17	1	2	1	0
244	18	4	5	4	0
244	19	6	4	4	1
244	20	4	1	1	1
244	21	3	6	6	1
244	22	5	3	3	1
244	23	6	2	2	1
244	24	1	6	1	0
244	25	5	1	1	1
244	26	1	3	1	0
244	27	3	4	3	0
244	28	5	2	2	1
244	29	2	3	3	1
244	30	4	2	2	1
244	31	5	6	6	1
244	32	1	3	1	0
244	33	3	5	3	0
244	34	1	6	1	0
244	35	2	3	3	1
244	36	1	2	1	0
244	37	3	4	4	1
244	38	6	2	2	1
244	39	2	4	4	1
244	40	4	5	5	1
244	41	6	4	4	1
244	42	5	2	2	1
244	43	1	5	1	0
244	44	3	6	3	0
244	45	4	1	1	1
245	1	5	6	5	0
