ParticipantId,Experiment,LineupType,time_allfaces,above_median,,,,,
9f924722-6146-4dc7-b46e-0ab35cf34060,Exp2,independent_simultaneous,34250,FALSE,,,,,
9ffb1675-a7dc-4680-b0f5-28f332d334f8,Exp2,independent_simultaneous,75961,TRUE,,,,,
a0088199-8d0f-4bc5-b5fb-ff570cd0e329,Exp2,independent_simultaneous,157685,TRUE,,,,,
a011ccea-9131-466d-89c3-4c3453fd43cb,Exp2,independent_simultaneous,68184,TRUE,,,,,
a014ff25-9f58-4184-8a97-0fd99090708a,Exp2,independent_simultaneous,167008,TRUE,,,,,
a03e9cb2-df6f-43b3-8483-9fa7209426ee,Exp2,independent_simultaneous,40483,FALSE,,,,,
a04f49b7-9ea7-4d06-8007-97f4a20f3dc5,Exp2,independent_simultaneous,51747,FALSE,,,,,
a05f10b9-f815-492b-ae64-2a5ae379faa0,Exp2,independent_simultaneous,53098,FALSE,,,,,
a0af1032-3f04-463e-8da8-f40ce09c8fc7,Exp2,independent_simultaneous,97176,TRUE,,,,,
a0bd4c22-8056-4298-9dd0-eea4b7deb6dc,Exp2,independent_simultaneous,51607,FALSE,,,,,
a0bef747-65f4-444b-958c-4aa31ee7ac78,Exp2,independent_simultaneous,103381,TRUE,,,,,
a0cd3c8c-21b2-49bc-aafb-a5cc2a14d825,Exp2,independent_simultaneous,96516,TRUE,,,,,
a0cf0ac9-d7f1-441e-8245-804670feb954,Exp2,independent_simultaneous,32785,FALSE,,,,,
a0f68bc4-356e-4bc7-891e-34068b1bc45e,Exp2,independent_simultaneous,161560,TRUE,,,,,
a0f9a8f0-2e51-43f9-98f9-fd349bf2223a,Exp2,independent_simultaneous,93947,TRUE,,,,,
a10ca169-ba38-4e51-bd46-bf7f24137044,Exp2,independent_simultaneous,42029,FALSE,,,,,
a1135991-e53f-4725-8e6d-ccbd3d9bb3dd,Exp2,independent_simultaneous,264396,TRUE,,,,,
a13950cf-2a85-4c76-90ff-3441d162258a,Exp2,independent_simultaneous,56769,FALSE,,,,,
a1490239-141b-4e2f-add9-ca6286689f24,Exp2,independent_simultaneous,100730,TRUE,,,,,
a1509484-954b-4d9f-b69e-350dd593e273,Exp2,independent_simultaneous,25198,FALSE,,,,,
a1875b24-c2fa-4ab6-bb6d-6100fc9056a5,Exp2,independent_simultaneous,124212,TRUE,,,,,
a1b0ea16-f7aa-4164-a645-684d9ab4ee07,Exp2,independent_simultaneous,95411,TRUE,,,,,
a1b0ec66-fde2-4320-acc5-c59645a962c8,Exp2,independent_simultaneous,31164,FALSE,,,,,
a1ba402e-38de-4cf2-b8bb-24b08434de28,Exp2,independent_simultaneous,177932,TRUE,,,,,
a1c42776-b16b-4b82-9146-14769518ecb9,Exp2,independent_simultaneous,31277,FALSE,,,,,
a1fbd438-2f78-453d-969a-78af6252b155,Exp2,independent_simultaneous,65333,TRUE,,,,,
a2068506-92bc-46fa-baa8-333384fec48f,Exp2,independent_simultaneous,82384,TRUE,,,,,
a209bbd0-1d7f-4f23-bcd6-2ced298532e5,Exp2,independent_simultaneous,64230,TRUE,,,,,
a252551e-7321-4c97-9268-0cdf3630fc6b,Exp2,independent_simultaneous,169054,TRUE,,,,,
a2b2bf39-5f56-48e5-be71-c261e8cc5a24,Exp2,independent_simultaneous,47212,FALSE,,,,,
a2b462bd-0fc4-4e6d-ba34-33438174460a,Exp2,independent_simultaneous,26748,FALSE,,,,,
a2c273b1-8311-4672-8f3e-baf884bb5c78,Exp2,independent_simultaneous,194646,TRUE,,,,,
a2eb065c-36c9-4d27-aac2-ad4e6242781a,Exp2,independent_simultaneous,34295,FALSE,,,,,
a2f2c5ea-207f-4f9b-9a3b-50bc38bdfa0f,Exp2,independent_simultaneous,125543,TRUE,,,,,
a35671cc-9c5a-45e1-9777-19ff78463158,Exp2,independent_simultaneous,52913,FALSE,,,,,
a360b57c-2594-46cd-9b8b-f88f5d3f6398,Exp2,independent_simultaneous,25855,FALSE,,,,,
a362272b-9705-4bee-8844-9efb0adf4240,Exp2,independent_simultaneous,56036,FALSE,,,,,
a37af41e-761d-4b1a-8967-d2966ae9b726,Exp2,independent_simultaneous,155945,TRUE,,,,,
a3a79f82-a489-4597-bb33-fb3ab6d458ab,Exp2,independent_simultaneous,29450,FALSE,,,,,
a3b644b0-b786-4e78-bfa4-a4ca98218889,Exp2,independent_simultaneous,260015,TRUE,,,,,
a3ced13f-4b85-4184-ace1-a25a7e4caccd,Exp2,independent_simultaneous,43685,FALSE,,,,,
a3dc24b8-3f94-4dd5-b6f5-a2dab62584f3,Exp2,independent_simultaneous,80405,TRUE,,,,,
a3e22b94-7e81-448c-9341-8ffeb3fe3646,Exp2,independent_simultaneous,173018,TRUE,,,,,
a40f8a1b-30db-459d-a2de-7a3621fdf758,Exp2,independent_simultaneous,676414,TRUE,,,,,
a44411d7-857e-483d-adb9-257c8bde92f3,Exp2,independent_simultaneous,143724,TRUE,,,,,
a45a8c15-cdb5-4f76-9d68-fe39f9e65301,Exp2,independent_simultaneous,95410,TRUE,,,,,
a49002bc-a8c1-4f80-990c-bb38053eed22,Exp2,independent_simultaneous,96880,TRUE,,,,,
a49f2f34-a760-430c-a452-39ab5090902f,Exp2,independent_simultaneous,181809,TRUE,,,,,
a4b07f36-274a-4744-9ab3-f1a5dd3c7b96,Exp2,independent_simultaneous,39111,FALSE,,,,,
a4c22bff-0802-40b0-a981-eca6f4e30d22,Exp2,independent_simultaneous,21076,FALSE,,,,,
a508aa7a-716a-411f-9bb9-340b6945f877,Exp2,independent_simultaneous,39438,FALSE,,,,,
a512ded5-3af9-42f5-85ad-f353a1943da7,Exp2,independent_simultaneous,152544,TRUE,,,,,
a521a5a2-c928-4f94-8be1-3171042c33ee,Exp2,independent_simultaneous,294403,TRUE,,,,,
a522a85b-afcd-4c5a-9817-045a1e5eb232,Exp2,independent_simultaneous,70372,TRUE,,,,,
a5297ef3-f065-452e-8869-ad2c31c791da,Exp2,independent_simultaneous,114593,TRUE,,,,,
a5846386-a251-43d1-95aa-37ee4b7b5097,Exp2,independent_simultaneous,25829,FALSE,,,,,
a5954974-f111-41f8-a2d3-7ef616288248,Exp2,independent_simultaneous,24465,FALSE,,,,,
a59b8707-2d89-4db4-8aaa-41aa0798229a,Exp2,independent_simultaneous,79070,TRUE,,,,,
a5b21e53-3f76-4fe8-830d-e3810e686abb,Exp2,independent_simultaneous,59100,FALSE,,,,,
a5c01f50-f925-4622-a754-3e5a3f0ead5d,Exp2,independent_simultaneous,24439,FALSE,,,,,
a5ca48b1-585e-45e2-956f-abbe5cf7df01,Exp2,independent_simultaneous,41955,FALSE,,,,,
a5d3cb14-7882-4a33-8397-268ed40c23db,Exp2,independent_simultaneous,26465,FALSE,,,,,
a5ead399-b31c-4752-a5fc-75ad964c3fbc,Exp2,independent_simultaneous,63619,TRUE,,,,,
a6034012-7d66-48a3-aae8-ad935f35358e,Exp2,independent_simultaneous,33620,FALSE,,,,,
a638be55-9e6c-4813-81c7-054b94ae52ad,Exp2,independent_simultaneous,162636,TRUE,,,,,
a64585cd-daaa-49ab-a9bd-6a694cfeaa30,Exp2,independent_simultaneous,43770,FALSE,,,,,
a663aee2-77db-49ca-827d-e1b93d6de985,Exp2,independent_simultaneous,49359,FALSE,,,,,
a6804306-6ee6-49df-b3ad-56023f1f4b11,Exp2,independent_simultaneous,68946,TRUE,,,,,
a68ca1d0-86d5-4207-91da-87d569cf6133,Exp2,independent_simultaneous,104915,TRUE,,,,,
a6bcefd4-0ab0-4323-84bb-a3ddf27e5d49,Exp2,independent_simultaneous,222760,TRUE,,,,,
a6d83fad-856b-4c12-afc2-d665cb8c4dec,Exp2,independent_simultaneous,46224,FALSE,,,,,
a6f2fa0b-0061-47d9-aa6e-bc0fea806d42,Exp2,independent_simultaneous,33552,FALSE,,,,,
a6ff51a3-b769-4bff-8d6e-c2c39b0113f7,Exp2,independent_simultaneous,25319,FALSE,,,,,
a71cb631-a3f8-4bdd-85ba-c056be5f3fb4,Exp2,independent_simultaneous,58666,FALSE,,,,,
a72164b7-0393-424e-b963-4cd62ce9e02d,Exp2,independent_simultaneous,57972,FALSE,,,,,
a7910261-f607-4f19-886c-fcaf49d2096d,Exp2,independent_simultaneous,29904,FALSE,,,,,
a7e58e22-6431-4f2b-bcee-aad88b4f8211,Exp2,independent_simultaneous,144398,TRUE,,,,,
a7f401c3-dde0-4160-9b4d-4644fc4d0235,Exp2,independent_simultaneous,153413,TRUE,,,,,
a807c4ac-3e98-4e42-b41c-e8b3cc54c50d,Exp2,independent_simultaneous,176874,TRUE,,,,,
a821be2b-c7a1-445a-b6a3-9bfe7ea729e5,Exp2,independent_simultaneous,140135,TRUE,,,,,
a8224e93-2a6e-4376-a21b-93b09896240b,Exp2,independent_simultaneous,93929,TRUE,,,,,
a8300dec-fae0-4d36-9ce6-0fb2e3084d1a,Exp2,independent_simultaneous,42086,FALSE,,,,,
a83162e1-0a1d-440c-833a-e972b0ea63ca,Exp2,independent_simultaneous,53695,FALSE,,,,,
a833736b-6304-446d-b4c1-f73b7d21f8c0,Exp2,independent_simultaneous,55764,FALSE,,,,,
a8377e1e-7b85-49df-a89a-599fe0027e7a,Exp2,independent_simultaneous,116161,TRUE,,,,,
a849e7f6-c1ea-45c7-b565-8ab5ff6e5c71,Exp2,independent_simultaneous,73374,TRUE,,,,,
a84df3a6-207b-4519-ab7a-50d1012acf84,Exp2,independent_simultaneous,222492,TRUE,,,,,
a856990a-c524-4543-97d9-e0562e173964,Exp2,independent_simultaneous,31275,FALSE,,,,,
a8f4dce7-2119-447e-9ef1-8a95cc3ce9d4,Exp2,independent_simultaneous,42725,FALSE,,,,,
a906224d-7160-4364-90fe-923110711d32,Exp2,independent_simultaneous,24284,FALSE,,,,,
a90862a6-99f6-49d1-918d-f9fb0d93faef,Exp2,independent_simultaneous,40939,FALSE,,,,,
a912b8ec-b494-4bb8-a0e8-fa015334fe4b,Exp2,independent_simultaneous,32384,FALSE,,,,,
a9487ff0-936c-4d54-9138-2358e6bb9cf4,Exp2,independent_simultaneous,58073,FALSE,,,,,
a95ec280-80cc-44ad-a540-7b1e1b678a0a,Exp2,independent_simultaneous,16879,FALSE,,,,,
a96d2949-db27-4f7d-9350-5dfa584c5c0c,Exp2,independent_simultaneous,66620,TRUE,,,,,
a9766df4-e878-4edc-a6b8-d37fa4ecfa3b,Exp2,independent_simultaneous,37757,FALSE,,,,,
a98372e4-c65b-4b56-9fa0-effffe8b2038,Exp2,independent_simultaneous,46951,FALSE,,,,,
a9f14607-cf86-4a89-a255-7d69337b2316,Exp2,independent_simultaneous,28319,FALSE,,,,,
a9f8b4a2-f296-41af-a935-155fb255695f,Exp2,independent_simultaneous,63298,FALSE,,,,,
aa123ca8-8d02-46a0-b658-963a4f85d968,Exp2,independent_simultaneous,69242,TRUE,,,,,
aa1b23e4-9717-422b-8d61-8835567047fc,Exp2,independent_simultaneous,52684,FALSE,,,,,
aa2b334f-0550-4b0e-86c1-b040e9e62a18,Exp2,independent_simultaneous,36769,FALSE,,,,,
aa4aae64-0743-450b-b42f-f33c624960ae,Exp2,independent_simultaneous,33248,FALSE,,,,,
aa5ad467-644c-4d7e-bc56-bca7ab14ee51,Exp2,independent_simultaneous,50198,FALSE,,,,,
aa78f9fe-1e42-40d8-9d5c-d10cb05d0654,Exp2,independent_simultaneous,137925,TRUE,,,,,
aa829ba8-bb7d-4d45-b387-a1ddb4869636,Exp2,independent_simultaneous,63726,TRUE,,,,,
aa8a7f59-148d-418d-8f9c-7dc157e8221f,Exp2,independent_simultaneous,26882,FALSE,,,,,
aa999209-0926-47a1-9dd9-cab4f00ea507,Exp2,independent_simultaneous,105324,TRUE,,,,,
aaa9ad7f-8f42-4cca-9c1c-b1ff2994ddb8,Exp2,independent_simultaneous,33312,FALSE,,,,,
ab07e001-4999-4864-bb90-9af907779ff4,Exp2,independent_simultaneous,44928,FALSE,,,,,
ab13937c-9a38-412f-8c4c-df5c95389265,Exp2,independent_simultaneous,22531,FALSE,,,,,
ab3ab92b-4330-4f96-a582-400182836e56,Exp2,independent_simultaneous,44193,FALSE,,,,,
ab531bc6-956e-4a71-ac68-33c83e6802d7,Exp2,independent_simultaneous,86317,TRUE,,,,,
ab558bf6-2018-487c-9493-e45f6c288760,Exp2,independent_simultaneous,95303,TRUE,,,,,
ab77c8f3-a0b7-4474-82ed-2ad535f54236,Exp2,independent_simultaneous,295526,TRUE,,,,,
ab79f5b4-0632-4b7a-bbb9-574da793fe13,Exp2,independent_simultaneous,274804,TRUE,,,,,
ab7f6aaf-921a-4f81-a86f-35cde72ce87e,Exp2,independent_simultaneous,71384,TRUE,,,,,
ab833aca-7fd7-46fb-8212-176cc6f74854,Exp2,independent_simultaneous,67726,TRUE,,,,,
abbcb054-f4e9-44c2-9cab-11a01bfe6096,Exp2,independent_simultaneous,52428,FALSE,,,,,
abc826be-22a3-4afd-bae6-17a59cc40d78,Exp2,independent_simultaneous,63552,FALSE,,,,,
abe1e28c-7c99-4116-923a-14395a19d658,Exp2,independent_simultaneous,725463,TRUE,,,,,
abe4ad88-be05-4447-860b-9468d2b030e2,Exp2,independent_simultaneous,54299,FALSE,,,,,
abf3772b-ea96-46e4-9478-e788fcee9399,Exp2,independent_simultaneous,30780,FALSE,,,,,
ac185690-ff53-4713-8085-8a1200192db7,Exp2,independent_simultaneous,123169,TRUE,,,,,
ac4fc467-8784-499e-ad0f-10c9a6d35605,Exp2,independent_simultaneous,181142,TRUE,,,,,
ac8be230-499d-4dae-89df-967f9da45963,Exp2,independent_simultaneous,49011,FALSE,,,,,
ac8e8ce0-fe32-42d6-9b14-1483a525f4e7,Exp2,independent_simultaneous,283585,TRUE,,,,,
acb0391a-ac70-4e43-89ed-2870edc28543,Exp2,independent_simultaneous,227998,TRUE,,,,,
acc3a920-3731-483b-ab04-8218b46d3d71,Exp2,independent_simultaneous,77415,TRUE,,,,,
ace4cb3e-5024-4b5d-9452-aee78dccd14c,Exp2,independent_simultaneous,30466,FALSE,,,,,
acf6f4c5-d47d-4f18-a4b2-e4acc732ef28,Exp2,independent_simultaneous,84252,TRUE,,,,,
ad18e587-aea9-44e2-81d5-f405c05fdcff,Exp2,independent_simultaneous,24693,FALSE,,,,,
ad62ea1a-95da-49aa-9729-6a66524cc71a,Exp2,independent_simultaneous,143467,TRUE,,,,,
ad9251b2-d4be-468e-8363-70bbe7860d01,Exp2,independent_simultaneous,66063,TRUE,,,,,
ada9e0b8-ebd1-4c5e-9726-4dc685ed231c,Exp2,independent_simultaneous,77884,TRUE,,,,,
addd077c-4efb-44f6-9d60-8e2a35de98c4,Exp2,independent_simultaneous,52018,FALSE,,,,,
ae00bd0b-850b-4b5e-b5cc-61732eacc230,Exp2,independent_simultaneous,33633,FALSE,,,,,
ae097b10-c304-439e-93f2-a268456f8cd6,Exp2,independent_simultaneous,140552,TRUE,,,,,
ae27b61c-f467-44ad-a68a-bf95e20e0ecd,Exp2,independent_simultaneous,105314,TRUE,,,,,
ae3be7b7-31d9-433d-a0d4-292ca964b405,Exp2,independent_simultaneous,21861,FALSE,,,,,
ae55d510-e9f4-4501-9f0a-1d758e1e8b59,Exp2,independent_simultaneous,84316,TRUE,,,,,
ae697af1-ad1c-4295-8d75-a0280d0131b8,Exp2,independent_simultaneous,539574,TRUE,,,,,
ae8573c6-0a11-460b-ac1d-4cffaca1e7a3,Exp2,independent_simultaneous,101169,TRUE,,,,,
ae89c48b-3556-4e76-b374-b46cf9762eb5,Exp2,independent_simultaneous,141626,TRUE,,,,,
ae916326-3868-46ff-9688-b5ba5c1a1d85,Exp2,independent_simultaneous,31763,FALSE,,,,,
aeec15eb-c539-4ecd-bc79-ef147c77d58b,Exp2,independent_simultaneous,20403,FALSE,,,,,
af0f9b8b-7620-4d1f-a4a0-46246d6507a6,Exp2,independent_simultaneous,70039,TRUE,,,,,
af22018e-7fe4-425d-84e4-0a5551fb0387,Exp2,independent_simultaneous,35748,FALSE,,,,,
af363073-06ed-40b8-b12e-185d11448616,Exp2,independent_simultaneous,55884,FALSE,,,,,
af43cc0b-78c6-423a-889e-91ede9efc3be,Exp2,independent_simultaneous,65923,TRUE,,,,,
af55a6d4-f3f4-4ed2-8570-28ebde4e69b1,Exp2,independent_simultaneous,119987,TRUE,,,,,
af56516a-d7b2-4100-92a0-b76392efaf11,Exp2,independent_simultaneous,92279,TRUE,,,,,
af5cfc4e-3b72-4744-9234-8859ef16de50,Exp2,independent_simultaneous,105867,TRUE,,,,,
af7f2ad8-283f-49d6-b6a1-bbfb3161ad10,Exp2,independent_simultaneous,120755,TRUE,,,,,
af98660f-3bcd-497e-93fc-2ad199616df6,Exp2,independent_simultaneous,71043,TRUE,,,,,
afe39b35-119b-4d3d-a55a-5a9f54c9ae46,Exp2,independent_simultaneous,58904,FALSE,,,,,
b028a722-10b9-4cdf-894b-372929ebcee8,Exp2,independent_simultaneous,56720,FALSE,,,,,
b02ac6f0-82de-4dd4-8ad0-0ea585290b9b,Exp2,independent_simultaneous,21247,FALSE,,,,,
b032548a-f646-44b5-a078-a1c7f5ca6996,Exp2,independent_simultaneous,165974,TRUE,,,,,
b0376b59-b6c3-4b34-b15e-9a40e059d976,Exp2,independent_simultaneous,108239,TRUE,,,,,
b0477c98-5281-45cf-97bf-f0ecad53f311,Exp2,independent_simultaneous,56780,FALSE,,,,,
b05c1ad1-a44a-4ab6-8a5f-e3114f0a551d,Exp2,independent_simultaneous,130029,TRUE,,,,,
b05d315e-dfa3-4c46-b579-13e049f07aa3,Exp2,independent_simultaneous,82973,TRUE,,,,,
b07cab9a-f225-4e50-a1fb-2f11b10ffda8,Exp2,independent_simultaneous,407351,TRUE,,,,,
b0814dae-01f8-4dc6-ad69-1c83bf8eeb39,Exp2,independent_simultaneous,48083,FALSE,,,,,
b088400b-fa5e-4c25-b32f-7bf71c47dc30,Exp2,independent_simultaneous,161217,TRUE,,,,,
b08bc84c-a9a8-448a-8c3b-d660b3421458,Exp2,independent_simultaneous,57532,FALSE,,,,,
b0b645b8-f8de-473f-8351-15bd3a949c77,Exp2,independent_simultaneous,55508,FALSE,,,,,
b0e86ece-7ac3-4541-b9b5-07537f5a613b,Exp2,independent_simultaneous,24615,FALSE,,,,,
b0efeb1b-9819-4203-92a0-a795e4df4059,Exp2,independent_simultaneous,119554,TRUE,,,,,
b0fcb473-44ee-42a7-8cba-27028b9dfbb8,Exp2,independent_simultaneous,76165,TRUE,,,,,
b110ff6d-c8dd-4034-b7b6-7c8331b71909,Exp2,independent_simultaneous,28831,FALSE,,,,,
b116e940-e6a8-43b5-8030-401e8fba1313,Exp2,independent_simultaneous,82984,TRUE,,,,,
b1251b5e-9220-47a4-9587-61e66ba447c4,Exp2,independent_simultaneous,68735,TRUE,,,,,
b1419d13-6af2-40a5-b1d9-952aa8d68057,Exp2,independent_simultaneous,21016,FALSE,,,,,
b164bbb0-2615-463c-b93f-09c341ee2508,Exp2,independent_simultaneous,88565,TRUE,,,,,
b1769724-a5af-4917-98fd-163fe31f8dbd,Exp2,independent_simultaneous,69874,TRUE,,,,,
b18840ad-aa66-4182-ac8c-5b32cc075df6,Exp2,independent_simultaneous,195425,TRUE,,,,,
b1d21b9d-fe34-432f-8bac-d9da423097d8,Exp2,independent_simultaneous,77047,TRUE,,,,,
b1e86a91-f3fd-45b7-a6a9-0ae825382020,Exp2,independent_simultaneous,78214,TRUE,,,,,
b2144dad-6849-4289-8195-2755d703fb42,Exp2,independent_simultaneous,50271,FALSE,,,,,
b2263031-54f0-4c57-803a-dd8bf3babc70,Exp2,independent_simultaneous,472269,TRUE,,,,,
b2291275-2a9d-4378-9672-8fcb01603418,Exp2,independent_simultaneous,134052,TRUE,,,,,
b22b8e54-b321-447a-b057-90d8a14a6c15,Exp2,independent_simultaneous,26042,FALSE,,,,,
b22be6af-7ea6-4b6d-9697-d50356eb84b2,Exp2,independent_simultaneous,96539,TRUE,,,,,
b248e762-8d35-4c4f-88a9-28b579723fb5,Exp2,independent_simultaneous,100059,TRUE,,,,,
b266995d-f55b-4f64-b164-38967abbd783,Exp2,independent_simultaneous,318122,TRUE,,,,,
b2a541cc-1073-446b-a81c-e6579c565e56,Exp2,independent_simultaneous,44704,FALSE,,,,,
b2c4c36c-12c5-4d07-9915-bab81643a02d,Exp2,independent_simultaneous,158356,TRUE,,,,,
b2c98aa8-8b62-48e1-adea-24f572e5cf40,Exp2,independent_simultaneous,148004,TRUE,,,,,
b3027fd8-9b68-4bd0-90fc-fac1d0b2e1ec,Exp2,independent_simultaneous,366099,TRUE,,,,,
b3047941-c673-4042-9776-c978478c2710,Exp2,independent_simultaneous,159198,TRUE,,,,,
b30a8c92-1768-480d-bd31-79d82d9b3ebd,Exp2,independent_simultaneous,21430,FALSE,,,,,
b30c8e3e-90b2-4819-b82d-6ae5881cfe36,Exp2,independent_simultaneous,115145,TRUE,,,,,
b3108e99-49c7-4c05-955f-60d6b1a3d702,Exp2,independent_simultaneous,74905,TRUE,,,,,
b3720b45-cb14-4a3f-a78b-2764d26589bf,Exp2,independent_simultaneous,19527,FALSE,,,,,
b3ac5295-e652-498d-bb47-1cf28e31c1e9,Exp2,independent_simultaneous,74451,TRUE,,,,,
b3b83994-835a-4881-a932-4b612fc43921,Exp2,independent_simultaneous,140981,TRUE,,,,,
b3c0c60b-8ef0-4f2b-8dd5-98e8dfb14f49,Exp2,independent_simultaneous,63619,TRUE,,,,,
b3d2df9c-b77c-4829-a9c2-00bd868a73c1,Exp2,independent_simultaneous,113203,TRUE,,,,,
b3e3c8eb-57b4-486a-b3f9-e78dfa69bfce,Exp2,independent_simultaneous,56699,FALSE,,,,,
b3ecfea8-dacf-4ebc-a670-2e6534a020c5,Exp2,independent_simultaneous,57897,FALSE,,,,,
b406b607-fb57-45b7-b6ff-6cca326dfb0e,Exp2,independent_simultaneous,72933,TRUE,,,,,
b40f8b11-0c89-42d9-b030-d6775fd2126a,Exp2,independent_simultaneous,31261,FALSE,,,,,
b47123cf-62c8-4f48-8409-14c1d95834db,Exp2,independent_simultaneous,104592,TRUE,,,,,
b4739095-7bec-4298-9575-147293a8f327,Exp2,independent_simultaneous,59371,FALSE,,,,,
b4787d16-18cd-4796-87ee-4455df8119bb,Exp2,independent_simultaneous,57767,FALSE,,,,,
b4c34b80-8ba3-4f41-99cc-511d5178b992,Exp2,independent_simultaneous,25804,FALSE,,,,,
b4ca79b8-6ae1-49de-b742-c3256a802fb0,Exp2,independent_simultaneous,53953,FALSE,,,,,
b4ce2488-f95f-46db-ad94-71e236563e11,Exp2,independent_simultaneous,36321,FALSE,,,,,
b4ec98e6-fc76-4964-8895-b82a157c14b1,Exp2,independent_simultaneous,369864,TRUE,,,,,
b5057b92-9d98-4137-b7bf-093839594969,Exp2,independent_simultaneous,41333,FALSE,,,,,
b50d918b-cdf5-4678-b049-b77093e56a7f,Exp2,independent_simultaneous,87618,TRUE,,,,,
b5177ed1-1960-470b-bc09-8bb82700a9b3,Exp2,independent_simultaneous,32733,FALSE,,,,,
b54fbf4e-e609-48c2-a902-592c7e2df527,Exp2,independent_simultaneous,36261,FALSE,,,,,
b552e460-0411-4aef-aa1b-565a293c90b4,Exp2,independent_simultaneous,109243,TRUE,,,,,
b57a246a-97b8-4c5d-8a95-1dce54b4aeb0,Exp2,independent_simultaneous,59800,FALSE,,,,,
b5962234-c8aa-42ae-bb8c-cfe6fd103d77,Exp2,independent_simultaneous,43136,FALSE,,,,,
b5985a1c-81c5-4c91-a73f-22ea704c547e,Exp2,independent_simultaneous,49392,FALSE,,,,,
b59df752-33da-4feb-945d-b35cae5632a8,Exp2,independent_simultaneous,111565,TRUE,,,,,
b5b867a1-46e0-41f0-ae5f-92af3cac1728,Exp2,independent_simultaneous,24973,FALSE,,,,,
b5e8088d-247f-46f2-a297-460d584e01c2,Exp2,independent_simultaneous,46694,FALSE,,,,,
b5fdb799-a7e9-4cd6-8c63-e94a9557f722,Exp2,independent_simultaneous,29890,FALSE,,,,,
b60c9873-0800-41c8-8cf6-aa731abfe005,Exp2,independent_simultaneous,37134,FALSE,,,,,
b62a839a-1782-4c82-89fc-40af19ace6c9,Exp2,independent_simultaneous,20316,FALSE,,,,,
b62e1349-8217-42e5-be3a-8abd795facc7,Exp2,independent_simultaneous,39903,FALSE,,,,,
b64013cb-6e77-4dc7-9f0f-bc93a9c834cd,Exp2,independent_simultaneous,32814,FALSE,,,,,
b6561010-1f49-4914-96ad-de8741dff642,Exp2,independent_simultaneous,98838,TRUE,,,,,
b69dce13-05fb-4e89-a479-883de00c0b26,Exp2,independent_simultaneous,34057,FALSE,,,,,
b6e86921-5565-4d7d-a696-7e891387c926,Exp2,independent_simultaneous,28447,FALSE,,,,,
b6f4ef43-0094-4cb3-9826-8545d0b55ba9,Exp2,independent_simultaneous,34570,FALSE,,,,,
b700fc99-a9cc-452e-9b42-f1a5eee5841a,Exp2,independent_simultaneous,127708,TRUE,,,,,
b726e778-80ec-4e28-90a9-44e197178029,Exp2,independent_simultaneous,40897,FALSE,,,,,
b72fb77d-c61b-4cdb-b0cc-9162c69b288f,Exp2,independent_simultaneous,37502,FALSE,,,,,
b73d7a40-4057-4c48-b452-f6cfc30c9372,Exp2,independent_simultaneous,219087,TRUE,,,,,
b752fa13-e083-49f6-8f03-d7920b07e859,Exp2,independent_simultaneous,80025,TRUE,,,,,
b75a80f4-b379-4306-9fce-7ed16b86895d,Exp2,independent_simultaneous,58710,FALSE,,,,,
b76e4fbe-b12c-463d-9e7d-e80f255818c1,Exp2,independent_simultaneous,53429,FALSE,,,,,
b7840a61-ad47-4b79-bb82-b98670ace70f,Exp2,independent_simultaneous,86356,TRUE,,,,,
b7889bfc-76b5-4a8d-acb3-235cfcfb889e,Exp2,independent_simultaneous,39844,FALSE,,,,,
b7a04a3f-36ef-4840-af4c-018fae62f705,Exp2,independent_simultaneous,59386,FALSE,,,,,
b7a06f8c-a059-4837-bd4c-4d9188769f35,Exp2,independent_simultaneous,58177,FALSE,,,,,
b7a2b895-98e6-40c9-ab25-1051ea8b8e7d,Exp2,independent_simultaneous,27015,FALSE,,,,,
b7ba5a7c-bf5a-4041-a621-857a071b36ef,Exp2,independent_simultaneous,48822,FALSE,,,,,
b7d2e246-831b-436a-93b2-26a64c5c5ed5,Exp2,independent_simultaneous,108242,TRUE,,,,,
b7ead789-6fbb-41f5-84b1-006ff922bc05,Exp2,independent_simultaneous,144062,TRUE,,,,,
b7f95471-59fe-48c9-8ec7-f6184b363672,Exp2,independent_simultaneous,63847,TRUE,,,,,
b8018d30-05ac-4ba0-9ccd-8919345e60a9,Exp2,independent_simultaneous,105507,TRUE,,,,,
b80cbc49-2e5a-4f22-8a2f-4c9d9827c680,Exp2,independent_simultaneous,48131,FALSE,,,,,
b810af76-0f6f-4734-b853-f8f30d2c5a55,Exp2,independent_simultaneous,60810,FALSE,,,,,
b8267376-bc93-464f-86a2-0037065e9d39,Exp2,independent_simultaneous,31645,FALSE,,,,,
b85e60f1-107c-4e58-be2e-c6bf4915e635,Exp2,independent_simultaneous,145419,TRUE,,,,,
b88906e5-5fa7-4dfa-a243-0dc20df69e4a,Exp2,independent_simultaneous,54774,FALSE,,,,,
b88cb32f-98e4-4fe1-8e02-fed0433a6fae,Exp2,independent_simultaneous,141766,TRUE,,,,,
b890ce7e-a4fd-4b34-8739-41e6c542d9dc,Exp2,independent_simultaneous,53308,FALSE,,,,,
b8a55464-1db6-4c7d-a9ef-545ab715b1a2,Exp2,independent_simultaneous,106420,TRUE,,,,,
b8ae1d75-c318-42d5-9006-a0e2259d6687,Exp2,independent_simultaneous,61147,FALSE,,,,,
b8b65eb0-510e-40e4-9d37-ebbe70102765,Exp2,independent_simultaneous,166913,TRUE,,,,,
