ExperimentId,ParticipantId,SexId,Age,EthnicityId,StartDate,EndDate,TrialNumber,"Approximately what percentage of the students in the high school you attended were ""South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan )"" / ""White""?","How many ""South Asian"" / ""White"") friends did you have in High School?","Approximately what percentage of the people in the neighborhood in which you grew up were ""South Asian"" / ""White""","In an average week's time, approximately how many ""South Asian"" / ""White"" people do you have conversations with?","In your area, how many ""South Asians"" / ""Whites"" do you know on a first name basis who also know you on a first name basis?","Of your nine closest friends, how many are ""South Asian"" / ""White""","How many times have you gone out with or dated a ""South Asian"" / ""White"") person?","Approximately what percentage of the people that you view / interact with on social media are ""South Asian"" / ""White""","Approximately what percentage of the people that you watch in TV programmes / movies are ""South Asian"" / ""White""","The crime video played smoothly (played all the way through, did not buffer etc.)",The sequence of faces was displayed clearly (loaded promptly etc.),"MyRace (""How would you describe YOUR OWN race / ethnicity?"")",ParticipantPerpetrator present (yes/no),Face picked,Confidence,Face1.jpeg,Face2.jpeg,Face3.jpeg,Face4.jpeg,Face5.jpeg,Face6.jpeg,AttentionCheck,Face (.jpeg) picked,Correct,SaidAbsentorPresent,TargetPresent,IDResponse,CrimeWatched,PerpRace,SubjectRace,OwnRace,LineupType,AttentionCheckCorrect,CorrectSubjectRace,Include
182,ad6b7b21-7c7f-443b-ab6e-c493925166ed,F,20,caucasian,09/03/2018,09/03/2018,1,1,1,0,5,9,1,0,0,1,5,5,White British,yes,4,50,6,1,5,2,3,4,laptop,2,0,present,no,foil,laptop,south_asian,caucasian,otherRace,interactive,yes,yes,yes
182,ad6b7b21-7c7f-443b-ab6e-c493925166ed,F,20,caucasian,09/03/2018,09/03/2018,2,1,1,0,5,9,1,0,0,1,5,5,White British,no,,60,5,3,6,2,4,1,laptop,absent,1,absent,no,reject,laptop,caucasian,caucasian,ownRace,interactive,yes,yes,yes
182,ad6b7b21-7c7f-443b-ab6e-c493925166ed,F,20,caucasian,09/03/2018,09/03/2018,3,1,1,0,5,9,1,0,0,1,5,5,White British,yes,2,50,2,6,3,4,1,5,drinkspiking,6,1,present,yes,perpetrator,drinkspiking,south_asian,caucasian,otherRace,interactive,yes,yes,yes
182,ad6b7b21-7c7f-443b-ab6e-c493925166ed,F,20,caucasian,09/03/2018,09/03/2018,4,1,1,0,5,9,1,0,0,1,5,5,White British,no,,70,3,4,6,1,2,5,car,absent,1,absent,no,reject,car,south_asian,caucasian,otherRace,interactive,yes,yes,yes
182,ad6b7b21-7c7f-443b-ab6e-c493925166ed,F,20,caucasian,09/03/2018,09/03/2018,5,1,1,0,5,9,1,0,0,1,5,5,White British,yes,2,80,1,6,2,4,5,3,burglary,6,1,present,yes,perpetrator,burglary,south_asian,caucasian,otherRace,interactive,yes,yes,yes
182,ad6b7b21-7c7f-443b-ab6e-c493925166ed,F,20,caucasian,09/03/2018,09/03/2018,6,1,1,0,5,9,1,0,0,1,5,5,White British,no,,80,3,5,1,6,2,4,car,absent,1,absent,no,reject,car,caucasian,caucasian,ownRace,interactive,yes,yes,yes
182,ad6b7b21-7c7f-443b-ab6e-c493925166ed,F,20,caucasian,09/03/2018,09/03/2018,7,1,1,0,5,9,1,0,0,1,5,5,White British,no,,50,3,2,1,6,5,4,burglary,absent,0,absent,yes,reject,burglary,caucasian,caucasian,ownRace,interactive,yes,yes,yes
182,ad6b7b21-7c7f-443b-ab6e-c493925166ed,F,20,caucasian,09/03/2018,09/03/2018,8,1,1,0,5,9,1,0,0,1,5,5,White British,yes,2,90,2,6,4,3,5,1,drinkspiking,6,1,present,yes,perpetrator,drinkspiking,caucasian,caucasian,ownRace,interactive,yes,yes,yes
138,3e4697a9-cd4a-4fa8-b95e-54cd454a3177,F,19,caucasian,07/03/2018,07/03/2018,1,0,0,0,0,0,0,0,0,0,5,5,White British,yes,1,70,6,5,3,4,2,1,burglary,6,0,present,no,foil,burglary,south_asian,caucasian,otherRace,static,yes,yes,yes
138,3e4697a9-cd4a-4fa8-b95e-54cd454a3177,F,19,caucasian,07/03/2018,07/03/2018,2,0,0,0,0,0,0,0,0,0,5,5,White British,yes,4,40,1,4,2,3,5,6,drinkspiking,3,0,present,yes,foil,drinkspiking,south_asian,caucasian,otherRace,static,yes,yes,yes
138,3e4697a9-cd4a-4fa8-b95e-54cd454a3177,F,19,caucasian,07/03/2018,07/03/2018,3,0,0,0,0,0,0,0,0,0,5,5,White British,no,,60,2,6,1,3,5,4,burglary,absent,1,absent,no,reject,burglary,caucasian,caucasian,ownRace,static,yes,yes,yes
138,3e4697a9-cd4a-4fa8-b95e-54cd454a3177,F,19,caucasian,07/03/2018,07/03/2018,4,0,0,0,0,0,0,0,0,0,5,5,White British,yes,5,30,3,1,4,5,6,2,car,6,1,present,yes,perpetrator,car,caucasian,caucasian,ownRace,static,yes,yes,yes
138,3e4697a9-cd4a-4fa8-b95e-54cd454a3177,F,19,caucasian,07/03/2018,07/03/2018,5,0,0,0,0,0,0,0,0,0,5,5,White British,yes,1,20,2,6,5,4,3,1,laptop,2,0,present,no,foil,laptop,caucasian,caucasian,ownRace,static,yes,yes,yes
138,3e4697a9-cd4a-4fa8-b95e-54cd454a3177,F,19,caucasian,07/03/2018,07/03/2018,6,0,0,0,0,0,0,0,0,0,5,5,White British,yes,6,50,2,1,4,3,5,6,car,6,1,present,yes,perpetrator,car,south_asian,caucasian,otherRace,static,yes,yes,yes
138,3e4697a9-cd4a-4fa8-b95e-54cd454a3177,F,19,caucasian,07/03/2018,07/03/2018,7,0,0,0,0,0,0,0,0,0,5,5,White British,yes,3,60,2,5,6,3,1,4,drinkspiking,6,1,present,yes,perpetrator,drinkspiking,caucasian,caucasian,ownRace,static,yes,yes,yes
138,3e4697a9-cd4a-4fa8-b95e-54cd454a3177,F,19,caucasian,07/03/2018,07/03/2018,8,0,0,0,0,0,0,0,0,0,5,5,White British,yes,1,50,6,5,1,4,2,3,laptop,6,0,present,no,foil,laptop,south_asian,caucasian,otherRace,static,yes,yes,yes
173,fc097d0c-8962-4760-8575-8738e23ee239,F,21,caucasian,09/03/2018,09/03/2018,1,0,0,0,2,0,0,0,0,0,5,5,White British,no,,60,1,4,5,6,2,3,car,absent,0,absent,yes,reject,car,south_asian,caucasian,otherRace,static,yes,yes,yes
173,fc097d0c-8962-4760-8575-8738e23ee239,F,21,caucasian,09/03/2018,09/03/2018,2,0,0,0,2,0,0,0,0,0,5,5,White British,yes,4,90,5,3,2,6,4,1,car,6,1,present,yes,perpetrator,car,caucasian,caucasian,ownRace,static,yes,yes,yes
173,fc097d0c-8962-4760-8575-8738e23ee239,F,21,caucasian,09/03/2018,09/03/2018,3,0,0,0,2,0,0,0,0,0,5,5,White British,yes,6,70,4,2,3,1,5,6,laptop,6,1,present,yes,perpetrator,laptop,south_asian,caucasian,otherRace,static,yes,yes,yes
173,fc097d0c-8962-4760-8575-8738e23ee239,F,21,caucasian,09/03/2018,09/03/2018,4,0,0,0,2,0,0,0,0,0,5,5,White British,no,,70,2,6,3,5,1,4,burglary,absent,1,absent,no,reject,burglary,caucasian,caucasian,ownRace,static,yes,yes,yes
173,fc097d0c-8962-4760-8575-8738e23ee239,F,21,caucasian,09/03/2018,09/03/2018,5,0,0,0,2,0,0,0,0,0,5,5,White British,no,,60,6,4,3,1,2,5,drinkspiking,absent,1,absent,no,reject,drinkspiking,south_asian,caucasian,otherRace,static,yes,yes,yes
173,fc097d0c-8962-4760-8575-8738e23ee239,F,21,caucasian,09/03/2018,09/03/2018,6,0,0,0,2,0,0,0,0,0,5,5,White British,no,,90,3,5,1,6,2,4,drinkspiking,absent,1,absent,no,reject,drinkspiking,caucasian,caucasian,ownRace,static,yes,yes,yes
173,fc097d0c-8962-4760-8575-8738e23ee239,F,21,caucasian,09/03/2018,09/03/2018,7,0,0,0,2,0,0,0,0,0,5,5,White British,yes,5,30,4,6,5,1,2,3,laptop,2,0,present,yes,foil,laptop,caucasian,caucasian,ownRace,static,yes,yes,yes
173,fc097d0c-8962-4760-8575-8738e23ee239,F,21,caucasian,09/03/2018,09/03/2018,8,0,0,0,2,0,0,0,0,0,5,5,White British,no,,10,3,1,2,5,6,4,burglary,absent,1,absent,no,reject,burglary,south_asian,caucasian,otherRace,static,yes,yes,yes
224,90f046b4-26a3-485d-b3b7-ba9df66b28cd,N,20,caucasian,14/03/2018,14/03/2018,1,0,0,0,0,0,0,1,0,0,5,5,White British,yes,2,70,5,3,4,1,2,6,laptop,3,0,present,no,foil,laptop,south_asian,caucasian,otherRace,interactive,yes,yes,yes
224,90f046b4-26a3-485d-b3b7-ba9df66b28cd,N,20,caucasian,14/03/2018,14/03/2018,2,0,0,0,0,0,0,1,0,0,5,5,White British,yes,6,80,4,5,2,3,1,6,burglary,6,1,present,yes,perpetrator,burglary,caucasian,caucasian,ownRace,interactive,yes,yes,yes
224,90f046b4-26a3-485d-b3b7-ba9df66b28cd,N,20,caucasian,14/03/2018,14/03/2018,3,0,0,0,0,0,0,1,0,0,5,5,White British,no,,60,6,5,2,1,3,4,drinkspiking,absent,1,absent,no,reject,drinkspiking,south_asian,caucasian,otherRace,interactive,yes,yes,yes
224,90f046b4-26a3-485d-b3b7-ba9df66b28cd,N,20,caucasian,14/03/2018,14/03/2018,4,0,0,0,0,0,0,1,0,0,5,5,White British,yes,4,70,3,5,2,6,4,1,car,6,1,present,yes,perpetrator,car,caucasian,caucasian,ownRace,interactive,yes,yes,yes
224,90f046b4-26a3-485d-b3b7-ba9df66b28cd,N,20,caucasian,14/03/2018,14/03/2018,5,0,0,0,0,0,0,1,0,0,5,5,White British,yes,5,70,1,6,3,2,5,4,drinkspiking,5,0,present,no,foil,drinkspiking,caucasian,caucasian,ownRace,interactive,yes,yes,yes
224,90f046b4-26a3-485d-b3b7-ba9df66b28cd,N,20,caucasian,14/03/2018,14/03/2018,6,0,0,0,0,0,0,1,0,0,5,5,White British,yes,3,60,3,1,6,4,2,5,car,6,1,present,yes,perpetrator,car,south_asian,caucasian,otherRace,interactive,yes,yes,yes
224,90f046b4-26a3-485d-b3b7-ba9df66b28cd,N,20,caucasian,14/03/2018,14/03/2018,7,0,0,0,0,0,0,1,0,0,5,5,White British,no,,50,5,1,6,3,4,2,laptop,absent,1,absent,no,reject,laptop,caucasian,caucasian,ownRace,interactive,yes,yes,yes
224,90f046b4-26a3-485d-b3b7-ba9df66b28cd,N,20,caucasian,14/03/2018,14/03/2018,8,0,0,0,0,0,0,1,0,0,5,5,White British,yes,6,80,2,5,1,4,3,6,burglary,6,1,present,yes,perpetrator,burglary,south_asian,caucasian,otherRace,interactive,yes,yes,yes
98,01b4b516-ac2f-4143-a2fe-78915f4de188,F,20,caucasian,05/03/2018,05/03/2018,1,1,1,0,2,2,0,0,0,0,5,5,White British,no,,20,4,1,2,5,6,3,laptop,absent,1,absent,no,reject,laptop,caucasian,caucasian,ownRace,interactive,yes,yes,yes
98,01b4b516-ac2f-4143-a2fe-78915f4de188,F,20,caucasian,05/03/2018,05/03/2018,2,1,1,0,2,2,0,0,0,0,5,5,White British,yes,1,30,5,6,1,3,4,2,laptop,5,0,present,no,foil,laptop,south_asian,caucasian,otherRace,interactive,yes,yes,yes
98,01b4b516-ac2f-4143-a2fe-78915f4de188,F,20,caucasian,05/03/2018,05/03/2018,3,1,1,0,2,2,0,0,0,0,5,5,White British,no,,80,5,2,3,6,1,4,burglary,absent,1,absent,no,reject,burglary,caucasian,caucasian,ownRace,interactive,yes,yes,yes
98,01b4b516-ac2f-4143-a2fe-78915f4de188,F,20,caucasian,05/03/2018,05/03/2018,4,1,1,0,2,2,0,0,0,0,5,5,White British,no,,100,4,2,1,6,3,5,burglary,absent,1,absent,no,reject,burglary,south_asian,caucasian,otherRace,interactive,yes,yes,yes
98,01b4b516-ac2f-4143-a2fe-78915f4de188,F,20,caucasian,05/03/2018,05/03/2018,5,1,1,0,2,2,0,0,0,0,5,5,White British,yes,6,80,1,4,2,3,5,6,car,6,1,present,yes,perpetrator,car,south_asian,caucasian,otherRace,interactive,yes,yes,yes
98,01b4b516-ac2f-4143-a2fe-78915f4de188,F,20,caucasian,05/03/2018,05/03/2018,6,1,1,0,2,2,0,0,0,0,5,5,White British,yes,5,50,4,5,3,1,6,2,drinkspiking,6,1,present,yes,perpetrator,drinkspiking,south_asian,caucasian,otherRace,interactive,yes,yes,yes
98,01b4b516-ac2f-4143-a2fe-78915f4de188,F,20,caucasian,05/03/2018,05/03/2018,7,1,1,0,2,2,0,0,0,0,5,5,White British,yes,4,60,2,3,5,6,4,1,car,6,1,present,yes,perpetrator,car,caucasian,caucasian,ownRace,interactive,yes,yes,yes
98,01b4b516-ac2f-4143-a2fe-78915f4de188,F,20,caucasian,05/03/2018,05/03/2018,8,1,1,0,2,2,0,0,0,0,5,5,White British,yes,6,30,3,1,5,4,2,6,drinkspiking,6,1,present,yes,perpetrator,drinkspiking,caucasian,caucasian,ownRace,interactive,yes,yes,yes
213,ea2ffca1-6b5a-430b-85ca-444d311a01c0,M,21,caucasian,14/03/2018,14/03/2018,1,1,1,1,1,2,0,0,0,1,5,5,White British,no,,70,6,5,4,3,1,2,drinkspiking,absent,1,absent,no,reject,drinkspiking,caucasian,caucasian,ownRace,static,yes,yes,yes
213,ea2ffca1-6b5a-430b-85ca-444d311a01c0,M,21,caucasian,14/03/2018,14/03/2018,2,1,1,1,1,2,0,0,0,1,5,5,White British,yes,5,70,4,1,3,2,6,5,burglary,6,1,present,yes,perpetrator,burglary,south_asian,caucasian,otherRace,static,yes,yes,yes
213,ea2ffca1-6b5a-430b-85ca-444d311a01c0,M,21,caucasian,14/03/2018,14/03/2018,3,1,1,1,1,2,0,0,0,1,5,5,White British,no,,60,6,1,4,3,2,5,car,absent,1,absent,no,reject,car,caucasian,caucasian,ownRace,static,yes,yes,yes
213,ea2ffca1-6b5a-430b-85ca-444d311a01c0,M,21,caucasian,14/03/2018,14/03/2018,4,1,1,1,1,2,0,0,0,1,5,5,White British,yes,1,60,6,1,4,3,5,2,burglary,6,1,present,yes,perpetrator,burglary,caucasian,caucasian,ownRace,static,yes,yes,yes
213,ea2ffca1-6b5a-430b-85ca-444d311a01c0,M,21,caucasian,14/03/2018,14/03/2018,5,1,1,1,1,2,0,0,0,1,5,5,White British,yes,1,70,6,4,1,2,5,3,laptop,6,1,present,yes,perpetrator,laptop,south_asian,caucasian,otherRace,static,yes,yes,yes
213,ea2ffca1-6b5a-430b-85ca-444d311a01c0,M,21,caucasian,14/03/2018,14/03/2018,6,1,1,1,1,2,0,0,0,1,5,5,White British,no,,70,4,6,1,5,2,3,laptop,absent,0,absent,yes,reject,laptop,caucasian,caucasian,ownRace,static,yes,yes,yes
213,ea2ffca1-6b5a-430b-85ca-444d311a01c0,M,21,caucasian,14/03/2018,14/03/2018,7,1,1,1,1,2,0,0,0,1,5,5,White British,no,,70,5,1,4,6,2,3,drinkspiking,absent,1,absent,no,reject,drinkspiking,south_asian,caucasian,otherRace,static,yes,yes,yes
213,ea2ffca1-6b5a-430b-85ca-444d311a01c0,M,21,caucasian,14/03/2018,14/03/2018,8,1,1,1,1,2,0,0,0,1,5,5,White British,no,,50,4,5,2,6,1,3,car,absent,1,absent,no,reject,car,south_asian,caucasian,otherRace,static,yes,yes,yes
100,00c4aa2b-0406-4218-b22c-9f4fd93b9ca0,F,20,caucasian,05/03/2018,05/03/2018,1,0,3,1,4,4,0,0,1,2,5,5,White British,no,,70,3,4,2,6,1,5,drinkspiking,absent,1,absent,no,reject,drinkspiking,caucasian,caucasian,ownRace,interactive,yes,yes,yes
100,00c4aa2b-0406-4218-b22c-9f4fd93b9ca0,F,20,caucasian,05/03/2018,05/03/2018,2,0,3,1,4,4,0,0,1,2,5,5,White British,yes,3,70,5,4,3,1,2,6,drinkspiking,3,0,present,no,foil,drinkspiking,south_asian,caucasian,otherRace,interactive,yes,yes,yes
100,00c4aa2b-0406-4218-b22c-9f4fd93b9ca0,F,20,caucasian,05/03/2018,05/03/2018,3,0,3,1,4,4,0,0,1,2,5,5,White British,yes,6,80,3,1,5,4,2,6,car,6,1,present,yes,perpetrator,car,caucasian,caucasian,ownRace,interactive,yes,yes,yes
100,00c4aa2b-0406-4218-b22c-9f4fd93b9ca0,F,20,caucasian,05/03/2018,05/03/2018,4,0,3,1,4,4,0,0,1,2,5,5,White British,no,,50,6,5,2,3,4,1,laptop,absent,1,absent,no,reject,laptop,south_asian,caucasian,otherRace,interactive,yes,yes,yes
100,00c4aa2b-0406-4218-b22c-9f4fd93b9ca0,F,20,caucasian,05/03/2018,05/03/2018,5,0,3,1,4,4,0,0,1,2,5,5,White British,yes,3,100,5,2,6,3,1,4,burglary,6,1,present,yes,perpetrator,burglary,south_asian,caucasian,otherRace,interactive,yes,yes,yes
100,00c4aa2b-0406-4218-b22c-9f4fd93b9ca0,F,20,caucasian,05/03/2018,05/03/2018,6,0,3,1,4,4,0,0,1,2,5,5,White British,no,,100,1,4,2,5,6,3,laptop,absent,1,absent,no,reject,laptop,caucasian,caucasian,ownRace,interactive,yes,yes,yes
100,00c4aa2b-0406-4218-b22c-9f4fd93b9ca0,F,20,caucasian,05/03/2018,05/03/2018,7,0,3,1,4,4,0,0,1,2,5,5,White British,yes,5,90,5,4,3,2,6,1,burglary,6,1,present,yes,perpetrator,burglary,caucasian,caucasian,ownRace,interactive,yes,yes,yes
100,00c4aa2b-0406-4218-b22c-9f4fd93b9ca0,F,20,caucasian,05/03/2018,05/03/2018,8,0,3,1,4,4,0,0,1,2,5,5,White British,yes,2,80,5,6,2,1,4,3,car,6,1,present,yes,perpetrator,car,south_asian,caucasian,otherRace,interactive,yes,yes,yes
203,677a73ed-c7d2-4eeb-b274-955ad514fc32,F,20,caucasian,13/03/2018,13/03/2018,1,0,0,0,4,3,1,0,0,0,5,5,White British,yes,2,70,2,6,4,5,1,3,laptop,6,0,present,no,foil,laptop,caucasian,caucasian,ownRace,static,yes,yes,yes
203,677a73ed-c7d2-4eeb-b274-955ad514fc32,F,20,caucasian,13/03/2018,13/03/2018,2,0,0,0,4,3,1,0,0,0,5,5,White British,no,,70,1,6,4,3,5,2,drinkspiking,absent,1,absent,no,reject,drinkspiking,caucasian,caucasian,ownRace,static,yes,yes,yes
203,677a73ed-c7d2-4eeb-b274-955ad514fc32,F,20,caucasian,13/03/2018,13/03/2018,3,0,0,0,4,3,1,0,0,0,5,5,White British,yes,1,40,1,6,2,3,4,5,drinkspiking,1,0,present,no,foil,drinkspiking,south_asian,caucasian,otherRace,static,yes,yes,yes
203,677a73ed-c7d2-4eeb-b274-955ad514fc32,F,20,caucasian,13/03/2018,13/03/2018,4,0,0,0,4,3,1,0,0,0,5,5,White British,no,,100,4,3,5,6,1,2,laptop,absent,1,absent,no,reject,laptop,south_asian,caucasian,otherRace,static,yes,yes,yes
203,677a73ed-c7d2-4eeb-b274-955ad514fc32,F,20,caucasian,13/03/2018,13/03/2018,5,0,0,0,4,3,1,0,0,0,5,5,White British,yes,1,60,6,2,1,5,4,3,car,6,1,present,yes,perpetrator,car,south_asian,caucasian,otherRace,static,yes,yes,yes
203,677a73ed-c7d2-4eeb-b274-955ad514fc32,F,20,caucasian,13/03/2018,13/03/2018,6,0,0,0,4,3,1,0,0,0,5,5,White British,yes,2,60,1,6,5,4,3,2,burglary,6,1,present,yes,perpetrator,burglary,south_asian,caucasian,otherRace,static,yes,yes,yes
203,677a73ed-c7d2-4eeb-b274-955ad514fc32,F,20,caucasian,13/03/2018,13/03/2018,7,0,0,0,4,3,1,0,0,0,5,5,White British,no,,100,5,1,4,6,3,2,car,absent,0,absent,yes,reject,car,caucasian,caucasian,ownRace,static,yes,yes,yes
203,677a73ed-c7d2-4eeb-b274-955ad514fc32,F,20,caucasian,13/03/2018,13/03/2018,8,0,0,0,4,3,1,0,0,0,5,5,White British,no,,30,3,4,6,2,1,5,burglary,absent,0,absent,yes,reject,burglary,caucasian,caucasian,ownRace,static,yes,yes,yes
156,53b6bf04-f205-4137-a846-ff0a93e101c7,F,20,caucasian,08/03/2018,08/03/2018,1,8,5,3,2,4,2,0,0,0,5,5,White British,no,,60,2,4,3,6,1,5,burglary,absent,0,absent,yes,reject,burglary,south_asian,caucasian,otherRace,interactive,yes,yes,yes
156,53b6bf04-f205-4137-a846-ff0a93e101c7,F,20,caucasian,08/03/2018,08/03/2018,2,8,5,3,2,4,2,0,0,0,5,5,White British,no,,50,4,3,2,5,1,6,laptop,absent,1,absent,no,reject,laptop,south_asian,caucasian,otherRace,interactive,yes,yes,yes
156,53b6bf04-f205-4137-a846-ff0a93e101c7,F,20,caucasian,08/03/2018,08/03/2018,3,8,5,3,2,4,2,0,0,0,5,5,White British,no,,80,1,2,6,3,4,5,drinkspiking,absent,1,absent,no,reject,drinkspiking,caucasian,caucasian,ownRace,interactive,yes,yes,yes
156,53b6bf04-f205-4137-a846-ff0a93e101c7,F,20,caucasian,08/03/2018,08/03/2018,4,8,5,3,2,4,2,0,0,0,5,5,White British,yes,4,40,1,4,2,6,3,5,car,6,1,present,yes,perpetrator,car,caucasian,caucasian,ownRace,interactive,yes,yes,yes
156,53b6bf04-f205-4137-a846-ff0a93e101c7,F,20,caucasian,08/03/2018,08/03/2018,5,8,5,3,2,4,2,0,0,0,5,5,White British,no,,80,6,3,5,4,1,2,laptop,absent,1,absent,no,reject,laptop,caucasian,caucasian,ownRace,interactive,yes,yes,yes
156,53b6bf04-f205-4137-a846-ff0a93e101c7,F,20,caucasian,08/03/2018,08/03/2018,6,8,5,3,2,4,2,0,0,0,5,5,White British,yes,1,30,3,5,6,2,4,1,drinkspiking,3,0,present,no,foil,drinkspiking,south_asian,caucasian,otherRace,interactive,yes,yes,yes
156,53b6bf04-f205-4137-a846-ff0a93e101c7,F,20,caucasian,08/03/2018,08/03/2018,7,8,5,3,2,4,2,0,0,0,5,5,White British,no,,70,5,3,1,4,2,6,burglary,absent,0,absent,yes,reject,burglary,caucasian,caucasian,ownRace,interactive,yes,yes,yes
156,53b6bf04-f205-4137-a846-ff0a93e101c7,F,20,caucasian,08/03/2018,08/03/2018,8,8,5,3,2,4,2,0,0,0,5,5,White British,no,,70,4,5,3,1,2,6,car,absent,0,absent,yes,reject,car,south_asian,caucasian,otherRace,interactive,yes,yes,yes
226,57bed392-a31f-45f3-8cab-fdcfb5b9413a,F,19,caucasian,15/03/2018,15/03/2018,1,0,0,1,1,2,0,0,1,0,4,4,White British,yes,1,100,6,1,2,3,5,4,burglary,6,1,present,yes,perpetrator,burglary,south_asian,caucasian,otherRace,interactive,yes,yes,yes
226,57bed392-a31f-45f3-8cab-fdcfb5b9413a,F,19,caucasian,15/03/2018,15/03/2018,2,0,0,1,1,2,0,0,1,0,4,4,White British,no,,100,6,4,2,1,3,5,laptop,absent,1,absent,no,reject,laptop,caucasian,caucasian,ownRace,interactive,yes,yes,yes
226,57bed392-a31f-45f3-8cab-fdcfb5b9413a,F,19,caucasian,15/03/2018,15/03/2018,3,0,0,1,1,2,0,0,1,0,4,4,White British,yes,6,50,3,5,2,1,4,6,burglary,6,1,present,yes,perpetrator,burglary,caucasian,caucasian,ownRace,interactive,yes,yes,yes
226,57bed392-a31f-45f3-8cab-fdcfb5b9413a,F,19,caucasian,15/03/2018,15/03/2018,4,0,0,1,1,2,0,0,1,0,4,4,White British,no,,100,4,6,3,2,5,1,car,absent,1,absent,no,reject,car,south_asian,caucasian,otherRace,interactive,yes,yes,yes
226,57bed392-a31f-45f3-8cab-fdcfb5b9413a,F,19,caucasian,15/03/2018,15/03/2018,5,0,0,1,1,2,0,0,1,0,4,4,White British,no,,50,6,5,4,3,2,1,car,absent,1,absent,no,reject,car,caucasian,caucasian,ownRace,interactive,yes,yes,yes
226,57bed392-a31f-45f3-8cab-fdcfb5b9413a,F,19,caucasian,15/03/2018,15/03/2018,6,0,0,1,1,2,0,0,1,0,4,4,White British,yes,6,70,1,3,2,4,5,6,drinkspiking,6,1,present,yes,perpetrator,drinkspiking,south_asian,caucasian,otherRace,interactive,yes,yes,yes
226,57bed392-a31f-45f3-8cab-fdcfb5b9413a,F,19,caucasian,15/03/2018,15/03/2018,7,0,0,1,1,2,0,0,1,0,4,4,White British,no,,80,1,3,2,4,5,6,laptop,absent,1,absent,no,reject,laptop,south_asian,caucasian,otherRace,interactive,yes,yes,yes
226,57bed392-a31f-45f3-8cab-fdcfb5b9413a,F,19,caucasian,15/03/2018,15/03/2018,8,0,0,1,1,2,0,0,1,0,4,4,White British,yes,4,90,1,5,2,6,3,4,drinkspiking,6,1,present,yes,perpetrator,drinkspiking,caucasian,caucasian,ownRace,interactive,yes,yes,yes
217,c9d78542-e0d9-4076-a8f0-c940a0061f66,F,20,caucasian,14/03/2018,14/03/2018,1,0,0,0,4,3,2,0,1,0,5,5,White British,yes,1,70,6,2,3,1,5,4,laptop,6,1,present,yes,perpetrator,laptop,caucasian,caucasian,ownRace,static,yes,yes,yes
217,c9d78542-e0d9-4076-a8f0-c940a0061f66,F,20,caucasian,14/03/2018,14/03/2018,2,0,0,0,4,3,2,0,1,0,5,5,White British,no,,90,1,3,4,2,6,5,burglary,absent,1,absent,no,reject,burglary,caucasian,caucasian,ownRace,static,yes,yes,yes
217,c9d78542-e0d9-4076-a8f0-c940a0061f66,F,20,caucasian,14/03/2018,14/03/2018,3,0,0,0,4,3,2,0,1,0,5,5,White British,no,,100,4,1,6,5,3,2,car,absent,1,absent,no,reject,car,caucasian,caucasian,ownRace,static,yes,yes,yes
217,c9d78542-e0d9-4076-a8f0-c940a0061f66,F,20,caucasian,14/03/2018,14/03/2018,4,0,0,0,4,3,2,0,1,0,5,5,White British,no,,60,3,1,5,4,2,6,car,absent,1,absent,no,reject,car,south_asian,caucasian,otherRace,static,yes,yes,yes
217,c9d78542-e0d9-4076-a8f0-c940a0061f66,F,20,caucasian,14/03/2018,14/03/2018,5,0,0,0,4,3,2,0,1,0,5,5,White British,no,,80,3,6,4,5,1,2,burglary,absent,1,absent,no,reject,burglary,south_asian,caucasian,otherRace,static,yes,yes,yes
217,c9d78542-e0d9-4076-a8f0-c940a0061f66,F,20,caucasian,14/03/2018,14/03/2018,6,0,0,0,4,3,2,0,1,0,5,5,White British,yes,4,80,5,2,3,6,4,1,drinkspiking,6,1,present,yes,perpetrator,drinkspiking,caucasian,caucasian,ownRace,static,yes,yes,yes
217,c9d78542-e0d9-4076-a8f0-c940a0061f66,F,20,caucasian,14/03/2018,14/03/2018,7,0,0,0,4,3,2,0,1,0,5,5,White British,no,,90,4,2,6,1,3,5,laptop,absent,0,absent,yes,reject,laptop,south_asian,caucasian,otherRace,static,yes,yes,yes
217,c9d78542-e0d9-4076-a8f0-c940a0061f66,F,20,caucasian,14/03/2018,14/03/2018,8,0,0,0,4,3,2,0,1,0,5,5,White British,no,,40,3,5,2,1,4,6,drinkspiking,absent,0,absent,yes,reject,drinkspiking,south_asian,caucasian,otherRace,static,yes,yes,yes
123,a0e956fb-2cd4-4b07-8668-0128625d199d,F,19,caucasian,07/03/2018,07/03/2018,1,1,4,1,9,5,2,0,3,2,5,5,White British,yes,6,60,1,4,3,2,5,6,drinkspiking,6,1,present,yes,perpetrator,drinkspiking,caucasian,caucasian,ownRace,interactive,yes,yes,yes
123,a0e956fb-2cd4-4b07-8668-0128625d199d,F,19,caucasian,07/03/2018,07/03/2018,2,1,4,1,9,5,2,0,3,2,5,5,White British,yes,1,50,6,5,2,1,3,4,laptop,6,1,present,yes,perpetrator,laptop,caucasian,caucasian,ownRace,interactive,yes,yes,yes
123,a0e956fb-2cd4-4b07-8668-0128625d199d,F,19,caucasian,07/03/2018,07/03/2018,3,1,4,1,9,5,2,0,3,2,5,5,White British,no,,50,1,5,6,2,3,4,car,absent,1,absent,no,reject,car,south_asian,caucasian,otherRace,interactive,yes,yes,yes
