ParticipantId,Gender,Age,Race / ethnicity,ParticipantPerpetrator present (yes/no),Face picked,Confidence,My Race,Start Date,Finish Date,"Approximately what percentage of the students in the high school you attended were ""South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan )"" / ""White""?","How many ""South Asian"" / ""White"") friends did you have in High School?","Approximately what percentage of the people in the neighborhood in which you grew up were ""South Asian"" / ""White""","In an average week's time, approximately how many ""South Asian"" / ""White"" people do you have conversations with?","In your area, how many ""South Asians"" / ""Whites"" do you know on a first name basis who also know you on a first name basis?","Of your nine closest friends, how many are ""South Asian"" / ""White""","How many times have you gone out with or dated a ""South Asian"" / ""White"") person?","Approximately what percentage of the people that you view / interact with on social media are ""South Asian"" / ""White""","Approximately what percentage of the people that you watch in TV programmes / movies are ""South Asian"" / ""White""",ContactSum,"The crime video played smoothly (played all the way through, did not buffer etc.)",The sequence of faces was displayed clearly (loaded promptly etc.),AttentionCheck,Face1.jpeg,Face2.jpeg,Face3.jpeg,Face4.jpeg,Face5.jpeg,Face6.jpeg,Face(.jpeg)picked,Correct,SaidAbsentorPresent,IDResponse,CrimeWatched,TargetPresent,PerpRace,SubjectRace,OwnRace,LineupType,CorrectSubjectRace,AttentionCheckCorrect,PlayedSmoothly,FirstComplete,IncludeFinalSample,Recruited from?
28a1331c-5e5d-4e2c-a79e-3eb8c8e32d6e,Female,24,White or Caucasian,no,,60,White American,05/02/2018,05/02/2018,0,0,0,6,5,0,0,0,3,14,4,4,mugging,3,4,5,2,6,1,absent,1,absent,reject,mugging,no,south_asian,caucasian,otherRace,independent_simultaneous,yes,yes,yes,,yes,mTurk
9c6409e2-8da6-4fe2-862d-52887cdde022,Male,33,White or Caucasian,no,,80,White American,05/02/2018,05/02/2018,1,0,0,0,0,0,0,2,0,3,5,5,mugging,2,5,3,6,4,1,absent,1,absent,reject,mugging,no,caucasian,caucasian,ownRace,independent_simultaneous,yes,yes,yes,,yes,mTurk
ce42b73a-6aac-411f-ae5a-9ac491600a2b,Female,21,"Hispanic, Latino or Spanish",no,,70,Hispanic or Latino,05/02/2018,05/02/2018,6,4,7,1,3,1,0,0,8,30,5,5,mugging,5,4,2,6,3,1,absent,1,absent,reject,mugging,no,caucasian,ERROR,ERROR,sequential,no,yes,yes,,no,mTurk
f97c4d7a-316b-4efd-bb19-dbf6c9513b54,Male,34,White or Caucasian,yes,5,70,White American,05/02/2018,05/02/2018,0,0,0,0,0,0,1,0,0,1,5,5,car,6,1,4,2,5,3,5,0,present,foil,car,no,caucasian,caucasian,ownRace,independent_simultaneous,yes,yes,yes,,yes,mTurk
dc77b097-a4e8-418b-b497-3664ab724715,Female,33,White or Caucasian,yes,1,60,White American,05/02/2018,05/02/2018,0,0,0,0,0,0,0,0,0,0,5,5,mugging,6,3,4,2,1,5,6,1,present,perpetrator,mugging,yes,caucasian,caucasian,ownRace,independent_simultaneous,yes,yes,yes,,yes,mTurk
5075900a-54c2-4f6c-b97d-9eca0ed961da,Male,68,White or Caucasian,yes,6,70,White American,05/02/2018,05/02/2018,0,1,0,0,0,0,0,0,0,1,5,5,mugging,2,5,6,4,3,1,1,0,present,foil,mugging,yes,caucasian,caucasian,ownRace,joint_simultaneous,yes,yes,yes,,yes,mTurk
2b224f52-708b-479d-8f7c-3a726dea5d30,Female,39,White or Caucasian,yes,1,90,Asian Pakistani,05/02/2018,05/02/2018,0,3,0,2,1,0,0,1,0,7,5,5,mugging,1,2,3,6,5,4,1,0,present,foil,mugging,yes,south_asian,caucasian,otherRace,independent_simultaneous,yes,yes,yes,,yes,mTurk
94151546-4b82-4498-a1e9-d3cab583c850,Female,33,Black or African American,yes,3,50,Black African,05/02/2018,05/02/2018,5,5,0,9,0,0,0,3,3,25,5,5,car,4,1,3,5,2,6,3,0,present,foil,car,no,caucasian,ERROR,ERROR,joint_simultaneous,no,yes,yes,,no,mTurk
0b3e692a-ed3b-4378-abe4-3944fe7b38af,Male,46,White or Caucasian,no,,0,Other ethnic,05/02/2018,05/02/2018,0,0,0,0,0,0,0,0,0,0,5,5,mugging,3,6,4,2,5,1,absent,1,absent,reject,mugging,no,south_asian,caucasian,otherRace,joint_simultaneous,yes,yes,yes,,yes,mTurk
e6205cb2-a169-4f47-9e11-5d02496d5e3a,Female,38,White or Caucasian,yes,4,50,White American,05/02/2018,05/02/2018,0,0,0,0,0,0,0,0,0,0,5,5,car,6,2,3,5,4,1,5,0,present,foil,car,no,caucasian,caucasian,ownRace,joint_simultaneous,yes,yes,yes,,yes,mTurk
95aaf23f-073b-48e7-bc45-7b78a4aaeac3,Female,20,White or Caucasian,yes,4,80,White American,05/02/2018,05/02/2018,5,7,4,6,6,6,7,5,5,51,4,4,mugging,5,6,2,1,3,4,1,0,present,foil,car,yes,caucasian,caucasian,ownRace,joint_simultaneous,yes,no,yes,,no,mTurk
6235efc0-a7ea-43d6-8729-dd08d8489114,Female,25,White or Caucasian,no,,70,White American,05/02/2018,05/02/2018,0,1,0,1,2,1,0,0,0,5,5,5,car,1,3,6,4,2,5,absent,0,absent,reject,car,yes,caucasian,caucasian,ownRace,sequential,yes,yes,yes,,yes,mTurk
af501d80-1a3e-49f6-b9f9-18ea15c6d8a8,Male,22,White or Caucasian,yes,1,70,White American,05/02/2018,05/02/2018,0,0,0,0,0,0,0,0,0,0,4,4,money,5,1,3,6,2,4,5,0,present,foil,money,yes,caucasian,caucasian,ownRace,sequential,yes,yes,yes,,yes,mTurk
9a8bfb9f-5e44-45ff-8633-44261907286e,Female,23,Black or African American,yes,4,70,Black other,05/02/2018,05/02/2018,5,9,2,3,3,1,0,1,5,29,5,5,car,3,6,2,5,1,4,5,0,present,foil,car,yes,caucasian,ERROR,ERROR,independent_simultaneous,no,yes,yes,,no,mTurk
765a122c-ea90-4a91-a293-9b897b879335,Male,62,White or Caucasian,no,,70,White American,05/02/2018,05/02/2018,0,0,0,1,0,0,0,0,0,1,5,5,car,3,5,6,4,2,1,absent,1,absent,reject,car,no,south_asian,caucasian,otherRace,independent_simultaneous,yes,yes,yes,,yes,mTurk
277aac58-fd8a-41f4-8505-cebea1b94b0d,Female,53,White or Caucasian,yes,6,50,White American,05/02/2018,05/02/2018,0,1,0,4,6,1,0,0,1,13,5,5,mugging,4,3,1,6,5,2,2,0,present,foil,mugging,no,south_asian,caucasian,otherRace,sequential,yes,yes,yes,,yes,mTurk
3344d458-5ab9-4524-8ba3-f66d9e227773,Male,26,White or Caucasian,yes,4,80,White American,05/02/2018,05/02/2018,0,2,0,0,1,0,1,1,0,5,4,4,car,1,2,4,6,5,3,6,1,present,perpetrator,car,yes,south_asian,caucasian,otherRace,independent_simultaneous,yes,yes,yes,,yes,mTurk
08e9400b-3d62-40b9-8b71-6c20c5241430,Female,56,White or Caucasian,no,,50,White American,05/02/2018,05/02/2018,0,0,0,0,0,0,0,0,0,0,2,5,mugging,2,4,5,6,3,1,absent,0,absent,reject,mugging,yes,south_asian,caucasian,otherRace,joint_simultaneous,yes,yes,yes,,yes,mTurk
9a995943-cfa9-4b16-99d2-aba4725ec868,Male,28,"Hispanic, Latino or Spanish",yes,6,50,White American,05/02/2018,05/02/2018,3,4,0,5,5,2,0,5,5,29,5,5,money,4,3,5,2,6,1,1,0,present,foil,money,no,caucasian,ERROR,ERROR,independent_simultaneous,no,yes,yes,,no,mTurk
1c8ccfe2-d162-483d-a846-03f278c7a6c6,Female,31,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,6,70,Asian other,05/02/2018,05/02/2018,6,6,5,5,0,1,0,1,2,26,5,5,car,6,4,3,1,2,5,5,0,present,foil,car,no,south_asian,south_asian,ownRace,sequential,yes,yes,yes,,yes,mTurk
72ff3433-eb7f-4cba-9e4f-290bc9dd9957,Female,63,White or Caucasian,yes,4,10,White American,05/02/2018,05/02/2018,0,0,0,1,0,0,0,0,0,1,5,5,mugging,3,6,2,5,1,4,5,0,present,foil,mugging,yes,south_asian,caucasian,otherRace,sequential,yes,yes,yes,,yes,mTurk
90825d5c-7545-4e05-b79d-320854656292,Female,34,White or Caucasian,yes,2,80,White American,05/02/2018,05/02/2018,0,1,0,2,8,0,0,1,0,12,5,5,mugging,5,3,2,1,4,6,3,0,present,foil,mugging,yes,caucasian,caucasian,ownRace,sequential,yes,yes,yes,,yes,mTurk
64075724-1d8d-4f5b-a5e0-9ce1bc8164f6,Female,45,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,5,80,Asian Indian,05/02/2018,05/02/2018,5,0,1,4,2,0,0,0,1,13,4,3,burglary,4,2,1,5,3,6,3,0,present,foil,car,no,south_asian,south_asian,ownRace,joint_simultaneous,yes,no,yes,,no,mTurk
044de826-84fe-4a7d-8aae-354471f9d5fc,Female,34,White or Caucasian,yes,5,60,White American,05/02/2018,05/02/2018,3,0,1,0,0,0,0,1,0,5,4,5,car,1,4,2,3,5,6,5,0,present,foil,car,yes,south_asian,caucasian,otherRace,joint_simultaneous,yes,yes,yes,,yes,mTurk
da5aff4e-9963-4252-b032-f8c921bd763c,Male,32,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,1,60,Asian Indian,05/02/2018,05/02/2018,3,6,2,2,3,4,3,3,3,29,5,5,car,6,3,4,2,1,5,6,0,present,foil,car,no,caucasian,south_asian,otherRace,sequential,yes,yes,yes,,yes,mTurk
c61770e4-d332-4a5f-8a0c-2029395ee2a9,Male,28,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,1,90,Asian Indian,05/02/2018,05/02/2018,2,0,1,2,2,0,1,1,1,10,1,1,burglary,6,3,1,5,4,2,6,1,present,perpetrator,money,yes,caucasian,south_asian,otherRace,joint_simultaneous,yes,no,no,,no,mTurk
f034b5db-796f-408b-83d6-ca79dfa2ebee,Female,39,White or Caucasian,yes,5,70,White American,05/02/2018,05/02/2018,,,,,,,,,,0,,,,1,6,5,2,4,3,4,0,present,foil,mugging,yes,south_asian,caucasian,otherRace,independent_simultaneous,yes,no,yes,,no,mTurk
b3108e99-49c7-4c05-955f-60d6b1a3d702,Male,38,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,1,100,Asian other,05/02/2018,05/02/2018,3,7,2,9,1,1,4,4,5,36,5,5,money,6,5,1,4,3,2,6,1,present,perpetrator,money,yes,caucasian,south_asian,otherRace,independent_simultaneous,yes,yes,yes,,yes,mTurk
db12e7db-e687-42b4-9cff-0ccf39bebe09,Male,18,White or Caucasian,yes,6,90,White American,05/02/2018,05/02/2018,1,0,0,0,0,0,0,0,0,1,1,4,money,1,5,3,2,4,6,6,1,present,perpetrator,money,yes,south_asian,caucasian,otherRace,sequential,yes,yes,no,,no,mTurk
8052abd4-d6f7-4e22-8d15-9ba32bed99c0,Male,42,White or Caucasian,no,,70,White American,05/02/2018,05/02/2018,1,1,1,1,1,1,1,1,1,9,5,5,mugging,3,2,5,1,6,4,absent,1,absent,reject,mugging,no,caucasian,caucasian,ownRace,joint_simultaneous,yes,yes,yes,,yes,mTurk
d007ed56-9609-4673-97ba-fe494bbbe777,Female,39,White or Caucasian,yes,6,70,White American,05/02/2018,05/02/2018,0,0,0,0,0,0,0,0,0,0,5,5,car,5,2,4,3,1,6,6,1,present,perpetrator,car,yes,caucasian,caucasian,ownRace,sequential,yes,yes,yes,,yes,mTurk
9b8ea1c6-3f42-48d1-afee-791d3736c4db,Male,35,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",no,,100,Asian Indian,05/02/2018,05/02/2018,0,1,0,1,3,1,1,0,2,9,2,4,mugging,5,3,2,4,1,6,absent,1,absent,reject,mugging,no,south_asian,south_asian,ownRace,independent_simultaneous,yes,yes,yes,,yes,mTurk
158b7930-76b2-4c8c-bb03-b34a67ca6d42,Female,35,White or Caucasian,yes,6,80,White American,05/02/2018,05/02/2018,0,0,0,0,0,0,0,0,0,0,5,5,money,1,4,2,3,5,6,6,0,present,foil,money,no,south_asian,caucasian,otherRace,joint_simultaneous,yes,yes,yes,,yes,mTurk
8cc7ada2-8297-48aa-999f-42d76ddc9e8c,Male,28,White or Caucasian,no,,60,White American,05/02/2018,05/02/2018,0,1,0,1,1,0,0,3,4,10,5,5,money,6,3,4,2,1,5,absent,1,absent,reject,money,no,caucasian,caucasian,ownRace,sequential,yes,yes,yes,,yes,mTurk
d0d819dd-b172-47b7-9cd3-c249a2a4d8a3,Female,22,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,5,70,White American,05/02/2018,05/02/2018,6,9,3,9,2,3,0,4,6,42,5,4,money,1,5,4,2,6,3,6,1,present,perpetrator,money,yes,south_asian,south_asian,ownRace,joint_simultaneous,yes,yes,yes,,yes,mTurk
04f4ec8f-2c0f-4999-8ca9-8dce9a520153,Male,25,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,2,50,Asian Indian,05/02/2018,05/02/2018,1,1,0,4,2,1,0,1,4,14,5,4,mugging,3,2,5,4,1,6,2,0,present,foil,mugging,yes,caucasian,south_asian,otherRace,independent_simultaneous,yes,yes,yes,,yes,mTurk
266ac166-0c76-4fd0-8fa5-820790f41d2a,Male,25,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,2,50,Asian Indian,05/02/2018,05/02/2018,0,0,0,0,0,0,0,3,9,12,4,4,mugging,2,5,1,3,6,4,5,0,present,foil,mugging,no,south_asian,south_asian,ownRace,joint_simultaneous,yes,yes,yes,,yes,mTurk
eeba20e0-1322-4364-a71e-5d54285b4f7b,Female,32,White or Caucasian,no,,70,White American,05/02/2018,05/02/2018,1,2,1,2,1,0,1,0,1,9,5,5,car,5,4,2,1,3,6,absent,1,absent,reject,car,no,south_asian,caucasian,otherRace,independent_simultaneous,yes,yes,yes,,yes,mTurk
98899359-0be4-46a6-975c-9156e1ee8ab1,Male,29,White or Caucasian,yes,1,60,White American,05/02/2018,05/02/2018,1,0,0,0,1,0,0,1,0,3,5,5,mugging,3,4,6,1,5,2,3,0,present,foil,mugging,yes,south_asian,caucasian,otherRace,joint_simultaneous,yes,yes,yes,,yes,mTurk
a7f2b3a3-1322-4ff6-9a22-6a4d300ac169,Male,25,White or Caucasian,yes,3,70,White American,05/02/2018,05/02/2018,2,5,0,0,0,0,0,0,1,8,2,3,money,4,2,3,6,1,5,3,0,present,foil,money,yes,caucasian,caucasian,ownRace,sequential,yes,yes,yes,,yes,mTurk
f1e4a185-6673-4711-aa26-c34df28fb847,Male,23,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",no,,100,Asian Indian,05/02/2018,05/02/2018,2,4,3,3,5,6,1,4,7,35,5,5,money,1,6,3,5,2,4,absent,1,absent,reject,money,no,south_asian,south_asian,ownRace,independent_simultaneous,yes,yes,yes,,yes,mTurk
c0f0161e-7ab9-4b0c-9c2f-fbb418807199,Male,39,White or Caucasian,no,,80,White American,05/02/2018,05/02/2018,0,1,0,0,0,0,1,0,0,2,5,5,mugging,4,1,6,2,5,3,absent,0,absent,reject,mugging,yes,caucasian,caucasian,ownRace,joint_simultaneous,yes,yes,yes,,yes,mTurk
b550c99d-3169-4f7a-a91b-e597adead97d,Male,29,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,4,70,Asian Indian,05/02/2018,05/02/2018,8,8,7,8,8,8,8,5,5,65,4,4,car,4,2,6,3,1,5,3,0,present,foil,car,no,south_asian,south_asian,ownRace,joint_simultaneous,yes,yes,yes,,yes,mTurk
0b2cdb8e-189e-46a4-95a8-2418371e6f38,Female,38,White or Caucasian,no,,80,White Irish,05/02/2018,05/02/2018,0,0,0,0,0,0,0,0,0,0,4,4,mugging,1,3,4,2,6,5,absent,0,absent,reject,mugging,yes,caucasian,caucasian,ownRace,sequential,yes,yes,yes,,yes,mTurk
62b97bf4-c643-4379-9bba-662510de6295,Female,28,Black or African American,yes,2,90,Black African,05/02/2018,05/02/2018,3,0,0,0,0,0,0,0,2,5,4,4,car,2,1,4,3,6,5,1,0,present,foil,car,no,caucasian,ERROR,ERROR,independent_simultaneous,no,yes,yes,,no,mTurk
63d34399-6a5e-4905-8373-11270e73bd2b,Male,24,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,1,80,Asian Indian,05/02/2018,05/02/2018,5,7,3,5,3,5,3,3,4,38,4,4,mugging,2,6,5,3,1,4,2,0,present,foil,mugging,no,south_asian,south_asian,ownRace,sequential,yes,yes,yes,,yes,mTurk
e2f2008c-8cb0-477a-bb88-bb4071d448c3,Female,23,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",no,,80,Asian Indian,05/02/2018,05/02/2018,4,3,4,2,1,2,0,1,0,17,5,5,car,6,5,3,1,2,4,absent,1,absent,reject,car,no,caucasian,south_asian,otherRace,joint_simultaneous,yes,yes,yes,,yes,mTurk
a9f14732-f078-4fe2-821f-b99a913dd350,Male,37,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,1,100,Asian Indian,05/02/2018,05/02/2018,0,0,0,1,1,0,0,0,0,2,4,5,car,6,4,3,5,1,2,6,1,present,perpetrator,car,yes,caucasian,south_asian,otherRace,joint_simultaneous,yes,yes,yes,,yes,mTurk
55c7e05d-2532-4080-a62f-e5b323bd8ac5,Male,25,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,2,100,Asian Indian,05/02/2018,05/02/2018,0,1,0,2,0,1,0,0,3,7,5,5,money,2,3,6,5,1,4,3,0,present,foil,money,no,caucasian,south_asian,otherRace,sequential,yes,yes,yes,,yes,mTurk
81c0426d-b430-4774-bfe4-1a6a1fe5701b,Female,35,White or Caucasian,yes,6,40,White American,05/02/2018,05/02/2018,2,0,0,0,0,0,0,0,0,2,5,5,money,5,1,2,4,6,3,3,0,present,foil,money,no,south_asian,caucasian,otherRace,joint_simultaneous,yes,yes,yes,,yes,mTurk
ab6dcd8f-52bf-4046-837b-7fe687daffe2,Female,39,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,3,70,Asian Indian,05/02/2018,05/02/2018,0,0,0,1,0,0,0,0,0,1,4,5,mugging,6,4,5,2,3,1,5,0,present,foil,mugging,yes,south_asian,south_asian,ownRace,sequential,yes,yes,yes,,yes,mTurk
d31655e4-ad82-4cc9-a7a0-17af6eafc081,Male,39,White or Caucasian,no,,40,White American,05/02/2018,05/02/2018,0,1,0,2,2,1,0,0,0,6,4,4,mugging,6,2,4,3,1,5,absent,1,absent,reject,mugging,no,south_asian,caucasian,otherRace,independent_simultaneous,yes,yes,yes,,yes,mTurk
dd60ac7f-e347-4cb3-ae80-1bb2dfc5fd83,Female,39,"East Asian (e.g., Chinese, Japanese, Korean)",no,,60,Asian other,05/02/2018,05/02/2018,4,1,4,1,0,2,3,6,3,24,2,5,money,6,3,2,5,1,4,absent,1,absent,reject,money,no,caucasian,ERROR,ERROR,independent_simultaneous,no,yes,yes,,no,mTurk
386bf56e-8035-4283-9362-89061c08bb0b,Male,27,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",no,,100,Asian Indian,05/02/2018,05/02/2018,1,5,2,9,9,9,2,0,6,43,5,4,money,2,5,3,4,6,1,absent,1,absent,reject,money,no,south_asian,south_asian,ownRace,independent_simultaneous,yes,yes,yes,,yes,mTurk
3ed46b66-904d-4d53-9adf-dd81ee9bb6bc,Female,35,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",no,,70,Asian Indian,05/02/2018,05/02/2018,0,0,0,0,0,0,0,0,3,3,5,4,car,4,1,2,3,6,5,absent,0,absent,reject,car,yes,south_asian,south_asian,ownRace,joint_simultaneous,yes,yes,yes,,yes,mTurk
c8d2f804-772c-4727-be58-fdb4b82e9e8b,Male,31,"East Asian (e.g., Chinese, Japanese, Korean)",no,,70,Asian other,05/02/2018,05/02/2018,2,3,7,6,9,2,4,2,8,43,5,5,money,4,5,3,1,2,6,absent,0,absent,reject,money,yes,caucasian,ERROR,ERROR,independent_simultaneous,no,yes,yes,,no,mTurk
22467782-e1fc-4d05-8eb8-048ef53d57c1,Male,28,Black or African American,yes,4,60,Asian Nepalese,05/02/2018,05/02/2018,5,6,4,4,4,7,6,4,2,42,5,5,mugging,4,5,6,2,3,1,2,0,present,foil,mugging,no,caucasian,ERROR,ERROR,joint_simultaneous,no,yes,yes,,no,mTurk
fd2580d0-8481-41f3-b4d3-976a4dda1d6a,Male,28,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",no,,80,Asian Indian,05/02/2018,05/02/2018,0,2,0,0,0,0,0,0,1,3,4,3,mugging,2,1,5,6,4,3,absent,1,absent,reject,mugging,no,south_asian,south_asian,ownRace,sequential,yes,yes,yes,,yes,mTurk
b5b5045a-ca5a-4696-9c8e-71a7b2e2cb02,Male,35,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,5,90,Asian Indian,06/02/2018,06/02/2018,5,9,2,4,3,4,3,5,4,39,5,5,money,1,3,4,2,6,5,6,0,present,foil,money,no,south_asian,south_asian,ownRace,joint_simultaneous,yes,yes,yes,,yes,mTurk
e6d25155-3b5b-453a-ab74-cb46494f51ed,Female,35,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,1,100,Asian Indian,06/02/2018,06/02/2018,2,3,1,5,3,4,3,2,3,26,3,4,money,4,3,5,6,2,1,4,0,present,foil,money,yes,caucasian,south_asian,otherRace,independent_simultaneous,yes,yes,yes,,yes,mTurk
ac803914-82cf-47de-9849-58abce71c5dc,Male,25,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,6,100,Asian Indian,06/02/2018,06/02/2018,7,5,4,8,7,6,7,4,5,53,4,4,drinkspiking,1,3,2,5,4,6,6,1,present,perpetrator,mugging,yes,south_asian,south_asian,ownRace,sequential,yes,no,yes,,no,mTurk
d721f963-debf-44f2-8b72-d4711b2d9447,Male,25,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,4,70,White other,06/02/2018,06/02/2018,2,2,2,2,4,4,5,3,2,26,4,4,drinkspiking,5,2,1,3,4,6,3,0,present,foil,mugging,no,caucasian,south_asian,otherRace,joint_simultaneous,yes,no,yes,,no,mTurk
f7a85285-01d5-4731-b425-e24dab1e54dd,Male,31,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,4,60,Asian Indian,06/02/2018,06/02/2018,0,0,0,2,2,0,2,0,1,7,5,5,mugging,1,2,3,6,5,4,6,1,present,perpetrator,mugging,yes,south_asian,south_asian,ownRace,independent_simultaneous,yes,yes,yes,,yes,mTurk
6d4e5b1f-7f1a-49cb-bbc1-4d2a06be84af,Female,23,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,3,40,Asian Indian,06/02/2018,06/02/2018,7,6,4,7,6,3,7,4,3,47,1,1,car,5,1,4,6,3,2,4,0,present,foil,car,yes,south_asian,south_asian,ownRace,sequential,yes,yes,no,,no,mTurk
ca7cc352-189b-4004-8e1a-9205f732bb0f,Male,24,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,3,20,Asian Indian,06/02/2018,06/02/2018,6,6,5,6,7,5,6,6,6,53,3,4,money,2,3,5,4,1,6,5,0,present,foil,money,yes,caucasian,south_asian,otherRace,sequential,yes,yes,yes,,yes,mTurk
cd95a7dd-f3cc-4f48-95c8-d48099322780,Female,24,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,6,70,White American,06/02/2018,06/02/2018,5,6,4,5,6,5,6,4,5,46,3,3,car,1,4,2,3,6,5,5,0,present,foil,car,no,caucasian,south_asian,otherRace,joint_simultaneous,yes,yes,yes,,yes,mTurk
53de23bd-2448-421f-afe4-4d02ee7bc767,Male,24,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,5,30,Asian Indian,06/02/2018,06/02/2018,2,5,3,5,4,6,5,4,3,37,3,4,drinkspiking,1,6,5,4,3,2,3,0,present,foil,car,no,caucasian,south_asian,otherRace,independent_simultaneous,yes,no,yes,,no,mTurk
99d595da-c1c5-4216-9738-55a4957c338b,Female,28,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",no,,80,Asian Indian,06/02/2018,06/02/2018,1,2,0,1,2,1,1,3,6,17,4,3,mugging,2,6,5,3,4,1,absent,0,absent,reject,mugging,yes,south_asian,south_asian,ownRace,joint_simultaneous,yes,yes,yes,,yes,mTurk
4ee813ba-8423-4571-8421-6adc286af39f,Male,24,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,1,70,Asian Indian,06/02/2018,06/02/2018,3,9,3,9,9,4,3,3,5,48,1,1,car,5,1,6,4,3,2,5,0,present,foil,car,no,south_asian,south_asian,ownRace,joint_simultaneous,yes,yes,no,,no,mTurk
b637cf9c-700a-40c6-96e4-b4568f122a17,Male,41,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,2,90,Asian Indian,06/02/2018,06/02/2018,0,0,0,0,0,0,0,0,6,6,5,5,car,1,6,5,3,4,2,6,1,present,perpetrator,car,yes,south_asian,south_asian,ownRace,joint_simultaneous,yes,yes,yes,,yes,mTurk
d5891076-556b-4745-824c-afb3904cbb94,Male,40,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",no,,100,Asian Indian,06/02/2018,06/02/2018,0,0,0,1,0,0,0,0,0,1,1,5,car,2,4,3,1,5,6,absent,0,absent,reject,car,yes,caucasian,south_asian,otherRace,independent_simultaneous,yes,yes,no,,no,mTurk
e9fd5f3b-bcdb-40d4-95c3-c1a8abd41ee9,Female,28,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,6,80,Asian Indian,06/02/2018,06/02/2018,3,1,0,0,0,0,0,0,0,4,1,1,burglary,2,1,3,4,5,6,6,0,present,foil,money,no,south_asian,south_asian,ownRace,joint_simultaneous,yes,no,no,,no,mTurk
d2596e72-b36b-47c7-b235-1269264efe84,Male,26,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",no,,80,Asian Indian,06/02/2018,06/02/2018,8,4,3,3,4,4,5,8,6,45,4,3,drinkspiking,6,2,3,4,1,5,absent,0,absent,reject,money,yes,south_asian,south_asian,ownRace,independent_simultaneous,yes,no,yes,,no,mTurk
9c31b482-c79f-4ec6-8fd0-73093b5bac9a,Male,39,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,5,90,Asian Indian,06/02/2018,06/02/2018,2,3,0,2,3,2,1,2,0,15,5,5,mugging,1,5,2,4,6,3,6,1,present,perpetrator,mugging,yes,south_asian,south_asian,ownRace,sequential,yes,yes,yes,,yes,mTurk
17059ee7-8dd3-436b-968d-4c12291bf611,Female,26,American Indian or Alaska Native,yes,1,70,Asian Indian,06/02/2018,06/02/2018,7,4,2,6,6,7,6,4,6,48,4,4,drinkspiking,1,6,3,5,4,2,1,0,present,foil,car,no,caucasian,ERROR,ERROR,sequential,no,no,yes,,no,mTurk
60301ce1-c9ee-4523-8942-6ab518351468,Male,25,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan)",yes,1,10,Asian Indian,06/02/2018,06/02/2018,2,0,0,0,0,0,0,4,2,8,3,2,car,3,6,5,1,2,4,3,0,present,foil,car,no,caucasian,south_asian,otherRace,sequential,yes,yes,yes,,yes,mTurk
